https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETHBULL,Volume USD
1660003200000.0,2022-08-09 00:00:00,ETHBULL/USD,14.17,14.46,11.52,12.38,99124.01577948303,1227155.31535
1659916800000.0,2022-08-08 00:00:00,ETHBULL/USD,12.49,15.035,12.345,14.17,95685.52305045871,1355863.861625
1659830400000.0,2022-08-07 00:00:00,ETHBULL/USD,12.265,13.095,11.795,12.49,43894.825156124905,548246.3662
1659744000000.0,2022-08-06 00:00:00,ETHBULL/USD,13.395,13.665,12.175,12.265,109656.96749694253,1344942.70635
1659657600000.0,2022-08-05 00:00:00,ETHBULL/USD,10.795,13.48,10.75,13.39,137097.1589283047,1835730.95805
1659571200000.0,2022-08-04 00:00:00,ETHBULL/USD,11.01,11.88,10.24,10.795,103498.89812181566,1117270.605225
1659484800000.0,2022-08-03 00:00:00,ETHBULL/USD,11.27,12.37,10.425,11.01,91225.94315395095,1004397.634125
1659398400000.0,2022-08-02 00:00:00,ETHBULL/USD,11.27,12.21,9.855,11.27,117523.47883984029,1324489.606525
1659312000000.0,2022-08-01 00:00:00,ETHBULL/USD,12.32,12.895,10.735,11.27,130685.53746228929,1472826.0072
1659225600000.0,2022-07-31 00:00:00,ETHBULL/USD,12.72,14.03,12.03,12.32,129398.47066152598,1594189.15855
1659139200000.0,2022-07-30 00:00:00,ETHBULL/USD,13.29,13.865,12.2,12.72,103340.1820086478,1314487.11515
1659052800000.0,2022-07-29 00:00:00,ETHBULL/USD,13.4,14.33,11.805,13.29,153598.31217080515,2041321.56875
1658966400000.0,2022-07-28 00:00:00,ETHBULL/USD,11.53,14.635,10.67,13.4,243134.16382649253,3257997.795275
1658880000000.0,2022-07-27 00:00:00,ETHBULL/USD,8.36,11.67,7.84,11.53,209634.2880225499,2417083.3409
1658793600000.0,2022-07-26 00:00:00,ETHBULL/USD,8.185,8.4,6.75,8.36,120826.01877392345,1010105.51695
1658707200000.0,2022-07-25 00:00:00,ETHBULL/USD,11.62,11.845,8.14,8.185,146569.04989004275,1199667.67335
1658620800000.0,2022-07-24 00:00:00,ETHBULL/USD,10.63,13.0,10.5475,11.62,152697.95975903614,1774350.2924
1658534400000.0,2022-07-23 00:00:00,ETHBULL/USD,10.325,11.58,9.38,10.63,97550.38352539981,1036960.576875
1658448000000.0,2022-07-22 00:00:00,ETHBULL/USD,11.235,12.695,9.955,10.325,149332.10271670704,1541853.96055
1658361600000.0,2022-07-21 00:00:00,ETHBULL/USD,10.1325,11.8025,8.9625,11.23,137011.37973285842,1538637.7944
1658275200000.0,2022-07-20 00:00:00,ETHBULL/USD,10.5775,12.17,9.4,10.1325,148705.90555884532,1506762.588075
1658188800000.0,2022-07-19 00:00:00,ETHBULL/USD,11.335,12.465,9.54,10.5775,157218.04437485227,1662973.864375
1658102400000.0,2022-07-18 00:00:00,ETHBULL/USD,7.315,11.59,7.285,11.355,159270.4639616909,1808516.118285
1658016000000.0,2022-07-17 00:00:00,ETHBULL/USD,7.6325,8.105,7.0,7.315,114718.22548872179,839163.81945
1657929600000.0,2022-07-16 00:00:00,ETHBULL/USD,5.8525,8.6,5.2825,7.6325,165507.54375106454,1263236.32768
1657843200000.0,2022-07-15 00:00:00,ETHBULL/USD,5.33,6.6075,5.173,5.8525,172509.69983938488,1009613.01831
1657756800000.0,2022-07-14 00:00:00,ETHBULL/USD,4.418,5.584,3.892,5.33,103201.22709193247,550062.5404
1657670400000.0,2022-07-13 00:00:00,ETHBULL/USD,3.611,4.44,3.261,4.418,214940.78317790857,949608.38008
1657584000000.0,2022-07-12 00:00:00,ETHBULL/USD,4.295,4.304,3.559,3.611,130873.38467599002,472583.792065
1657497600000.0,2022-07-11 00:00:00,ETHBULL/USD,5.261,5.295,4.235,4.295,85643.11720488941,367837.188395
1657411200000.0,2022-07-10 00:00:00,ETHBULL/USD,5.975,6.0175,5.0475,5.261,77792.59507032884,409266.842665
1657324800000.0,2022-07-09 00:00:00,ETHBULL/USD,5.955,6.225,5.8,5.975,40104.01230543933,239621.473525
1657238400000.0,2022-07-08 00:00:00,ETHBULL/USD,6.295,6.88,5.61,5.955,146263.63661964735,870999.95607
1657152000000.0,2022-07-07 00:00:00,ETHBULL/USD,5.59,6.5275,5.255,6.295,73603.28235107228,463332.6624
1657065600000.0,2022-07-06 00:00:00,ETHBULL/USD,4.887,5.79,4.614,5.59,119329.6234078712,667052.59485
1656979200000.0,2022-07-05 00:00:00,ETHBULL/USD,5.12,5.41,4.153,4.887,104197.470901371,509213.040295
1656892800000.0,2022-07-04 00:00:00,ETHBULL/USD,4.226,5.225,3.87,5.12,95899.49851562499,491005.4324
1656806400000.0,2022-07-03 00:00:00,ETHBULL/USD,4.138,4.364,3.84,4.226,33470.43809512541,141446.07139
1656720000000.0,2022-07-02 00:00:00,ETHBULL/USD,4.038,4.26,3.71,4.138,46820.540874818755,193743.39814
1656633600000.0,2022-07-01 00:00:00,ETHBULL/USD,4.205,4.669,3.757,4.038,87044.7124467558,351486.54886
1656547200000.0,2022-06-30 00:00:00,ETHBULL/USD,4.545,4.63,3.297,4.205,145138.32461712247,610306.655015
1656460800000.0,2022-06-29 00:00:00,ETHBULL/USD,5.1525,5.302,4.387,4.545,78707.35365126513,357724.922345
1656374400000.0,2022-06-28 00:00:00,ETHBULL/USD,5.86,6.54,5.052,5.1525,62818.929701115965,323674.535285
1656288000000.0,2022-06-27 00:00:00,ETHBULL/USD,5.9475,6.55,5.5925,5.86,47504.90337457337,278378.733775
1656201600000.0,2022-06-26 00:00:00,ETHBULL/USD,6.67,7.2875,5.92,5.9475,34473.84692643968,205033.204595
1656115200000.0,2022-06-25 00:00:00,ETHBULL/USD,6.385,6.87,5.7025,6.67,38834.743151424285,259027.73682
1656028800000.0,2022-06-24 00:00:00,ETHBULL/USD,5.275,6.655,5.105,6.385,72887.13364526234,465384.348325
1655942400000.0,2022-06-23 00:00:00,ETHBULL/USD,4.165,5.385,4.104,5.275,52373.93491184834,276272.50666
1655856000000.0,2022-06-22 00:00:00,ETHBULL/USD,5.207,5.228,4.061,4.159,107982.55311974033,449099.438425
1655769600000.0,2022-06-21 00:00:00,ETHBULL/USD,5.255,6.12,5.006,5.207,70004.25214710966,364512.14093
1655683200000.0,2022-06-20 00:00:00,ETHBULL/USD,5.27,5.8,4.2,5.255,58766.40685918173,308817.468045
1655596800000.0,2022-06-19 00:00:00,ETHBULL/USD,3.774,5.6,3.129,5.27,72799.94083870969,383655.68822
1655510400000.0,2022-06-18 00:00:00,ETHBULL/USD,5.17,5.32,2.561,3.774,202364.70011950185,763724.378251
1655424000000.0,2022-06-17 00:00:00,ETHBULL/USD,4.928,5.599,4.71,5.17,67745.37036557059,350243.56479
1655337600000.0,2022-06-16 00:00:00,ETHBULL/USD,8.18,8.505,4.655,4.928,127894.96615665584,630266.39322
1655251200000.0,2022-06-15 00:00:00,ETHBULL/USD,8.45,8.92,4.695,8.18,191948.06148105135,1570135.142915
1655164800000.0,2022-06-14 00:00:00,ETHBULL/USD,8.56,9.69,5.745,8.45,116272.59777704143,982503.451216
1655078400000.0,2022-06-13 00:00:00,ETHBULL/USD,15.25,15.74,7.58,8.56,210403.7971036507,1801056.50320725
1654992000000.0,2022-06-12 00:00:00,ETHBULL/USD,18.81,19.21,14.935,15.25,68027.54255737705,1037420.024
1654905600000.0,2022-06-11 00:00:00,ETHBULL/USD,24.63,25.49,17.5,18.81,34849.10861722488,655511.73309
1654819200000.0,2022-06-10 00:00:00,ETHBULL/USD,31.32,32.05,24.3,24.63,40499.62856463662,997505.851547
1654732800000.0,2022-06-09 00:00:00,ETHBULL/USD,31.48,33.56,30.69,31.32,5624.339998403576,176154.32875
1654646400000.0,2022-06-08 00:00:00,ETHBULL/USD,32.69,34.0,30.08,31.48,11102.998309402796,349522.38678
1654560000000.0,2022-06-07 00:00:00,ETHBULL/USD,35.29,36.0,27.67,32.69,33422.31026950138,1092575.32271
1654473600000.0,2022-06-06 00:00:00,ETHBULL/USD,32.38,38.5,32.31,35.29,15677.762230660244,553268.22912
1654387200000.0,2022-06-05 00:00:00,ETHBULL/USD,32.25,33.67,30.6,32.38,6812.299711859172,220582.26467
1654300800000.0,2022-06-04 00:00:00,ETHBULL/USD,30.78,32.88,29.4,32.25,2793.2299789147287,90081.66682
1654214400000.0,2022-06-03 00:00:00,ETHBULL/USD,34.17,34.64,28.72,30.78,22333.09642267706,687412.70789
1654128000000.0,2022-06-02 00:00:00,ETHBULL/USD,33.25,35.04,31.32,34.17,14080.02727363184,481114.53194
1654041600000.0,2022-06-01 00:00:00,ETHBULL/USD,41.27,43.14,29.81,33.25,33166.70311909774,1102792.87871
1653955200000.0,2022-05-31 00:00:00,ETHBULL/USD,45.25,46.34,39.81,41.27,28233.218172280107,1165184.91397
1653868800000.0,2022-05-30 00:00:00,ETHBULL/USD,34.64,46.02,34.07,45.25,27809.617108729282,1258385.17417
1653782400000.0,2022-05-29 00:00:00,ETHBULL/USD,33.51,35.35,31.88,34.64,9533.228024826789,330231.01878
1653696000000.0,2022-05-28 00:00:00,ETHBULL/USD,30.12,34.3,29.79,33.51,4674.781853774993,156651.93992
1653609600000.0,2022-05-27 00:00:00,ETHBULL/USD,33.9,35.71,28.92,30.12,29806.22515836653,897763.50177
1653523200000.0,2022-05-26 00:00:00,ETHBULL/USD,44.12,45.61,30.0,33.9,39289.801278761064,1331924.26335
1653436800000.0,2022-05-25 00:00:00,ETHBULL/USD,46.83,49.67,43.56,44.12,10700.817052583863,472120.04836
1653350400000.0,2022-05-24 00:00:00,ETHBULL/USD,46.35,47.71,42.0,46.83,10371.36826991245,485691.17608
1653264000000.0,2022-05-23 00:00:00,ETHBULL/USD,51.78,55.17,45.18,46.35,14577.461721359223,675665.350785
1653177600000.0,2022-05-22 00:00:00,ETHBULL/USD,46.85,52.75,46.19,51.78,6254.571042101197,323861.68856
1653091200000.0,2022-05-21 00:00:00,ETHBULL/USD,45.83,48.04,44.34,46.85,10154.550411312699,475740.68677
1653004800000.0,2022-05-20 00:00:00,ETHBULL/USD,50.46,53.6,43.19,45.83,13799.176315404757,632416.250535
1652918400000.0,2022-05-19 00:00:00,ETHBULL/USD,43.19,51.8,42.35,50.46,18685.54122225525,942872.410075
1652832000000.0,2022-05-18 00:00:00,ETHBULL/USD,58.05,59.7,42.65,43.19,12264.776874392222,529715.713205
1652745600000.0,2022-05-17 00:00:00,ETHBULL/USD,52.8,60.425,51.6,58.05,11292.400813522827,655523.867225
1652659200000.0,2022-05-16 00:00:00,ETHBULL/USD,63.7,63.7,48.925,52.8,24574.98515625,1297559.21625
1652572800000.0,2022-05-15 00:00:00,ETHBULL/USD,56.475,65.58,51.925,63.7,4396.277427629513,280042.87214
1652486400000.0,2022-05-14 00:00:00,ETHBULL/USD,52.775,57.3,48.275,56.475,6685.752255599823,377577.858635
1652400000000.0,2022-05-13 00:00:00,ETHBULL/USD,48.65,63.15,47.77,52.775,18715.282170724775,987699.01656
1652313600000.0,2022-05-12 00:00:00,ETHBULL/USD,62.9,73.375,32.0,48.65,47727.99733939362,2321967.0705615
1652227200000.0,2022-05-11 00:00:00,ETHBULL/USD,96.375,109.975,56.0,62.9,53770.941956081086,3382192.2490375
1652140800000.0,2022-05-10 00:00:00,ETHBULL/USD,83.8,109.5,80.25,96.375,18288.492891309987,1762553.5024
1652054400000.0,2022-05-09 00:00:00,ETHBULL/USD,127.9,129.3,83.05,83.8,24888.676655489264,2085671.10373
1651968000000.0,2022-05-08 00:00:00,ETHBULL/USD,147.55,148.35,122.5,127.9,6435.544293510555,823106.11514
1651881600000.0,2022-05-07 00:00:00,ETHBULL/USD,157.85,159.9,139.0,147.55,2890.8376103015926,426543.0894
1651795200000.0,2022-05-06 00:00:00,ETHBULL/USD,168.1,169.6,147.0,157.85,4533.394365980362,715596.30067
1651708800000.0,2022-05-05 00:00:00,ETHBULL/USD,209.85,212.6,156.0,168.1,5799.526425936942,974900.3922
1651622400000.0,2022-05-04 00:00:00,ETHBULL/USD,179.0,214.45,177.1,209.85,3605.907814629498,756699.7549
1651536000000.0,2022-05-03 00:00:00,ETHBULL/USD,194.4,195.6,173.65,179.0,2949.0319198324023,527876.71365
1651449600000.0,2022-05-02 00:00:00,ETHBULL/USD,188.0,199.65,179.25,194.4,3065.6713500514397,595966.51045
1651363200000.0,2022-05-01 00:00:00,ETHBULL/USD,169.8,193.35,167.9,188.0,5191.151570744681,975936.4953
1651276800000.0,2022-04-30 00:00:00,ETHBULL/USD,187.8,192.5,168.0,169.8,3305.6052982921083,561291.77965
1651190400000.0,2022-04-29 00:00:00,ETHBULL/USD,214.75,216.15,179.2,187.8,4777.871759850905,897284.3165
1651104000000.0,2022-04-28 00:00:00,ETHBULL/USD,204.2,223.7,197.3,214.75,4015.1569331781143,862254.9514
1651017600000.0,2022-04-27 00:00:00,ETHBULL/USD,188.9,210.3,185.6,204.2,3539.9831785014694,722864.56505
1650931200000.0,2022-04-26 00:00:00,ETHBULL/USD,234.9,242.2,177.2,188.9,6076.873535521439,1147921.41086
1650844800000.0,2022-04-25 00:00:00,ETHBULL/USD,216.2,239.1,188.35,234.9,7280.714162622393,1710239.7568
1650758400000.0,2022-04-24 00:00:00,ETHBULL/USD,218.65,226.25,214.15,216.2,1594.9492518501388,344828.02825
1650672000000.0,2022-04-23 00:00:00,ETHBULL/USD,225.95,229.55,214.55,218.65,1985.2926050766064,434084.2281
1650585600000.0,2022-04-22 00:00:00,ETHBULL/USD,230.9,243.3,219.2,225.95,3774.526736003541,852854.316
1650499200000.0,2022-04-21 00:00:00,ETHBULL/USD,253.6,283.1,220.1,230.9,7705.427873538329,1779183.296
1650412800000.0,2022-04-20 00:00:00,ETHBULL/USD,260.6,277.3,244.1,253.6,6018.819421332808,1526372.60525
1650326400000.0,2022-04-19 00:00:00,ETHBULL/USD,249.2,266.9,243.0,260.6,3865.4433271297003,1007334.53105
1650240000000.0,2022-04-18 00:00:00,ETHBULL/USD,233.3,252.0,208.0,249.2,4484.381702929374,1117507.92037
1650153600000.0,2022-04-17 00:00:00,ETHBULL/USD,250.7,256.1,232.5,233.3,4815.737517359622,1123511.5628
1650067200000.0,2022-04-16 00:00:00,ETHBULL/USD,246.7,257.0,239.5,250.7,2221.1571743119266,556844.1036
1649980800000.0,2022-04-15 00:00:00,ETHBULL/USD,241.2,250.7,235.4,246.7,1958.4087511147143,483139.4389
1649894400000.0,2022-04-14 00:00:00,ETHBULL/USD,264.9,271.1,231.1,241.2,5458.0232354892205,1316475.2044
1649808000000.0,2022-04-13 00:00:00,ETHBULL/USD,243.3,266.9,235.8,264.9,5245.691085126463,1389583.56845
1649721600000.0,2022-04-12 00:00:00,ETHBULL/USD,231.3,255.7,224.9,243.3,5795.326698109329,1410002.98565
1649635200000.0,2022-04-11 00:00:00,ETHBULL/USD,292.5,295.2,222.4,231.3,11826.850260008647,2735550.46514
1649548800000.0,2022-04-10 00:00:00,ETHBULL/USD,308.8,322.2,289.9,292.5,5533.629005470086,1618586.4841
1649462400000.0,2022-04-09 00:00:00,ETHBULL/USD,291.1,311.5,287.7,308.8,5508.408098445596,1700996.4208
1649376000000.0,2022-04-08 00:00:00,ETHBULL/USD,300.0,323.8,285.6,291.1,12604.20325705943,3669083.56813
1649289600000.0,2022-04-07 00:00:00,ETHBULL/USD,284.0,311.3,277.3,300.0,5457.3827798,1637214.83394
1649203200000.0,2022-04-06 00:00:00,ETHBULL/USD,358.4,358.4,282.3,284.0,21707.201562922535,6164845.24387
1649116800000.0,2022-04-05 00:00:00,ETHBULL/USD,397.2,408.2,355.5,358.4,6069.350048465402,2175255.05737
1649030400000.0,2022-04-04 00:00:00,ETHBULL/USD,397.2,405.7,360.0,397.2,5547.046860926485,2203287.01316
1648944000000.0,2022-04-03 00:00:00,ETHBULL/USD,372.7,416.6,362.9,397.2,3748.184388897281,1488778.83927
1648857600000.0,2022-04-02 00:00:00,ETHBULL/USD,375.7,401.2,369.0,372.7,6049.356836785619,2254595.29307
1648771200000.0,2022-04-01 00:00:00,ETHBULL/USD,325.1,384.1,303.9,375.7,5315.971531328188,1997210.50432
1648684800000.0,2022-03-31 00:00:00,ETHBULL/USD,357.5,376.4,319.2,325.1,6859.908400184559,2230156.2209
1648598400000.0,2022-03-30 00:00:00,ETHBULL/USD,362.8,380.0,341.1,357.5,4672.855324363636,1670545.77846
1648512000000.0,2022-03-29 00:00:00,ETHBULL/USD,341.8,389.7,341.1,362.8,8883.439934509372,3222912.00824
1648425600000.0,2022-03-28 00:00:00,ETHBULL/USD,331.5,371.7,325.1,341.8,8198.785607050906,2802344.92049
1648339200000.0,2022-03-27 00:00:00,ETHBULL/USD,290.0,332.8,284.6,331.5,5095.59130642534,1689188.51808
1648252800000.0,2022-03-26 00:00:00,ETHBULL/USD,277.8,292.5,273.1,290.0,3822.4173931034484,1108501.044
1648166400000.0,2022-03-25 00:00:00,ETHBULL/USD,281.0,303.4,271.1,277.8,10097.676903383728,2805134.64376
1648080000000.0,2022-03-24 00:00:00,ETHBULL/USD,261.5,285.6,252.8,281.0,11930.39560836299,3352441.16595
1647993600000.0,2022-03-23 00:00:00,ETHBULL/USD,245.2,263.3,233.1,261.5,7776.1454619502865,2033462.0383
1647907200000.0,2022-03-22 00:00:00,ETHBULL/USD,227.0,265.0,225.8,245.2,10209.273972063624,2503313.97795
1647820800000.0,2022-03-21 00:00:00,ETHBULL/USD,220.4,242.6,213.55,227.0,7105.123726211454,1612863.08585
1647734400000.0,2022-03-20 00:00:00,ETHBULL/USD,242.3,245.3,210.0,220.4,5743.507903811252,1265869.142
1647648000000.0,2022-03-19 00:00:00,ETHBULL/USD,239.9,251.2,227.4,242.3,7899.464003920759,1914040.12815
1647561600000.0,2022-03-18 00:00:00,ETHBULL/USD,211.5,250.0,201.95,239.9,15332.801280116715,3678339.0271
1647475200000.0,2022-03-17 00:00:00,ETHBULL/USD,203.35,216.95,196.9,211.5,9372.735384160756,1982333.53375
1647388800000.0,2022-03-16 00:00:00,ETHBULL/USD,172.5,206.35,169.8,203.35,14053.207217359235,2857719.68765
1647302400000.0,2022-03-15 00:00:00,ETHBULL/USD,167.2,183.45,151.3,172.5,10432.008150434784,1799521.40595
1647216000000.0,2022-03-14 00:00:00,ETHBULL/USD,153.25,170.65,150.75,167.2,12106.995415669857,2024289.6335
1647129600000.0,2022-03-13 00:00:00,ETHBULL/USD,163.6,169.7,149.45,153.25,6828.879889070146,1046525.843
1647043200000.0,2022-03-12 00:00:00,ETHBULL/USD,161.7,172.0,161.0,163.6,4382.119878667482,716914.81215
1646956800000.0,2022-03-11 00:00:00,ETHBULL/USD,171.5,184.75,154.6,161.7,7959.124228509586,1286990.38775
1646870400000.0,2022-03-10 00:00:00,ETHBULL/USD,197.35,198.9,160.85,171.5,11296.443697959183,1937340.0942
1646784000000.0,2022-03-09 00:00:00,ETHBULL/USD,168.1,206.6,166.1,197.35,12057.753403344312,2379597.63415
1646697600000.0,2022-03-08 00:00:00,ETHBULL/USD,152.7,177.2,150.45,168.1,17916.080886079715,3011693.19695
1646611200000.0,2022-03-07 00:00:00,ETHBULL/USD,164.1,182.85,143.85,152.7,16106.51927930583,2459465.49395
1646524800000.0,2022-03-06 00:00:00,ETHBULL/USD,188.3,190.5,161.15,164.1,8023.876828153565,1316718.1875
1646438400000.0,2022-03-05 00:00:00,ETHBULL/USD,179.8,192.8,172.9,188.3,5069.773735528412,954638.3944
1646352000000.0,2022-03-04 00:00:00,ETHBULL/USD,232.6,232.8,167.7,179.8,15009.999450222467,2698797.90115
1646265600000.0,2022-03-03 00:00:00,ETHBULL/USD,263.3,269.2,219.2,232.6,8338.405737962166,1939513.17465
1646179200000.0,2022-03-02 00:00:00,ETHBULL/USD,270.8,290.0,253.9,263.3,13640.792295936193,3591620.61152
1646092800000.0,2022-03-01 00:00:00,ETHBULL/USD,257.8,287.3,238.4,270.8,10712.01608788774,2900813.9566
1646006400000.0,2022-02-28 00:00:00,ETHBULL/USD,191.75,264.3,180.7,257.8,10573.379727307989,2725817.2937
1645920000000.0,2022-02-27 00:00:00,ETHBULL/USD,231.95,247.0,176.0,191.75,14028.617213298565,2689987.35065
1645833600000.0,2022-02-26 00:00:00,ETHBULL/USD,229.8,258.8,219.65,231.95,7645.6488111662,1773408.24175
1645747200000.0,2022-02-25 00:00:00,ETHBULL/USD,191.75,246.55,186.8,229.8,10326.294019364665,2372982.36565
1645660800000.0,2022-02-24 00:00:00,ETHBULL/USD,187.85,223.0,127.6,191.75,19000.817516636245,3643406.758815
1645574400000.0,2022-02-23 00:00:00,ETHBULL/USD,201.05,228.05,187.2,187.85,10164.866258450891,1909470.12665
1645488000000.0,2022-02-22 00:00:00,ETHBULL/USD,186.35,208.85,170.6,201.05,9013.885160507336,1812241.61152
1645401600000.0,2022-02-21 00:00:00,ETHBULL/USD,198.0,229.0,184.2,186.35,15560.80213678562,2899755.47819
1645315200000.0,2022-02-20 00:00:00,ETHBULL/USD,234.5,235.1,187.1,198.0,6390.712523585858,1265361.07967
1645228800000.0,2022-02-19 00:00:00,ETHBULL/USD,239.0,251.7,218.0,234.5,3675.274839275053,861851.94981
1645142400000.0,2022-02-18 00:00:00,ETHBULL/USD,272.1,285.0,231.3,239.0,5624.074796401674,1344153.87634
1645056000000.0,2022-02-17 00:00:00,ETHBULL/USD,349.2,362.1,258.7,272.1,8243.746862734288,2243123.52135
1644969600000.0,2022-02-16 00:00:00,ETHBULL/USD,371.4,371.5,322.1,349.2,4062.045824684995,1418466.40198
1644883200000.0,2022-02-15 00:00:00,ETHBULL/USD,293.9,376.0,288.6,371.4,4544.853622051696,1687958.63523
1644796800000.0,2022-02-14 00:00:00,ETHBULL/USD,277.2,304.3,265.8,293.9,4216.839578938415,1239329.15225
1644710400000.0,2022-02-13 00:00:00,ETHBULL/USD,291.5,301.2,266.6,277.2,2810.9893348845603,779206.24363
1644624000000.0,2022-02-12 00:00:00,ETHBULL/USD,294.6,311.4,273.6,291.5,3034.352138044597,884513.64824
1644537600000.0,2022-02-11 00:00:00,ETHBULL/USD,344.2,364.2,278.1,294.6,8545.783250101833,2517587.74548
1644451200000.0,2022-02-10 00:00:00,ETHBULL/USD,408.3,423.2,338.5,344.2,7858.622954909936,2704938.02108
1644364800000.0,2022-02-09 00:00:00,ETHBULL/USD,364.1,417.3,342.6,408.3,3213.9407301493998,1312252.00012
1644278400000.0,2022-02-08 00:00:00,ETHBULL/USD,372.7,405.0,331.5,364.1,6466.767455863773,2354550.03068
