https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK3S,Volume USDT
1663372800,2022-09-17 00:00:00,LINK3S/USDT,0.553,0.5531,0.537,0.5527,5047.9997,2752.9761695
1663369200,2022-09-16 23:00:00,LINK3S/USDT,0.5664,0.5664,0.5561,0.5587,248.2405,139.24934696
1663365600,2022-09-16 22:00:00,LINK3S/USDT,0.5582,0.5768,0.5508,0.5768,2209.395,1236.29838842
1663362000,2022-09-16 21:00:00,LINK3S/USDT,0.5803,0.5803,0.558,0.5646,564.6639,320.0065122
1663358400,2022-09-16 20:00:00,LINK3S/USDT,0.574,0.583,0.574,0.58,2193.4196,1269.23796035
1663354800,2022-09-16 19:00:00,LINK3S/USDT,0.5646,0.5711,0.5645,0.5711,54.2306,30.69301168
1663351200,2022-09-16 18:00:00,LINK3S/USDT,0.5731,0.5869,0.5605,0.5736,1849.6495,1054.84436079
1663347600,2022-09-16 17:00:00,LINK3S/USDT,0.5646,0.581,0.5556,0.5673,3434.0937,1935.78857772
1663344000,2022-09-16 16:00:00,LINK3S/USDT,0.5385,0.5796,0.5385,0.5621,4446.8869,2523.80341766
1663340400,2022-09-16 15:00:00,LINK3S/USDT,0.545,0.5504,0.5354,0.5436,3236.9485,1758.05728186
1663336800,2022-09-16 14:00:00,LINK3S/USDT,0.5592,0.5592,0.526,0.539,7462.5915,4055.56093186
1663333200,2022-09-16 13:00:00,LINK3S/USDT,0.5592,0.5795,0.5477,0.5594,4222.8015,2402.67780083
1663329600,2022-09-16 12:00:00,LINK3S/USDT,0.543,0.5693,0.5331,0.5693,1417.3912,785.44815806
1663326000,2022-09-16 11:00:00,LINK3S/USDT,0.5472,0.5645,0.5328,0.538,5947.9997,3263.59932753
1663322400,2022-09-16 10:00:00,LINK3S/USDT,0.5734,0.5734,0.5441,0.5502,2348.6957,1309.37678272
1663318800,2022-09-16 09:00:00,LINK3S/USDT,0.5939,0.5939,0.5672,0.5793,2717.1425,1589.11185322
1663315200,2022-09-16 08:00:00,LINK3S/USDT,0.5677,0.5993,0.566,0.5993,13395.8546,7885.8086707
1663311600,2022-09-16 07:00:00,LINK3S/USDT,0.5846,0.5846,0.5642,0.5736,1152.0228,659.77491314
1663308000,2022-09-16 06:00:00,LINK3S/USDT,0.5884,0.5884,0.5731,0.584,2910.9375,1681.54868325
1663304400,2022-09-16 05:00:00,LINK3S/USDT,0.5889,0.5929,0.584,0.5879,1154.7572,683.90907293
1663300800,2022-09-16 04:00:00,LINK3S/USDT,0.584,0.5974,0.5825,0.5967,434.4719,255.02481527
1663297200,2022-09-16 03:00:00,LINK3S/USDT,0.5904,0.5999,0.5832,0.59,1401.2118,831.79575913
1663293600,2022-09-16 02:00:00,LINK3S/USDT,0.5893,0.6121,0.5893,0.5959,4272.1686,2566.18450154
1663290000,2022-09-16 01:00:00,LINK3S/USDT,0.5713,0.5926,0.5678,0.5926,16131.1249,9177.91477087
1663286400,2022-09-16 00:00:00,LINK3S/USDT,0.585,0.6014,0.56,0.5644,10481.3472,6015.05776154
1663282800,2022-09-15 23:00:00,LINK3S/USDT,0.5931,0.6094,0.5739,0.5811,6010.2393,3543.67150078
1663279200,2022-09-15 22:00:00,LINK3S/USDT,0.5905,0.6174,0.584,0.5962,5491.3754,3291.46855033
1663275600,2022-09-15 21:00:00,LINK3S/USDT,0.6242,0.6304,0.584,0.5903,6390.6924,3863.24527186
1663272000,2022-09-15 20:00:00,LINK3S/USDT,0.6284,0.6367,0.6174,0.6217,2281.3685,1434.54705786
1663268400,2022-09-15 19:00:00,LINK3S/USDT,0.6378,0.652,0.6335,0.6335,1131.0468,722.457973
1663264800,2022-09-15 18:00:00,LINK3S/USDT,0.642,0.65,0.6273,0.6474,12898.8613,8262.87738039
1663261200,2022-09-15 17:00:00,LINK3S/USDT,0.6542,0.6542,0.64,0.64,7061.4161,4589.22994462
1663257600,2022-09-15 16:00:00,LINK3S/USDT,0.6735,0.6876,0.6567,0.6579,2431.1952,1646.25032505
1663254000,2022-09-15 15:00:00,LINK3S/USDT,0.6855,0.7099,0.6728,0.6728,19053.285,13147.83812781
1663250400,2022-09-15 14:00:00,LINK3S/USDT,0.6414,0.6958,0.633,0.6943,19468.8299,13101.30934917
1663246800,2022-09-15 13:00:00,LINK3S/USDT,0.6404,0.6596,0.6403,0.6467,7001.5593,4504.10690328
1663243200,2022-09-15 12:00:00,LINK3S/USDT,0.6448,0.6526,0.631,0.6353,5131.9701,3284.76171694
1663239600,2022-09-15 11:00:00,LINK3S/USDT,0.6594,0.6594,0.6369,0.6369,5033.6999,3240.12341207
1663236000,2022-09-15 10:00:00,LINK3S/USDT,0.6456,0.6615,0.6326,0.6549,1078.3186,701.04203769
1663232400,2022-09-15 09:00:00,LINK3S/USDT,0.6378,0.6443,0.6332,0.6405,1349.086,862.06894175
1663228800,2022-09-15 08:00:00,LINK3S/USDT,0.6233,0.6515,0.6223,0.6398,4992.6521,3183.48970505
1663225200,2022-09-15 07:00:00,LINK3S/USDT,0.6272,0.6319,0.6056,0.6262,8172.3829,5032.88592937
1663221600,2022-09-15 06:00:00,LINK3S/USDT,0.6494,0.6851,0.62,0.6278,14238.3143,9304.15114868
1663218000,2022-09-15 05:00:00,LINK3S/USDT,0.6746,0.6775,0.6449,0.6484,2507.4626,1667.93346039
1663214400,2022-09-15 04:00:00,LINK3S/USDT,0.6661,0.6892,0.6638,0.6723,6445.2294,4346.7916722
1663210800,2022-09-15 03:00:00,LINK3S/USDT,0.6562,0.6861,0.6541,0.6745,10860.4606,7282.43780596
1663207200,2022-09-15 02:00:00,LINK3S/USDT,0.6313,0.67,0.6313,0.6629,11008.5827,7273.95204435
1663203600,2022-09-15 01:00:00,LINK3S/USDT,0.6261,0.6488,0.626,0.6291,15312.7823,9749.08521606
1663200000,2022-09-15 00:00:00,LINK3S/USDT,0.6153,0.6372,0.61,0.6303,3840.3725,2406.29028394
1663196400,2022-09-14 23:00:00,LINK3S/USDT,0.597,0.6127,0.597,0.6102,10271.8624,6213.17154703
1663192800,2022-09-14 22:00:00,LINK3S/USDT,0.6129,0.6162,0.59,0.5949,14397.5496,8618.15836613
1663189200,2022-09-14 21:00:00,LINK3S/USDT,0.623,0.6348,0.601,0.601,5644.1639,3425.35092208
1663185600,2022-09-14 20:00:00,LINK3S/USDT,0.6212,0.6316,0.6211,0.6254,228.6005,143.57718701
1663182000,2022-09-14 19:00:00,LINK3S/USDT,0.6466,0.6863,0.6164,0.6287,27666.206,18160.8348041
1663178400,2022-09-14 18:00:00,LINK3S/USDT,0.6338,0.6691,0.6194,0.6443,11450.8086,7423.28536655
1663174800,2022-09-14 17:00:00,LINK3S/USDT,0.6449,0.6495,0.5914,0.6226,2918.6514,1795.94881293
1663171200,2022-09-14 16:00:00,LINK3S/USDT,0.6119,0.6534,0.6105,0.6437,25824.0589,16395.12293933
1663167600,2022-09-14 15:00:00,LINK3S/USDT,0.6242,0.63,0.6119,0.6173,7616.7802,4738.07219614
1663164000,2022-09-14 14:00:00,LINK3S/USDT,0.6287,0.649,0.6241,0.632,591.1457,375.3632662
1663160400,2022-09-14 13:00:00,LINK3S/USDT,0.6352,0.6555,0.6185,0.6393,4731.6416,3011.78252258
1663156800,2022-09-14 12:00:00,LINK3S/USDT,0.6698,0.6865,0.6215,0.6378,11802.0327,7656.94795649
1663153200,2022-09-14 11:00:00,LINK3S/USDT,0.6578,0.6864,0.6532,0.6665,8634.6933,5714.87706316
1663149600,2022-09-14 10:00:00,LINK3S/USDT,0.6609,0.6638,0.6609,0.6638,43.1341,28.60050185
1663146000,2022-09-14 09:00:00,LINK3S/USDT,0.6646,0.6711,0.649,0.6688,2757.1446,1818.35191437
1663142400,2022-09-14 08:00:00,LINK3S/USDT,0.6899,0.7043,0.6576,0.6577,1695.7664,1152.00815778
1663138800,2022-09-14 07:00:00,LINK3S/USDT,0.686,0.716,0.681,0.6899,941.1832,658.83884089
1663135200,2022-09-14 06:00:00,LINK3S/USDT,0.6799,0.6952,0.6799,0.6952,105.8406,73.10270746
1663131600,2022-09-14 05:00:00,LINK3S/USDT,0.668,0.6791,0.6599,0.6727,271.3605,181.34995433
1663128000,2022-09-14 04:00:00,LINK3S/USDT,0.6734,0.6743,0.6603,0.6603,360.5962,239.8758042
1663124400,2022-09-14 03:00:00,LINK3S/USDT,0.6872,0.696,0.6654,0.6712,1518.6948,1033.19098418
1663120800,2022-09-14 02:00:00,LINK3S/USDT,0.7061,0.7061,0.6852,0.6852,5077.2663,3562.96611706
1663117200,2022-09-14 01:00:00,LINK3S/USDT,0.7183,0.7198,0.7022,0.7036,1287.0266,915.68610046
1663113600,2022-09-14 00:00:00,LINK3S/USDT,0.738,0.75,0.7159,0.7183,9609.6715,6999.89864571
1663110000,2022-09-13 23:00:00,LINK3S/USDT,0.727,0.738,0.7261,0.7346,1547.3055,1129.10077425
1663106400,2022-09-13 22:00:00,LINK3S/USDT,0.7084,0.728,0.7058,0.7261,1643.8071,1183.22070843
1663102800,2022-09-13 21:00:00,LINK3S/USDT,0.7058,0.7368,0.6981,0.7015,3050.9174,2173.66946447
1663099200,2022-09-13 20:00:00,LINK3S/USDT,0.6937,0.7055,0.6891,0.7055,4976.0872,3478.07141074
1663095600,2022-09-13 19:00:00,LINK3S/USDT,0.715,0.73,0.6925,0.6925,5590.7697,3995.20456648
1663092000,2022-09-13 18:00:00,LINK3S/USDT,0.6909,0.715,0.6908,0.7128,3088.0624,2180.55997501
1663088400,2022-09-13 17:00:00,LINK3S/USDT,0.6888,0.6933,0.6757,0.6901,2307.361,1578.26588185
1663084800,2022-09-13 16:00:00,LINK3S/USDT,0.7044,0.7121,0.6869,0.6936,5365.0434,3733.49193108
1663081200,2022-09-13 15:00:00,LINK3S/USDT,0.6928,0.7054,0.6886,0.7,3628.4984,2524.52958593
1663077600,2022-09-13 14:00:00,LINK3S/USDT,0.6859,0.705,0.6684,0.6951,19101.6017,13014.96869744
1663074000,2022-09-13 13:00:00,LINK3S/USDT,0.6607,0.6833,0.6378,0.6772,41033.1609,27122.27205142
1663070400,2022-09-13 12:00:00,LINK3S/USDT,0.5495,0.6645,0.536,0.6567,47798.4222,28959.13052332
1663066800,2022-09-13 11:00:00,LINK3S/USDT,0.5614,0.5631,0.5417,0.5499,3327.2851,1844.57423815
1663063200,2022-09-13 10:00:00,LINK3S/USDT,0.5837,0.5975,0.5637,0.5638,7368.5655,4205.02811438
1663059600,2022-09-13 09:00:00,LINK3S/USDT,0.5785,0.58,0.5665,0.58,1547.894,886.29103652
1663056000,2022-09-13 08:00:00,LINK3S/USDT,0.5662,0.5775,0.5662,0.5775,1747.4986,998.74647018
1663052400,2022-09-13 07:00:00,LINK3S/USDT,0.5855,0.5858,0.5663,0.5663,2394.0916,1370.2890654
1663048800,2022-09-13 06:00:00,LINK3S/USDT,0.5821,0.5941,0.57,0.5862,4061.8837,2380.49582881
1663045200,2022-09-13 05:00:00,LINK3S/USDT,0.5879,0.5889,0.5815,0.5822,196.9675,115.24514615
1663041600,2022-09-13 04:00:00,LINK3S/USDT,0.5928,0.5951,0.5834,0.5909,3647.3967,2150.2040202
1663038000,2022-09-13 03:00:00,LINK3S/USDT,0.5932,0.6032,0.5863,0.5863,1183.5552,702.72589942
1663034400,2022-09-13 02:00:00,LINK3S/USDT,0.6031,0.62,0.5961,0.5961,7804.2763,4769.82323984
1663030800,2022-09-13 01:00:00,LINK3S/USDT,0.6097,0.6149,0.6031,0.6031,1963.388,1200.79854509
1663027200,2022-09-13 00:00:00,LINK3S/USDT,0.5741,0.6174,0.5731,0.6097,7950.8935,4792.79658491
1663023600,2022-09-12 23:00:00,LINK3S/USDT,0.5845,0.5857,0.5748,0.5748,2259.5092,1310.52464846
1663020000,2022-09-12 22:00:00,LINK3S/USDT,0.5818,0.5845,0.5753,0.5837,3203.7653,1858.65940224
1663016400,2022-09-12 21:00:00,LINK3S/USDT,0.5652,0.5818,0.5652,0.5818,3773.421,2155.46821045
1663012800,2022-09-12 20:00:00,LINK3S/USDT,0.5638,0.5712,0.5602,0.5604,582.2974,328.52096842
1663009200,2022-09-12 19:00:00,LINK3S/USDT,0.5717,0.5759,0.5642,0.5675,4826.9559,2759.61452716
1663005600,2022-09-12 18:00:00,LINK3S/USDT,0.5666,0.5758,0.5666,0.5687,3918.6302,2239.33052432
1663002000,2022-09-12 17:00:00,LINK3S/USDT,0.5786,0.5828,0.5689,0.5689,2051.771,1188.37700618
1662998400,2022-09-12 16:00:00,LINK3S/USDT,0.5795,0.6099,0.5688,0.5786,15905.7636,9277.44443052
1662994800,2022-09-12 15:00:00,LINK3S/USDT,0.5624,0.59,0.5617,0.5797,8907.9954,5085.06709748
1662991200,2022-09-12 14:00:00,LINK3S/USDT,0.5379,0.5617,0.53,0.5585,3051.5012,1658.92254167
1662987600,2022-09-12 13:00:00,LINK3S/USDT,0.5294,0.5408,0.5212,0.533,4979.0638,2644.45651455
1662984000,2022-09-12 12:00:00,LINK3S/USDT,0.5143,0.5299,0.5143,0.526,747.8741,390.09034291
1662980400,2022-09-12 11:00:00,LINK3S/USDT,0.5096,0.5143,0.5057,0.5113,931.3147,475.5683945
1662976800,2022-09-12 10:00:00,LINK3S/USDT,0.5077,0.5227,0.5,0.5097,780.1062,396.18895461
1662973200,2022-09-12 09:00:00,LINK3S/USDT,0.516,0.5173,0.5048,0.506,2084.9034,1067.04383632
1662969600,2022-09-12 08:00:00,LINK3S/USDT,0.525,0.5299,0.5107,0.5133,7342.7026,3776.92113501
1662966000,2022-09-12 07:00:00,LINK3S/USDT,0.5364,0.5364,0.5171,0.5234,2670.5886,1408.62852617
1662962400,2022-09-12 06:00:00,LINK3S/USDT,0.5461,0.55,0.5352,0.5387,4149.1407,2257.97830568
1662958800,2022-09-12 05:00:00,LINK3S/USDT,0.5421,0.55,0.541,0.541,5.0131,2.7224482
1662955200,2022-09-12 04:00:00,LINK3S/USDT,0.5417,0.5482,0.5332,0.5386,1636.0916,876.94865128
1662951600,2022-09-12 03:00:00,LINK3S/USDT,0.5322,0.554,0.5242,0.5427,7475.3938,4026.53698432
1662948000,2022-09-12 02:00:00,LINK3S/USDT,0.4875,0.5322,0.4875,0.5322,17717.6585,9256.19023314
1662944400,2022-09-12 01:00:00,LINK3S/USDT,0.5285,0.5404,0.4798,0.4873,15200.343,7554.79505946
1662940800,2022-09-12 00:00:00,LINK3S/USDT,0.5266,0.5284,0.5,0.528,27331.8763,14053.86010254
1662937200,2022-09-11 23:00:00,LINK3S/USDT,0.542,0.5502,0.5229,0.5237,3617.8062,1947.98934319
1662933600,2022-09-11 22:00:00,LINK3S/USDT,0.558,0.558,0.5217,0.5411,5161.7031,2750.47254122
1662930000,2022-09-11 21:00:00,LINK3S/USDT,0.5373,0.57,0.5361,0.559,4951.5173,2724.37071719
1662926400,2022-09-11 20:00:00,LINK3S/USDT,0.5313,0.5477,0.5157,0.5421,8739.9286,4551.3803158
1662922800,2022-09-11 19:00:00,LINK3S/USDT,0.5417,0.5417,0.5313,0.5313,1611.7104,863.28850419
1662919200,2022-09-11 18:00:00,LINK3S/USDT,0.5443,0.5512,0.537,0.5421,735.9962,399.90018764
1662915600,2022-09-11 17:00:00,LINK3S/USDT,0.5382,0.5437,0.5306,0.5437,762.8218,409.59089272
1662912000,2022-09-11 16:00:00,LINK3S/USDT,0.5599,0.5626,0.5382,0.5382,3433.1187,1857.01240239
1662908400,2022-09-11 15:00:00,LINK3S/USDT,0.5601,0.5609,0.5494,0.5585,7534.8622,4178.65808843
1662904800,2022-09-11 14:00:00,LINK3S/USDT,0.5483,0.5661,0.5458,0.5575,3901.0477,2164.29164737
1662901200,2022-09-11 13:00:00,LINK3S/USDT,0.538,0.5462,0.537,0.5461,6539.3755,3567.8608981
1662897600,2022-09-11 12:00:00,LINK3S/USDT,0.538,0.5438,0.529,0.532,1244.113,668.21507048
1662894000,2022-09-11 11:00:00,LINK3S/USDT,0.533,0.5356,0.529,0.5356,262.7063,140.68313548
1662890400,2022-09-11 10:00:00,LINK3S/USDT,0.5299,0.543,0.5269,0.538,4334.2908,2314.96192266
1662886800,2022-09-11 09:00:00,LINK3S/USDT,0.5135,0.5401,0.5135,0.5299,5506.0415,2950.38520558
1662883200,2022-09-11 08:00:00,LINK3S/USDT,0.5451,0.5451,0.5,0.5133,9425.79,4840.48267297
1662879600,2022-09-11 07:00:00,LINK3S/USDT,0.5452,0.5517,0.5332,0.5459,2692.9796,1462.09480538
1662876000,2022-09-11 06:00:00,LINK3S/USDT,0.5557,0.5817,0.54,0.5452,8537.0556,4804.72307692
1662872400,2022-09-11 05:00:00,LINK3S/USDT,0.5562,0.5568,0.5489,0.5544,750.6837,416.66188913
1662868800,2022-09-11 04:00:00,LINK3S/USDT,0.5567,0.5567,0.5416,0.5562,1382.1698,757.01856182
1662865200,2022-09-11 03:00:00,LINK3S/USDT,0.5548,0.5598,0.5525,0.5598,2059.2572,1140.48682613
1662861600,2022-09-11 02:00:00,LINK3S/USDT,0.5575,0.5646,0.5492,0.5585,188.6913,104.96727019
1662858000,2022-09-11 01:00:00,LINK3S/USDT,0.5477,0.5544,0.537,0.5544,287.0638,156.80062527
1662854400,2022-09-11 00:00:00,LINK3S/USDT,0.5492,0.5502,0.5331,0.5451,487.5899,265.38351059
1662850800,2022-09-10 23:00:00,LINK3S/USDT,0.5382,0.5584,0.536,0.552,10880.8149,5881.8737587
1662847200,2022-09-10 22:00:00,LINK3S/USDT,0.5546,0.5546,0.5301,0.536,8355.3331,4543.52860278
1662843600,2022-09-10 21:00:00,LINK3S/USDT,0.5541,0.5696,0.545,0.5531,4568.2937,2538.6916509
1662840000,2022-09-10 20:00:00,LINK3S/USDT,0.5443,0.5487,0.5419,0.5443,755.628,412.7366257
1662836400,2022-09-10 19:00:00,LINK3S/USDT,0.5339,0.5443,0.5339,0.5443,3877.2578,2086.86480629
1662832800,2022-09-10 18:00:00,LINK3S/USDT,0.545,0.5463,0.5277,0.5349,2948.0242,1591.20063142
1662829200,2022-09-10 17:00:00,LINK3S/USDT,0.5477,0.555,0.545,0.554,951.9626,522.56941064
1662825600,2022-09-10 16:00:00,LINK3S/USDT,0.584,0.5873,0.5275,0.555,13080.254,7227.04017988
1662822000,2022-09-10 15:00:00,LINK3S/USDT,0.5875,0.5926,0.5765,0.5875,1509.8178,885.79523165
1662818400,2022-09-10 14:00:00,LINK3S/USDT,0.5964,0.5964,0.5812,0.5873,3221.8056,1898.70683492
1662814800,2022-09-10 13:00:00,LINK3S/USDT,0.5832,0.5992,0.5791,0.5989,1791.8499,1043.85099334
1662811200,2022-09-10 12:00:00,LINK3S/USDT,0.5755,0.5943,0.567,0.5763,1610.8279,935.38511922
1662807600,2022-09-10 11:00:00,LINK3S/USDT,0.5862,0.5907,0.5748,0.5784,296.5827,171.9171345
1662804000,2022-09-10 10:00:00,LINK3S/USDT,0.5853,0.5979,0.5838,0.5914,708.6234,419.98320322
1662800400,2022-09-10 09:00:00,LINK3S/USDT,0.5786,0.5898,0.5739,0.5897,611.2812,357.18077378
1662796800,2022-09-10 08:00:00,LINK3S/USDT,0.6086,0.6086,0.5748,0.5923,1788.3779,1050.96719983
1662793200,2022-09-10 07:00:00,LINK3S/USDT,0.569,0.6158,0.569,0.6152,6301.9697,3843.27992646
1662789600,2022-09-10 06:00:00,LINK3S/USDT,0.5811,0.5818,0.567,0.569,1773.7539,1024.94743536
1662786000,2022-09-10 05:00:00,LINK3S/USDT,0.5956,0.5956,0.5812,0.5874,764.3168,448.42214725
1662782400,2022-09-10 04:00:00,LINK3S/USDT,0.5815,0.5973,0.5688,0.5973,1285.737,748.12565174
1662778800,2022-09-10 03:00:00,LINK3S/USDT,0.5699,0.5814,0.5668,0.5814,2794.7877,1587.11237295
1662775200,2022-09-10 02:00:00,LINK3S/USDT,0.5763,0.5786,0.5663,0.5663,430.8096,246.23519517
1662771600,2022-09-10 01:00:00,LINK3S/USDT,0.5836,0.586,0.567,0.5758,13120.9224,7501.72484366
1662768000,2022-09-10 00:00:00,LINK3S/USDT,0.5879,0.6021,0.5834,0.5859,1741.6724,1037.06614725
1662764400,2022-09-09 23:00:00,LINK3S/USDT,0.5864,0.6131,0.5698,0.5865,4315.6867,2567.32451912
1662760800,2022-09-09 22:00:00,LINK3S/USDT,0.5933,0.5933,0.5757,0.5874,4034.9709,2351.60520467
1662757200,2022-09-09 21:00:00,LINK3S/USDT,0.5987,0.5987,0.5858,0.5935,1623.1463,964.12494428
1662753600,2022-09-09 20:00:00,LINK3S/USDT,0.5941,0.6041,0.5941,0.598,3320.698,1998.89160953
1662750000,2022-09-09 19:00:00,LINK3S/USDT,0.6052,0.6091,0.5893,0.594,1294.4937,775.03018061
1662746400,2022-09-09 18:00:00,LINK3S/USDT,0.5992,0.6041,0.595,0.5989,5347.9598,3202.82446673
1662742800,2022-09-09 17:00:00,LINK3S/USDT,0.5703,0.5962,0.5688,0.5962,12860.7079,7389.23504458
1662739200,2022-09-09 16:00:00,LINK3S/USDT,0.5621,0.6044,0.5582,0.5719,21866.4945,12742.42864674
1662735600,2022-09-09 15:00:00,LINK3S/USDT,0.5466,0.5622,0.5407,0.5622,2170.1476,1203.61438455
1662732000,2022-09-09 14:00:00,LINK3S/USDT,0.5368,0.5541,0.5313,0.5444,5842.1433,3184.90797267
1662728400,2022-09-09 13:00:00,LINK3S/USDT,0.5166,0.5595,0.5166,0.5328,21038.6526,11257.23595705
1662724800,2022-09-09 12:00:00,LINK3S/USDT,0.5323,0.5607,0.4934,0.51,17558.4389,9353.91748431
1662721200,2022-09-09 11:00:00,LINK3S/USDT,0.5309,0.5422,0.5134,0.5366,5261.4217,2785.33038529
1662717600,2022-09-09 10:00:00,LINK3S/USDT,0.5306,0.5354,0.5093,0.5223,10003.1793,5181.10188595
1662714000,2022-09-09 09:00:00,LINK3S/USDT,0.5231,0.5465,0.5147,0.5314,18591.4476,9862.0792016
1662710400,2022-09-09 08:00:00,LINK3S/USDT,0.557,0.557,0.5281,0.529,10805.017,5844.18578884
1662706800,2022-09-09 07:00:00,LINK3S/USDT,0.5659,0.5726,0.558,0.5622,6896.328,3895.25900755
1662703200,2022-09-09 06:00:00,LINK3S/USDT,0.5665,0.5665,0.5553,0.563,10316.0066,5779.51862149
1662699600,2022-09-09 05:00:00,LINK3S/USDT,0.5562,0.5746,0.5492,0.56,11651.4842,6549.94287369
1662696000,2022-09-09 04:00:00,LINK3S/USDT,0.5814,0.59,0.5463,0.5561,15323.7974,8700.47254828
1662692400,2022-09-09 03:00:00,LINK3S/USDT,0.6285,0.6285,0.5834,0.5834,16265.9727,9690.92408387
1662688800,2022-09-09 02:00:00,LINK3S/USDT,0.6271,0.6291,0.616,0.6192,1699.9326,1058.14552527
1662685200,2022-09-09 01:00:00,LINK3S/USDT,0.6283,0.6309,0.6132,0.6296,3376.7173,2118.30004269
1662681600,2022-09-09 00:00:00,LINK3S/USDT,0.6782,0.6808,0.605,0.6287,12602.1673,8146.18368808
1662678000,2022-09-08 23:00:00,LINK3S/USDT,0.6751,0.6882,0.675,0.6794,1513.6973,1030.03214953
1662674400,2022-09-08 22:00:00,LINK3S/USDT,0.6736,0.6875,0.6677,0.6809,3545.4535,2405.37444717
1662670800,2022-09-08 21:00:00,LINK3S/USDT,0.6628,0.6736,0.6614,0.6736,8793.0941,5837.64881514
1662667200,2022-09-08 20:00:00,LINK3S/USDT,0.6527,0.6681,0.6418,0.6546,4819.8459,3151.99755073
1662663600,2022-09-08 19:00:00,LINK3S/USDT,0.6831,0.6892,0.6527,0.6527,9689.0901,6532.52414798
1662660000,2022-09-08 18:00:00,LINK3S/USDT,0.6992,0.6994,0.683,0.6882,4504.8042,3100.47621988
1662656400,2022-09-08 17:00:00,LINK3S/USDT,0.69,0.7,0.6843,0.6897,4551.5107,3132.4706025
1662652800,2022-09-08 16:00:00,LINK3S/USDT,0.6913,0.7164,0.6788,0.6901,5248.1246,3642.20398085
1662649200,2022-09-08 15:00:00,LINK3S/USDT,0.6766,0.6956,0.664,0.6919,4199.6723,2856.3551545
1662645600,2022-09-08 14:00:00,LINK3S/USDT,0.7195,0.7438,0.6762,0.6889,10051.8961,7148.34628315
1662642000,2022-09-08 13:00:00,LINK3S/USDT,0.7341,0.7625,0.705,0.7243,10621.9219,7822.596297
1662638400,2022-09-08 12:00:00,LINK3S/USDT,0.7198,0.7497,0.7166,0.7454,3102.6286,2271.78228294
1662634800,2022-09-08 11:00:00,LINK3S/USDT,0.7348,0.7348,0.706,0.7326,3327.7151,2400.2046364
1662631200,2022-09-08 10:00:00,LINK3S/USDT,0.7758,0.7758,0.7119,0.7399,13397.9731,9757.70995177
