https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GO,Volume BTC
1663459200,2022-09-18 00:00:00,GO/BTC,0.0000004031,0.0000004069,0.0000003986,0.0000004014,11440.8061,0.00458996548011
1663372800,2022-09-17 00:00:00,GO/BTC,0.0000003989,0.000000407,0.0000003895,0.0000003982,182778.0865,0.07281646457546
1663286400,2022-09-16 00:00:00,GO/BTC,0.000000399,0.0000004028,0.0000003852,0.0000003989,204548.4309,0.0809582109081
1663200000,2022-09-15 00:00:00,GO/BTC,0.0000004023,0.0000004098,0.0000003952,0.0000003996,107735.0636,0.04316811641451
1663113600,2022-09-14 00:00:00,GO/BTC,0.0000003896,0.0000004101,0.0000003866,0.0000004026,291593.7928,0.11778431756333
1663027200,2022-09-13 00:00:00,GO/BTC,0.0000003816,0.0000003985,0.000000376,0.0000003919,540890.6132,0.20759332832431
1662940800,2022-09-12 00:00:00,GO/BTC,0.000000383,0.0000003911,0.0000003816,0.0000003816,256292.2059,0.09822615599494
1662854400,2022-09-11 00:00:00,GO/BTC,0.0000003822,0.0000003918,0.0000003822,0.0000003824,71773.7766,0.02781045952315
1662768000,2022-09-10 00:00:00,GO/BTC,0.000000382,0.000000388,0.0000003818,0.0000003822,132491.6804,0.05072102915565
1662681600,2022-09-09 00:00:00,GO/BTC,0.0000004063,0.0000004108,0.0000003818,0.0000003866,840474.7794,0.3277804505865
1662595200,2022-09-08 00:00:00,GO/BTC,0.0000004082,0.000000441,0.0000004062,0.0000004062,1346884.8842,0.56965859439858
1662508800,2022-09-07 00:00:00,GO/BTC,0.0000004334,0.0000004334,0.0000004055,0.0000004091,153508.1117,0.06458065054124
1662422400,2022-09-06 00:00:00,GO/BTC,0.0000004047,0.0000004394,0.0000004001,0.0000004386,899754.8038,0.37424691815578
1662336000,2022-09-05 00:00:00,GO/BTC,0.0000004103,0.0000004103,0.0000003931,0.0000004001,581709.501,0.23386932349917
1662249600,2022-09-04 00:00:00,GO/BTC,0.0000004019,0.0000004257,0.0000003942,0.0000004078,424976.1595,0.17507665140251
1662163200,2022-09-03 00:00:00,GO/BTC,0.0000004229,0.0000004264,0.0000003881,0.0000004,1099363.5663,0.44359833570848
1662076800,2022-09-02 00:00:00,GO/BTC,0.0000004187,0.0000004456,0.0000004145,0.0000004237,823471.7844,0.35275416014834
1661990400,2022-09-01 00:00:00,GO/BTC,0.0000004216,0.0000004264,0.0000004145,0.0000004145,79732.9665,0.03358502918694
1661904000,2022-08-31 00:00:00,GO/BTC,0.0000004312,0.00000044,0.0000004068,0.0000004245,466039.6675,0.19564699910211
1661817600,2022-08-30 00:00:00,GO/BTC,0.000000424,0.000000436,0.0000004186,0.0000004312,249993.8652,0.10563189323806
1661731200,2022-08-29 00:00:00,GO/BTC,0.0000004169,0.000000424,0.0000004104,0.0000004216,90584.098,0.03761786549346
1661644800,2022-08-28 00:00:00,GO/BTC,0.000000407,0.0000004236,0.0000004036,0.0000004192,76648.3228,0.03161614176766
1661558400,2022-08-27 00:00:00,GO/BTC,0.0000004192,0.0000004287,0.000000396,0.0000004057,153329.4709,0.06345564905279
1661472000,2022-08-26 00:00:00,GO/BTC,0.0000004072,0.0000004264,0.000000405,0.0000004221,90345.9554,0.0377338781814
1661385600,2022-08-25 00:00:00,GO/BTC,0.0000004072,0.0000004152,0.0000003942,0.0000004072,454966.5528,0.18466854301838
1661299200,2022-08-24 00:00:00,GO/BTC,0.0000004085,0.0000004125,0.0000003906,0.00000041,220655.2496,0.08846584469344
1661212800,2022-08-23 00:00:00,GO/BTC,0.0000004063,0.0000004143,0.0000003985,0.0000004062,291912.7288,0.11884587535007
1661126400,2022-08-22 00:00:00,GO/BTC,0.0000004144,0.0000004322,0.0000004063,0.0000004095,592759.623,0.25039340634097
1661040000,2022-08-21 00:00:00,GO/BTC,0.0000004178,0.0000004235,0.000000412,0.000000412,47937.7754,0.01996922055842
1660953600,2022-08-20 00:00:00,GO/BTC,0.0000004024,0.0000004221,0.0000003942,0.0000004168,296995.1519,0.12148502506662
1660867200,2022-08-19 00:00:00,GO/BTC,0.0000004048,0.0000004145,0.0000003877,0.0000004,275888.2523,0.11114201021782
1660780800,2022-08-18 00:00:00,GO/BTC,0.0000004103,0.0000004193,0.0000003981,0.0000004013,84577.5803,0.03425239454344
1660694400,2022-08-17 00:00:00,GO/BTC,0.0000004047,0.0000004168,0.0000003981,0.0000004104,113350.0424,0.04667182417156
1660608000,2022-08-16 00:00:00,GO/BTC,0.0000004144,0.0000004152,0.0000003879,0.0000004048,374235.5333,0.15075344480568
1660521600,2022-08-15 00:00:00,GO/BTC,0.0000004271,0.0000004366,0.0000004111,0.0000004111,189094.6631,0.07923234385957
1660435200,2022-08-14 00:00:00,GO/BTC,0.0000004072,0.0000004415,0.0000004022,0.0000004271,1068569.2618,0.4543696860546
1660348800,2022-08-13 00:00:00,GO/BTC,0.0000004141,0.0000004194,0.0000004056,0.0000004105,87265.619,0.03580977826297
1660262400,2022-08-12 00:00:00,GO/BTC,0.00000042,0.0000004339,0.0000004141,0.0000004145,407539.7664,0.17137024083128
1660176000,2022-08-11 00:00:00,GO/BTC,0.0000004192,0.0000004279,0.0000003981,0.00000042,311085.3683,0.12734172395042
1660089600,2022-08-10 00:00:00,GO/BTC,0.0000004215,0.0000004372,0.0000004187,0.0000004192,189020.2809,0.08132088805052
1660003200,2022-08-09 00:00:00,GO/BTC,0.000000409,0.0000004364,0.0000004063,0.000000419,248743.6341,0.10463050506131
1659916800,2022-08-08 00:00:00,GO/BTC,0.0000004447,0.0000004472,0.0000004023,0.0000004125,498167.9817,0.20903989790142
1659830400,2022-08-07 00:00:00,GO/BTC,0.0000004149,0.0000004904,0.0000004102,0.0000004466,3520901.0297,1.5085194450936
1659744000,2022-08-06 00:00:00,GO/BTC,0.0000003944,0.0000004236,0.0000003935,0.0000004167,291680.4678,0.11783632921939
1659657600,2022-08-05 00:00:00,GO/BTC,0.0000003942,0.0000003996,0.0000003832,0.0000003958,256246.6708,0.1000105645982
1659571200,2022-08-04 00:00:00,GO/BTC,0.0000003985,0.0000004,0.0000003818,0.0000003966,230737.1874,0.09177236371233
1659484800,2022-08-03 00:00:00,GO/BTC,0.000000387,0.0000003976,0.0000003818,0.0000003976,37813.4368,0.01473144152159
1659398400,2022-08-02 00:00:00,GO/BTC,0.0000003931,0.0000003988,0.000000376,0.0000003886,218438.1254,0.08303319702564
1659312000,2022-08-01 00:00:00,GO/BTC,0.0000003835,0.0000003954,0.0000003805,0.0000003894,17499.6895,0.00676202608086
1659225600,2022-07-31 00:00:00,GO/BTC,0.0000003822,0.0000003984,0.0000003791,0.0000003886,84079.6037,0.03263206869639
1659139200,2022-07-30 00:00:00,GO/BTC,0.0000003937,0.0000003981,0.0000003789,0.000000389,320894.2852,0.12354094382836
1659052800,2022-07-29 00:00:00,GO/BTC,0.0000003935,0.0000003982,0.0000003849,0.0000003939,7792.4592,0.00307811682934
1658966400,2022-07-28 00:00:00,GO/BTC,0.0000003943,0.0000004,0.0000003789,0.0000003894,329509.2637,0.12601147605171
1658880000,2022-07-27 00:00:00,GO/BTC,0.0000004103,0.0000004148,0.0000003935,0.0000004028,256940.6869,0.1032300235452
1658793600,2022-07-26 00:00:00,GO/BTC,0.0000004152,0.0000004314,0.0000004103,0.0000004103,135992.0604,0.05688827800178
1658707200,2022-07-25 00:00:00,GO/BTC,0.0000003904,0.00000043,0.0000003904,0.0000004089,387367.0622,0.15960549937115
1658620800,2022-07-24 00:00:00,GO/BTC,0.0000003942,0.000000407,0.00000039,0.00000039,295004.9414,0.11841457855348
1658534400,2022-07-23 00:00:00,GO/BTC,0.0000003943,0.000000406,0.00000039,0.0000003942,341769.2398,0.1368776844779
1658448000,2022-07-22 00:00:00,GO/BTC,0.0000003959,0.0000004,0.0000003789,0.0000003943,395096.8468,0.15324414014041
1658361600,2022-07-21 00:00:00,GO/BTC,0.0000004006,0.0000004006,0.0000003798,0.0000003959,270873.6847,0.10639521937149
1658275200,2022-07-20 00:00:00,GO/BTC,0.0000003905,0.000000412,0.00000038,0.0000003991,287728.0622,0.11607146868028
1658188800,2022-07-19 00:00:00,GO/BTC,0.0000004226,0.0000004226,0.000000384,0.0000003903,232684.451,0.09405297668066
1658102400,2022-07-18 00:00:00,GO/BTC,0.0000003982,0.0000004235,0.000000386,0.0000004233,570111.8247,0.22972081952988
