https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CBC,Volume BTC
1663459200,2022-09-18 00:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000045,914.9339,0.000414378122
1663455600,2022-09-17 23:00:00,CBC/BTC,0.00000046,0.00000047,0.00000046,0.00000046,38948.0439,0.018012226138
1663452000,2022-09-17 22:00:00,CBC/BTC,0.00000046,0.00000047,0.00000046,0.00000047,212730.3271,0.097859369989
1663448400,2022-09-17 21:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,15029.0591,0.006859042786
1663444800,2022-09-17 20:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,78210.2365,0.035820246408
1663441200,2022-09-17 19:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,9293.295,0.00418198275
1663437600,2022-09-17 18:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,0,0
1663434000,2022-09-17 17:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,16190.2445,0.007285610025
1663430400,2022-09-17 16:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,14808.2388,0.00666370746
1663426800,2022-09-17 15:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,3895.2544,0.001786115688
1663423200,2022-09-17 14:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,146911.5882,0.066940534884
1663419600,2022-09-17 13:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,164021.5806,0.07380971127
1663416000,2022-09-17 12:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,19097.5747,0.008613184362
1663412400,2022-09-17 11:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,2087.0126,0.000952001077
1663408800,2022-09-17 10:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,0,0
1663405200,2022-09-17 09:00:00,CBC/BTC,0.00000046,0.00000046,0.00000045,0.00000045,4523.7863,0.00203742371
1663401600,2022-09-17 08:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,9179.4732,0.004221348839
1663398000,2022-09-17 07:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,3845.3167,0.001742976896
1663394400,2022-09-17 06:00:00,CBC/BTC,0.00000045,0.00000045,0.00000043,0.00000045,67613.0517,0.030145082334
1663390800,2022-09-17 05:00:00,CBC/BTC,0.00000046,0.00000046,0.00000045,0.00000045,91805.8461,0.04190481266
1663387200,2022-09-17 04:00:00,CBC/BTC,0.00000046,0.00000046,0.00000046,0.00000046,22077.3701,0.010155590246
1663383600,2022-09-17 03:00:00,CBC/BTC,0.00000045,0.00000045,0.00000045,0.00000045,74713.0984,0.03362089428
1663380000,2022-09-17 02:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000046,31254.3045,0.014174476762
1663376400,2022-09-17 01:00:00,CBC/BTC,0.00000045,0.00000046,0.00000045,0.00000045,60571.4256,0.027309820488
