https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTV,Volume USDT
1663290000,2022-09-16 01:00:00,MTV/USDT,0.0011195,0.0011578,0.0010838,0.001146,69629023.4795,77174.10569288606
1663286400,2022-09-16 00:00:00,MTV/USDT,0.0010678,0.0011309,0.0010646,0.0011134,51942165.0956,57710.72289020689
1663282800,2022-09-15 23:00:00,MTV/USDT,0.0010632,0.0010739,0.0010628,0.0010739,363260.8826,388.93696952701
1663279200,2022-09-15 22:00:00,MTV/USDT,0.001062,0.0010726,0.0010572,0.0010628,996917.4592,1061.39462925283
1663275600,2022-09-15 21:00:00,MTV/USDT,0.0010801,0.001083,0.0010603,0.0010683,1175148.1861,1255.22672252513
1663272000,2022-09-15 20:00:00,MTV/USDT,0.0010738,0.0010829,0.0010701,0.0010829,423394.5722,456.23639553774
1663268400,2022-09-15 19:00:00,MTV/USDT,0.0010878,0.0010897,0.0010701,0.0010788,571359.3168,616.0231638687
1663264800,2022-09-15 18:00:00,MTV/USDT,0.0010703,0.0010907,0.001069,0.0010848,1405864.0401,1517.58205097563
1663261200,2022-09-15 17:00:00,MTV/USDT,0.0010661,0.0010703,0.0010609,0.0010703,456691.5757,487.10644814238
1663257600,2022-09-15 16:00:00,MTV/USDT,0.0010671,0.001073,0.0010572,0.0010663,2742980.7229,2938.44619595123
1663254000,2022-09-15 15:00:00,MTV/USDT,0.0010607,0.001076,0.0010409,0.0010725,4083060.197,4314.17483862075
1663250400,2022-09-15 14:00:00,MTV/USDT,0.0010931,0.0011056,0.001055,0.001062,4317793.9036,4662.2598545302
1663246800,2022-09-15 13:00:00,MTV/USDT,0.0010994,0.0011086,0.00108,0.0010931,1445838.1448,1584.19059037016
1663243200,2022-09-15 12:00:00,MTV/USDT,0.0011113,0.0011174,0.0010548,0.0011029,9704430.9382,10394.07185328583
1663239600,2022-09-15 11:00:00,MTV/USDT,0.0010994,0.0011112,0.0010921,0.0011101,654559.43,723.45964994355
1663236000,2022-09-15 10:00:00,MTV/USDT,0.0011008,0.001105,0.0010735,0.0010994,2740957.2497,2963.12771719765
1663232400,2022-09-15 09:00:00,MTV/USDT,0.0011147,0.0011162,0.0010702,0.0011078,9688047.9607,10537.98340124624
1663228800,2022-09-15 08:00:00,MTV/USDT,0.0011311,0.0011333,0.0011,0.0011088,3839082.5433,4277.11619083848
1663225200,2022-09-15 07:00:00,MTV/USDT,0.0011198,0.0011409,0.0011089,0.0011302,2693486.9928,3016.11314447887
1663221600,2022-09-15 06:00:00,MTV/USDT,0.0011289,0.0011456,0.0011157,0.00112,2931197.8542,3317.26128712157
1663218000,2022-09-15 05:00:00,MTV/USDT,0.0011269,0.0011315,0.001122,0.0011298,292400.5999,329.61500346128
1663214400,2022-09-15 04:00:00,MTV/USDT,0.0011163,0.0011339,0.0011162,0.0011314,484101.704,546.1480932307
1663210800,2022-09-15 03:00:00,MTV/USDT,0.0011235,0.0011248,0.0011157,0.0011162,402806.4981,451.45071663999
1663207200,2022-09-15 02:00:00,MTV/USDT,0.0011348,0.0011355,0.0011235,0.0011298,239171.3444,270.16462120501
1663203600,2022-09-15 01:00:00,MTV/USDT,0.0011322,0.0011395,0.0011233,0.0011293,2410792.2327,2729.57214570346
1663200000,2022-09-15 00:00:00,MTV/USDT,0.0011362,0.0011414,0.0011326,0.0011326,218260.2234,248.03392419629
1663196400,2022-09-14 23:00:00,MTV/USDT,0.0011333,0.0011459,0.0011313,0.0011386,1015689.2478,1155.58378066203
1663192800,2022-09-14 22:00:00,MTV/USDT,0.0011313,0.0011399,0.0011309,0.0011398,216588.2881,246.37774476955
1663189200,2022-09-14 21:00:00,MTV/USDT,0.0011264,0.0011574,0.0011157,0.0011377,12203170.4739,13795.95435717422
1663185600,2022-09-14 20:00:00,MTV/USDT,0.0011512,0.0011567,0.00112,0.0011262,2601887.1563,2949.08508402089
1663182000,2022-09-14 19:00:00,MTV/USDT,0.0011423,0.0011594,0.0011373,0.0011512,728349.9088,839.69640950638
1663178400,2022-09-14 18:00:00,MTV/USDT,0.001158,0.0011615,0.0011347,0.0011347,1357790.1947,1556.64663081338
1663174800,2022-09-14 17:00:00,MTV/USDT,0.0011598,0.0011661,0.0011558,0.0011625,516658.314,598.05794549618
1663171200,2022-09-14 16:00:00,MTV/USDT,0.0011608,0.0011666,0.0011595,0.0011595,104114.34,121.04345144383
1663167600,2022-09-14 15:00:00,MTV/USDT,0.001153,0.001168,0.0011519,0.001162,1057040.6452,1231.26303798072
1663164000,2022-09-14 14:00:00,MTV/USDT,0.001147,0.0011604,0.0011454,0.0011597,500536.7235,578.12784227876
1663160400,2022-09-14 13:00:00,MTV/USDT,0.001155,0.0011557,0.0011472,0.0011472,1408977.7732,1619.50379253832
1663156800,2022-09-14 12:00:00,MTV/USDT,0.0011493,0.001155,0.0011487,0.001155,423160.4255,486.32572502976
1663153200,2022-09-14 11:00:00,MTV/USDT,0.0011487,0.0011563,0.0011487,0.0011542,454608.2993,523.52174688145
1663149600,2022-09-14 10:00:00,MTV/USDT,0.0011478,0.0011521,0.0011478,0.0011487,1077411.3317,1237.94658459265
1663146000,2022-09-14 09:00:00,MTV/USDT,0.0011379,0.0011494,0.0011357,0.0011487,1562856.0369,1778.37609906885
1663142400,2022-09-14 08:00:00,MTV/USDT,0.0011696,0.0011698,0.00112,0.0011424,4794324.7026,5490.37500980461
1663138800,2022-09-14 07:00:00,MTV/USDT,0.0011864,0.0011982,0.0011696,0.0011698,3233950.8962,3818.47001865163
1663135200,2022-09-14 06:00:00,MTV/USDT,0.0011924,0.001194,0.0011681,0.0011871,3488111.3623,4094.36752696144
1663131600,2022-09-14 05:00:00,MTV/USDT,0.0011821,0.001195,0.0011793,0.0011924,583060.3412,691.80653784478
1663128000,2022-09-14 04:00:00,MTV/USDT,0.0011845,0.0011901,0.0011794,0.001188,713131.7212,846.04889022124
1663124400,2022-09-14 03:00:00,MTV/USDT,0.0011799,0.0011864,0.0011775,0.0011775,966036.7072,1139.46287958721
1663120800,2022-09-14 02:00:00,MTV/USDT,0.0011776,0.0011799,0.0011775,0.0011778,1177546.7024,1387.84641564653
1663117200,2022-09-14 01:00:00,MTV/USDT,0.001174,0.0011779,0.0011709,0.0011775,3894271.1424,4585.34994580728
1663113600,2022-09-14 00:00:00,MTV/USDT,0.0011575,0.0011799,0.0011423,0.0011681,6138677.9721,7090.05652564585
1663110000,2022-09-13 23:00:00,MTV/USDT,0.0011988,0.0011997,0.00115,0.0011575,10421086.2579,12133.69148667129
1663106400,2022-09-13 22:00:00,MTV/USDT,0.0011933,0.0011998,0.00119,0.0011988,1661407.8169,1991.07846929537
1663102800,2022-09-13 21:00:00,MTV/USDT,0.0011998,0.0012,0.0011811,0.0011929,3102002.9387,3694.14290299515
1663099200,2022-09-13 20:00:00,MTV/USDT,0.0011936,0.0012,0.0011846,0.0011999,1457224.0697,1740.17814717911
1663095600,2022-09-13 19:00:00,MTV/USDT,0.0012238,0.0012244,0.0011926,0.0011953,3415103.8634,4097.99659233854
1663092000,2022-09-13 18:00:00,MTV/USDT,0.0012233,0.001244,0.0012068,0.00122,2272504.73,2785.64677152056
1663088400,2022-09-13 17:00:00,MTV/USDT,0.0012241,0.00124,0.0012162,0.0012233,1352846.4021,1661.34348550005
1663084800,2022-09-13 16:00:00,MTV/USDT,0.0012169,0.0012354,0.0012086,0.001224,1364259.0806,1665.08439101769
1663081200,2022-09-13 15:00:00,MTV/USDT,0.001218,0.00123,0.0012047,0.0012164,1240948.1143,1511.19662455146
1663077600,2022-09-13 14:00:00,MTV/USDT,0.0012314,0.0012532,0.0011953,0.001218,14185879.5473,17087.86685490593
1663074000,2022-09-13 13:00:00,MTV/USDT,0.0012429,0.001254,0.001216,0.0012314,3830708.5523,4729.52720721149
1663070400,2022-09-13 12:00:00,MTV/USDT,0.0013097,0.0013189,0.001219,0.0012429,14269601.8945,17917.81837247456
1663066800,2022-09-13 11:00:00,MTV/USDT,0.0012996,0.0013161,0.0012924,0.0013097,1751377.2912,2289.84560630238
1663063200,2022-09-13 10:00:00,MTV/USDT,0.0012941,0.0012996,0.001284,0.0012987,580471.8283,752.09764376286
1663059600,2022-09-13 09:00:00,MTV/USDT,0.0012773,0.0012941,0.0012705,0.0012941,1380142.1925,1770.40348620705
1663056000,2022-09-13 08:00:00,MTV/USDT,0.001296,0.0013133,0.0012701,0.0012783,4575386.528,5877.52180930432
1663052400,2022-09-13 07:00:00,MTV/USDT,0.0013071,0.0013147,0.00129,0.00129,372954.9217,485.71589633417
1663048800,2022-09-13 06:00:00,MTV/USDT,0.001316,0.0013189,0.001301,0.0013071,1376415.0272,1811.68498106924
1663045200,2022-09-13 05:00:00,MTV/USDT,0.0013101,0.0013161,0.001302,0.0013161,312412.8122,409.62896502502
1663041600,2022-09-13 04:00:00,MTV/USDT,0.0012891,0.0013156,0.0012891,0.0013101,3258652.329,4247.36302924283
1663038000,2022-09-13 03:00:00,MTV/USDT,0.0012868,0.0012996,0.0012844,0.0012901,702362.578,908.31591783303
1663034400,2022-09-13 02:00:00,MTV/USDT,0.0012949,0.0013011,0.0012748,0.0012828,4080397.951,5245.68280578143
1663030800,2022-09-13 01:00:00,MTV/USDT,0.0013167,0.0013176,0.0012829,0.0012991,1274685.2123,1656.42899433882
1663027200,2022-09-13 00:00:00,MTV/USDT,0.001333,0.001333,0.0013116,0.0013183,1216556.6392,1607.52476655947
1663023600,2022-09-12 23:00:00,MTV/USDT,0.0013279,0.0014141,0.0013161,0.0013332,9974269.7183,13503.10973228239
1663020000,2022-09-12 22:00:00,MTV/USDT,0.0013266,0.0013423,0.0012976,0.0013257,2723126.4608,3596.41404784361
1663016400,2022-09-12 21:00:00,MTV/USDT,0.001316,0.0013334,0.0013,0.0013268,2919591.7976,3831.24487539844
1663012800,2022-09-12 20:00:00,MTV/USDT,0.0013497,0.0013546,0.0013013,0.001316,4599703.4,6074.62989158441
1663009200,2022-09-12 19:00:00,MTV/USDT,0.0012997,0.0013546,0.0012977,0.0013434,13302264.4592,17611.38571166234
1663005600,2022-09-12 18:00:00,MTV/USDT,0.0012794,0.001301,0.0012568,0.0012945,4638253.4439,5935.46105996062
1663002000,2022-09-12 17:00:00,MTV/USDT,0.00128,0.0013107,0.0012662,0.0012794,6998153.1793,8965.60366729184
1662998400,2022-09-12 16:00:00,MTV/USDT,0.00133,0.001343,0.0012602,0.001284,15976745.9596,20704.57709025016
1662994800,2022-09-12 15:00:00,MTV/USDT,0.0013374,0.0013547,0.0012992,0.0013238,11361346.1557,14921.01108297017
1662991200,2022-09-12 14:00:00,MTV/USDT,0.001344,0.0013679,0.0013001,0.0013374,7297583.1972,9683.69763454829
1662987600,2022-09-12 13:00:00,MTV/USDT,0.001355,0.0013782,0.0013211,0.0013496,6018858.1625,8110.26386471179
1662984000,2022-09-12 12:00:00,MTV/USDT,0.0013186,0.0014141,0.001316,0.0013613,34110426.4304,46621.39723451382
1662980400,2022-09-12 11:00:00,MTV/USDT,0.0012258,0.0013257,0.0012258,0.0013186,14594424.6289,18694.28598813481
1662976800,2022-09-12 10:00:00,MTV/USDT,0.001208,0.0012301,0.001208,0.0012261,782290.1146,956.93710709039
1662973200,2022-09-12 09:00:00,MTV/USDT,0.0012008,0.0012145,0.0011906,0.0012145,1159292.3914,1396.96835522979
1662969600,2022-09-12 08:00:00,MTV/USDT,0.0012073,0.0012128,0.0011941,0.0012012,1711156.868,2063.92920431203
1662966000,2022-09-12 07:00:00,MTV/USDT,0.001212,0.0012128,0.0012062,0.0012127,284061.9018,344.16131275077
1662962400,2022-09-12 06:00:00,MTV/USDT,0.0012121,0.0012128,0.0012048,0.0012066,446229.1255,539.497638209
1662958800,2022-09-12 05:00:00,MTV/USDT,0.0012119,0.0012128,0.0012003,0.001206,495246.5968,598.48136376515
1662955200,2022-09-12 04:00:00,MTV/USDT,0.0011861,0.0012454,0.0011842,0.0012128,10656254.2253,12830.08297047888
1662951600,2022-09-12 03:00:00,MTV/USDT,0.001186,0.0011888,0.001186,0.0011888,314487.7182,373.61544974641
1662948000,2022-09-12 02:00:00,MTV/USDT,0.0011937,0.0011937,0.001186,0.001186,367181.6222,436.5774988419
1662944400,2022-09-12 01:00:00,MTV/USDT,0.0011864,0.0011937,0.0011837,0.0011937,547427.8184,652.62998480179
1662940800,2022-09-12 00:00:00,MTV/USDT,0.0011942,0.0011942,0.0011837,0.0011864,635180.8369,756.34531369347
1662937200,2022-09-11 23:00:00,MTV/USDT,0.0011945,0.0011946,0.001188,0.0011942,1225734.2603,1456.82987905751
1662933600,2022-09-11 22:00:00,MTV/USDT,0.001188,0.0011947,0.001188,0.0011888,460888.8711,550.01844976152
1662930000,2022-09-11 21:00:00,MTV/USDT,0.0011881,0.0011939,0.001188,0.001188,1012145.521,1202.88080840375
1662926400,2022-09-11 20:00:00,MTV/USDT,0.0011955,0.0011955,0.0011881,0.0011881,1074406.7886,1276.59035197073
1662922800,2022-09-11 19:00:00,MTV/USDT,0.0011894,0.0012036,0.0011881,0.0011955,1193204.5087,1424.04744491865
1662919200,2022-09-11 18:00:00,MTV/USDT,0.0011888,0.0011959,0.0011883,0.0011949,1199151.907,1428.61213764527
1662915600,2022-09-11 17:00:00,MTV/USDT,0.001198,0.0012034,0.0011885,0.0011888,890108.3872,1064.13278285436
1662912000,2022-09-11 16:00:00,MTV/USDT,0.0011947,0.0012,0.0011885,0.001191,649330.2811,775.8584088104
1662908400,2022-09-11 15:00:00,MTV/USDT,0.001186,0.0011947,0.001186,0.0011887,959042.141,1143.80651166433
1662904800,2022-09-11 14:00:00,MTV/USDT,0.0011946,0.0011947,0.0011805,0.0011805,1074133.782,1276.27042883226
1662901200,2022-09-11 13:00:00,MTV/USDT,0.0011946,0.0011947,0.0011871,0.0011947,164005.4883,195.81068894603
1662897600,2022-09-11 12:00:00,MTV/USDT,0.001188,0.0011947,0.001188,0.0011887,545583.3369,651.5791282572
1662894000,2022-09-11 11:00:00,MTV/USDT,0.0011852,0.0011947,0.0011852,0.0011946,104832.8171,125.06044466499
1662890400,2022-09-11 10:00:00,MTV/USDT,0.0011895,0.0011931,0.0011777,0.001186,1180943.598,1397.80929909153
1662886800,2022-09-11 09:00:00,MTV/USDT,0.0011944,0.0011947,0.0011822,0.0011895,97485.2629,115.45690711249
1662883200,2022-09-11 08:00:00,MTV/USDT,0.001197,0.0012071,0.001178,0.0011947,2416401.4829,2872.82250868687
1662879600,2022-09-11 07:00:00,MTV/USDT,0.0011913,0.0011975,0.0011838,0.001197,139123.4486,166.29857577268
1662876000,2022-09-11 06:00:00,MTV/USDT,0.0012023,0.001203,0.0011826,0.0011913,385494.3553,459.03505012943
1662872400,2022-09-11 05:00:00,MTV/USDT,0.001206,0.0012103,0.0011948,0.0012023,277700.2672,333.34012885854
1662868800,2022-09-11 04:00:00,MTV/USDT,0.0012053,0.0012105,0.0012053,0.0012103,77046.4781,93.11118058559
1662865200,2022-09-11 03:00:00,MTV/USDT,0.0012094,0.0012094,0.0011999,0.0011999,164853.9291,197.97903927323
1662861600,2022-09-11 02:00:00,MTV/USDT,0.0011966,0.001218,0.0011954,0.0012041,942347.1072,1137.83216035926
1662858000,2022-09-11 01:00:00,MTV/USDT,0.001192,0.0012003,0.0011845,0.0011913,553270.2084,660.84114290017
1662854400,2022-09-11 00:00:00,MTV/USDT,0.0011922,0.0011983,0.0011903,0.0011983,94669.3259,112.909687239
1662850800,2022-09-10 23:00:00,MTV/USDT,0.001182,0.0011993,0.001181,0.0011922,514980.9047,612.05941520734
1662847200,2022-09-10 22:00:00,MTV/USDT,0.001198,0.0012038,0.0011777,0.0011872,867679.8921,1031.17875422021
1662843600,2022-09-10 21:00:00,MTV/USDT,0.0011959,0.0012082,0.0011864,0.0011975,2041426.6437,2441.64554252464
1662840000,2022-09-10 20:00:00,MTV/USDT,0.0011973,0.0012033,0.0011891,0.0011891,652552.7069,779.3972729468
1662836400,2022-09-10 19:00:00,MTV/USDT,0.0011822,0.0012071,0.0011822,0.0011905,756424.4199,904.16570895544
1662832800,2022-09-10 18:00:00,MTV/USDT,0.0011805,0.0012036,0.00118,0.0011823,2218221.6892,2639.18237773119
1662829200,2022-09-10 17:00:00,MTV/USDT,0.0011886,0.001214,0.0011804,0.0011864,7858411.1533,9425.69775653437
1662825600,2022-09-10 16:00:00,MTV/USDT,0.0011832,0.0011892,0.0011789,0.0011892,194649.113,230.3095594832
1662822000,2022-09-10 15:00:00,MTV/USDT,0.0011796,0.0011913,0.0011796,0.0011837,415980.8546,493.12644008325
1662818400,2022-09-10 14:00:00,MTV/USDT,0.0011814,0.0011864,0.0011728,0.0011728,473482.7452,557.80334973446
1662814800,2022-09-10 13:00:00,MTV/USDT,0.0011893,0.0011916,0.0011701,0.0011819,3853480.9979,4543.94845046812
1662811200,2022-09-10 12:00:00,MTV/USDT,0.0011907,0.0011907,0.0011892,0.00119,924041.4965,1099.71608465092
1662807600,2022-09-10 11:00:00,MTV/USDT,0.0011747,0.0011997,0.0011739,0.0011916,1705218.6854,2030.37665196608
1662804000,2022-09-10 10:00:00,MTV/USDT,0.001171,0.00119,0.0011517,0.001175,2339830.6245,2747.06643536475
1662800400,2022-09-10 09:00:00,MTV/USDT,0.0011698,0.00117,0.0011644,0.001166,179804.3437,210.23951353602
1662796800,2022-09-10 08:00:00,MTV/USDT,0.001162,0.0011712,0.00116,0.0011647,819681.355,958.19214423899
1662793200,2022-09-10 07:00:00,MTV/USDT,0.0011598,0.0011648,0.0011558,0.0011558,250456.1565,290.31447585352
1662789600,2022-09-10 06:00:00,MTV/USDT,0.00117,0.0011712,0.00116,0.00116,1620959.3794,1885.87239181011
1662786000,2022-09-10 05:00:00,MTV/USDT,0.0011692,0.0011712,0.0011654,0.00117,338341.9993,396.07238475578
1662782400,2022-09-10 04:00:00,MTV/USDT,0.001156,0.0011712,0.0011528,0.0011631,1711269.2189,1996.39698348921
1662778800,2022-09-10 03:00:00,MTV/USDT,0.0011582,0.0011603,0.00115,0.00115,184442.6091,213.27761789508
1662775200,2022-09-10 02:00:00,MTV/USDT,0.0011573,0.0011583,0.0011416,0.001152,448663.8701,516.46009141359
1662771600,2022-09-10 01:00:00,MTV/USDT,0.0011469,0.0011573,0.0011461,0.0011573,101021.6329,116.56391885114
1662768000,2022-09-10 00:00:00,MTV/USDT,0.0011558,0.0011558,0.0011362,0.0011534,1947894.8133,2227.6463531146
1662764400,2022-09-09 23:00:00,MTV/USDT,0.0011644,0.00117,0.0011461,0.0011554,1886688.4404,2184.42787366838
1662760800,2022-09-09 22:00:00,MTV/USDT,0.0011712,0.0011712,0.0011642,0.0011644,422306.7143,492.90357631107
1662757200,2022-09-09 21:00:00,MTV/USDT,0.0011721,0.001191,0.0011705,0.0011712,3606981.6209,4261.2333741042
1662753600,2022-09-09 20:00:00,MTV/USDT,0.0011771,0.0011792,0.0011583,0.0011785,1583280.2889,1850.46896019594
1662750000,2022-09-09 19:00:00,MTV/USDT,0.0011693,0.0011872,0.0011594,0.0011764,5984327.1688,7068.05393471013
1662746400,2022-09-09 18:00:00,MTV/USDT,0.0011656,0.0011761,0.0011656,0.0011756,1885110.0513,2208.29541922833
1662742800,2022-09-09 17:00:00,MTV/USDT,0.0011527,0.0011883,0.0011527,0.0011656,8450667.6988,9937.4737487138
1662739200,2022-09-09 16:00:00,MTV/USDT,0.0011503,0.0011592,0.001141,0.0011527,1916613.1256,2207.11277152641
1662735600,2022-09-09 15:00:00,MTV/USDT,0.0011333,0.0011598,0.0011241,0.0011503,6219058.5159,7128.32623981869
1662732000,2022-09-09 14:00:00,MTV/USDT,0.0011244,0.0011399,0.0011201,0.0011399,2337444.1887,2653.06285524855
1662728400,2022-09-09 13:00:00,MTV/USDT,0.0011341,0.00114,0.0011084,0.0011281,4260052.3425,4798.34145110143
1662724800,2022-09-09 12:00:00,MTV/USDT,0.0011174,0.0011407,0.0011172,0.0011341,1670795.1647,1888.82529031287
1662721200,2022-09-09 11:00:00,MTV/USDT,0.0011123,0.0011268,0.0011123,0.0011225,2520694.0392,2833.35665514602
1662717600,2022-09-09 10:00:00,MTV/USDT,0.00112,0.0011272,0.0010992,0.0011118,3069903.9565,3427.16510371014
1662714000,2022-09-09 09:00:00,MTV/USDT,0.0011237,0.0011272,0.0011186,0.00112,416134.859,467.08759922592
1662710400,2022-09-09 08:00:00,MTV/USDT,0.0011094,0.0011237,0.0011092,0.0011232,1128446.0167,1261.33537926235
1662706800,2022-09-09 07:00:00,MTV/USDT,0.0010881,0.0011291,0.001083,0.0011084,4984783.4298,5529.99442228619
1662703200,2022-09-09 06:00:00,MTV/USDT,0.001087,0.001094,0.0010762,0.0010881,2305362.4076,2510.08089870912
1662699600,2022-09-09 05:00:00,MTV/USDT,0.0010872,0.0010938,0.0010801,0.001087,2687380.6179,2922.48171688546
1662696000,2022-09-09 04:00:00,MTV/USDT,0.001066,0.001093,0.001061,0.00108,3026559.11,3263.28747597079
1662692400,2022-09-09 03:00:00,MTV/USDT,0.0010511,0.001072,0.0010495,0.0010719,1108014.9251,1172.79195775005
1662688800,2022-09-09 02:00:00,MTV/USDT,0.0010653,0.0010726,0.0010431,0.0010511,4009687.3694,4231.25764678965
1662685200,2022-09-09 01:00:00,MTV/USDT,0.001063,0.001079,0.001062,0.0010653,1421549.2006,1526.39915652159
1662681600,2022-09-09 00:00:00,MTV/USDT,0.0010622,0.0010691,0.0010561,0.0010561,309510.1136,328.34999109468
1662678000,2022-09-08 23:00:00,MTV/USDT,0.0010645,0.0010722,0.001062,0.001062,559257.9821,596.26232745558
