https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume XEM
1663549200000,2022-09-19 01:00:00,XEM/EUR,0.04015233,0.04054642,0.03987221,0.040467,188.98089000000002,4670.0
1663545600000,2022-09-19 00:00:00,XEM/EUR,0.0398547,0.04040661,0.03892088,0.04011681,655.5086754,16340.0
1663542000000,2022-09-18 23:00:00,XEM/EUR,0.04002406,0.04005249,0.03891497,0.03990509,673.9969701,16890.0
1663538400000,2022-09-18 22:00:00,XEM/EUR,0.04075268,0.04175444,0.03952033,0.03999646,581.1485637999999,14530.0
1663534800000,2022-09-18 21:00:00,XEM/EUR,0.04197243,0.04197243,0.04,0.04179346,799.1082009101734,19120.41264136
1663531200000,2022-09-18 20:00:00,XEM/EUR,0.04133494,0.04215286,0.04115751,0.04215286,659.692259,15650.0
1663527600000,2022-09-18 19:00:00,XEM/EUR,0.04122097,0.04216949,0.04120823,0.04160195,703.904994,16920.0
1663524000000,2022-09-18 18:00:00,XEM/EUR,0.0412088,0.04186141,0.0411806,0.04137075,642.9014549999999,15540.0
1663520400000,2022-09-18 17:00:00,XEM/EUR,0.04161094,0.04223339,0.04113509,0.04125407,709.1574632999999,17190.0
1663516800000,2022-09-18 16:00:00,XEM/EUR,0.04166144,0.04233865,0.04134299,0.04156936,689.6356824,16590.0
1663513200000,2022-09-18 15:00:00,XEM/EUR,0.0415909,0.04228708,0.04146783,0.0420784,634.542272,15080.0
1663509600000,2022-09-18 14:00:00,XEM/EUR,0.04230372,0.0424067,0.04137513,0.04157492,701.5300485374833,16873.87609014
1663506000000,2022-09-18 13:00:00,XEM/EUR,0.04230558,0.04247763,0.04199643,0.04231789,637.7306023,15070.0
1663502400000,2022-09-18 12:00:00,XEM/EUR,0.04229896,0.04312953,0.04195314,0.04220128,681.550672,16150.0
1663498800000,2022-09-18 11:00:00,XEM/EUR,0.0420701,0.04305528,0.04200239,0.04231488,665.6130624,15730.0
1663495200000,2022-09-18 10:00:00,XEM/EUR,0.04206483,0.04274066,0.04182173,0.0422463,590.8619865331185,13986.12390986
1663491600000,2022-09-18 09:00:00,XEM/EUR,0.04240195,0.04325262,0.04211874,0.04292407,649.8704198,15140.0
1663488000000,2022-09-18 08:00:00,XEM/EUR,0.04256613,0.04332344,0.04247612,0.04277274,737.4020376,17240.0
1663484400000,2022-09-18 07:00:00,XEM/EUR,0.04274598,0.04339745,0.04243901,0.04288018,610.1849613999999,14230.0
1663480800000,2022-09-18 06:00:00,XEM/EUR,0.04257582,0.04317143,0.04182195,0.0430272,832.5706400322515,19349.86799123
1663477200000,2022-09-18 05:00:00,XEM/EUR,0.04239553,0.04269874,0.04212452,0.04232156,657.6770424,15540.0
1663473600000,2022-09-18 04:00:00,XEM/EUR,0.04222853,0.04242677,0.04204479,0.04240088,708.5187048,16710.0
1663470000000,2022-09-18 03:00:00,XEM/EUR,0.04249619,0.04254647,0.04211026,0.0423763,646.238575,15250.0
1663466400000,2022-09-18 02:00:00,XEM/EUR,0.04227616,0.04247373,0.0421226,0.04231245,634.6867500000001,15000.0
1663462800000,2022-09-18 01:00:00,XEM/EUR,0.04227307,0.04252454,0.04206745,0.04219248,703.7705664,16680.0
1663459200000,2022-09-18 00:00:00,XEM/EUR,0.04239186,0.04258478,0.04214147,0.0422195,639.625425,15150.0
1663455600000,2022-09-17 23:00:00,XEM/EUR,0.04257386,0.04268578,0.04207356,0.04249398,692.651874,16300.0
1663452000000,2022-09-17 22:00:00,XEM/EUR,0.04254907,0.04271203,0.04213033,0.04265153,656.4070467,15390.0
1663448400000,2022-09-17 21:00:00,XEM/EUR,0.0425806,0.04269798,0.0422846,0.04258782,740.1763116,17380.0
1663444800000,2022-09-17 20:00:00,XEM/EUR,0.0425161,0.0426909,0.04212626,0.04240886,739.56810954,17439.0
1663441200000,2022-09-17 19:00:00,XEM/EUR,0.0431985,0.0431985,0.04216961,0.04262131,667.4497146,15660.0
1663437600000,2022-09-17 18:00:00,XEM/EUR,0.04259901,0.04310844,0.04216529,0.04265668,708.100888,16600.0
1663434000000,2022-09-17 17:00:00,XEM/EUR,0.04278171,0.04310616,0.04219278,0.04268378,699.1603163999999,16380.0
1663430400000,2022-09-17 16:00:00,XEM/EUR,0.04249029,0.0430075,0.04229314,0.04275516,662.5503613103928,15496.38362505
1663426800000,2022-09-17 15:00:00,XEM/EUR,0.04268625,0.04271841,0.04208283,0.04230738,642.2260284,15180.0
1663423200000,2022-09-17 14:00:00,XEM/EUR,0.04232127,0.04285274,0.04200265,0.042693,585.74796,13720.0
1663419600000,2022-09-17 13:00:00,XEM/EUR,0.04210206,0.04233773,0.04199856,0.04216502,629.1020983999999,14920.0
1663416000000,2022-09-17 12:00:00,XEM/EUR,0.04203562,0.04224016,0.04191564,0.04212851,644.566203,15300.0
1663412400000,2022-09-17 11:00:00,XEM/EUR,0.04202655,0.04221547,0.04197684,0.04206205,666.2628719999999,15840.0
1663408800000,2022-09-17 10:00:00,XEM/EUR,0.04214686,0.04227738,0.04186643,0.04199851,688.775564,16400.0
1663405200000,2022-09-17 09:00:00,XEM/EUR,0.04220398,0.04233706,0.04199853,0.04211843,568.1776207,13490.0
1663401600000,2022-09-17 08:00:00,XEM/EUR,0.04230611,0.04232677,0.04141487,0.04222713,697.1699163000001,16510.0
1663398000000,2022-09-17 07:00:00,XEM/EUR,0.04215773,0.04226692,0.04143378,0.04225395,645.2178165,15270.0
1663394400000,2022-09-17 06:00:00,XEM/EUR,0.04175904,0.04228222,0.04146673,0.0421375,678.8351250000001,16110.0
1663390800000,2022-09-17 05:00:00,XEM/EUR,0.04204568,0.04213412,0.04163709,0.04178791,737.1387324,17640.0
1663387200000,2022-09-17 04:00:00,XEM/EUR,0.04160135,0.04225258,0.04159306,0.04184599,737.7448037,17630.0
