https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume POND,Volume USDT
1659052800,2022-07-29 00:00:00,POND/USDT,0.01529,0.0166,0.01468,0.0149,41477903.65721231,639583.7051564118534
1658966400,2022-07-28 00:00:00,POND/USDT,0.01508,0.01645,0.0145,0.01529,49738609.51232417,771519.5787058853854
1658880000,2022-07-27 00:00:00,POND/USDT,0.01638,0.01662,0.01393,0.01508,81265314.89379116,1197856.1433623063029
1658793600,2022-07-26 00:00:00,POND/USDT,0.01258,0.01814,0.01233,0.01634,226749939.85773754,3607500.966947546259
1658707200,2022-07-25 00:00:00,POND/USDT,0.01342,0.01345,0.01216,0.01263,25832370.46460658,330102.9630211271399
1658620800,2022-07-24 00:00:00,POND/USDT,0.0139,0.01393,0.01282,0.0134,35393923.10003062,473725.6755636048847
1658534400,2022-07-23 00:00:00,POND/USDT,0.01193,0.01546,0.01185,0.01382,109826806.82709578,1541499.43987918764
1658448000,2022-07-22 00:00:00,POND/USDT,0.01282,0.01319,0.01167,0.01193,15956473.14016655,196803.0543383958437
1658361600,2022-07-21 00:00:00,POND/USDT,0.0111,0.01329,0.01084,0.01281,38907625.94764285,475358.0874871072254
1658275200,2022-07-20 00:00:00,POND/USDT,0.01223,0.01264,0.01092,0.01109,15521266.92003162,185716.1379314180814
1658188800,2022-07-19 00:00:00,POND/USDT,0.0123,0.01411,0.01183,0.01226,53582876.50397282,686595.7361925356427
1658102400,2022-07-18 00:00:00,POND/USDT,0.01067,0.01335,0.0106,0.01233,50266429.54868955,617397.5442492924861
1658016000,2022-07-17 00:00:00,POND/USDT,0.01075,0.01131,0.0106,0.01065,8558744.2752246,93894.4270740160352
1657929600,2022-07-16 00:00:00,POND/USDT,0.01057,0.01106,0.01013,0.01076,6937099.24771823,74072.139915291141
1657843200,2022-07-15 00:00:00,POND/USDT,0.01046,0.01114,0.01031,0.01055,4467104.6417096,47547.5999843694407
1657756800,2022-07-14 00:00:00,POND/USDT,0.00987,0.0114,0.00969,0.01045,21033676.09358691,221199.9150104240902
1657670400,2022-07-13 00:00:00,POND/USDT,0.0092,0.01006,0.00897,0.00992,8613214.75805459,82495.4760546638156
1657584000,2022-07-12 00:00:00,POND/USDT,0.00962,0.00984,0.00918,0.00922,4770433.76459831,45477.9762168467116
1657497600,2022-07-11 00:00:00,POND/USDT,0.01024,0.01024,0.00957,0.00968,4186452.02307902,41597.9444076303486
1657411200,2022-07-10 00:00:00,POND/USDT,0.01073,0.01073,0.01,0.01021,3876727.84402631,40158.021410611102
1657324800,2022-07-09 00:00:00,POND/USDT,0.01044,0.01089,0.01044,0.01074,3895630.9468651,41723.0654596566224
1657238400,2022-07-08 00:00:00,POND/USDT,0.01083,0.01117,0.01044,0.01044,9187685.55851186,99424.2633980010614
1657152000,2022-07-07 00:00:00,POND/USDT,0.01119,0.01325,0.0103,0.01081,54518099.58760354,632591.571148283538
1657065600,2022-07-06 00:00:00,POND/USDT,0.00916,0.01214,0.0091,0.01119,42383696.62497893,456767.5707977169138
1656979200,2022-07-05 00:00:00,POND/USDT,0.0096,0.00986,0.00903,0.0092,7049150.12591287,66083.1449904298368
1656892800,2022-07-04 00:00:00,POND/USDT,0.00956,0.00967,0.00929,0.00961,6652940.09821219,62871.7167560394491
1656806400,2022-07-03 00:00:00,POND/USDT,0.0097,0.00973,0.0094,0.00951,3009993.33053179,28615.4337014454309
1656720000,2022-07-02 00:00:00,POND/USDT,0.00936,0.0109,0.00928,0.00973,16114721.50425142,156497.6872047286584
1656633600,2022-07-01 00:00:00,POND/USDT,0.00922,0.00953,0.00906,0.00936,4517044.84858598,42040.3999355812339
1656547200,2022-06-30 00:00:00,POND/USDT,0.00948,0.00953,0.00894,0.00924,5300849.0754856,48413.7507171166137
1656460800,2022-06-29 00:00:00,POND/USDT,0.01016,0.0104,0.00941,0.00943,6192799.42343958,60505.266994553421
1656374400,2022-06-28 00:00:00,POND/USDT,0.01025,0.01091,0.01004,0.01021,6612818.9614226,69243.2861039509753
1656288000,2022-06-27 00:00:00,POND/USDT,0.01035,0.01063,0.0101,0.01029,4050740.33379744,41920.6913684311445
1656201600,2022-06-26 00:00:00,POND/USDT,0.01071,0.01116,0.01037,0.01037,7666727.35188456,83413.6590508242569
1656115200,2022-06-25 00:00:00,POND/USDT,0.01112,0.01129,0.0105,0.01077,4936181.22759493,54011.9217317118555
1656028800,2022-06-24 00:00:00,POND/USDT,0.01109,0.01138,0.01073,0.01112,7195316.38115607,79462.0747351695044
1655942400,2022-06-23 00:00:00,POND/USDT,0.01016,0.01108,0.01015,0.01104,8424200.34134295,89938.1022046464763
1655856000,2022-06-22 00:00:00,POND/USDT,0.01112,0.01116,0.01008,0.01019,11870701.33443046,127762.3420994830967
1655769600,2022-06-21 00:00:00,POND/USDT,0.01094,0.01186,0.01077,0.01119,22456438.01163657,257394.5151382417946
1655683200,2022-06-20 00:00:00,POND/USDT,0.01063,0.01222,0.01039,0.01096,22557689.61083639,254419.2062824839206
1655596800,2022-06-19 00:00:00,POND/USDT,0.01033,0.01086,0.00996,0.01067,14268303.72474863,149513.8699291777881
1655510400,2022-06-18 00:00:00,POND/USDT,0.01072,0.01177,0.0094,0.01035,52236379.85849052,552348.5874325934393
1655424000,2022-06-17 00:00:00,POND/USDT,0.0098,0.01342,0.0098,0.01071,127520531.9766301,1506849.2362401858926
1655337600,2022-06-16 00:00:00,POND/USDT,0.01028,0.0114,0.00931,0.0097,59356035.98741896,592966.7974176276885
1655251200,2022-06-15 00:00:00,POND/USDT,0.0094,0.0108,0.0088,0.01028,45873464.73063863,448628.982278649071
1655164800,2022-06-14 00:00:00,POND/USDT,0.0096,0.0127,0.0088,0.0095,121825287.60829145,1298730.28544715736
1655078400,2022-06-13 00:00:00,POND/USDT,0.0087,0.0113,0.0072,0.0096,91758776.53217998,847690.660535604962
1654992000,2022-06-12 00:00:00,POND/USDT,0.0103,0.0104,0.0085,0.0087,12670441.93589559,115724.020235367988
1654905600,2022-06-11 00:00:00,POND/USDT,0.0109,0.0117,0.0102,0.0104,13224655.60418259,144280.019764138536
1654819200,2022-06-10 00:00:00,POND/USDT,0.0112,0.0119,0.0108,0.011,17345858.89109422,194302.868731909487
1654732800,2022-06-09 00:00:00,POND/USDT,0.0112,0.0118,0.011,0.0111,6178451.57039947,69559.508166428763
1654646400,2022-06-08 00:00:00,POND/USDT,0.011,0.0128,0.011,0.0113,20144608.63955649,236263.287225725301
1654560000,2022-06-07 00:00:00,POND/USDT,0.0107,0.0118,0.01,0.011,25189768.70377364,270221.152289799246
1654473600,2022-06-06 00:00:00,POND/USDT,0.0109,0.0118,0.0106,0.0109,11141894.20275959,123346.303292068472
1654387200,2022-06-05 00:00:00,POND/USDT,0.0106,0.0119,0.0102,0.0108,32985992.58897851,360524.258428988545
1654300800,2022-06-04 00:00:00,POND/USDT,0.0103,0.0107,0.0099,0.0105,6765250.95041514,69487.086308719173
1654214400,2022-06-03 00:00:00,POND/USDT,0.0106,0.0106,0.0099,0.0102,8903291.20713474,90581.50474296584
1654128000,2022-06-02 00:00:00,POND/USDT,0.0102,0.0107,0.01,0.0106,8235156.84678726,85196.122455152177
1654041600,2022-06-01 00:00:00,POND/USDT,0.0112,0.0114,0.0101,0.0102,8917174.30771081,95725.828804309144
1653955200,2022-05-31 00:00:00,POND/USDT,0.0114,0.0122,0.011,0.0112,13887672.63822825,160723.045496693679
1653868800,2022-05-30 00:00:00,POND/USDT,0.0105,0.0116,0.0103,0.0114,23038056.52955919,256371.163962886969
1653782400,2022-05-29 00:00:00,POND/USDT,0.0098,0.0106,0.0095,0.0105,7672446.65940478,77047.65961287365
1653696000,2022-05-28 00:00:00,POND/USDT,0.0095,0.01,0.0094,0.0098,22122172.09161982,215107.768253128705
1653609600,2022-05-27 00:00:00,POND/USDT,0.0102,0.0104,0.0091,0.0094,43594155.58815674,424553.969350103937
1653523200,2022-05-26 00:00:00,POND/USDT,0.0111,0.0113,0.0099,0.0103,34431202.43944843,362918.219109002499
1653436800,2022-05-25 00:00:00,POND/USDT,0.0112,0.0139,0.011,0.011,67728361.83928061,834578.091288082186
1653350400,2022-05-24 00:00:00,POND/USDT,0.01,0.0122,0.0099,0.0113,37248417.78519557,404774.145417767916
1653264000,2022-05-23 00:00:00,POND/USDT,0.0104,0.0112,0.01,0.01,25392202.42144481,270710.320696435209
1653177600,2022-05-22 00:00:00,POND/USDT,0.0102,0.012,0.0098,0.0104,35607559.24590588,378531.489528383824
1653091200,2022-05-21 00:00:00,POND/USDT,0.0102,0.0109,0.0096,0.0102,19257934.12849522,196306.18052154427
1653004800,2022-05-20 00:00:00,POND/USDT,0.0104,0.0124,0.0098,0.0103,52240475.31757719,559738.047320397678
1652918400,2022-05-19 00:00:00,POND/USDT,0.0085,0.0143,0.0083,0.0105,179308037.11870538,2123307.183837061686
1652832000,2022-05-18 00:00:00,POND/USDT,0.0095,0.0102,0.0079,0.0085,26739658.71079691,237098.018809969733
1652745600,2022-05-17 00:00:00,POND/USDT,0.0084,0.0099,0.0084,0.0093,11978628.47254678,110446.477066660333
1652659200,2022-05-16 00:00:00,POND/USDT,0.0091,0.0091,0.0083,0.0086,13923304.85545653,119353.658753554599
1652572800,2022-05-15 00:00:00,POND/USDT,0.0086,0.0101,0.0079,0.0091,20489904.25097362,179849.750139764613
1652486400,2022-05-14 00:00:00,POND/USDT,0.0085,0.0094,0.0072,0.0087,16647443.5833145,132438.403624888874
1652400000,2022-05-13 00:00:00,POND/USDT,0.007,0.0093,0.0069,0.0085,12546863.83071288,104096.31870978813
1652313600,2022-05-12 00:00:00,POND/USDT,0.0083,0.0095,0.0063,0.007,26420273.61134701,196951.814273531417
1652227200,2022-05-11 00:00:00,POND/USDT,0.0132,0.0136,0.0077,0.0083,32467353.57420061,344037.414502562135
1652140800,2022-05-10 00:00:00,POND/USDT,0.0132,0.0151,0.0129,0.0132,21776589.07302102,303477.708693343225
1652054400,2022-05-09 00:00:00,POND/USDT,0.017,0.0173,0.0132,0.0132,11601248.67953056,173913.718668124758
1651968000,2022-05-08 00:00:00,POND/USDT,0.0174,0.0176,0.0166,0.0169,4029690.24144158,68535.83470359859
1651881600,2022-05-07 00:00:00,POND/USDT,0.0182,0.0184,0.0171,0.0175,2170317.65315374,38855.316965125826
1651795200,2022-05-06 00:00:00,POND/USDT,0.0186,0.0188,0.0177,0.0182,4328291.68133874,79332.932421924771
1651708800,2022-05-05 00:00:00,POND/USDT,0.0211,0.0215,0.0181,0.0186,10379923.8550171,204265.659779851636
1651622400,2022-05-04 00:00:00,POND/USDT,0.0195,0.0213,0.0195,0.0211,3795876.01451596,77231.320180566083
1651536000,2022-05-03 00:00:00,POND/USDT,0.0198,0.0204,0.0193,0.0195,4608293.39391391,91671.035960200313
1651449600,2022-05-02 00:00:00,POND/USDT,0.0206,0.0209,0.0195,0.0197,9597920.99984324,193820.91904047697
1651363200,2022-05-01 00:00:00,POND/USDT,0.0201,0.0209,0.0195,0.0206,5771191.97753317,115612.384262606428
1651276800,2022-04-30 00:00:00,POND/USDT,0.0233,0.0236,0.0199,0.0201,9237196.01078771,203750.830280664405
1651190400,2022-04-29 00:00:00,POND/USDT,0.0248,0.0254,0.023,0.0233,14320257.78002785,343893.26106910581
1651104000,2022-04-28 00:00:00,POND/USDT,0.0241,0.0261,0.0239,0.0248,16743717.66159837,420539.64235435633
1651017600,2022-04-27 00:00:00,POND/USDT,0.0235,0.0243,0.0233,0.0241,7716853.57825036,183998.166071389381
1650931200,2022-04-26 00:00:00,POND/USDT,0.0267,0.0271,0.0234,0.0237,5976676.64398098,148771.244461361119
1650844800,2022-04-25 00:00:00,POND/USDT,0.0264,0.027,0.0239,0.0268,14112907.51573252,354165.01635453474
1650758400,2022-04-24 00:00:00,POND/USDT,0.0269,0.0275,0.0264,0.0264,6254992.95874601,168647.727546450676
1650672000,2022-04-23 00:00:00,POND/USDT,0.027,0.0277,0.0261,0.0269,10490820.35154583,281052.44009331879
1650585600,2022-04-22 00:00:00,POND/USDT,0.0274,0.0279,0.0267,0.027,11795126.20730588,321903.768224048327
1650499200,2022-04-21 00:00:00,POND/USDT,0.0288,0.0294,0.027,0.0274,11287408.18799455,321699.743260944282
1650412800,2022-04-20 00:00:00,POND/USDT,0.0289,0.03,0.0283,0.0289,9900246.55017051,288572.10525514566
1650326400,2022-04-19 00:00:00,POND/USDT,0.0285,0.0294,0.0277,0.0289,10219797.57030308,291656.50702985674
1650240000,2022-04-18 00:00:00,POND/USDT,0.0286,0.0287,0.0263,0.0284,6836219.7768169,187403.987971591482
1650153600,2022-04-17 00:00:00,POND/USDT,0.0292,0.0303,0.0285,0.0286,4412200.19337688,130190.475577128513
1650067200,2022-04-16 00:00:00,POND/USDT,0.0297,0.0303,0.0287,0.0292,6031097.77468296,177630.664574361071
1649980800,2022-04-15 00:00:00,POND/USDT,0.0292,0.0309,0.0289,0.0297,8896453.57171404,266776.750419852468
1649894400,2022-04-14 00:00:00,POND/USDT,0.0302,0.0312,0.0285,0.029,8721162.89626185,260448.358031417903
1649808000,2022-04-13 00:00:00,POND/USDT,0.0297,0.0309,0.0286,0.0303,5993149.52187946,178642.376089625276
1649721600,2022-04-12 00:00:00,POND/USDT,0.029,0.0306,0.0284,0.0297,15380398.13186962,453898.634645705142
1649635200,2022-04-11 00:00:00,POND/USDT,0.0337,0.0339,0.0265,0.029,16503384.28100664,507417.73873842026
1649548800,2022-04-10 00:00:00,POND/USDT,0.0336,0.0374,0.032,0.0336,18599123.95305559,632232.268554210292
1649462400,2022-04-09 00:00:00,POND/USDT,0.0327,0.0338,0.0327,0.0337,7410563.82737179,246048.09923035662
1649376000,2022-04-08 00:00:00,POND/USDT,0.0357,0.0365,0.0324,0.0328,9485064.95347089,330079.252815555305
1649289600,2022-04-07 00:00:00,POND/USDT,0.0342,0.0365,0.0332,0.0357,9203541.78652546,320877.630304616483
1649203200,2022-04-06 00:00:00,POND/USDT,0.0396,0.0396,0.034,0.0342,18802127.92914482,697542.312096987923
1649116800,2022-04-05 00:00:00,POND/USDT,0.0425,0.046,0.0394,0.0397,15212883.11549328,635546.915754467936
1649030400,2022-04-04 00:00:00,POND/USDT,0.0438,0.0459,0.0391,0.0426,23017430.78479001,965127.293792210234
1648944000,2022-04-03 00:00:00,POND/USDT,0.0391,0.0474,0.0385,0.0439,20804947.32597862,879704.092013554569
1648857600,2022-04-02 00:00:00,POND/USDT,0.0396,0.0413,0.038,0.039,17586616.19727215,699491.40739721127
1648771200,2022-04-01 00:00:00,POND/USDT,0.037,0.0401,0.0353,0.0397,13628264.9217979,515385.846999446593
1648684800,2022-03-31 00:00:00,POND/USDT,0.0396,0.0423,0.0366,0.0369,20978022.67134474,830417.319029881164
1648598400,2022-03-30 00:00:00,POND/USDT,0.0398,0.0411,0.0384,0.0397,10246743.5361346,406077.065080437184
1648512000,2022-03-29 00:00:00,POND/USDT,0.0374,0.0441,0.0373,0.0398,14724501.61202478,585566.523264613011
1648425600,2022-03-28 00:00:00,POND/USDT,0.0375,0.0409,0.0371,0.0376,14706224.73461359,564785.19693631693
1648339200,2022-03-27 00:00:00,POND/USDT,0.0357,0.0385,0.0357,0.0376,11801884.06987743,433918.815003690478
1648252800,2022-03-26 00:00:00,POND/USDT,0.0336,0.0372,0.0334,0.0357,7885335.77913287,275412.006688405597
1648166400,2022-03-25 00:00:00,POND/USDT,0.0362,0.0365,0.0333,0.0336,6284670.92772844,219386.214627856686
1648080000,2022-03-24 00:00:00,POND/USDT,0.0351,0.0374,0.0341,0.0364,11170248.34834276,393748.945147941075
1647993600,2022-03-23 00:00:00,POND/USDT,0.0349,0.0358,0.0334,0.035,7695063.81508087,267422.929574023304
1647907200,2022-03-22 00:00:00,POND/USDT,0.0345,0.0385,0.0337,0.0347,27576404.53619153,981771.544290432314
1647820800,2022-03-21 00:00:00,POND/USDT,0.0316,0.037,0.0315,0.0345,15627219.53359723,518636.571323741181
1647734400,2022-03-20 00:00:00,POND/USDT,0.0329,0.033,0.031,0.0317,10904973.18314073,348174.703243628636
1647648000,2022-03-19 00:00:00,POND/USDT,0.0322,0.0356,0.0316,0.033,12744227.8104061,422548.999484580516
1647561600,2022-03-18 00:00:00,POND/USDT,0.0303,0.034,0.0294,0.0323,29897675.30281577,947015.069271438838
1647475200,2022-03-17 00:00:00,POND/USDT,0.0292,0.0309,0.0288,0.0302,7967614.38695922,237613.946776421564
1647388800,2022-03-16 00:00:00,POND/USDT,0.0282,0.0297,0.0279,0.0292,7849905.43303068,225674.397360070644
1647302400,2022-03-15 00:00:00,POND/USDT,0.0289,0.0292,0.0273,0.0283,6274198.87669812,177401.025405805891
1647216000,2022-03-14 00:00:00,POND/USDT,0.028,0.0299,0.0277,0.029,7127190.30641633,206053.541382960711
1647129600,2022-03-13 00:00:00,POND/USDT,0.0276,0.0308,0.0272,0.0281,10662928.92976655,305461.875886309819
1647043200,2022-03-12 00:00:00,POND/USDT,0.0277,0.0291,0.0277,0.0277,4268608.90368624,120138.881578816496
1646956800,2022-03-11 00:00:00,POND/USDT,0.0286,0.0296,0.0277,0.0278,9243235.7214388,263785.758510917835
1646870400,2022-03-10 00:00:00,POND/USDT,0.0292,0.0314,0.0274,0.0287,17753033.55115378,514828.799701648579
1646784000,2022-03-09 00:00:00,POND/USDT,0.028,0.0305,0.0279,0.0293,8407693.18467216,247438.727928187196
1646697600,2022-03-08 00:00:00,POND/USDT,0.0293,0.03,0.0276,0.028,7375707.87233409,209397.698000461284
1646611200,2022-03-07 00:00:00,POND/USDT,0.0319,0.032,0.0285,0.0293,11223743.78855735,335699.984261930147
1646524800,2022-03-06 00:00:00,POND/USDT,0.03,0.0349,0.0291,0.0318,36609177.86452942,1180426.453017947592
1646438400,2022-03-05 00:00:00,POND/USDT,0.0289,0.0327,0.0283,0.0301,5724142.06314062,173180.505401639417
1646352000,2022-03-04 00:00:00,POND/USDT,0.0306,0.0321,0.0283,0.029,6055729.14965706,181455.623980681886
1646265600,2022-03-03 00:00:00,POND/USDT,0.0324,0.033,0.0301,0.0307,5791526.72757479,182777.745831863793
1646179200,2022-03-02 00:00:00,POND/USDT,0.0341,0.0348,0.0314,0.0325,5670909.25975607,186351.577497994737
1646092800,2022-03-01 00:00:00,POND/USDT,0.0309,0.038,0.0301,0.0343,12952612.23947195,425437.362069133896
1646006400,2022-02-28 00:00:00,POND/USDT,0.0277,0.031,0.0275,0.0307,6692166.35862485,197882.897764012034
1645920000,2022-02-27 00:00:00,POND/USDT,0.0312,0.0326,0.027,0.0277,8567945.87607075,254338.270352069753
1645833600,2022-02-26 00:00:00,POND/USDT,0.0293,0.0323,0.0292,0.0312,10375674.66702426,316995.213637576131
1645747200,2022-02-25 00:00:00,POND/USDT,0.0281,0.0301,0.0281,0.0293,4788494.37256746,138789.559670958362
1645660800,2022-02-24 00:00:00,POND/USDT,0.0302,0.0304,0.023,0.0283,10034758.77675602,266589.596317323831
1645574400,2022-02-23 00:00:00,POND/USDT,0.0324,0.0331,0.0302,0.0303,4370425.7688038,139524.929549903605
1645488000,2022-02-22 00:00:00,POND/USDT,0.0312,0.0326,0.0299,0.0322,6031871.10950765,187113.975430084388
1645401600,2022-02-21 00:00:00,POND/USDT,0.0343,0.0363,0.0311,0.0312,6205693.70142142,208237.470190710534
1645315200,2022-02-20 00:00:00,POND/USDT,0.0379,0.0381,0.0338,0.0344,10139144.89327962,355843.33265453796
1645228800,2022-02-19 00:00:00,POND/USDT,0.0391,0.0396,0.0373,0.0381,5618394.80224933,215106.610412254693
1645142400,2022-02-18 00:00:00,POND/USDT,0.0402,0.0417,0.0386,0.0391,7990545.30567331,319703.70169702798
1645056000,2022-02-17 00:00:00,POND/USDT,0.0442,0.0451,0.04,0.0401,14050483.43206362,597862.286823323147
1644969600,2022-02-16 00:00:00,POND/USDT,0.0454,0.0461,0.0434,0.0441,8288931.2491434,372118.180339374582
1644883200,2022-02-15 00:00:00,POND/USDT,0.0422,0.0457,0.0418,0.0453,5813021.39640115,257223.922957173371
1644796800,2022-02-14 00:00:00,POND/USDT,0.0435,0.0435,0.0409,0.0421,6331011.64567599,266119.266931910679
1644710400,2022-02-13 00:00:00,POND/USDT,0.0444,0.046,0.0432,0.0436,3740964.82226291,167252.363748809934
1644624000,2022-02-12 00:00:00,POND/USDT,0.0471,0.0472,0.0438,0.0444,6534348.46497717,294105.690707426909
1644537600,2022-02-11 00:00:00,POND/USDT,0.0478,0.0524,0.0461,0.0474,14728025.58917704,727687.363655106686
1644451200,2022-02-10 00:00:00,POND/USDT,0.0497,0.0511,0.0467,0.0479,10152612.59859412,500464.766797674063
1644364800,2022-02-09 00:00:00,POND/USDT,0.0492,0.0517,0.0479,0.0497,11517999.35500832,573618.800425483315
1644278400,2022-02-08 00:00:00,POND/USDT,0.0516,0.0539,0.0441,0.049,20377837.01716696,1007647.287630423128
1644192000,2022-02-07 00:00:00,POND/USDT,0.0492,0.0544,0.0483,0.0514,15322259.91044207,784987.034069905898
1644105600,2022-02-06 00:00:00,POND/USDT,0.0489,0.0516,0.0478,0.0493,10183122.68285167,501143.173483633297
1644019200,2022-02-05 00:00:00,POND/USDT,0.047,0.0539,0.0459,0.049,19826540.00529882,973878.522794778843
1643932800,2022-02-04 00:00:00,POND/USDT,0.0445,0.0476,0.0435,0.047,10166196.63456361,459528.02068599684
