https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AVAX,Volume USDT
1663545600000.0,2022-09-19 00:00:00,AVAX/USDT,16.7185,16.8115,16.6595,16.79,392.14623287671236,6584.13525
1663542000000.0,2022-09-18 23:00:00,AVAX/USDT,16.89,17.013,16.6625,16.7185,449.43757514131056,7513.9221
1663538400000.0,2022-09-18 22:00:00,AVAX/USDT,16.875,16.913,16.6075,16.89,555.2405565423328,9378.013
1663534800000.0,2022-09-18 21:00:00,AVAX/USDT,17.6935,17.7025,16.2785,16.875,6044.945140740741,102008.44925
1663531200000.0,2022-09-18 20:00:00,AVAX/USDT,17.9115,17.9235,17.6485,17.6935,1915.4221691581652,33890.52215
1663527600000.0,2022-09-18 19:00:00,AVAX/USDT,17.85,17.932,17.8165,17.9115,37.71664852189934,675.56175
1663524000000.0,2022-09-18 18:00:00,AVAX/USDT,17.7485,17.915,17.6615,17.8495,797.4441216840808,14233.97885
1663520400000.0,2022-09-18 17:00:00,AVAX/USDT,18.003,18.003,17.7345,17.7485,1194.7082626700849,21204.2796
1663516800000.0,2022-09-18 16:00:00,AVAX/USDT,18.08,18.1305,17.79,18.003,811.6672693439982,14612.44585
1663513200000.0,2022-09-18 15:00:00,AVAX/USDT,18.094,18.16,18.0355,18.08,1499.1659402654868,27104.9202
1663509600000.0,2022-09-18 14:00:00,AVAX/USDT,18.29,18.301,18.027,18.0945,1677.02740059134,30344.9723
1663506000000.0,2022-09-18 13:00:00,AVAX/USDT,18.267,18.2945,18.208,18.29,227.97442044833244,4169.65215
1663502400000.0,2022-09-18 12:00:00,AVAX/USDT,18.197,18.275,18.1465,18.267,92.71845404280944,1693.688
1663498800000.0,2022-09-18 11:00:00,AVAX/USDT,18.2145,18.2695,18.19,18.197,608.4540556135627,11072.03845
1663495200000.0,2022-09-18 10:00:00,AVAX/USDT,18.1665,18.368,18.1175,18.2145,679.1666227456147,12370.68045
1663491600000.0,2022-09-18 09:00:00,AVAX/USDT,18.477,18.5335,18.1095,18.1665,2977.2165469407973,54085.6044
1663488000000.0,2022-09-18 08:00:00,AVAX/USDT,18.4295,18.521,18.4215,18.477,72.96238837473616,1348.12605
1663484400000.0,2022-09-18 07:00:00,AVAX/USDT,18.4745,18.5525,18.4005,18.4295,509.2568789169538,9385.34965
1663480800000.0,2022-09-18 06:00:00,AVAX/USDT,18.582,18.586,18.4475,18.4745,226.05710844677802,4176.29205
1663477200000.0,2022-09-18 05:00:00,AVAX/USDT,18.421,18.5865,18.421,18.582,592.4713459261651,11009.30255
1663473600000.0,2022-09-18 04:00:00,AVAX/USDT,18.3885,18.4405,18.3765,18.421,115.84776070788773,2134.0316
1663470000000.0,2022-09-18 03:00:00,AVAX/USDT,18.457,18.4655,18.336,18.3885,433.7957690948147,7976.8535
1663466400000.0,2022-09-18 02:00:00,AVAX/USDT,18.6805,18.6945,18.414,18.457,4639.345183399252,85628.39405
1663462800000.0,2022-09-18 01:00:00,AVAX/USDT,18.333,18.756,18.301,18.6805,5568.066087631488,104014.25855
1663459200000.0,2022-09-18 00:00:00,AVAX/USDT,18.4815,18.4835,18.333,18.333,335.01321387661596,6141.79725
1663455600000.0,2022-09-17 23:00:00,AVAX/USDT,18.5145,18.53,18.3975,18.4815,331.28608338067795,6122.66375
1663452000000.0,2022-09-17 22:00:00,AVAX/USDT,18.418,18.5165,18.3775,18.5145,65.60073455939938,1214.5648
1663448400000.0,2022-09-17 21:00:00,AVAX/USDT,18.425,18.4385,18.359,18.418,206.50906993158867,3803.48405
1663444800000.0,2022-09-17 20:00:00,AVAX/USDT,18.4145,18.4265,18.381,18.425,34.75143283582089,640.29515
1663441200000.0,2022-09-17 19:00:00,AVAX/USDT,18.424,18.4375,18.353,18.4145,72.92391593581145,1342.85745
1663437600000.0,2022-09-17 18:00:00,AVAX/USDT,18.4175,18.4775,18.3885,18.424,94.72590371254884,1745.23005
1663434000000.0,2022-09-17 17:00:00,AVAX/USDT,18.555,18.5805,18.3915,18.4175,270.2324609746165,4977.00635
1663430400000.0,2022-09-17 16:00:00,AVAX/USDT,18.3605,18.5815,18.3495,18.555,789.0978604149825,14641.7108
1663426800000.0,2022-09-17 15:00:00,AVAX/USDT,18.336,18.389,18.3095,18.3605,245.96370469213804,4516.0166
1663423200000.0,2022-09-17 14:00:00,AVAX/USDT,18.1965,18.463,18.1965,18.336,989.7145969677139,18147.40685
1663419600000.0,2022-09-17 13:00:00,AVAX/USDT,18.173,18.223,18.155,18.1965,550.2431951199407,10012.5003
1663416000000.0,2022-09-17 12:00:00,AVAX/USDT,18.1465,18.1845,18.094,18.1725,92.13549043884991,1674.3322
1663412400000.0,2022-09-17 11:00:00,AVAX/USDT,18.239,18.2495,18.1105,18.1465,1853.012421128041,33625.6899
1663408800000.0,2022-09-17 10:00:00,AVAX/USDT,18.2725,18.2865,18.1335,18.239,837.070066889632,15267.32095
1663405200000.0,2022-09-17 09:00:00,AVAX/USDT,18.278,18.2905,18.248,18.2725,177.83906964016967,3249.5644
1663401600000.0,2022-09-17 08:00:00,AVAX/USDT,18.222,18.302,18.222,18.278,34.064780063464276,622.63605
1663398000000.0,2022-09-17 07:00:00,AVAX/USDT,18.1665,18.224,18.1285,18.222,61.87703051256722,1127.52325
1663394400000.0,2022-09-17 06:00:00,AVAX/USDT,18.1335,18.188,18.109,18.1665,114.66591803594528,2083.0784
1663390800000.0,2022-09-17 05:00:00,AVAX/USDT,18.313,18.313,18.085,18.1335,190.55737447266108,3455.47215
1663387200000.0,2022-09-17 04:00:00,AVAX/USDT,18.2365,18.425,18.2365,18.313,268.9303036094578,4924.92065
1663383600000.0,2022-09-17 03:00:00,AVAX/USDT,18.331,18.35,18.2295,18.2365,222.0007594659063,4048.51685
1663380000000.0,2022-09-17 02:00:00,AVAX/USDT,18.389,18.4165,18.3055,18.331,60.30337952102995,1105.42125
1663376400000.0,2022-09-17 01:00:00,AVAX/USDT,18.273,18.399,18.2615,18.389,68.92968350644406,1267.54795
1663372800000.0,2022-09-17 00:00:00,AVAX/USDT,18.0555,18.517,18.054,18.273,894.3268045750561,16342.0337
1663369200000.0,2022-09-16 23:00:00,AVAX/USDT,18.0565,18.0745,18.01,18.0555,362.0343053363241,6536.7104
1663365600000.0,2022-09-16 22:00:00,AVAX/USDT,18.033,18.258,18.017,18.0565,1117.026926591532,20169.5967
1663362000000.0,2022-09-16 21:00:00,AVAX/USDT,18.0155,18.0755,17.9765,18.033,52.250867853379916,942.2399
1663358400000.0,2022-09-16 20:00:00,AVAX/USDT,17.899,18.0155,17.8925,18.0155,83.01462074324887,1495.5499
1663354800000.0,2022-09-16 19:00:00,AVAX/USDT,17.796,17.936,17.794,17.899,659.3042348734566,11800.8865
1663351200000.0,2022-09-16 18:00:00,AVAX/USDT,17.714,17.885,17.626,17.796,637.1794363902001,11339.24525
1663347600000.0,2022-09-16 17:00:00,AVAX/USDT,17.7815,17.8325,17.527,17.714,654.5056339618382,11593.9128
1663344000000.0,2022-09-16 16:00:00,AVAX/USDT,17.99,17.99,17.583,17.7815,418.76154711357304,7446.20845
1663340400000.0,2022-09-16 15:00:00,AVAX/USDT,17.9805,18.0725,17.8995,17.99,342.4865369649806,6161.3328
1663336800000.0,2022-09-16 14:00:00,AVAX/USDT,17.6695,18.1355,17.641,17.9805,1013.2434331637052,18218.62355
1663333200000.0,2022-09-16 13:00:00,AVAX/USDT,17.966,17.9975,17.6235,17.6695,894.5134978352529,15805.60625
1663329600000.0,2022-09-16 12:00:00,AVAX/USDT,18.11,18.1325,17.951,17.966,1285.121665924524,23088.49585
1663326000000.0,2022-09-16 11:00:00,AVAX/USDT,17.9685,18.13,17.9375,18.11,490.524928216455,8883.40645
