https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BOND,Volume USDT
1661396400,2022-08-25 03:00:00,BOND/USDT,7.096,7.163,7.095,7.142,378.9507,2706.4985256
1661392800,2022-08-25 02:00:00,BOND/USDT,7.153,7.153,7.078,7.1,691.3462,4925.7460007
1661389200,2022-08-25 01:00:00,BOND/USDT,7.134,7.196,7.133,7.154,597.5384,4281.2119969
1661385600,2022-08-25 00:00:00,BOND/USDT,7.107,7.158,7.082,7.129,1106.0858,7873.9207315
1661382000,2022-08-24 23:00:00,BOND/USDT,7.118,7.186,7.1,7.1,2052.6618,14649.0694848
1661378400,2022-08-24 22:00:00,BOND/USDT,7.101,7.174,7.078,7.116,2181.4393,15566.2938573
1661374800,2022-08-24 21:00:00,BOND/USDT,7.124,7.124,7.076,7.104,1549.8306,11011.9469847
1661371200,2022-08-24 20:00:00,BOND/USDT,7.146,7.181,7.105,7.124,321.3845,2293.2069761
1661367600,2022-08-24 19:00:00,BOND/USDT,7.18,7.226,7.144,7.144,451.0002,3236.5895605
1661364000,2022-08-24 18:00:00,BOND/USDT,7.196,7.213,7.159,7.165,151.7877,1089.3954735
1661360400,2022-08-24 17:00:00,BOND/USDT,7.207,7.23,7.146,7.196,1745.159,12537.5501796
1661356800,2022-08-24 16:00:00,BOND/USDT,7.202,7.232,7.176,7.193,1212.0251,8743.72825
1661353200,2022-08-24 15:00:00,BOND/USDT,7.194,7.216,7.167,7.18,474.7087,3414.2101002
1661349600,2022-08-24 14:00:00,BOND/USDT,7.167,7.216,7.14,7.174,768.4891,5500.5726377
1661346000,2022-08-24 13:00:00,BOND/USDT,7.2,7.216,7.141,7.144,339.4691,2441.7070812
1661342400,2022-08-24 12:00:00,BOND/USDT,7.161,7.337,7.135,7.196,3111.5758,22512.8837598
1661338800,2022-08-24 11:00:00,BOND/USDT,7.184,7.287,7.126,7.155,1125.3317,8139.4212585
1661335200,2022-08-24 10:00:00,BOND/USDT,7.09,7.216,7.024,7.187,1656.3136,11806.2041559
1661331600,2022-08-24 09:00:00,BOND/USDT,7.121,7.134,7.084,7.084,421.3126,2999.653179
1661328000,2022-08-24 08:00:00,BOND/USDT,7.082,7.12,7.046,7.11,506.7674,3590.1683285
1661324400,2022-08-24 07:00:00,BOND/USDT,7.201,7.215,7.048,7.084,2493.9743,17765.4869837
1661320800,2022-08-24 06:00:00,BOND/USDT,7.209,7.289,7.185,7.199,515.5861,3727.9012996
1661317200,2022-08-24 05:00:00,BOND/USDT,7.316,7.317,7.186,7.186,646.9188,4692.2622895
1661313600,2022-08-24 04:00:00,BOND/USDT,7.221,7.39,7.22,7.312,3984.57,29236.8434838
1661310000,2022-08-24 03:00:00,BOND/USDT,7.116,7.374,7.108,7.223,2026.6755,14711.1165386
1661306400,2022-08-24 02:00:00,BOND/USDT,7.124,7.236,7.112,7.119,1159.3442,8323.402825
1661302800,2022-08-24 01:00:00,BOND/USDT,7.086,7.127,7.038,7.114,919.6225,6531.1507879
1661299200,2022-08-24 00:00:00,BOND/USDT,7.167,7.205,7.046,7.081,787.0772,5578.3399584
1661295600,2022-08-23 23:00:00,BOND/USDT,7.128,7.205,7.1,7.151,1457.7539,10426.5210688
1661292000,2022-08-23 22:00:00,BOND/USDT,7.105,7.157,7.065,7.124,1791.0989,12695.4777396
1661288400,2022-08-23 21:00:00,BOND/USDT,7.13,7.13,7.056,7.096,470.601,3329.3875472
1661284800,2022-08-23 20:00:00,BOND/USDT,7.12,7.23,7.095,7.121,771.5838,5518.9943557
1661281200,2022-08-23 19:00:00,BOND/USDT,7.12,7.139,7.088,7.115,296.8736,2112.7253897
1661277600,2022-08-23 18:00:00,BOND/USDT,7.118,7.211,7.111,7.12,591.436,4242.6861462
1661274000,2022-08-23 17:00:00,BOND/USDT,7.196,7.198,7.112,7.139,345.5438,2473.0999853
1661270400,2022-08-23 16:00:00,BOND/USDT,7.108,7.363,7.107,7.211,4601.7244,33214.1646119
1661266800,2022-08-23 15:00:00,BOND/USDT,7.036,7.134,7.029,7.106,642.9797,4558.0919415
1661263200,2022-08-23 14:00:00,BOND/USDT,7.068,7.092,7.029,7.049,2362.2765,16687.2454062
1661259600,2022-08-23 13:00:00,BOND/USDT,6.981,7.072,6.941,7.052,1534.83,10766.5376519
1661256000,2022-08-23 12:00:00,BOND/USDT,7.059,7.059,6.958,6.992,7216.7128,50387.1078769
1661252400,2022-08-23 11:00:00,BOND/USDT,6.988,7.094,6.953,7.086,501.8803,3535.3048701
1661248800,2022-08-23 10:00:00,BOND/USDT,6.992,7.016,6.944,6.982,828.9833,5771.6915557
1661245200,2022-08-23 09:00:00,BOND/USDT,7.044,7.061,6.973,7.014,813.529,5716.3185179
1661241600,2022-08-23 08:00:00,BOND/USDT,7.054,7.126,7.019,7.034,1825.5384,12907.4232316
1661238000,2022-08-23 07:00:00,BOND/USDT,6.989,7.061,6.956,7.054,1106.4035,7741.8875408
1661234400,2022-08-23 06:00:00,BOND/USDT,6.918,6.989,6.916,6.987,478.0598,3323.5756065
1661230800,2022-08-23 05:00:00,BOND/USDT,6.997,7.12,6.91,6.921,2314.5399,16271.7896058
1661227200,2022-08-23 04:00:00,BOND/USDT,6.908,6.998,6.908,6.984,762.3148,5293.5388737
1661223600,2022-08-23 03:00:00,BOND/USDT,7.009,7.016,6.908,6.908,1084.5255,7546.7459343
1661220000,2022-08-23 02:00:00,BOND/USDT,6.908,7.01,6.899,7.003,628.7296,4378.8400544
1661216400,2022-08-23 01:00:00,BOND/USDT,7,7.021,6.863,6.908,1067.8783,7382.7478978
1661212800,2022-08-23 00:00:00,BOND/USDT,7.009,7.025,6.976,6.976,591.9643,4144.1880502
1661209200,2022-08-22 23:00:00,BOND/USDT,6.933,7.008,6.918,7.008,360.0303,2516.9692481
1661205600,2022-08-22 22:00:00,BOND/USDT,6.869,6.972,6.859,6.931,490.1792,3406.2021694
1661202000,2022-08-22 21:00:00,BOND/USDT,6.922,6.922,6.86,6.874,764.5367,5261.8518345
1661198400,2022-08-22 20:00:00,BOND/USDT,6.902,6.975,6.902,6.934,1336.1193,9292.3479025
1661194800,2022-08-22 19:00:00,BOND/USDT,6.898,6.96,6.868,6.892,620.7574,4279.6419727
1661191200,2022-08-22 18:00:00,BOND/USDT,6.978,6.987,6.853,6.897,2492.1153,17213.4848359
1661187600,2022-08-22 17:00:00,BOND/USDT,7.055,7.055,6.968,6.968,1464.9953,10307.8106231
1661184000,2022-08-22 16:00:00,BOND/USDT,7.034,7.11,7.034,7.044,420.1963,2967.3627771
1661180400,2022-08-22 15:00:00,BOND/USDT,6.956,7.034,6.941,7.034,472.2421,3291.6152097
1661176800,2022-08-22 14:00:00,BOND/USDT,7.1,7.1,6.959,6.959,942.6895,6619.2049294
1661173200,2022-08-22 13:00:00,BOND/USDT,7.163,7.183,7.043,7.101,839.652,5965.8102018
1661169600,2022-08-22 12:00:00,BOND/USDT,7.05,7.198,7.017,7.198,2175.6833,15510.9660623
1661166000,2022-08-22 11:00:00,BOND/USDT,7.039,7.088,6.989,7.015,587.5151,4135.538919
1661162400,2022-08-22 10:00:00,BOND/USDT,6.97,7.034,6.952,7.034,327.2948,2293.8461895
1661158800,2022-08-22 09:00:00,BOND/USDT,6.941,7.097,6.901,7.005,3435.0203,24112.414569
1661155200,2022-08-22 08:00:00,BOND/USDT,7.032,7.032,6.791,6.94,5795.274,39780.7377942
1661151600,2022-08-22 07:00:00,BOND/USDT,7.091,7.097,7.017,7.034,1462.7723,10338.134353
1661148000,2022-08-22 06:00:00,BOND/USDT,7.179,7.194,7.084,7.1,571.3318,4067.8773479
1661144400,2022-08-22 05:00:00,BOND/USDT,7.196,7.271,7.18,7.18,430.7629,3106.2156907
1661140800,2022-08-22 04:00:00,BOND/USDT,7.197,7.23,7.068,7.23,927.7959,6639.925663
1661137200,2022-08-22 03:00:00,BOND/USDT,7.187,7.244,7.072,7.207,1795.6465,12885.0271061
1661133600,2022-08-22 02:00:00,BOND/USDT,7.127,7.19,7.102,7.19,428.1628,3051.6147279
1661130000,2022-08-22 01:00:00,BOND/USDT,7.254,7.26,7.126,7.134,785.0988,5643.998093
1661126400,2022-08-22 00:00:00,BOND/USDT,7.311,7.315,7.242,7.259,861.5976,6276.7050423
1661122800,2022-08-21 23:00:00,BOND/USDT,7.369,7.369,7.296,7.296,199.9343,1464.5670253
1661119200,2022-08-21 22:00:00,BOND/USDT,7.352,7.379,7.287,7.363,649.6048,4766.3410156
1661115600,2022-08-21 21:00:00,BOND/USDT,7.368,7.499,7.352,7.352,2308.9149,17080.2829665
1661112000,2022-08-21 20:00:00,BOND/USDT,7.318,7.37,7.281,7.363,1411.1321,10361.8575754
1661108400,2022-08-21 19:00:00,BOND/USDT,7.312,7.336,7.281,7.334,1282.824,9377.4173828
1661104800,2022-08-21 18:00:00,BOND/USDT,7.309,7.344,7.273,7.3,2374.509,17337.9236662
1661101200,2022-08-21 17:00:00,BOND/USDT,7.347,7.378,7.272,7.309,2226.9643,16301.1431636
1661097600,2022-08-21 16:00:00,BOND/USDT,7.428,7.428,7.327,7.336,1389.0928,10222.8843278
1661094000,2022-08-21 15:00:00,BOND/USDT,7.433,7.649,7.408,7.439,2128.676,15978.5885063
1661090400,2022-08-21 14:00:00,BOND/USDT,7.438,7.608,7.426,7.433,1638.9907,12298.6113307
1661086800,2022-08-21 13:00:00,BOND/USDT,7.466,7.466,7.366,7.433,517.2036,3831.3270091
1661083200,2022-08-21 12:00:00,BOND/USDT,7.599,7.599,7.451,7.467,973.4625,7340.3324306
1661079600,2022-08-21 11:00:00,BOND/USDT,7.521,7.612,7.501,7.612,866.721,6533.9145103
1661076000,2022-08-21 10:00:00,BOND/USDT,7.605,7.684,7.52,7.529,1271.4716,9651.0505748
1661072400,2022-08-21 09:00:00,BOND/USDT,7.546,7.69,7.521,7.602,1507.1755,11472.8600197
1661068800,2022-08-21 08:00:00,BOND/USDT,7.546,7.709,7.512,7.532,2389.8379,18175.0537784
1661065200,2022-08-21 07:00:00,BOND/USDT,7.859,8.102,7.513,7.547,8325.0966,64500.3914077
1661061600,2022-08-21 06:00:00,BOND/USDT,7.3,8.065,7.235,7.857,6538.101,50444.7003903
1661058000,2022-08-21 05:00:00,BOND/USDT,7.292,7.372,7.235,7.316,883.7343,6436.8379735
1661054400,2022-08-21 04:00:00,BOND/USDT,7.496,7.498,7.236,7.281,2250.8335,16533.8585895
1661050800,2022-08-21 03:00:00,BOND/USDT,7.54,7.562,7.371,7.496,1400.7812,10464.5220185
1661047200,2022-08-21 02:00:00,BOND/USDT,7.381,7.538,7.358,7.538,1028.3027,7655.1840017
1661043600,2022-08-21 01:00:00,BOND/USDT,7.344,7.618,7.344,7.386,2928.0076,21867.2026213
1661040000,2022-08-21 00:00:00,BOND/USDT,7.49,7.49,7.311,7.34,2343.773,17284.9796189
1661036400,2022-08-20 23:00:00,BOND/USDT,7.372,7.499,7.337,7.48,2002.8982,14831.2866858
1661032800,2022-08-20 22:00:00,BOND/USDT,7.37,7.433,7.248,7.383,2142.8696,15698.3474434
1661029200,2022-08-20 21:00:00,BOND/USDT,7.467,7.63,7.326,7.4,3448.5849,25810.146841
1661025600,2022-08-20 20:00:00,BOND/USDT,7.801,7.818,7.453,7.467,5884.5307,44926.7872054
1661022000,2022-08-20 19:00:00,BOND/USDT,7.702,8.045,7.594,7.801,7938.9089,62036.6350823
1661018400,2022-08-20 18:00:00,BOND/USDT,7.727,7.962,7.603,7.701,8190.1927,64124.0506133
1661014800,2022-08-20 17:00:00,BOND/USDT,7.89,7.988,7.535,7.725,6881.2798,53556.040445
1661011200,2022-08-20 16:00:00,BOND/USDT,7.562,8.242,7.461,7.933,14739.4625,116741.3130628
1661007600,2022-08-20 15:00:00,BOND/USDT,7.25,7.859,7.25,7.587,10514.496,80272.8463977
1661004000,2022-08-20 14:00:00,BOND/USDT,7.444,7.46,7.18,7.218,4961.6633,36565.6967649
1661000400,2022-08-20 13:00:00,BOND/USDT,7.077,7.534,7.064,7.485,8811.0642,65003.9620362
1660996800,2022-08-20 12:00:00,BOND/USDT,7.15,7.213,7.015,7.087,2286.4386,16200.1318859
1660993200,2022-08-20 11:00:00,BOND/USDT,7.258,7.36,7.104,7.135,2715.8305,19556.4563357
1660989600,2022-08-20 10:00:00,BOND/USDT,7.393,7.524,7.244,7.263,4027.0608,29588.2507415
1660986000,2022-08-20 09:00:00,BOND/USDT,7.5,7.794,7.262,7.397,7387.0511,55462.7089235
1660982400,2022-08-20 08:00:00,BOND/USDT,7.975,7.99,7.358,7.481,28806.9884,218508.6071967
1660978800,2022-08-20 07:00:00,BOND/USDT,6.652,8.207,6.645,7.971,27657.4196,212174.4437401
1660975200,2022-08-20 06:00:00,BOND/USDT,6.718,6.724,6.573,6.641,964.6876,6409.7504051
1660971600,2022-08-20 05:00:00,BOND/USDT,6.764,6.78,6.649,6.728,1515.9546,10192.7737323
1660968000,2022-08-20 04:00:00,BOND/USDT,6.5,6.783,6.464,6.765,2944.2548,19360.3881931
1660964400,2022-08-20 03:00:00,BOND/USDT,6.498,6.512,6.484,6.49,824.362,5354.7525822
1660960800,2022-08-20 02:00:00,BOND/USDT,6.512,6.568,6.499,6.519,915.4248,5972.9129978
1660957200,2022-08-20 01:00:00,BOND/USDT,6.507,6.555,6.478,6.508,1950.7157,12753.8909962
1660953600,2022-08-20 00:00:00,BOND/USDT,6.41,6.568,6.41,6.487,1191.3235,7747.039653
1660950000,2022-08-19 23:00:00,BOND/USDT,6.318,6.51,6.318,6.386,1540.6167,9878.3276095
1660946400,2022-08-19 22:00:00,BOND/USDT,6.4,6.4,6.278,6.286,1834.4505,11636.9168596
1660942800,2022-08-19 21:00:00,BOND/USDT,6.503,6.526,6.401,6.401,1169.2845,7559.8142618
1660939200,2022-08-19 20:00:00,BOND/USDT,6.583,6.61,6.504,6.504,1148.5651,7539.0502721
1660935600,2022-08-19 19:00:00,BOND/USDT,6.565,6.648,6.523,6.587,810.7072,5342.8852218
1660932000,2022-08-19 18:00:00,BOND/USDT,6.598,6.654,6.552,6.552,1950.6557,12863.9410704
1660928400,2022-08-19 17:00:00,BOND/USDT,6.626,6.7,6.575,6.604,1656.5461,11024.5138859
1660924800,2022-08-19 16:00:00,BOND/USDT,6.491,6.703,6.476,6.621,1554.3368,10250.2670249
1660921200,2022-08-19 15:00:00,BOND/USDT,6.49,6.512,6.424,6.512,1095.2381,7067.7823133
1660917600,2022-08-19 14:00:00,BOND/USDT,6.559,6.623,6.491,6.491,1158.6754,7613.3457333
1660914000,2022-08-19 13:00:00,BOND/USDT,6.581,6.638,6.478,6.54,1447.6982,9457.6166331
1660910400,2022-08-19 12:00:00,BOND/USDT,6.475,6.642,6.413,6.583,1569.5639,10210.0476691
1660906800,2022-08-19 11:00:00,BOND/USDT,6.556,6.556,6.375,6.467,1210.1938,7844.5114989
1660903200,2022-08-19 10:00:00,BOND/USDT,6.583,6.583,6.471,6.556,2219.8755,14523.268953
1660899600,2022-08-19 09:00:00,BOND/USDT,6.68,6.68,6.509,6.582,1377.3494,9054.1239571
1660896000,2022-08-19 08:00:00,BOND/USDT,6.788,6.792,6.573,6.691,2906.7086,19352.114975
1660892400,2022-08-19 07:00:00,BOND/USDT,6.872,6.92,6.783,6.787,1618.3522,11119.2331559
1660888800,2022-08-19 06:00:00,BOND/USDT,7.155,7.2,6.786,6.869,17531.8077,122548.5589264
1660885200,2022-08-19 05:00:00,BOND/USDT,7.145,7.2,7.145,7.148,3062.0254,22030.6700342
1660881600,2022-08-19 04:00:00,BOND/USDT,7.082,7.166,7.004,7.159,429.5353,3029.833329
1660878000,2022-08-19 03:00:00,BOND/USDT,7.163,7.163,7.038,7.103,835.4092,5927.8536911
1660874400,2022-08-19 02:00:00,BOND/USDT,7.131,7.268,7.131,7.156,1003.0132,7204.504011
1660870800,2022-08-19 01:00:00,BOND/USDT,7.203,7.276,7.06,7.088,1800.1629,12887.1859751
1660867200,2022-08-19 00:00:00,BOND/USDT,7.3,7.3,7.204,7.206,1422.1208,10319.179825
1660863600,2022-08-18 23:00:00,BOND/USDT,7.575,7.576,7.297,7.314,5241.9704,38898.4913059
1660860000,2022-08-18 22:00:00,BOND/USDT,7.594,7.601,7.568,7.575,830.1984,6289.2578563
1660856400,2022-08-18 21:00:00,BOND/USDT,7.672,7.672,7.598,7.598,606.59,4626.5915092
1660852800,2022-08-18 20:00:00,BOND/USDT,7.639,7.68,7.62,7.671,995.4739,7614.3606777
1660849200,2022-08-18 19:00:00,BOND/USDT,7.608,7.708,7.595,7.65,1240.212,9482.2270443
1660845600,2022-08-18 18:00:00,BOND/USDT,7.621,7.646,7.575,7.607,1497.5828,11385.5739901
1660842000,2022-08-18 17:00:00,BOND/USDT,7.749,7.755,7.621,7.627,1881.9812,14475.1556516
1660838400,2022-08-18 16:00:00,BOND/USDT,7.815,7.832,7.707,7.735,1755.3284,13640.8217733
1660834800,2022-08-18 15:00:00,BOND/USDT,7.73,7.86,7.71,7.82,1231.5535,9614.8969391
1660831200,2022-08-18 14:00:00,BOND/USDT,7.783,7.803,7.674,7.73,1504.8882,11648.3170157
1660827600,2022-08-18 13:00:00,BOND/USDT,7.837,7.882,7.775,7.793,3510.8972,27475.7205822
1660824000,2022-08-18 12:00:00,BOND/USDT,7.761,7.9,7.755,7.842,5167.3352,40557.7186573
1660820400,2022-08-18 11:00:00,BOND/USDT,7.679,7.831,7.653,7.762,6785.1752,52465.9858042
1660816800,2022-08-18 10:00:00,BOND/USDT,7.803,7.836,7.634,7.637,1434.14,11092.6513314
1660813200,2022-08-18 09:00:00,BOND/USDT,7.805,7.819,7.663,7.804,1933.77092513,14970.16992175698
1660809600,2022-08-18 08:00:00,BOND/USDT,7.92,7.92,7.776,7.827,2661.9288,20827.4257947
1660806000,2022-08-18 07:00:00,BOND/USDT,8.201,8.229,7.92,7.92,3846.895,30791.2152425
1660802400,2022-08-18 06:00:00,BOND/USDT,8.138,8.225,8.085,8.174,940.178,7666.8234998
1660798800,2022-08-18 05:00:00,BOND/USDT,8.086,8.253,8.067,8.139,1349.8314,11043.7421684
1660795200,2022-08-18 04:00:00,BOND/USDT,8.217,8.217,8.06,8.065,2289.8412,18549.1539494
1660791600,2022-08-18 03:00:00,BOND/USDT,8.126,8.267,8.126,8.189,1008.1406,8280.5707486
1660788000,2022-08-18 02:00:00,BOND/USDT,8.203,8.224,8.033,8.12,1132.9487,9218.8023722
1660784400,2022-08-18 01:00:00,BOND/USDT,8.186,8.383,8.078,8.229,5932.7403,48840.7134425
1660780800,2022-08-18 00:00:00,BOND/USDT,8.014,8.251,7.864,8.181,3891.8781,31573.0715621
1660777200,2022-08-17 23:00:00,BOND/USDT,8.005,8.251,7.94,8.021,9038.7875,73412.1118553
1660773600,2022-08-17 22:00:00,BOND/USDT,7.864,8.02,7.838,8.012,11339.9295,90515.9426437
1660770000,2022-08-17 21:00:00,BOND/USDT,7.962,7.962,7.746,7.872,1818.62777487,14261.84938524302
1660766400,2022-08-17 20:00:00,BOND/USDT,7.951,7.988,7.868,7.964,2412.2514,19118.848826
1660762800,2022-08-17 19:00:00,BOND/USDT,8.31,8.366,7.845,7.922,14363.5354,114638.9775322
1660759200,2022-08-17 18:00:00,BOND/USDT,8.259,8.458,8.235,8.31,4340.3372,36249.9845751
1660755600,2022-08-17 17:00:00,BOND/USDT,8.538,8.566,8.152,8.253,6739.0014,55734.2007962
1660752000,2022-08-17 16:00:00,BOND/USDT,8.654,8.669,8.388,8.544,4557.0108,38630.3541737
1660748400,2022-08-17 15:00:00,BOND/USDT,8.583,8.882,8.503,8.654,6893.9014,60349.7391928
1660744800,2022-08-17 14:00:00,BOND/USDT,8.446,8.706,8.446,8.562,6187.3645,53056.779619
1660741200,2022-08-17 13:00:00,BOND/USDT,8.837,8.868,8.326,8.434,8160.4748,69583.8995863
1660737600,2022-08-17 12:00:00,BOND/USDT,9.115,9.119,8.797,8.837,6273.0567,55825.1193863
1660734000,2022-08-17 11:00:00,BOND/USDT,8.885,9.201,8.874,9.135,5154.8084,46555.5226945
1660730400,2022-08-17 10:00:00,BOND/USDT,8.896,9.115,8.813,8.868,12203.6309,109419.0831676
1660726800,2022-08-17 09:00:00,BOND/USDT,8.99,9.1,8.711,8.893,11404.3358,101791.4562409
1660723200,2022-08-17 08:00:00,BOND/USDT,9.276,9.393,8.939,8.98,8373.0032,76551.5637594
1660719600,2022-08-17 07:00:00,BOND/USDT,8.809,9.444,8.767,9.266,15363.2459,140476.2296269
1660716000,2022-08-17 06:00:00,BOND/USDT,8.378,9.5,8.378,8.81,30120.2933,271316.0625252
1660712400,2022-08-17 05:00:00,BOND/USDT,8.144,8.416,8.126,8.357,1479.8686,12263.1002888
1660708800,2022-08-17 04:00:00,BOND/USDT,8.145,8.284,8.055,8.146,2108.4618,17187.4902155
1660705200,2022-08-17 03:00:00,BOND/USDT,8.316,8.408,8.088,8.143,1967.7611,16212.1705957
1660701600,2022-08-17 02:00:00,BOND/USDT,8.251,8.441,8.184,8.313,8989.984,74889.8232094
1660698000,2022-08-17 01:00:00,BOND/USDT,8.025,8.259,7.963,8.259,3378.3084,27444.8042676
1660694400,2022-08-17 00:00:00,BOND/USDT,8.062,8.065,7.927,8.026,2659.3712,21254.5271263
1660690800,2022-08-16 23:00:00,BOND/USDT,8.092,8.153,7.972,8.083,1815.954,14612.8551203
1660687200,2022-08-16 22:00:00,BOND/USDT,8.177,8.26,8.088,8.102,5171.0376,42016.9361082
1660683600,2022-08-16 21:00:00,BOND/USDT,8.079,8.243,7.984,8.185,2220.6914,18037.9935354
1660680000,2022-08-16 20:00:00,BOND/USDT,8.202,8.323,8.08,8.08,2431.9454,20013.4950275
1660676400,2022-08-16 19:00:00,BOND/USDT,8.045,8.473,8.025,8.201,5089.1093,42278.4888273
1660672800,2022-08-16 18:00:00,BOND/USDT,8.153,8.28,7.874,8.067,5595.1573,45173.3226013
1660669200,2022-08-16 17:00:00,BOND/USDT,7.932,8.469,7.892,8.155,11739.3018,96779.3448798
1660665600,2022-08-16 16:00:00,BOND/USDT,7.699,8.073,7.699,7.94,5754.7389,45377.6956451
1660662000,2022-08-16 15:00:00,BOND/USDT,7.844,7.935,7.663,7.714,3421.4847,26667.7176691
1660658400,2022-08-16 14:00:00,BOND/USDT,8.263,8.263,7.843,7.87,10139.372,81651.2678159
1660654800,2022-08-16 13:00:00,BOND/USDT,7.556,8.386,7.556,8.263,26372.8171,214506.4281092
1660651200,2022-08-16 12:00:00,BOND/USDT,7.404,7.579,7.404,7.555,1988.7725,14932.7376952
1660647600,2022-08-16 11:00:00,BOND/USDT,7.42,7.45,7.365,7.402,1659.1933,12288.2521854
1660644000,2022-08-16 10:00:00,BOND/USDT,7.574,7.609,7.423,7.423,1056.1507,7947.0041497
1660640400,2022-08-16 09:00:00,BOND/USDT,7.184,7.617,7.184,7.568,5369.4529,40305.359186
1660636800,2022-08-16 08:00:00,BOND/USDT,7.18,7.18,7.18,7.18,0,0
1660633200,2022-08-16 07:00:00,BOND/USDT,7.18,7.18,7.18,7.18,0,0
1660629600,2022-08-16 06:00:00,BOND/USDT,7.126,7.18,7.089,7.18,264.1894,1883.5941046
1660626000,2022-08-16 05:00:00,BOND/USDT,7.221,7.221,7.127,7.159,775.8211,5570.9711739
1660622400,2022-08-16 04:00:00,BOND/USDT,7.276,7.286,7.187,7.234,638.8606,4626.5408347
1660618800,2022-08-16 03:00:00,BOND/USDT,7.3,7.3,7.161,7.28,2779.3867,20014.1056758
1660615200,2022-08-16 02:00:00,BOND/USDT,7.373,7.373,7.301,7.313,246.0016,1803.9995892
1660611600,2022-08-16 01:00:00,BOND/USDT,7.344,7.408,7.344,7.361,488.3541,3602.7228904
1660608000,2022-08-16 00:00:00,BOND/USDT,7.43,7.449,7.278,7.35,1249.7462,9144.6773336
1660604400,2022-08-15 23:00:00,BOND/USDT,7.411,7.44,7.378,7.431,344.2388,2547.4922606
1660600800,2022-08-15 22:00:00,BOND/USDT,7.451,7.461,7.416,7.416,449.821,3348.793574
1660597200,2022-08-15 21:00:00,BOND/USDT,7.429,7.469,7.429,7.449,57.2128,426.4066058
1660593600,2022-08-15 20:00:00,BOND/USDT,7.413,7.475,7.41,7.428,264.5436,1965.5633727
1660590000,2022-08-15 19:00:00,BOND/USDT,7.46,7.485,7.413,7.414,903.1326,6715.912153
1660586400,2022-08-15 18:00:00,BOND/USDT,7.494,7.494,7.455,7.478,224.2381,1675.2240005
1660582800,2022-08-15 17:00:00,BOND/USDT,7.517,7.517,7.45,7.496,129.4171,969.0180503
1660579200,2022-08-15 16:00:00,BOND/USDT,7.482,7.521,7.469,7.508,322.627,2418.8775909
1660575600,2022-08-15 15:00:00,BOND/USDT,7.492,7.498,7.437,7.492,364.3083,2720.3426712
1660572000,2022-08-15 14:00:00,BOND/USDT,7.484,7.53,7.456,7.481,618.2465,4632.0059256
1660568400,2022-08-15 13:00:00,BOND/USDT,7.377,7.517,7.377,7.515,1016.0436,7565.1862693
1660564800,2022-08-15 12:00:00,BOND/USDT,7.458,7.459,7.374,7.374,1166.2725,8636.2076403
1660561200,2022-08-15 11:00:00,BOND/USDT,7.524,7.541,7.449,7.449,577.9042,4338.9928609
1660557600,2022-08-15 10:00:00,BOND/USDT,7.62,7.651,7.448,7.534,2305.2989,17475.6339241
1660554000,2022-08-15 09:00:00,BOND/USDT,7.43,7.62,7.38,7.616,2774.9343,20766.2949354
1660550400,2022-08-15 08:00:00,BOND/USDT,7.404,7.43,7.379,7.422,756.1718,5604.8813599
1660546800,2022-08-15 07:00:00,BOND/USDT,7.575,7.575,7.379,7.379,1449.5216,10828.5498114
1660543200,2022-08-15 06:00:00,BOND/USDT,7.717,7.717,7.48,7.584,2796.9816,21158.9279661
1660539600,2022-08-15 05:00:00,BOND/USDT,7.769,7.81,7.72,7.72,410.3006,3187.8067589
1660536000,2022-08-15 04:00:00,BOND/USDT,7.742,7.763,7.716,7.763,229.0936,1773.0635978
1660532400,2022-08-15 03:00:00,BOND/USDT,7.864,7.864,7.725,7.727,1148.5735,8923.1423729
1660528800,2022-08-15 02:00:00,BOND/USDT,7.847,7.883,7.815,7.861,584.8528,4590.547254
1660525200,2022-08-15 01:00:00,BOND/USDT,7.789,7.847,7.778,7.847,445.123,3480.2246497
1660521600,2022-08-15 00:00:00,BOND/USDT,7.723,7.813,7.656,7.813,1184.6676,9166.5622877
1660518000,2022-08-14 23:00:00,BOND/USDT,7.639,7.77,7.639,7.726,1032.681,7978.8851656
1660514400,2022-08-14 22:00:00,BOND/USDT,7.667,7.685,7.616,7.678,3562.5674,27262.3073181
1660510800,2022-08-14 21:00:00,BOND/USDT,7.699,7.705,7.666,7.681,242.6015,1863.3515242
1660507200,2022-08-14 20:00:00,BOND/USDT,7.714,7.714,7.673,7.696,490.2962,3771.2525075
1660503600,2022-08-14 19:00:00,BOND/USDT,7.722,7.755,7.716,7.726,388.8451,3006.9361369
1660500000,2022-08-14 18:00:00,BOND/USDT,7.664,7.738,7.664,7.72,976.893,7529.9476703
1660496400,2022-08-14 17:00:00,BOND/USDT,7.676,7.68,7.613,7.642,1095.0415,8378.3364415
1660492800,2022-08-14 16:00:00,BOND/USDT,7.73,7.748,7.609,7.686,2618.0117,20085.4226465
1660489200,2022-08-14 15:00:00,BOND/USDT,7.771,7.847,7.712,7.731,2382.5797,18539.2124851
1660485600,2022-08-14 14:00:00,BOND/USDT,7.81,7.827,7.727,7.766,2049.9826,15945.612893
1660482000,2022-08-14 13:00:00,BOND/USDT,7.93,7.95,7.762,7.811,2615.8816,20477.7239585
1660478400,2022-08-14 12:00:00,BOND/USDT,7.915,7.95,7.904,7.92,574.1075,4546.7381137
