https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume T,Volume USDT
1651708800,2022-05-05 00:00:00,T/USDT,0.0894,0.0908,0.0806,0.0818,103938.71543228,8805.582723368024
1651622400,2022-05-04 00:00:00,T/USDT,0.0843,0.0908,0.0843,0.0894,84209.08241745,7315.3325069678
1651536000,2022-05-03 00:00:00,T/USDT,0.0852,0.0858,0.0831,0.0842,54213.97615779,4571.532400719487
1651449600,2022-05-02 00:00:00,T/USDT,0.0867,0.088,0.0836,0.085,42224.99881348,3610.138649748334
1651363200,2022-05-01 00:00:00,T/USDT,0.0868,0.0883,0.0814,0.0864,132394.03415239,11235.300713349152
1651276800,2022-04-30 00:00:00,T/USDT,0.0954,0.0969,0.0867,0.0868,73861.23664285,6887.717409268922
1651190400,2022-04-29 00:00:00,T/USDT,0.1012,0.1033,0.095,0.095,91909.9695582,8947.752444598409
1651104000,2022-04-28 00:00:00,T/USDT,0.0971,0.1081,0.095,0.1011,464338.84320081,47753.311813478409
1651017600,2022-04-27 00:00:00,T/USDT,0.0959,0.0982,0.0951,0.0968,116388.30096546,11211.018611828447
1650931200,2022-04-26 00:00:00,T/USDT,0.1044,0.1044,0.095,0.0957,152248.10767666,14825.900718108566
1650844800,2022-04-25 00:00:00,T/USDT,0.1071,0.1071,0.0986,0.1046,299164.38303695,30425.592772137978
1650758400,2022-04-24 00:00:00,T/USDT,0.1079,0.113,0.1067,0.1075,259152.31618069,28289.782426964598
1650672000,2022-04-23 00:00:00,T/USDT,0.108,0.1096,0.1066,0.1077,109266.08524032,11770.213224381372
1650585600,2022-04-22 00:00:00,T/USDT,0.1077,0.1107,0.1057,0.1081,315532.85898485,34090.638730538569
1650499200,2022-04-21 00:00:00,T/USDT,0.11,0.1128,0.1061,0.108,231693.79528736,25282.964512807383
1650412800,2022-04-20 00:00:00,T/USDT,0.1123,0.1135,0.1078,0.11,240089.38314948,26605.919228089505
1650326400,2022-04-19 00:00:00,T/USDT,0.1106,0.1129,0.1088,0.1125,362681.12791473,40051.509169414434
1650240000,2022-04-18 00:00:00,T/USDT,0.1107,0.1135,0.1049,0.1103,512167.632171,55620.620872912389
1650153600,2022-04-17 00:00:00,T/USDT,0.113,0.1136,0.1098,0.1104,288253.28405687,32381.239130822643
1650067200,2022-04-16 00:00:00,T/USDT,0.1126,0.114,0.1109,0.113,1017470.54771498,114487.131900167708
1649980800,2022-04-15 00:00:00,T/USDT,0.08,0.1142,0.08,0.1125,2960677.92023055,332469.264059358324
