https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume T,Volume USDT
1663459200,2022-09-18 00:00:00,T/USDT,0.03213,0.0323,0.03213,0.03213,338.2829,10.923409857
1663372800,2022-09-17 00:00:00,T/USDT,0.03173,0.03233,0.03173,0.03233,46519.3074,1488.721902282
1663286400,2022-09-16 00:00:00,T/USDT,0.03013,0.03299,0.0299,0.03153,105543.357,3325.672217364
1663200000,2022-09-15 00:00:00,T/USDT,0.03243,0.03243,0.02978,0.03013,388652.4713,11920.1289859
1663113600,2022-09-14 00:00:00,T/USDT,0.03175,0.03254,0.0315,0.03245,41119.1673,1319.723740631
1663027200,2022-09-13 00:00:00,T/USDT,0.0343,0.03448,0.03143,0.03166,27687.5954,908.825062183
1662940800,2022-09-12 00:00:00,T/USDT,0.03625,0.03659,0.03412,0.03433,76956.4609,2713.715647028
1662854400,2022-09-11 00:00:00,T/USDT,0.03468,0.03955,0.0343,0.03617,820159.9929,30682.837345931
1662768000,2022-09-10 00:00:00,T/USDT,0.03352,0.0376,0.03322,0.0347,555120.4316,20023.447582411
1662681600,2022-09-09 00:00:00,T/USDT,0.03225,0.0337,0.03225,0.0337,150073.1962,4981.291690955
1662595200,2022-09-08 00:00:00,T/USDT,0.03174,0.041,0.0314,0.03227,1270704.9523,45643.733287738
1662508800,2022-09-07 00:00:00,T/USDT,0.03061,0.03187,0.0301,0.03163,53074.0402,1630.610294708
1662422400,2022-09-06 00:00:00,T/USDT,0.03243,0.03307,0.03061,0.03066,37223.4202,1180.376583795
1662336000,2022-09-05 00:00:00,T/USDT,0.03243,0.0326,0.03183,0.0325,16201.7255,520.480220045
1662249600,2022-09-04 00:00:00,T/USDT,0.03244,0.03286,0.03204,0.03241,288411.304,9329.390843356
1662163200,2022-09-03 00:00:00,T/USDT,0.03224,0.03257,0.032,0.03232,14107.1474,455.844116205
1662076800,2022-09-02 00:00:00,T/USDT,0.03266,0.03472,0.03193,0.03222,203872.0943,6894.956648525
1661990400,2022-09-01 00:00:00,T/USDT,0.0328,0.03291,0.03183,0.03254,24028.7468,774.901198654
1661904000,2022-08-31 00:00:00,T/USDT,0.03261,0.03375,0.03239,0.0328,59578.2503,1970.964938634
1661817600,2022-08-30 00:00:00,T/USDT,0.03271,0.03405,0.03176,0.03277,93784.1054,3096.199241955
1661731200,2022-08-29 00:00:00,T/USDT,0.03135,0.03287,0.03114,0.03258,47674.4873,1533.575421778
1661644800,2022-08-28 00:00:00,T/USDT,0.03218,0.03344,0.03134,0.03134,55309.1665,1790.223053374
1661558400,2022-08-27 00:00:00,T/USDT,0.03194,0.03227,0.0315,0.03214,32835.8841,1050.637381386
1661472000,2022-08-26 00:00:00,T/USDT,0.03533,0.03573,0.03173,0.03197,51150.1641,1703.417420689
1661385600,2022-08-25 00:00:00,T/USDT,0.03487,0.03651,0.03486,0.03535,87285.6872,3142.714057529
1661299200,2022-08-24 00:00:00,T/USDT,0.0347,0.03568,0.034,0.0347,85291.0899,2984.210313677
1661212800,2022-08-23 00:00:00,T/USDT,0.03428,0.03468,0.03302,0.03468,30305.601,1024.559422162
1661126400,2022-08-22 00:00:00,T/USDT,0.03491,0.03491,0.03256,0.03427,168195.4558,5652.59583229
1661040000,2022-08-21 00:00:00,T/USDT,0.03406,0.03532,0.03406,0.03492,83540.2354,2896.53217206
1660953600,2022-08-20 00:00:00,T/USDT,0.03428,0.03514,0.0335,0.03407,175366.0416,6002.561400663
1660867200,2022-08-19 00:00:00,T/USDT,0.03911,0.03911,0.03392,0.03392,89644.8916,3178.966176392
1660780800,2022-08-18 00:00:00,T/USDT,0.0394,0.04048,0.0392,0.03934,78320.0985,3111.768604535
1660694400,2022-08-17 00:00:00,T/USDT,0.04105,0.0418,0.03911,0.0394,431916.6652,17168.795004318
1660608000,2022-08-16 00:00:00,T/USDT,0.04189,0.04289,0.0409,0.04105,24914.376,1038.201705965
1660521600,2022-08-15 00:00:00,T/USDT,0.04247,0.0434,0.04115,0.04181,155522.7826,6460.390757015
1660435200,2022-08-14 00:00:00,T/USDT,0.0433,0.0448,0.04237,0.0425,86993.4766,3744.290158315
1660348800,2022-08-13 00:00:00,T/USDT,0.0436,0.04409,0.04262,0.0431,43955.227,1897.488438395
1660262400,2022-08-12 00:00:00,T/USDT,0.0414,0.0461,0.0414,0.0436,468510.0822,20184.701036354
1660176000,2022-08-11 00:00:00,T/USDT,0.04076,0.04684,0.04076,0.04141,480925.4007,20904.047864941
1660089600,2022-08-10 00:00:00,T/USDT,0.03855,0.04086,0.03761,0.04071,46211.3798,1830.150910855
1660003200,2022-08-09 00:00:00,T/USDT,0.04062,0.04089,0.038,0.03871,36726.2048,1430.037932371
1659916800,2022-08-08 00:00:00,T/USDT,0.04022,0.04134,0.04018,0.04085,99217.4501,4055.546756519
1659830400,2022-08-07 00:00:00,T/USDT,0.04064,0.04097,0.03972,0.04022,41515.027,1669.377000012
1659744000,2022-08-06 00:00:00,T/USDT,0.04057,0.0433,0.0403,0.04049,401442.698,16620.091342992
1659657600,2022-08-05 00:00:00,T/USDT,0.03927,0.04052,0.03871,0.04021,165497.9288,6595.845546576
1659571200,2022-08-04 00:00:00,T/USDT,0.03829,0.04839,0.03782,0.03911,2385427.4239,104978.759580115
1659484800,2022-08-03 00:00:00,T/USDT,0.0381,0.0388,0.0369,0.03813,43508.2594,1640.265365456
1659398400,2022-08-02 00:00:00,T/USDT,0.04,0.04038,0.03692,0.03813,58333.5935,2239.965049337
1659312000,2022-08-01 00:00:00,T/USDT,0.03848,0.04019,0.03835,0.04019,70427.0087,2792.617607536
1659225600,2022-07-31 00:00:00,T/USDT,0.03769,0.04281,0.0376,0.03874,367971.6722,14862.348496648
1659139200,2022-07-30 00:00:00,T/USDT,0.03741,0.0391,0.03715,0.03769,97011.2516,3721.551562491
1659052800,2022-07-29 00:00:00,T/USDT,0.03772,0.03834,0.03672,0.03753,74260.4822,2795.44670017
1658966400,2022-07-28 00:00:00,T/USDT,0.03667,0.03798,0.0358,0.0374,57426.026,2129.988429381
1658880000,2022-07-27 00:00:00,T/USDT,0.03483,0.03668,0.03442,0.03667,41759.9563,1489.800550006
1658793600,2022-07-26 00:00:00,T/USDT,0.0349,0.0349,0.03373,0.03468,26070.5858,886.981081646
1658707200,2022-07-25 00:00:00,T/USDT,0.03706,0.03706,0.03495,0.03495,113157.8511,4020.712266574
1658620800,2022-07-24 00:00:00,T/USDT,0.03661,0.0397,0.03661,0.03715,180795.7091,6899.29055021
1658534400,2022-07-23 00:00:00,T/USDT,0.0361,0.03726,0.03553,0.03667,85777.8573,3081.843063257
1658448000,2022-07-22 00:00:00,T/USDT,0.0371,0.03762,0.03572,0.0361,35524.9121,1300.017170686
1658361600,2022-07-21 00:00:00,T/USDT,0.03707,0.0373,0.0356,0.03716,52171.6793,1890.022429479
1658275200,2022-07-20 00:00:00,T/USDT,0.03919,0.04285,0.03696,0.03696,220632.9941,8775.991845438
1658188800,2022-07-19 00:00:00,T/USDT,0.03767,0.04057,0.03735,0.03891,775471.9196,30268.62746612
1658102400,2022-07-18 00:00:00,T/USDT,0.03544,0.03766,0.03543,0.03766,278456.3028,10232.949562167
1658016000,2022-07-17 00:00:00,T/USDT,0.03601,0.03617,0.03534,0.0355,51641.7191,1835.934236698
1657929600,2022-07-16 00:00:00,T/USDT,0.03525,0.03625,0.0343,0.03598,19791.6696,696.852038762
1657843200,2022-07-15 00:00:00,T/USDT,0.03449,0.03603,0.03427,0.03534,40124.9336,1423.292363513
1657756800,2022-07-14 00:00:00,T/USDT,0.03437,0.03496,0.03293,0.03462,195882.5657,6641.211020709
1657670400,2022-07-13 00:00:00,T/USDT,0.03354,0.03437,0.03143,0.03437,295859.1644,9941.613699447
1657584000,2022-07-12 00:00:00,T/USDT,0.03411,0.03411,0.03302,0.03332,223919.8209,7568.341273089
1657497600,2022-07-11 00:00:00,T/USDT,0.0358,0.0361,0.03408,0.0343,70402.6541,2480.523319086
1657411200,2022-07-10 00:00:00,T/USDT,0.03765,0.03765,0.03562,0.03583,46014.5076,1682.586362088
1657324800,2022-07-09 00:00:00,T/USDT,0.03722,0.03992,0.03697,0.03762,349172.4455,13334.258426014
1657238400,2022-07-08 00:00:00,T/USDT,0.03673,0.03751,0.03578,0.03751,97961.2957,3591.882245028
1657152000,2022-07-07 00:00:00,T/USDT,0.03527,0.03701,0.0348,0.0366,48560.34172128,1743.67830504664
1657065600,2022-07-06 00:00:00,T/USDT,0.03532,0.03572,0.03443,0.03555,23962.3350388,847.1943130515508
1656979200,2022-07-05 00:00:00,T/USDT,0.0358,0.03683,0.0341,0.03526,142814.62925385,5144.5974923810215
1656892800,2022-07-04 00:00:00,T/USDT,0.03432,0.0358,0.03362,0.0358,29705.29053765,1014.2938697957227
1656806400,2022-07-03 00:00:00,T/USDT,0.03481,0.03481,0.03386,0.03469,40573.08458726,1387.641146633654
1656720000,2022-07-02 00:00:00,T/USDT,0.0345,0.0352,0.03341,0.0349,100958.149341,3453.0997440289189
1656633600,2022-07-01 00:00:00,T/USDT,0.03374,0.03514,0.0334,0.0347,122464.58700161,4192.6550328448582
1656547200,2022-06-30 00:00:00,T/USDT,0.0357,0.0357,0.03229,0.0339,114536.81114294,3921.6450371508316
1656460800,2022-06-29 00:00:00,T/USDT,0.03799,0.03799,0.0352,0.0358,164258.392,6112.253746967
1656374400,2022-06-28 00:00:00,T/USDT,0.04008,0.0422,0.03801,0.03809,413258.87232255,16501.5720594679792
1656288000,2022-06-27 00:00:00,T/USDT,0.04033,0.04073,0.0383,0.04001,462605.36214218,18431.6589569912996
1656201600,2022-06-26 00:00:00,T/USDT,0.03788,0.04215,0.0374,0.04012,546956.02050916,21672.4440369543665
1656115200,2022-06-25 00:00:00,T/USDT,0.03738,0.038,0.03603,0.038,263266.90066309,9720.1925850028567
1656028800,2022-06-24 00:00:00,T/USDT,0.03538,0.03991,0.03523,0.03766,876893.60473389,32478.6936957633969
1655942400,2022-06-23 00:00:00,T/USDT,0.0352,0.0358,0.03423,0.03538,319481.53769067,11200.0353434452501
1655856000,2022-06-22 00:00:00,T/USDT,0.03729,0.03891,0.03462,0.0354,794804.0348864,29563.6967900670563
1655769600,2022-06-21 00:00:00,T/USDT,0.0356,0.03762,0.03485,0.037,687205.50719653,25117.4976448148221
1655683200,2022-06-20 00:00:00,T/USDT,0.03542,0.03605,0.0334,0.03564,351779.56643323,12324.2232736485097
1655596800,2022-06-19 00:00:00,T/USDT,0.0337,0.03564,0.03138,0.03564,363686.04574076,12258.672596716824
1655510400,2022-06-18 00:00:00,T/USDT,0.0364,0.0373,0.03088,0.034,410099.93434951,13818.1000741511055
1655424000,2022-06-17 00:00:00,T/USDT,0.03459,0.03671,0.0339,0.03591,633663.12870368,22523.529721578301
1655337600,2022-06-16 00:00:00,T/USDT,0.0376,0.0384,0.03371,0.03423,229197.61773783,8319.1520596116341
1655251200,2022-06-15 00:00:00,T/USDT,0.0359,0.0376,0.03121,0.0376,628385.77660726,21115.643352271972
1655164800,2022-06-14 00:00:00,T/USDT,0.0366,0.039,0.0313,0.0362,1052309.70834285,36827.35045143975
1655078400,2022-06-13 00:00:00,T/USDT,0.0433,0.0433,0.0344,0.0366,680422.68335076,25652.862259031931
1654992000,2022-06-12 00:00:00,T/USDT,0.0448,0.0532,0.043,0.043,977621.84924583,46279.118154815387
1654905600,2022-06-11 00:00:00,T/USDT,0.0481,0.05,0.0429,0.0445,132849.68994113,6085.257534039722
1654819200,2022-06-10 00:00:00,T/USDT,0.0517,0.0517,0.0472,0.0485,148932.01042698,7244.72718581945
1654732800,2022-06-09 00:00:00,T/USDT,0.0529,0.0529,0.0506,0.052,96037.08118412,4935.812521789491
1654646400,2022-06-08 00:00:00,T/USDT,0.0514,0.0597,0.0514,0.0532,1022376.65135674,56155.086871462039
1654560000,2022-06-07 00:00:00,T/USDT,0.0536,0.0536,0.0482,0.051,592529.4036297,29828.860912779486
1654473600,2022-06-06 00:00:00,T/USDT,0.0534,0.0561,0.0508,0.0541,1067962.31922668,56687.303029928648
1654387200,2022-06-05 00:00:00,T/USDT,0.0504,0.0628,0.0504,0.0534,3514713.81196228,195979.670007352176
1654300800,2022-06-04 00:00:00,T/USDT,0.0526,0.0533,0.049,0.0502,474373.68333625,24186.972942871855
1654214400,2022-06-03 00:00:00,T/USDT,0.0503,0.0585,0.0498,0.0526,2893455.47827555,157278.631107717634
1654128000,2022-06-02 00:00:00,T/USDT,0.0541,0.0548,0.0486,0.0505,1811278.88557483,92261.7046875985
1654041600,2022-06-01 00:00:00,T/USDT,0.0476,0.0805,0.0476,0.0539,14806086.78852738,950987.180143008945
1653955200,2022-05-31 00:00:00,T/USDT,0.0478,0.0493,0.0463,0.0474,132609.6438,6389.57387001
1653868800,2022-05-30 00:00:00,T/USDT,0.0439,0.0477,0.0436,0.0477,434685.87331696,19823.440272882024
1653782400,2022-05-29 00:00:00,T/USDT,0.0433,0.0438,0.0425,0.0435,37847.73032443,1641.825880609771
1653696000,2022-05-28 00:00:00,T/USDT,0.0424,0.0472,0.0424,0.0431,520012.87366757,23191.508265649309
1653609600,2022-05-27 00:00:00,T/USDT,0.0429,0.0449,0.0421,0.0421,56723.02819719,2448.910006029732
1653523200,2022-05-26 00:00:00,T/USDT,0.0469,0.0469,0.0424,0.043,119903.4315,5264.49842343
1653436800,2022-05-25 00:00:00,T/USDT,0.0466,0.0484,0.0463,0.0471,372917.1431617,17679.655594099276
1653350400,2022-05-24 00:00:00,T/USDT,0.0475,0.0481,0.0417,0.0471,549284.08930774,24252.496819399498
1653264000,2022-05-23 00:00:00,T/USDT,0.0497,0.0515,0.0468,0.0472,338174.87359411,16808.369835869163
1653177600,2022-05-22 00:00:00,T/USDT,0.0487,0.0511,0.0481,0.0501,288821.53182871,14276.827152548878
1653091200,2022-05-21 00:00:00,T/USDT,0.0494,0.0494,0.0478,0.0487,73313.41961564,3547.101493310153
1653004800,2022-05-20 00:00:00,T/USDT,0.0517,0.0541,0.0479,0.0494,295701.80286997,15389.416280168237
1652918400,2022-05-19 00:00:00,T/USDT,0.0469,0.0663,0.0469,0.0515,4333556.45095217,245656.776078261348
1652832000,2022-05-18 00:00:00,T/USDT,0.0504,0.0518,0.0469,0.0469,407482.52419438,19799.739430749476
1652745600,2022-05-17 00:00:00,T/USDT,0.0489,0.0507,0.0485,0.0506,549434.77366327,27188.065693768517
1652659200,2022-05-16 00:00:00,T/USDT,0.0493,0.0506,0.046,0.0489,407724.86361817,19890.070875348961
1652572800,2022-05-15 00:00:00,T/USDT,0.0464,0.0492,0.0452,0.0492,364288.17867657,17170.884329229877
1652486400,2022-05-14 00:00:00,T/USDT,0.0454,0.0478,0.043,0.0464,441191.41275739,20035.923477649594
1652400000,2022-05-13 00:00:00,T/USDT,0.0407,0.047,0.04,0.0451,616635.2817649,27565.77190754949
1652313600,2022-05-12 00:00:00,T/USDT,0.0481,0.049,0.0372,0.0406,624739.85149127,25919.467798863035
1652227200,2022-05-11 00:00:00,T/USDT,0.0622,0.0631,0.0452,0.0478,1194595.8724047,64830.539302057808
1652140800,2022-05-10 00:00:00,T/USDT,0.0605,0.0677,0.0577,0.0621,382283.85181836,24399.61448748375
1652054400,2022-05-09 00:00:00,T/USDT,0.0745,0.0749,0.0615,0.0615,347269.36541891,23203.482189981282
1651968000,2022-05-08 00:00:00,T/USDT,0.0778,0.0778,0.0738,0.0743,601727.0978,45071.20282741
1651881600,2022-05-07 00:00:00,T/USDT,0.0807,0.082,0.0769,0.0783,67303.96565129,5366.40465063883
1651795200,2022-05-06 00:00:00,T/USDT,0.0819,0.0822,0.0784,0.0803,104863.71727104,8399.817825188474
