https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GST,Volume USDT
1663142400,2022-09-14 08:00:00,GST/USDT,0.035,0.0355,0.0349,0.0349,103416.4801,3634.50657189
1663138800,2022-09-14 07:00:00,GST/USDT,0.0353,0.0354,0.0349,0.035,15797.6072,554.02776918
1663135200,2022-09-14 06:00:00,GST/USDT,0.0345,0.0354,0.0342,0.0354,66528.1365,2307.52257929
1663131600,2022-09-14 05:00:00,GST/USDT,0.0345,0.0346,0.0341,0.0345,33964.4174,1169.87276478
1663128000,2022-09-14 04:00:00,GST/USDT,0.0345,0.0345,0.0343,0.0345,2333.1348,80.2089306
1663124400,2022-09-14 03:00:00,GST/USDT,0.0346,0.0347,0.034,0.0346,59682.4168,2043.99149466
1663120800,2022-09-14 02:00:00,GST/USDT,0.0334,0.0353,0.0333,0.0347,162653.1012,5578.18480901
1663117200,2022-09-14 01:00:00,GST/USDT,0.0336,0.0336,0.0333,0.0334,13863.259,464.35944864
1663113600,2022-09-14 00:00:00,GST/USDT,0.0334,0.0337,0.0333,0.0337,10654.3548,356.77832749
1663110000,2022-09-13 23:00:00,GST/USDT,0.0337,0.0338,0.0334,0.0334,5551.0597,186.83834826
1663106400,2022-09-13 22:00:00,GST/USDT,0.0336,0.0338,0.0336,0.0338,11502.7117,388.61524032
1663102800,2022-09-13 21:00:00,GST/USDT,0.0334,0.0337,0.0333,0.0336,34821.3132,1166.00254023
1663099200,2022-09-13 20:00:00,GST/USDT,0.0336,0.0337,0.0334,0.0334,45614.8731,1528.11861964
1663095600,2022-09-13 19:00:00,GST/USDT,0.0343,0.0343,0.0334,0.0336,48486.3618,1640.09016258
1663092000,2022-09-13 18:00:00,GST/USDT,0.0346,0.0346,0.0341,0.0343,12247.6086,419.962658
1663088400,2022-09-13 17:00:00,GST/USDT,0.0342,0.0346,0.0342,0.0346,12708.9985,438.34254272
1663084800,2022-09-13 16:00:00,GST/USDT,0.0342,0.0347,0.0341,0.0342,130786.4228,4485.98604248
1663081200,2022-09-13 15:00:00,GST/USDT,0.0346,0.0347,0.0341,0.0343,126620.8379,4352.48592906
1663077600,2022-09-13 14:00:00,GST/USDT,0.0352,0.0355,0.0345,0.0346,76457.0347,2661.77221328
1663074000,2022-09-13 13:00:00,GST/USDT,0.0349,0.0356,0.0349,0.0352,198788.9486,7030.31140328
1663070400,2022-09-13 12:00:00,GST/USDT,0.0363,0.0363,0.035,0.035,313334.7466,11245.5610488
1663066800,2022-09-13 11:00:00,GST/USDT,0.0362,0.0362,0.0358,0.0362,15886.9361,572.83299146
1663063200,2022-09-13 10:00:00,GST/USDT,0.036,0.0361,0.0357,0.0361,33326.9301,1201.34132436
1663059600,2022-09-13 09:00:00,GST/USDT,0.0359,0.036,0.0356,0.036,39665.6247,1420.65859504
1663056000,2022-09-13 08:00:00,GST/USDT,0.0358,0.0359,0.0349,0.0359,101692.6145,3616.94099558
1663052400,2022-09-13 07:00:00,GST/USDT,0.0357,0.0358,0.0357,0.0358,1482.8112,53.06621583
1663048800,2022-09-13 06:00:00,GST/USDT,0.0357,0.0359,0.0355,0.0356,21623.0645,771.38789876
1663045200,2022-09-13 05:00:00,GST/USDT,0.0357,0.0358,0.0351,0.0355,211215.9832,7528.69349659
1663041600,2022-09-13 04:00:00,GST/USDT,0.0357,0.036,0.0356,0.0356,68102.1849,2437.30512181
1663038000,2022-09-13 03:00:00,GST/USDT,0.0358,0.0358,0.0356,0.0357,26023.3915,926.56236756
1663034400,2022-09-13 02:00:00,GST/USDT,0.0356,0.0359,0.0356,0.0357,94024.73,3349.78856248
1663030800,2022-09-13 01:00:00,GST/USDT,0.0356,0.0358,0.0356,0.0356,54516.4599,1943.30498172
1663027200,2022-09-13 00:00:00,GST/USDT,0.0359,0.0359,0.0356,0.0357,2971.1928,106.64702309
1663023600,2022-09-12 23:00:00,GST/USDT,0.0358,0.036,0.0356,0.0359,26879.7745,958.92059495
1663020000,2022-09-12 22:00:00,GST/USDT,0.0356,0.0357,0.0356,0.0357,38944.5279,1386.43419324
1663016400,2022-09-12 21:00:00,GST/USDT,0.0357,0.0358,0.0356,0.0356,27643.0557,987.02198315
1663012800,2022-09-12 20:00:00,GST/USDT,0.0358,0.0359,0.0356,0.0356,64266.0713,2296.23108573
1663009200,2022-09-12 19:00:00,GST/USDT,0.0355,0.0359,0.0355,0.0357,104431.4554,3726.39334789
1663005600,2022-09-12 18:00:00,GST/USDT,0.036,0.0362,0.0355,0.0355,72866.6652,2612.26448831
1663002000,2022-09-12 17:00:00,GST/USDT,0.0361,0.0362,0.0358,0.0362,28506.7454,1024.82471041
1662998400,2022-09-12 16:00:00,GST/USDT,0.0362,0.0363,0.0357,0.0361,82100.8667,2959.68201156
1662994800,2022-09-12 15:00:00,GST/USDT,0.0365,0.0366,0.034,0.0361,216432.9936,7719.25794616
1662991200,2022-09-12 14:00:00,GST/USDT,0.0374,0.0376,0.0364,0.0364,115445.6261,4289.93450687
1662987600,2022-09-12 13:00:00,GST/USDT,0.0374,0.0375,0.0372,0.0374,37917.7059,1414.5220193
1662984000,2022-09-12 12:00:00,GST/USDT,0.0374,0.0376,0.0372,0.0373,20566.463,768.87328003
1662980400,2022-09-12 11:00:00,GST/USDT,0.0373,0.0376,0.0366,0.0374,70509.0638,2628.05086479
1662976800,2022-09-12 10:00:00,GST/USDT,0.0376,0.0377,0.0366,0.0372,39780.2037,1479.00564632
1662973200,2022-09-12 09:00:00,GST/USDT,0.0373,0.0377,0.0359,0.0377,145585.7078,5365.41320223
1662969600,2022-09-12 08:00:00,GST/USDT,0.0375,0.0375,0.037,0.0373,31723.8666,1181.06306942
1662966000,2022-09-12 07:00:00,GST/USDT,0.0372,0.0375,0.0372,0.0374,22974.8572,856.05314566
1662962400,2022-09-12 06:00:00,GST/USDT,0.0383,0.0383,0.037,0.0372,73695.2761,2759.56335673
1662958800,2022-09-12 05:00:00,GST/USDT,0.0383,0.0386,0.038,0.0384,31840.4423,1223.17399298
1662955200,2022-09-12 04:00:00,GST/USDT,0.0385,0.0387,0.0378,0.0383,28474.8885,1088.78038836
1662951600,2022-09-12 03:00:00,GST/USDT,0.0384,0.0387,0.0383,0.0384,26824.2531,1035.78074352
1662948000,2022-09-12 02:00:00,GST/USDT,0.0386,0.0387,0.0383,0.0384,7592.4698,292.2967902
1662944400,2022-09-12 01:00:00,GST/USDT,0.0381,0.0385,0.0379,0.0385,91710.0051,3507.39982743
1662940800,2022-09-12 00:00:00,GST/USDT,0.0376,0.0386,0.0372,0.0381,62219.4979,2355.72040102
1662937200,2022-09-11 23:00:00,GST/USDT,0.0381,0.0381,0.0371,0.0375,61010.938,2305.20597509
1662933600,2022-09-11 22:00:00,GST/USDT,0.0377,0.0383,0.0377,0.0382,15380.4826,584.58083227
1662930000,2022-09-11 21:00:00,GST/USDT,0.0377,0.0379,0.0375,0.0377,39153.3048,1479.47086854
1662926400,2022-09-11 20:00:00,GST/USDT,0.0376,0.0379,0.0375,0.0376,97609.2857,3668.44628893
1662922800,2022-09-11 19:00:00,GST/USDT,0.0374,0.0378,0.0373,0.0376,22009.8715,826.26743109
1662919200,2022-09-11 18:00:00,GST/USDT,0.0375,0.0376,0.037,0.0374,82089.1087,3060.31054007
1662915600,2022-09-11 17:00:00,GST/USDT,0.0379,0.038,0.0372,0.0377,81077.4628,3040.91063121
1662912000,2022-09-11 16:00:00,GST/USDT,0.0385,0.0388,0.038,0.038,69934.3997,2690.65730841
1662908400,2022-09-11 15:00:00,GST/USDT,0.0388,0.0388,0.0383,0.0385,9034.7186,347.85383158
1662904800,2022-09-11 14:00:00,GST/USDT,0.0378,0.0387,0.0376,0.0387,117751.8716,4494.61975715
1662901200,2022-09-11 13:00:00,GST/USDT,0.0386,0.0388,0.0375,0.0379,82083.5271,3133.8757782
1662897600,2022-09-11 12:00:00,GST/USDT,0.0387,0.0388,0.0383,0.0388,81025.9221,3114.4722967
1662894000,2022-09-11 11:00:00,GST/USDT,0.0395,0.0396,0.0384,0.0385,73103.7165,2849.41989237
1662890400,2022-09-11 10:00:00,GST/USDT,0.0388,0.0396,0.0385,0.0395,151819.1722,5935.27211246
1662886800,2022-09-11 09:00:00,GST/USDT,0.0388,0.0389,0.0377,0.0386,187763.0214,7232.87434997
1662883200,2022-09-11 08:00:00,GST/USDT,0.0388,0.0392,0.0383,0.0388,104380.7732,4048.22883289
1662879600,2022-09-11 07:00:00,GST/USDT,0.0385,0.0388,0.0379,0.0388,46633.5739,1784.56464156
1662876000,2022-09-11 06:00:00,GST/USDT,0.0394,0.0395,0.038,0.0385,127069.3118,4897.51212071
1662872400,2022-09-11 05:00:00,GST/USDT,0.0395,0.0397,0.0392,0.0393,40053.6486,1576.57350983
1662868800,2022-09-11 04:00:00,GST/USDT,0.0393,0.0397,0.039,0.0397,99137.7304,3900.94276723
1662865200,2022-09-11 03:00:00,GST/USDT,0.0396,0.0399,0.0382,0.0394,341948.1438,13329.7951687
1662861600,2022-09-11 02:00:00,GST/USDT,0.0405,0.0409,0.0394,0.0396,176829.4368,7051.64258951
1662858000,2022-09-11 01:00:00,GST/USDT,0.0407,0.0411,0.0403,0.0403,114618.2851,4674.81920404
1662854400,2022-09-11 00:00:00,GST/USDT,0.0404,0.0409,0.0402,0.0409,106125.5116,4296.65875521
1662850800,2022-09-10 23:00:00,GST/USDT,0.0403,0.0408,0.0402,0.0404,109263.9788,4426.91110351
1662847200,2022-09-10 22:00:00,GST/USDT,0.0401,0.0405,0.0396,0.0403,128044.4687,5145.69763225
1662843600,2022-09-10 21:00:00,GST/USDT,0.0402,0.0405,0.0395,0.04,81066.3898,3242.8942728
1662840000,2022-09-10 20:00:00,GST/USDT,0.041,0.0414,0.0394,0.0404,168266.8294,6775.15721366
1662836400,2022-09-10 19:00:00,GST/USDT,0.0407,0.0416,0.0404,0.0412,100610.8455,4119.02390132
1662832800,2022-09-10 18:00:00,GST/USDT,0.0397,0.0411,0.0393,0.0407,269311.7343,10825.31020505
1662829200,2022-09-10 17:00:00,GST/USDT,0.0389,0.0401,0.0384,0.0399,275850.2357,10831.68639902
1662825600,2022-09-10 16:00:00,GST/USDT,0.0407,0.0407,0.0384,0.039,349342.2977,13821.3630245
1662822000,2022-09-10 15:00:00,GST/USDT,0.0414,0.043,0.0407,0.041,335820.1543,13895.3855222
1662818400,2022-09-10 14:00:00,GST/USDT,0.042,0.0435,0.0404,0.0415,620270.5108,25623.01853537
1662814800,2022-09-10 13:00:00,GST/USDT,0.0408,0.0435,0.0403,0.042,1362000.0459,57514.0846803
1662811200,2022-09-10 12:00:00,GST/USDT,0.0435,0.0438,0.0401,0.0409,1452583.6312,60986.77715781
1662807600,2022-09-10 11:00:00,GST/USDT,0.0424,0.0444,0.042,0.0434,1278835.28,55017.8006077
1662804000,2022-09-10 10:00:00,GST/USDT,0.044,0.0445,0.042,0.0424,928999.2436,40121.3450142
1662800400,2022-09-10 09:00:00,GST/USDT,0.0433,0.0447,0.0414,0.044,1057955.6365,45913.40868955
1662796800,2022-09-10 08:00:00,GST/USDT,0.0471,0.0489,0.0423,0.0432,4143946.089,185838.32208739
1662793200,2022-09-10 07:00:00,GST/USDT,0.041,0.047,0.0397,0.047,1705582.1927,71846.7904693
1662789600,2022-09-10 06:00:00,GST/USDT,0.0388,0.0499,0.0379,0.041,3085512.6981,130657.7483201
1662786000,2022-09-10 05:00:00,GST/USDT,0.0386,0.0404,0.038,0.0388,280874.4036,10996.49887989
1662782400,2022-09-10 04:00:00,GST/USDT,0.0371,0.0399,0.0371,0.0386,200247.4259,7662.39501806
1662778800,2022-09-10 03:00:00,GST/USDT,0.0368,0.037,0.0358,0.037,57875.201,2114.2653029
1662775200,2022-09-10 02:00:00,GST/USDT,0.0368,0.0372,0.0366,0.0367,41803.3601,1539.47813465
1662771600,2022-09-10 01:00:00,GST/USDT,0.0369,0.0405,0.0364,0.0368,271934.9794,10143.51118312
1662768000,2022-09-10 00:00:00,GST/USDT,0.0359,0.037,0.0358,0.0367,80947.2191,2960.14985022
1662764400,2022-09-09 23:00:00,GST/USDT,0.0366,0.0366,0.0357,0.0359,49029.2166,1769.53050424
1662760800,2022-09-09 22:00:00,GST/USDT,0.037,0.037,0.036,0.0366,76173.7699,2782.13241342
1662757200,2022-09-09 21:00:00,GST/USDT,0.037,0.0384,0.0364,0.037,226808.7516,8397.04197024
1662753600,2022-09-09 20:00:00,GST/USDT,0.0378,0.0388,0.0361,0.037,316801.1893,11787.28776385
1662750000,2022-09-09 19:00:00,GST/USDT,0.035,0.041,0.0349,0.0379,827157.458,31677.79803597
1662746400,2022-09-09 18:00:00,GST/USDT,0.0346,0.0363,0.0346,0.0349,362893.9019,12873.22033217
1662742800,2022-09-09 17:00:00,GST/USDT,0.0348,0.035,0.034,0.0347,84653.4204,2933.82735401
1662739200,2022-09-09 16:00:00,GST/USDT,0.0347,0.0349,0.0336,0.0348,113178.572,3898.41563492
1662735600,2022-09-09 15:00:00,GST/USDT,0.0345,0.0348,0.0342,0.0347,75037.3093,2587.9310378
1662732000,2022-09-09 14:00:00,GST/USDT,0.0343,0.0346,0.0338,0.0346,97357.2469,3329.258429
1662728400,2022-09-09 13:00:00,GST/USDT,0.0345,0.035,0.034,0.0343,122389.6689,4208.62839391
1662724800,2022-09-09 12:00:00,GST/USDT,0.0342,0.035,0.0342,0.0344,112299.7134,3896.91971145
1662721200,2022-09-09 11:00:00,GST/USDT,0.0338,0.0343,0.0334,0.0341,172338.9603,5822.25420602
1662717600,2022-09-09 10:00:00,GST/USDT,0.0336,0.0339,0.0335,0.0338,126065.8734,4260.41149422
1662714000,2022-09-09 09:00:00,GST/USDT,0.0336,0.0337,0.0333,0.0337,15858.6858,530.41220763
1662710400,2022-09-09 08:00:00,GST/USDT,0.0332,0.0343,0.033,0.0336,65926.1842,2215.8063297
1662706800,2022-09-09 07:00:00,GST/USDT,0.0334,0.0336,0.0331,0.0332,49523.3026,1654.79077799
1662703200,2022-09-09 06:00:00,GST/USDT,0.0333,0.0336,0.0333,0.0334,55168.0721,1843.15461926
1662699600,2022-09-09 05:00:00,GST/USDT,0.0332,0.0334,0.033,0.0333,48996.2951,1629.04493926
1662696000,2022-09-09 04:00:00,GST/USDT,0.0331,0.0334,0.0323,0.0333,135466.0317,4465.1494948
1662692400,2022-09-09 03:00:00,GST/USDT,0.0331,0.0338,0.033,0.0331,147948.5212,4955.93034107
1662688800,2022-09-09 02:00:00,GST/USDT,0.0332,0.0335,0.0331,0.0331,10193.4245,338.37811775
1662685200,2022-09-09 01:00:00,GST/USDT,0.0335,0.0338,0.0328,0.033,163636.312,5463.83270515
1662681600,2022-09-09 00:00:00,GST/USDT,0.0333,0.0335,0.0321,0.0335,90465.6466,2965.90569701
1662678000,2022-09-08 23:00:00,GST/USDT,0.0329,0.0336,0.0329,0.0332,33843.3514,1118.79790689
1662674400,2022-09-08 22:00:00,GST/USDT,0.0326,0.033,0.0325,0.0329,37812.2486,1241.35947182
1662670800,2022-09-08 21:00:00,GST/USDT,0.0332,0.0355,0.0326,0.0326,203315.7916,6749.90900711
1662667200,2022-09-08 20:00:00,GST/USDT,0.0332,0.0337,0.0332,0.0332,41564.321,1384.68866925
1662663600,2022-09-08 19:00:00,GST/USDT,0.0328,0.0334,0.0326,0.0332,79810.4858,2642.14872655
1662660000,2022-09-08 18:00:00,GST/USDT,0.0337,0.0337,0.0322,0.0327,262852.514,8660.80753683
1662656400,2022-09-08 17:00:00,GST/USDT,0.0334,0.0338,0.0334,0.0336,80133.0881,2695.94446034
1662652800,2022-09-08 16:00:00,GST/USDT,0.0335,0.0337,0.0333,0.0333,78231.7501,2628.64677095
1662649200,2022-09-08 15:00:00,GST/USDT,0.0334,0.0367,0.0332,0.0335,103824.6786,3560.10257487
1662645600,2022-09-08 14:00:00,GST/USDT,0.0334,0.0336,0.0333,0.0336,8337.001,279.14938486
1662642000,2022-09-08 13:00:00,GST/USDT,0.0333,0.0335,0.0331,0.0335,38806.8978,1296.42706102
1662638400,2022-09-08 12:00:00,GST/USDT,0.034,0.0341,0.033,0.0331,42026.1392,1406.20960972
1662634800,2022-09-08 11:00:00,GST/USDT,0.034,0.0341,0.0338,0.034,64382.8759,2190.98074276
1662631200,2022-09-08 10:00:00,GST/USDT,0.0342,0.0342,0.034,0.034,72966.5722,2482.66796083
1662627600,2022-09-08 09:00:00,GST/USDT,0.0341,0.0344,0.0341,0.0344,8799.8938,301.95133725
1662624000,2022-09-08 08:00:00,GST/USDT,0.0343,0.0346,0.0335,0.0342,59073.4901,2020.37864569
1662620400,2022-09-08 07:00:00,GST/USDT,0.0345,0.0346,0.0329,0.0343,189888.2817,6419.41682748
1662616800,2022-09-08 06:00:00,GST/USDT,0.0338,0.0345,0.0332,0.0344,261921.3365,8861.88439779
1662613200,2022-09-08 05:00:00,GST/USDT,0.0339,0.034,0.0332,0.0337,121615.3859,4085.36183105
1662609600,2022-09-08 04:00:00,GST/USDT,0.0337,0.034,0.0336,0.034,76928.7362,2599.6569821
1662606000,2022-09-08 03:00:00,GST/USDT,0.0337,0.0338,0.0333,0.0337,59801.8696,2006.6917739
1662602400,2022-09-08 02:00:00,GST/USDT,0.0343,0.0343,0.0335,0.0336,58490.5721,1975.29423325
1662598800,2022-09-08 01:00:00,GST/USDT,0.0342,0.0344,0.0341,0.0344,10141.0476,347.32743054
1662595200,2022-09-08 00:00:00,GST/USDT,0.0336,0.0348,0.0335,0.0343,143109.6366,4866.3598864
