https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REEF,Volume USDT
1663459200,2022-09-18 00:00:00,REEF/USDT,0.005593,0.00567,0.005555,0.005607,949666.1155,5326.9330363417
1663372800,2022-09-17 00:00:00,REEF/USDT,0.005079,0.0059,0.005079,0.005589,68782317.8708,380669.9110671319
1663286400,2022-09-16 00:00:00,REEF/USDT,0.00475,0.00517,0.004725,0.005075,42370116.8507,208952.2196205509
1663200000,2022-09-15 00:00:00,REEF/USDT,0.005269,0.005475,0.004639,0.004744,50327565.0669,248657.0473154634
1663113600,2022-09-14 00:00:00,REEF/USDT,0.005688,0.006421,0.00483,0.005266,158060166.1718,841891.6916561332
1663027200,2022-09-13 00:00:00,REEF/USDT,0.00529,0.00648,0.004645,0.005674,229611171.5246,1279012.7952923668
1662940800,2022-09-12 00:00:00,REEF/USDT,0.003831,0.006785,0.003785,0.005299,159323632.82613722,825041.72786053759282
1662854400,2022-09-11 00:00:00,REEF/USDT,0.003872,0.003958,0.003705,0.003849,12018728.3841,46245.8819746535
1662768000,2022-09-10 00:00:00,REEF/USDT,0.00388,0.003956,0.003835,0.003876,9727236.0563,37780.1312617598
1662681600,2022-09-09 00:00:00,REEF/USDT,0.003625,0.003916,0.003608,0.003904,15431907.2567,58812.8802574044
1662595200,2022-09-08 00:00:00,REEF/USDT,0.003584,0.003643,0.00349,0.003603,3366211.1163,12083.9309502475
1662508800,2022-09-07 00:00:00,REEF/USDT,0.003455,0.003626,0.003399,0.003586,2488019.2254,8663.9749373571
1662422400,2022-09-06 00:00:00,REEF/USDT,0.003724,0.00379,0.003445,0.003455,11850017.8979,43881.6234214623
1662336000,2022-09-05 00:00:00,REEF/USDT,0.003811,0.003867,0.00335,0.003736,10919957.0865,39682.8351243536
1662249600,2022-09-04 00:00:00,REEF/USDT,0.003773,0.003848,0.003748,0.003815,4409705.0066,16765.851109491
1662163200,2022-09-03 00:00:00,REEF/USDT,0.00376,0.003802,0.003694,0.003775,3696787.9328,13830.9074314082
1662076800,2022-09-02 00:00:00,REEF/USDT,0.003736,0.003824,0.003662,0.003755,3310497.27,12262.706803167
1661990400,2022-09-01 00:00:00,REEF/USDT,0.003709,0.003737,0.003582,0.003725,5578162.2054,20474.4372328864
1661904000,2022-08-31 00:00:00,REEF/USDT,0.00374,0.00381,0.003688,0.003705,1969913.5656651,7367.1859161447082
1661817600,2022-08-30 00:00:00,REEF/USDT,0.003735,0.004132,0.003488,0.003713,17370628.95571532,65612.6151372608823
1661731200,2022-08-29 00:00:00,REEF/USDT,0.00348,0.003747,0.00346,0.003738,5886119.53874692,21215.37585078978105
1661644800,2022-08-28 00:00:00,REEF/USDT,0.003625,0.003669,0.003482,0.003482,7911979.59750384,28597.863727824158
1661558400,2022-08-27 00:00:00,REEF/USDT,0.003616,0.003704,0.003585,0.003628,4935016.53570655,17997.86662700119542
1661472000,2022-08-26 00:00:00,REEF/USDT,0.003917,0.00393,0.003584,0.003616,12151750.36081527,45390.45984790963489
1661385600,2022-08-25 00:00:00,REEF/USDT,0.003879,0.004015,0.00387,0.003918,3619392.63396389,14252.33156390118894
1661299200,2022-08-24 00:00:00,REEF/USDT,0.003895,0.004307,0.00382,0.003875,12078561.1259314,47718.04645033299663
1661212800,2022-08-23 00:00:00,REEF/USDT,0.003792,0.00391,0.0037,0.003894,8195773.16679897,31419.79242741984747
1661126400,2022-08-22 00:00:00,REEF/USDT,0.003997,0.004003,0.00338,0.003794,21773428.36938446,80979.35679014471639
1661040000,2022-08-21 00:00:00,REEF/USDT,0.00372,0.004767,0.003565,0.003988,131896263.42311286,523861.02007308942927
1660953600,2022-08-20 00:00:00,REEF/USDT,0.003709,0.003984,0.003602,0.003716,13682018.88192694,51191.78196105632918
1660867200,2022-08-19 00:00:00,REEF/USDT,0.003998,0.004002,0.003629,0.00372,17433473.54690491,66729.35587376680086
1660780800,2022-08-18 00:00:00,REEF/USDT,0.004188,0.004269,0.00391,0.003998,4566856.34497699,19038.98294532420898
1660694400,2022-08-17 00:00:00,REEF/USDT,0.004402,0.004561,0.004147,0.004185,5627344.42465033,24372.42016851417406
1660608000,2022-08-16 00:00:00,REEF/USDT,0.004454,0.004491,0.004353,0.004397,3529222.46322558,15637.75201200601213
1660521600,2022-08-15 00:00:00,REEF/USDT,0.004515,0.004638,0.004405,0.004455,5027678.70852758,22535.7084091035125
1660435200,2022-08-14 00:00:00,REEF/USDT,0.004634,0.004715,0.004469,0.004518,5168844.50261529,23911.0593477145071
1660348800,2022-08-13 00:00:00,REEF/USDT,0.004664,0.004739,0.004624,0.004631,3521302.80484345,16510.86404082808329
1660262400,2022-08-12 00:00:00,REEF/USDT,0.004569,0.004717,0.00451,0.004666,5347961.33413115,24627.06704929612873
1660176000,2022-08-11 00:00:00,REEF/USDT,0.004544,0.004826,0.00452,0.004576,7189984.7372434,33262.02662880604046
1660089600,2022-08-10 00:00:00,REEF/USDT,0.004374,0.00466,0.004232,0.004546,10660911.77849119,46986.67393332229789
1660003200,2022-08-09 00:00:00,REEF/USDT,0.00462,0.004667,0.004313,0.004376,10664180.43812019,48148.46110617481713
1659916800,2022-08-08 00:00:00,REEF/USDT,0.004355,0.00494,0.004338,0.004615,15721430.3848076,72811.66138646947259
1659830400,2022-08-07 00:00:00,REEF/USDT,0.004339,0.00443,0.004265,0.004345,2885938.80023794,12632.1314675566057
1659744000,2022-08-06 00:00:00,REEF/USDT,0.00446,0.004507,0.004332,0.004354,3804356.78226956,16828.59834008364291
1659657600,2022-08-05 00:00:00,REEF/USDT,0.004171,0.00447,0.00416,0.00446,5542020.44615444,23944.62852591724106
1659571200,2022-08-04 00:00:00,REEF/USDT,0.004109,0.004215,0.00407,0.004192,7367301.43218977,30532.95359618905797
1659484800,2022-08-03 00:00:00,REEF/USDT,0.004095,0.004265,0.00396,0.004107,4134742.4353071,17083.32244953493117
