https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NDAU,Volume USDT
1663462800,2022-09-18 01:00:00,NDAU/USDT,14.53,14.568,14.501,14.54,406.665,5912.7782718
1663459200,2022-09-18 00:00:00,NDAU/USDT,14.449,14.612,14.407,14.527,1471.1684,21321.9270215
1663455600,2022-09-17 23:00:00,NDAU/USDT,14.442,14.525,14.37,14.423,381.284,5489.9157075
1663452000,2022-09-17 22:00:00,NDAU/USDT,14.446,14.446,14.333,14.433,506.2142,7285.222169
1663448400,2022-09-17 21:00:00,NDAU/USDT,14.4,14.459,14.345,14.446,215.8904,3112.8346637
1663444800,2022-09-17 20:00:00,NDAU/USDT,14.401,14.457,14.342,14.408,179.5207,2585.4251826
1663441200,2022-09-17 19:00:00,NDAU/USDT,14.397,14.422,14.397,14.41,50.8221,732.1026898
1663437600,2022-09-17 18:00:00,NDAU/USDT,14.511,14.511,14.353,14.397,297.7152,4300.0586195
1663434000,2022-09-17 17:00:00,NDAU/USDT,14.236,14.579,14.228,14.487,716.4413,10295.4671741
1663430400,2022-09-17 16:00:00,NDAU/USDT,14.485,14.692,14.041,14.278,994.2402,14160.4619228
1663426800,2022-09-17 15:00:00,NDAU/USDT,14.83,14.835,14.34,14.485,780.6343,11331.4736172
1663423200,2022-09-17 14:00:00,NDAU/USDT,14.873,14.879,14.5,14.8,266.1211,3944.7172329
1663419600,2022-09-17 13:00:00,NDAU/USDT,14.699,14.879,14.648,14.877,696.0373,10266.5385606
1663416000,2022-09-17 12:00:00,NDAU/USDT,14.507,14.77,14.5,14.733,303.072,4408.8102331
1663412400,2022-09-17 11:00:00,NDAU/USDT,14.641,14.666,14.5,14.506,266.9263,3875.4661021
1663408800,2022-09-17 10:00:00,NDAU/USDT,14.596,14.68,14.501,14.623,401.8155,5870.4721317
1663405200,2022-09-17 09:00:00,NDAU/USDT,14.795,14.9,14.501,14.6,582.7182,8610.6955772
1663401600,2022-09-17 08:00:00,NDAU/USDT,14.75,14.9,14.744,14.805,355.7496,5258.8219378
1663398000,2022-09-17 07:00:00,NDAU/USDT,14.74,14.75,14.603,14.74,278.5647,4086.9520685
1663394400,2022-09-17 06:00:00,NDAU/USDT,14.749,14.749,14.612,14.745,66.3865,976.4142634
1663390800,2022-09-17 05:00:00,NDAU/USDT,14.605,14.749,14.605,14.749,305.172,4482.8069134
1663387200,2022-09-17 04:00:00,NDAU/USDT,14.63,14.7,14.59,14.605,34.5001,504.4665958
1663383600,2022-09-17 03:00:00,NDAU/USDT,14.647,14.751,14.626,14.751,451.4625,6605.1754919
1663380000,2022-09-17 02:00:00,NDAU/USDT,14.765,14.778,14.625,14.647,365.3005,5373.8513061
1663376400,2022-09-17 01:00:00,NDAU/USDT,14.722,14.799,14.685,14.767,800.169,11783.6429548
1663372800,2022-09-17 00:00:00,NDAU/USDT,14.741,14.769,14.667,14.688,829.7123,12229.8243806
1663369200,2022-09-16 23:00:00,NDAU/USDT,14.738,14.771,14.735,14.743,650.7572,9596.4291156
1663365600,2022-09-16 22:00:00,NDAU/USDT,14.781,14.876,14.736,14.742,743.4441,11017.7578428
1663362000,2022-09-16 21:00:00,NDAU/USDT,14.799,14.873,14.758,14.773,586.2377,8681.8968276
1663358400,2022-09-16 20:00:00,NDAU/USDT,14.991,15.003,14.725,14.789,551.816,8181.6325718
1663354800,2022-09-16 19:00:00,NDAU/USDT,15.004,15.007,14.979,14.991,372.093,5578.9592883
1663351200,2022-09-16 18:00:00,NDAU/USDT,14.97,15.058,14.906,14.981,205.312,3079.0756264
1663347600,2022-09-16 17:00:00,NDAU/USDT,14.991,15.05,14.936,14.972,469.5117,7042.3922709
1663344000,2022-09-16 16:00:00,NDAU/USDT,14.936,15.02,14.906,15.008,757.1398,11337.5101122
1663340400,2022-09-16 15:00:00,NDAU/USDT,15.155,15.163,14.945,14.965,316.2884,4766.4166844
1663336800,2022-09-16 14:00:00,NDAU/USDT,14.755,15.182,14.729,15.154,327.7169,4894.8206675
1663333200,2022-09-16 13:00:00,NDAU/USDT,15.145,15.197,14.75,14.751,318.933,4793.7650761
1663329600,2022-09-16 12:00:00,NDAU/USDT,15.228,15.26,14.906,15.05,475.2945,7164.3229934
1663326000,2022-09-16 11:00:00,NDAU/USDT,15.358,15.367,15.128,15.229,211.5654,3223.2083316
1663322400,2022-09-16 10:00:00,NDAU/USDT,15.43,15.43,15.288,15.354,544.1836,8353.817885
1663318800,2022-09-16 09:00:00,NDAU/USDT,15.251,15.43,15.242,15.426,361.1076,5545.4517044
1663315200,2022-09-16 08:00:00,NDAU/USDT,15.343,15.4,15.224,15.271,406.9272,6243.2948077
1663311600,2022-09-16 07:00:00,NDAU/USDT,15.38,15.38,15.301,15.355,438.6244,6723.664285
1663308000,2022-09-16 06:00:00,NDAU/USDT,15.307,15.397,15.266,15.362,1235.5059,18949.1428864
1663304400,2022-09-16 05:00:00,NDAU/USDT,15.343,15.368,15.32,15.32,6.7299,103.2932804
1663300800,2022-09-16 04:00:00,NDAU/USDT,15.442,15.444,15.288,15.306,336.7854,5189.6777712
1663297200,2022-09-16 03:00:00,NDAU/USDT,15.291,15.446,15.25,15.446,54.6324,836.371354
1663293600,2022-09-16 02:00:00,NDAU/USDT,15.296,15.311,15.264,15.311,150.4346,2300.5662794
1663290000,2022-09-16 01:00:00,NDAU/USDT,15.302,15.35,15.239,15.288,938.9259,14363.1775718
1663286400,2022-09-16 00:00:00,NDAU/USDT,15.331,15.335,15.244,15.275,397.2373,6077.2902031
1663282800,2022-09-15 23:00:00,NDAU/USDT,15.325,15.386,15.186,15.282,238.2057,3645.0141545
1663279200,2022-09-15 22:00:00,NDAU/USDT,15.375,15.375,15.11,15.218,223.2844,3397.5661707
1663275600,2022-09-15 21:00:00,NDAU/USDT,15.371,15.389,15.128,15.386,364.6949,5572.2959884
1663272000,2022-09-15 20:00:00,NDAU/USDT,14.799,15.446,14.601,15.372,379.0284,5743.5236204
1663268400,2022-09-15 19:00:00,NDAU/USDT,14.786,14.786,14.786,14.786,0.3453,5.1056058
1663264800,2022-09-15 18:00:00,NDAU/USDT,14.71,14.71,14.71,14.71,0.0238,0.350098
1663261200,2022-09-15 17:00:00,NDAU/USDT,14.72,14.72,14.72,14.72,0,0
1663257600,2022-09-15 16:00:00,NDAU/USDT,14.729,14.821,14.71,14.72,329.7848,4853.3105935
1663254000,2022-09-15 15:00:00,NDAU/USDT,14.769,14.873,14.71,14.71,241.9925,3578.5361473
1663250400,2022-09-15 14:00:00,NDAU/USDT,14.822,14.929,14.756,14.873,327.1197,4853.5751545
1663246800,2022-09-15 13:00:00,NDAU/USDT,14.87,14.935,14.821,14.821,414.6666,6185.9656549
1663243200,2022-09-15 12:00:00,NDAU/USDT,14.925,14.931,14.843,14.896,262.0926,3910.5571126
1663239600,2022-09-15 11:00:00,NDAU/USDT,14.925,14.934,14.83,14.928,596.531,8905.2393872
1663236000,2022-09-15 10:00:00,NDAU/USDT,14.908,14.934,14.896,14.934,501.6867,7488.8349325
1663232400,2022-09-15 09:00:00,NDAU/USDT,14.925,14.934,14.882,14.925,490.3651,7317.940157
1663228800,2022-09-15 08:00:00,NDAU/USDT,14.908,14.934,14.892,14.925,797.9528,11913.0479797
1663225200,2022-09-15 07:00:00,NDAU/USDT,14.939,14.953,14.855,14.912,220.6051,3292.3978727
1663221600,2022-09-15 06:00:00,NDAU/USDT,14.954,14.985,14.879,14.985,325.3822,4860.8552213
1663218000,2022-09-15 05:00:00,NDAU/USDT,14.91,14.937,14.859,14.937,143.7809,2144.5872422
1663214400,2022-09-15 04:00:00,NDAU/USDT,14.877,14.968,14.862,14.895,179.8139,2680.549961
1663210800,2022-09-15 03:00:00,NDAU/USDT,14.85,14.944,14.849,14.944,69.4586,1032.7583668
1663207200,2022-09-15 02:00:00,NDAU/USDT,14.825,14.942,14.81,14.894,148.9704,2222.7656444
1663203600,2022-09-15 01:00:00,NDAU/USDT,14.862,14.933,14.81,14.81,156.7698,2331.7465809
1663200000,2022-09-15 00:00:00,NDAU/USDT,14.864,14.919,14.848,14.909,276.5357,4122.6219811
1663196400,2022-09-14 23:00:00,NDAU/USDT,14.952,15.449,14.77,14.932,894.25,13602.6311471
1663192800,2022-09-14 22:00:00,NDAU/USDT,14.872,15.19,14.746,14.978,1266.511,18855.6411941
1663189200,2022-09-14 21:00:00,NDAU/USDT,14.894,14.897,14.829,14.829,158.0746,2350.5001806
1663185600,2022-09-14 20:00:00,NDAU/USDT,14.824,14.935,14.745,14.85,1167.0232,17334.2521378
1663182000,2022-09-14 19:00:00,NDAU/USDT,15.208,15.209,14.711,14.823,667.9494,9986.5472357
1663178400,2022-09-14 18:00:00,NDAU/USDT,14.724,15.386,14.71,15.21,1046.8062,15695.3197719
1663174800,2022-09-14 17:00:00,NDAU/USDT,14.869,14.911,14.721,14.724,501.0304,7420.9391822
1663171200,2022-09-14 16:00:00,NDAU/USDT,14.88,14.902,14.852,14.859,341.4625,5074.9152669
1663167600,2022-09-14 15:00:00,NDAU/USDT,14.9,14.978,14.83,14.938,497.1735,7429.5161634
1663164000,2022-09-14 14:00:00,NDAU/USDT,14.995,15.009,14.902,14.905,68.7241,1027.5316555
1663160400,2022-09-14 13:00:00,NDAU/USDT,14.864,14.986,14.81,14.939,359.1215,5349.9147026
1663156800,2022-09-14 12:00:00,NDAU/USDT,14.954,14.962,14.808,14.903,720.3904,10738.4628813
1663153200,2022-09-14 11:00:00,NDAU/USDT,15.43,15.43,14.83,14.938,870.6253,13208.375935
1663149600,2022-09-14 10:00:00,NDAU/USDT,14.787,15.45,14.554,15.325,854.41,12609.8062654
1663146000,2022-09-14 09:00:00,NDAU/USDT,14.788,15.217,14.54,14.794,1158.3281,17212.3661353
1663142400,2022-09-14 08:00:00,NDAU/USDT,14.537,15.05,14.537,14.837,854.7054,12721.5077981
1663138800,2022-09-14 07:00:00,NDAU/USDT,14.63,14.854,14.536,14.543,415.8227,6112.8755416
1663135200,2022-09-14 06:00:00,NDAU/USDT,14.75,14.854,14.501,14.536,732.1359,10721.0257655
1663131600,2022-09-14 05:00:00,NDAU/USDT,14.948,14.983,14.751,14.751,761.3481,11360.9878649
1663128000,2022-09-14 04:00:00,NDAU/USDT,15.195,15.198,14.766,14.894,603.4704,8992.6596834
1663124400,2022-09-14 03:00:00,NDAU/USDT,14.809,15.215,14.8,15.196,536.1578,8065.5780476
1663120800,2022-09-14 02:00:00,NDAU/USDT,14.787,15.199,14.756,14.809,799.0366,11956.341651
1663117200,2022-09-14 01:00:00,NDAU/USDT,14.957,15.017,14.76,14.779,646.0138,9653.3499008
1663113600,2022-09-14 00:00:00,NDAU/USDT,15.003,15.047,14.92,15.007,927.0875,13882.2389011
1663110000,2022-09-13 23:00:00,NDAU/USDT,14.985,15.02,14.916,14.985,838.2004,12564.1563394
1663106400,2022-09-13 22:00:00,NDAU/USDT,14.884,15.047,14.857,14.916,944.3254,14068.2699688
1663102800,2022-09-13 21:00:00,NDAU/USDT,14.861,14.937,14.84,14.876,2040.4928,30385.9847968
1663099200,2022-09-13 20:00:00,NDAU/USDT,14.933,14.953,14.84,14.875,509.205,7581.9210796
1663095600,2022-09-13 19:00:00,NDAU/USDT,14.877,14.945,14.821,14.935,1134.4057,16898.5921132
1663092000,2022-09-13 18:00:00,NDAU/USDT,14.846,14.905,14.809,14.875,964.4036,14331.5368466
1663088400,2022-09-13 17:00:00,NDAU/USDT,15.27,15.275,14.75,14.854,517.8125,7705.6822527
1663084800,2022-09-13 16:00:00,NDAU/USDT,14.958,15.278,14.74,15.272,1265.413,18990.1864411
1663081200,2022-09-13 15:00:00,NDAU/USDT,14.757,15.324,14.721,14.905,2569.2708,38596.2754499
1663077600,2022-09-13 14:00:00,NDAU/USDT,15.29,15.325,14.55,14.752,1553.2499,23344.0253374
1663074000,2022-09-13 13:00:00,NDAU/USDT,14.714,15.325,14.713,15.29,524.7542,7825.9232503
1663070400,2022-09-13 12:00:00,NDAU/USDT,14.915,15.048,14.71,14.783,162.5325,2420.0320478
1663066800,2022-09-13 11:00:00,NDAU/USDT,14.991,15.048,14.91,14.915,454.2613,6812.1387247
1663063200,2022-09-13 10:00:00,NDAU/USDT,14.989,15.062,14.83,15.01,914.4303,13723.8222548
