https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BAKE,Volume USDT
1663459200,2022-09-18 00:00:00,BAKE/USDT,0.2362,0.2362,0.2337,0.2343,206.80779573,48.482910121792
1663372800,2022-09-17 00:00:00,BAKE/USDT,0.2283,0.2366,0.2283,0.2357,79322.88446845,18473.672089762418
1663286400,2022-09-16 00:00:00,BAKE/USDT,0.2312,0.2312,0.2215,0.2276,47832.08377822,10796.658635670878
1663200000,2022-09-15 00:00:00,BAKE/USDT,0.2414,0.2419,0.2279,0.2299,158577.47791899,37164.023069587609
1663113600,2022-09-14 00:00:00,BAKE/USDT,0.2427,0.2485,0.2339,0.2419,105677.07472627,25458.385913014557
1663027200,2022-09-13 00:00:00,BAKE/USDT,0.2633,0.2693,0.2419,0.2432,167505.63319183,43099.713728905787
1662940800,2022-09-12 00:00:00,BAKE/USDT,0.2675,0.2833,0.2568,0.2635,228128.11748797,62079.337652993504
1662854400,2022-09-11 00:00:00,BAKE/USDT,0.2755,0.2789,0.2621,0.2681,102878.34651872,27902.191284365836
1662768000,2022-09-10 00:00:00,BAKE/USDT,0.2737,0.2792,0.2677,0.2741,212366.1557877,58193.293086509417
1662681600,2022-09-09 00:00:00,BAKE/USDT,0.2611,0.277,0.2607,0.2736,329387.56252441,88777.120208722644
1662595200,2022-09-08 00:00:00,BAKE/USDT,0.2599,0.275,0.2518,0.261,549969.46560249,144317.883696604426
1662508800,2022-09-07 00:00:00,BAKE/USDT,0.2283,0.265,0.226,0.2598,265086.34635613,65579.381588766331
1662422400,2022-09-06 00:00:00,BAKE/USDT,0.2514,0.2575,0.2271,0.2282,230635.16283647,56399.586694407704
1662336000,2022-09-05 00:00:00,BAKE/USDT,0.2545,0.2593,0.2456,0.2509,108307.55275404,27178.81254067826
1662249600,2022-09-04 00:00:00,BAKE/USDT,0.2494,0.2545,0.247,0.2545,114265.42506584,28724.506271056683
1662163200,2022-09-03 00:00:00,BAKE/USDT,0.2471,0.2496,0.2426,0.2494,110279.70197028,27241.608336137313
1662076800,2022-09-02 00:00:00,BAKE/USDT,0.253,0.2571,0.2441,0.2462,154065.9497549,38611.235099824479
1661990400,2022-09-01 00:00:00,BAKE/USDT,0.2516,0.2585,0.2462,0.2524,322845.37327658,80952.195951118031
1661904000,2022-08-31 00:00:00,BAKE/USDT,0.2467,0.2576,0.2467,0.2504,171848.54631747,43473.15825734896
1661817600,2022-08-30 00:00:00,BAKE/USDT,0.2578,0.2628,0.2419,0.2454,183906.10648161,46591.831123812765
1661731200,2022-08-29 00:00:00,BAKE/USDT,0.2422,0.2582,0.2385,0.2578,75039.98564674,18742.932768308789
1661644800,2022-08-28 00:00:00,BAKE/USDT,0.2486,0.2537,0.2414,0.2417,131856.58511063,32898.700850007765
1661558400,2022-08-27 00:00:00,BAKE/USDT,0.2511,0.2559,0.2447,0.2486,212340.67288013,53017.054191000446
1661472000,2022-08-26 00:00:00,BAKE/USDT,0.277,0.277,0.2486,0.2519,225639.8641679,58955.275074979158
1661385600,2022-08-25 00:00:00,BAKE/USDT,0.2659,0.2836,0.2659,0.2767,318596.4290696,88095.307284779746
1661299200,2022-08-24 00:00:00,BAKE/USDT,0.2703,0.2742,0.2622,0.2655,190080.52031063,51033.070851377867
1661212800,2022-08-23 00:00:00,BAKE/USDT,0.2661,0.2718,0.2587,0.2703,243719.74146879,65221.611022106054
1661126400,2022-08-22 00:00:00,BAKE/USDT,0.2686,0.2687,0.2536,0.2666,367221.60130403,95851.489586805586
1661040000,2022-08-21 00:00:00,BAKE/USDT,0.2599,0.2735,0.2594,0.2693,231111.58157488,61269.675237131893
1660953600,2022-08-20 00:00:00,BAKE/USDT,0.2632,0.2773,0.2514,0.2606,577562.38125222,152934.734492774264
1660867200,2022-08-19 00:00:00,BAKE/USDT,0.286,0.2883,0.2547,0.2619,375452.17993631,100203.73858322749
1660780800,2022-08-18 00:00:00,BAKE/USDT,0.305,0.3134,0.2798,0.286,372449.52680201,113095.955955082296
1660694400,2022-08-17 00:00:00,BAKE/USDT,0.3263,0.3383,0.301,0.3045,362729.84903616,115062.32849695508
1660608000,2022-08-16 00:00:00,BAKE/USDT,0.3292,0.332,0.3221,0.3264,179826.86181369,58782.5246232073
1660521600,2022-08-15 00:00:00,BAKE/USDT,0.3401,0.3509,0.3232,0.3286,403205.37609882,134673.791139179084
1660435200,2022-08-14 00:00:00,BAKE/USDT,0.3459,0.3605,0.3361,0.34,431098.27476373,149888.289500981263
1660348800,2022-08-13 00:00:00,BAKE/USDT,0.3497,0.3611,0.344,0.346,270969.89987314,95561.42176279349
1660262400,2022-08-12 00:00:00,BAKE/USDT,0.3369,0.3496,0.3301,0.3496,204926.03745085,69857.094818386942
1660176000,2022-08-11 00:00:00,BAKE/USDT,0.346,0.355,0.3329,0.3369,280157.39384057,96223.397385720741
1660089600,2022-08-10 00:00:00,BAKE/USDT,0.3313,0.3497,0.3205,0.3459,326269.12897683,109623.111903426747
1660003200,2022-08-09 00:00:00,BAKE/USDT,0.3605,0.3686,0.3278,0.3318,345662.44272452,119275.150171895674
1659916800,2022-08-08 00:00:00,BAKE/USDT,0.3551,0.3785,0.3536,0.3625,517787.30363367,189919.159732518588
1659830400,2022-08-07 00:00:00,BAKE/USDT,0.3573,0.3643,0.3188,0.354,365988.1172643,129221.566247259843
1659744000,2022-08-06 00:00:00,BAKE/USDT,0.3609,0.3764,0.3564,0.3575,324060.72145236,118303.695634932885
1659657600,2022-08-05 00:00:00,BAKE/USDT,0.3442,0.3679,0.3433,0.3607,601005.87642771,215615.97845470831
1659571200,2022-08-04 00:00:00,BAKE/USDT,0.3399,0.3588,0.3359,0.3428,567281.30759737,196368.032500306724
1659484800,2022-08-03 00:00:00,BAKE/USDT,0.344,0.3565,0.3291,0.3404,508368.55082809,175304.557678447782
1659398400,2022-08-02 00:00:00,BAKE/USDT,0.3647,0.3679,0.3306,0.3439,785925.0088775,269369.887690602229
1659312000,2022-08-01 00:00:00,BAKE/USDT,0.3231,0.3842,0.3231,0.3648,1186843.58616552,422147.991473190793
1659225600,2022-07-31 00:00:00,BAKE/USDT,0.3229,0.3541,0.3205,0.3239,625094.85009165,211392.492656808882
1659139200,2022-07-30 00:00:00,BAKE/USDT,0.3305,0.3474,0.3195,0.3233,765718.15971633,255897.9491756451
1659052800,2022-07-29 00:00:00,BAKE/USDT,0.3084,0.3443,0.3054,0.3299,1155087.02808432,372753.581695747165
1658966400,2022-07-28 00:00:00,BAKE/USDT,0.2925,0.3146,0.283,0.3082,593070.32887488,175489.57617348445
1658880000,2022-07-27 00:00:00,BAKE/USDT,0.2713,0.2924,0.2652,0.2924,386131.94512235,105792.933463247025
1658793600,2022-07-26 00:00:00,BAKE/USDT,0.267,0.2709,0.2592,0.2709,407727.23060379,107799.68719022556
1658707200,2022-07-25 00:00:00,BAKE/USDT,0.2871,0.2924,0.2657,0.266,808979.51671285,225599.620102198844
1658620800,2022-07-24 00:00:00,BAKE/USDT,0.2826,0.3038,0.2814,0.2875,648114.9568482,189259.697517230043
1658534400,2022-07-23 00:00:00,BAKE/USDT,0.288,0.296,0.2752,0.2816,890088.14092737,253261.697240872306
1658448000,2022-07-22 00:00:00,BAKE/USDT,0.3062,0.3125,0.285,0.2878,703997.92569839,212317.289334207723
1658361600,2022-07-21 00:00:00,BAKE/USDT,0.2982,0.3083,0.287,0.3057,857644.56176309,254788.250967503058
1658275200,2022-07-20 00:00:00,BAKE/USDT,0.3304,0.3391,0.2967,0.2976,1304072.41223319,420198.222231488253
1658188800,2022-07-19 00:00:00,BAKE/USDT,0.325,0.3358,0.3122,0.3316,1730600.63388872,561212.580077801085
1658102400,2022-07-18 00:00:00,BAKE/USDT,0.3054,0.33,0.3019,0.3253,944420.0077204,301738.578006888101
1658016000,2022-07-17 00:00:00,BAKE/USDT,0.3043,0.3166,0.2963,0.3046,1199826.53134254,370128.362358250156
1657929600,2022-07-16 00:00:00,BAKE/USDT,0.2978,0.3115,0.2865,0.305,860245.82186757,258582.770267095505
