https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FTM3L,Volume USDT
1656201600,2022-06-26 00:00:00,FTM3L/USDT,0.550651,0.595733,0.4,0.403044,1169449.07070882,607021.76436328485515
1656115200,2022-06-25 00:00:00,FTM3L/USDT,0.526749,0.604195,0.457307,0.550651,1231609.25327348,646003.61076790837862
1656028800,2022-06-24 00:00:00,FTM3L/USDT,0.402826,0.559301,0.391264,0.522206,1527358.3434532,677113.77204725665365
1655942400,2022-06-23 00:00:00,FTM3L/USDT,0.324787,0.412,0.320718,0.400898,1727466.39152987,648431.44789903845769
1655856000,2022-06-22 00:00:00,FTM3L/USDT,0.400809,0.424726,0.316329,0.322766,2468371.00809702,891759.14608149414183
1655769600,2022-06-21 00:00:00,FTM3L/USDT,0.327909,0.498878,0.316679,0.400248,2096310.89431635,869315.02184277508154
1655683200,2022-06-20 00:00:00,FTM3L/USDT,0.298727,0.38543,0.267584,0.32768,1980607.40567119,645672.77744627294428
1655596800,2022-06-19 00:00:00,FTM3L/USDT,0.226685,0.299999,0.200958,0.29677,2648752.29583516,660422.1649073342086
1655510400,2022-06-18 00:00:00,FTM3L/USDT,0.326957,0.3531,0.184172,0.227064,3707870.52481527,911689.14465059096644
1655424000,2022-06-17 00:00:00,FTM3L/USDT,0.265474,0.349352,0.258687,0.327207,1817570.69998283,574749.89336942452312
1655337600,2022-06-16 00:00:00,FTM3L/USDT,0.429739,0.456,0.256507,0.262301,2533171.75087237,825218.5486174022927
1655251200,2022-06-15 00:00:00,FTM3L/USDT,0.329738,0.43,0.232002,0.43,3345487.54392225,1038509.37135665025924
1655164800,2022-06-14 00:00:00,FTM3L/USDT,0.346136,0.429102,0.283711,0.33404,2519094.77009198,879875.24590763441467
1655078400,2022-06-13 00:00:00,FTM3L/USDT,0.333,0.36,0.20515,0.349762,4466889.624843,1245180.9147947159413
1654992000,2022-06-12 00:00:00,FTM3L/USDT,0.685131,0.726189,0.333,0.333,2045866.1196526,906088.46073652076267
1654905600,2022-06-11 00:00:00,FTM3L/USDT,0.983099,1.08,0.663316,0.684197,600988.68312916,497514.8530216947672
1654819200,2022-06-10 00:00:00,FTM3L/USDT,1.321227,1.358982,0.95,0.9756,485842.80868056,561064.26187496645322
1654732800,2022-06-09 00:00:00,FTM3L/USDT,1.349921,1.48534,1.230001,1.325206,370457.74546137,501738.11270065732761
1654646400,2022-06-08 00:00:00,FTM3L/USDT,1.505864,1.619112,1.344167,1.349921,489075.82934176,715947.89292885105365
1654560000,2022-06-07 00:00:00,FTM3L/USDT,1.699384,1.703371,1.32,1.505864,606583.7341303,891511.87630090002262
1654473600,2022-06-06 00:00:00,FTM3L/USDT,1.516236,1.973015,1.491564,1.698647,484529.03381064,853152.94249020843115
1654387200,2022-06-05 00:00:00,FTM3L/USDT,1.55838,1.626412,1.407341,1.519937,478098.19406245,721654.57357590448549
1654300800,2022-06-04 00:00:00,FTM3L/USDT,1.576115,1.603576,1.4225,1.553716,464385.31717198,702735.7154131634935
1654214400,2022-06-03 00:00:00,FTM3L/USDT,1.939984,2.006429,1.503612,1.572405,562510.70881717,951413.83127914036343
1654128000,2022-06-02 00:00:00,FTM3L/USDT,1.775313,2.0177,1.571529,1.940295,540641.63685026,969938.64980195113918
1654041600,2022-06-01 00:00:00,FTM3L/USDT,2.396465,2.519725,1.621981,1.774495,478266.02746407,1005000.96337676577014
1653955200,2022-05-31 00:00:00,FTM3L/USDT,2.605426,2.878729,2.112893,2.398845,540376.35171146,1330104.58892678435935
1653868800,2022-05-30 00:00:00,FTM3L/USDT,1.912446,2.867959,1.79,2.60407,645253.88472215,1496724.27517953429324
1653782400,2022-05-29 00:00:00,FTM3L/USDT,1.937896,2.014413,1.610415,1.912794,637028.44757384,1173302.9485800551079
1653696000,2022-05-28 00:00:00,FTM3L/USDT,1.562505,2,1.522001,1.939845,500543.07060124,895434.23935013765554
1653609600,2022-05-27 00:00:00,FTM3L/USDT,2.140001,2.234854,1.484823,1.562505,603091.05452004,1082670.97242651833412
1653523200,2022-05-26 00:00:00,FTM3L/USDT,2.956578,3.248424,1.630895,2.147061,574911.19298251,1320373.18908004226023
1653436800,2022-05-25 00:00:00,FTM3L/USDT,3.449161,3.753385,2.902007,2.956578,293953.90965722,946625.2037106313353
1653350400,2022-05-24 00:00:00,FTM3L/USDT,3.731555,4.306018,2.810171,3.452228,415614.8636277,1444238.12458632816291
1653264000,2022-05-23 00:00:00,FTM3L/USDT,3.759269,6,3.348144,3.731022,384079.23585082,1797018.64872192366288
1653177600,2022-05-22 00:00:00,FTM3L/USDT,3.212409,4.273094,2.978258,3.77636,383518.03987274,1363240.79040136462187
1653091200,2022-05-21 00:00:00,FTM3L/USDT,2.103594,4.167091,2.08062,3.212353,411975.04787753,1199669.60969682086853
1653004800,2022-05-20 00:00:00,FTM3L/USDT,2.085419,2.322761,1.611145,2.09759,280746.84820891,565951.70139443547453
1652918400,2022-05-19 00:00:00,FTM3L/USDT,1.598085,2.19,1.350001,2.092317,220160.86066275,407479.32171267287891
1652832000,2022-05-18 00:00:00,FTM3L/USDT,2.399999,2.657149,1.541667,1.598085,188871.56832741,393269.06563108965002
1652745600,2022-05-17 00:00:00,FTM3L/USDT,1.987198,2.78,1.987198,2.399999,196496.38418193,465040.01679829376178
1652659200,2022-05-16 00:00:00,FTM3L/USDT,3.533853,3.567875,1.933493,1.987198,222662.75225508,540093.84419737219564
1652572800,2022-05-15 00:00:00,FTM3L/USDT,3.085688,3.703723,2.398368,3.533853,298242.59726354,871428.93588027603474
1652486400,2022-05-14 00:00:00,FTM3L/USDT,2.180673,3.349999,1.519169,3.085688,637744.86522713,1303385.43371049909464
1652400000,2022-05-13 00:00:00,FTM3L/USDT,0.000109,2.267637,0.000099,2.178936,1588505081.46410334,818758.65863446135198
1652313600,2022-05-12 00:00:00,FTM3L/USDT,0.000165,0.000223,0.00006,0.00011,18513741973.38570862,1935129.98293061231576
1652227200,2022-05-11 00:00:00,FTM3L/USDT,0.001259,0.001392,0.000114,0.000162,10370221033.08532745,3158353.65248537790379
1652140800,2022-05-10 00:00:00,FTM3L/USDT,0.001336,0.001887,0.001131,0.001256,2843609025.78125772,4487352.46167906326398
1652054400,2022-05-09 00:00:00,FTM3L/USDT,0.0029,0.003049,0.0013,0.001332,1487103324.01203297,2922124.3008437533974
1651968000,2022-05-08 00:00:00,FTM3L/USDT,0.002984,0.003282,0.002676,0.002878,680920031.70193786,2018566.31142784623263
1651881600,2022-05-07 00:00:00,FTM3L/USDT,0.003586,0.00367,0.0027,0.002979,646962924.61554645,2141829.01624895594311
1651795200,2022-05-06 00:00:00,FTM3L/USDT,0.003895,0.003995,0.00311,0.0036,608689990.18207108,2175797.58692033658199
1651708800,2022-05-05 00:00:00,FTM3L/USDT,0.006593,0.006891,0.0034,0.003879,746707748.75140175,3578965.4273099837523
1651622400,2022-05-04 00:00:00,FTM3L/USDT,0.004584,0.006622,0.004453,0.006592,523675777.14015948,2836477.35903270130457
1651536000,2022-05-03 00:00:00,FTM3L/USDT,0.004984,0.005724,0.004402,0.004581,461276159.31490007,2344266.7957679340223
1651449600,2022-05-02 00:00:00,FTM3L/USDT,0.005209,0.005573,0.004041,0.004956,653128416.28821815,3221879.82593723020471
1651363200,2022-05-01 00:00:00,FTM3L/USDT,0.00372,0.0053,0.003219,0.005247,728039398.97232981,3085927.45778875902995
1651276800,2022-04-30 00:00:00,FTM3L/USDT,0.007396,0.0086,0.003353,0.003718,375169809.83148311,2117344.20157771706501
1651190400,2022-04-29 00:00:00,FTM3L/USDT,0.0125,0.01311,0.006332,0.007397,197445037.62516403,1809215.68715941534655
1651104000,2022-04-28 00:00:00,FTM3L/USDT,0.013184,0.0144,0.012156,0.012521,92021691.28891246,1208962.13827594862466
1651017600,2022-04-27 00:00:00,FTM3L/USDT,0.012601,0.014537,0.0123,0.013176,108779506.73865565,1446811.41366424919571
1650931200,2022-04-26 00:00:00,FTM3L/USDT,0.01765,0.018234,0.0124,0.012644,125210906.34908457,1885571.94102613886044
1650844800,2022-04-25 00:00:00,FTM3L/USDT,0.017556,0.017755,0.013364,0.017651,124217799.34241383,1927817.43421510178788
1650758400,2022-04-24 00:00:00,FTM3L/USDT,0.018607,0.0192,0.017503,0.017652,60258098.38542755,1111418.6206418673453
1650672000,2022-04-23 00:00:00,FTM3L/USDT,0.019943,0.020377,0.018182,0.01867,64363114.39822298,1253204.45613442374201
1650585600,2022-04-22 00:00:00,FTM3L/USDT,0.020181,0.022,0.019196,0.019957,77211036.36526676,1578581.20635187808494
1650499200,2022-04-21 00:00:00,FTM3L/USDT,0.023625,0.025517,0.019056,0.020286,95717445.42677357,2229724.78625691264748
1650412800,2022-04-20 00:00:00,FTM3L/USDT,0.024218,0.027026,0.022611,0.0237,105368754.8854487,2572191.6110770543973
1650326400,2022-04-19 00:00:00,FTM3L/USDT,0.021794,0.024601,0.021274,0.024228,95334851.90079141,2193041.77139872703399
1650240000,2022-04-18 00:00:00,FTM3L/USDT,0.02038,0.022134,0.017542,0.021817,89203934.5280499,1764163.20357690089181
1650153600,2022-04-17 00:00:00,FTM3L/USDT,0.022955,0.023993,0.019825,0.020479,52841443.57160215,1175880.55026006707093
1650067200,2022-04-16 00:00:00,FTM3L/USDT,0.02435,0.0245,0.021869,0.0229,41300294.79827115,961450.81294763588239
1649980800,2022-04-15 00:00:00,FTM3L/USDT,0.022761,0.024618,0.0226,0.024277,66692649.95705688,1579698.92471984825969
1649894400,2022-04-14 00:00:00,FTM3L/USDT,0.02521,0.02715,0.021501,0.022835,100417397.06939362,2496964.63811606589361
1649808000,2022-04-13 00:00:00,FTM3L/USDT,0.023597,0.025899,0.022205,0.025297,106976972.69336861,2595610.45973808149838
1649721600,2022-04-12 00:00:00,FTM3L/USDT,0.021426,0.02545,0.021093,0.023576,113334784.97886485,2620150.24532671656762
1649635200,2022-04-11 00:00:00,FTM3L/USDT,0.03205,0.03268,0.020275,0.021415,124314178.61400047,3123151.36247194725137
1649548800,2022-04-10 00:00:00,FTM3L/USDT,0.035619,0.037601,0.03175,0.032229,56810482.25496119,1950437.67633914020613
1649462400,2022-04-09 00:00:00,FTM3L/USDT,0.031763,0.036013,0.031404,0.035476,52965417.88581344,1765745.21362372713556
1649376000,2022-04-08 00:00:00,FTM3L/USDT,0.040981,0.043732,0.030908,0.031929,87375701.33234203,3366102.50348842605546
1649289600,2022-04-07 00:00:00,FTM3L/USDT,0.037652,0.043935,0.035628,0.041007,69765476.79202685,2796764.18328194085142
1649203200,2022-04-06 00:00:00,FTM3L/USDT,0.054057,0.054424,0.037,0.037781,121683649.32120843,5525918.48173103807224
1649116800,2022-04-05 00:00:00,FTM3L/USDT,0.067171,0.070429,0.053463,0.054258,60823889.23172595,3835368.6137624005597
1649030400,2022-04-04 00:00:00,FTM3L/USDT,0.077135,0.079709,0.057397,0.06718,69871338.44135227,4826517.99247595060532
1648944000,2022-04-03 00:00:00,FTM3L/USDT,0.065435,0.079998,0.06308,0.07706,58474740.45030816,4219618.18355275424638
1648857600,2022-04-02 00:00:00,FTM3L/USDT,0.073045,0.085,0.06437,0.065422,75598312.28334426,5718422.68695147728032
1648771200,2022-04-01 00:00:00,FTM3L/USDT,0.054924,0.075,0.053131,0.073269,117081823.91638396,7636880.77455019896453
1648684800,2022-03-31 00:00:00,FTM3L/USDT,0.052826,0.06572,0.051799,0.054797,109878480.44609125,6366044.29128939885173
1648598400,2022-03-30 00:00:00,FTM3L/USDT,0.053419,0.0579,0.048352,0.05281,59929423.22265215,3202107.2149922646889
1648512000,2022-03-29 00:00:00,FTM3L/USDT,0.051592,0.060169,0.05,0.053263,60746940.9640484,3371942.00717211068839
1648425600,2022-03-28 00:00:00,FTM3L/USDT,0.055734,0.062057,0.04917,0.051236,76940948.55467455,4417611.00781557145581
1648339200,2022-03-27 00:00:00,FTM3L/USDT,0.05158,0.055734,0.045883,0.055734,52592885.89325408,2691420.32141423602676
1648252800,2022-03-26 00:00:00,FTM3L/USDT,0.046985,0.052617,0.045467,0.051583,49762125.56189906,2458671.39407974451944
1648166400,2022-03-25 00:00:00,FTM3L/USDT,0.043423,0.054371,0.04219,0.046846,91910212.5183575,4441678.30434356130349
1648080000,2022-03-24 00:00:00,FTM3L/USDT,0.042752,0.046416,0.041283,0.043553,69493165.02861088,3062669.14047119479564
1647993600,2022-03-23 00:00:00,FTM3L/USDT,0.039524,0.043336,0.038229,0.042625,68369162.62171436,2788041.4148987318014
1647907200,2022-03-22 00:00:00,FTM3L/USDT,0.03827,0.044498,0.037641,0.039643,78958851.96089104,3299685.72242066424575
1647820800,2022-03-21 00:00:00,FTM3L/USDT,0.037866,0.0425,0.033153,0.038269,75028416.6583556,2910141.16712633255034
1647734400,2022-03-20 00:00:00,FTM3L/USDT,0.044079,0.046931,0.037084,0.037844,60103028.0483552,2428976.10635031301319
1647648000,2022-03-19 00:00:00,FTM3L/USDT,0.037873,0.046813,0.037545,0.044085,79914389.07537031,3430803.90255776903895
1647561600,2022-03-18 00:00:00,FTM3L/USDT,0.034511,0.041248,0.03165,0.03776,83173225.25794245,3027965.8184512685381
1647475200,2022-03-17 00:00:00,FTM3L/USDT,0.04098,0.041851,0.033659,0.034497,63957062.66165616,2386199.20870986027087
1647388800,2022-03-16 00:00:00,FTM3L/USDT,0.034517,0.041923,0.029209,0.040896,134182135.45506053,4651745.12675992964598
1647302400,2022-03-15 00:00:00,FTM3L/USDT,0.027042,0.038464,0.023294,0.034444,131605872.97834889,3943078.57231890137754
1647216000,2022-03-14 00:00:00,FTM3L/USDT,0.029643,0.029957,0.023214,0.027041,95466431.05691891,2606374.34508458857679
1647129600,2022-03-13 00:00:00,FTM3L/USDT,0.035346,0.0374,0.029001,0.029394,57766612.27410693,2007268.57760844259989
1647043200,2022-03-12 00:00:00,FTM3L/USDT,0.036905,0.044441,0.0352,0.035472,63168578.32762543,2479172.36421492382495
1646956800,2022-03-11 00:00:00,FTM3L/USDT,0.040894,0.0437,0.031573,0.03685,113169989.98413537,4239113.01260466574032
1646870400,2022-03-10 00:00:00,FTM3L/USDT,0.057304,0.058161,0.0387,0.0409,78061863.59698758,3499274.82022469105404
1646784000,2022-03-09 00:00:00,FTM3L/USDT,0.052042,0.065113,0.051233,0.0573,75852850.85304928,4488607.02133089126325
1646697600,2022-03-08 00:00:00,FTM3L/USDT,0.051729,0.059184,0.049479,0.0522,67226857.09475415,3639616.15583752103738
1646611200,2022-03-07 00:00:00,FTM3L/USDT,0.063462,0.072407,0.048,0.051799,101689464.22197561,5947738.14461096260743
1646524800,2022-03-06 00:00:00,FTM3L/USDT,0.118389,0.123179,0.0605,0.0635,74587608.34386439,5606294.07441598015636
1646438400,2022-03-05 00:00:00,FTM3L/USDT,0.113054,0.123834,0.1011,0.1184,26224067.44229306,3001277.54553956134778
1646352000,2022-03-04 00:00:00,FTM3L/USDT,0.1686,0.172021,0.1061,0.112501,27705398.15926103,3785972.71686490059423
1646265600,2022-03-03 00:00:00,FTM3L/USDT,0.211711,0.212303,0.149,0.1684,27941201.86989229,4856134.32008031313136
1646179200,2022-03-02 00:00:00,FTM3L/USDT,0.162,0.2289,0.1479,0.2117,33691904.06093133,6674427.65383382814595
1646092800,2022-03-01 00:00:00,FTM3L/USDT,0.1487,0.1909,0.1476,0.162,34727731.41867638,5793794.213653504846
1646006400,2022-02-28 00:00:00,FTM3L/USDT,0.1091,0.1529,0.1009,0.1487,34809703.29891153,4266216.937456821085
1645920000,2022-02-27 00:00:00,FTM3L/USDT,0.1565,0.1613,0.1021,0.1092,27769325.33610703,3624884.203992893146
1645833600,2022-02-26 00:00:00,FTM3L/USDT,0.1444,0.1683,0.127,0.1565,21980232.57303053,3244529.602839136243
1645747200,2022-02-25 00:00:00,FTM3L/USDT,0.0979,0.145,0.0927,0.1443,29712514.4595024,3471140.014655190442
1645660800,2022-02-24 00:00:00,FTM3L/USDT,0.1284,0.1337,0.0658,0.098,50764027.44463326,4523889.651630508287
1645574400,2022-02-23 00:00:00,FTM3L/USDT,0.1384,0.1679,0.1269,0.129,19367476.91139525,2846109.309458315458
1645488000,2022-02-22 00:00:00,FTM3L/USDT,0.1295,0.1427,0.104,0.1384,20568968.3592908,2580664.116756407364
1645401600,2022-02-21 00:00:00,FTM3L/USDT,0.179,0.2062,0.1235,0.128,16426544.41017953,2826617.854589657699
1645315200,2022-02-20 00:00:00,FTM3L/USDT,0.2343,0.2354,0.1605,0.1792,11734877.75258161,2154019.388569875217
1645228800,2022-02-19 00:00:00,FTM3L/USDT,0.2327,0.2479,0.2122,0.2344,6023783.67230279,1390533.170434169263
1645142400,2022-02-18 00:00:00,FTM3L/USDT,0.2445,0.271,0.228,0.2329,8152789.40004459,2010349.633619893428
1645056000,2022-02-17 00:00:00,FTM3L/USDT,0.3266,0.3614,0.2375,0.2443,10579070.28192227,3127018.81125001733
