https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume EXM
1661299200000,2022-08-24 00:00:00,EXM/BTC,8.1e-07,8.2e-07,8e-07,8.1e-07,0.1085188840636437,133973.93094277
1661212800000,2022-08-23 00:00:00,EXM/BTC,8.2e-07,8.3e-07,8e-07,8.1e-07,0.30804762933441265,380305.71522767
1661126400000,2022-08-22 00:00:00,EXM/BTC,8.4e-07,8.4e-07,8.3e-07,8.3e-07,0.0010694057389937,1288.44064939
1661040000000,2022-08-21 00:00:00,EXM/BTC,8.6e-07,8.6e-07,8.3e-07,8.4e-07,0.094165343971944,112101.5999666
1660953600000,2022-08-20 00:00:00,EXM/BTC,8.5e-07,8.7e-07,8.4e-07,8.6e-07,0.1488693421119448,173103.88617668
1660867200000,2022-08-19 00:00:00,EXM/BTC,8.5e-07,8.6e-07,8e-07,8.5e-07,1.2440213587557356,1463554.53971263
1660780800000,2022-08-18 00:00:00,EXM/BTC,7.6e-07,8.8e-07,7.6e-07,8.6e-07,1.6636657177465817,1934495.02063556
1660694400000,2022-08-17 00:00:00,EXM/BTC,7.5e-07,7.8e-07,7.5e-07,7.8e-07,0.33948784675588384,435240.82917421
1660608000000,2022-08-16 00:00:00,EXM/BTC,7.6e-07,7.7e-07,7.4e-07,7.6e-07,0.15045941584112682,197972.91558043
1660521600000,2022-08-15 00:00:00,EXM/BTC,7.7e-07,7.7e-07,7.4e-07,7.5e-07,0.36154520501729254,482060.27335639
1660435200000,2022-08-14 00:00:00,EXM/BTC,7.7e-07,7.8e-07,7.6e-07,7.6e-07,0.0776319714530148,102147.33085923
1660348800000,2022-08-13 00:00:00,EXM/BTC,7.8e-07,7.8e-07,7.6e-07,7.8e-07,0.0190595454908976,24435.31473192
1660262400000,2022-08-12 00:00:00,EXM/BTC,7.8e-07,7.9e-07,7.6e-07,7.7e-07,0.049257158248798505,63970.33538805
1660176000000,2022-08-11 00:00:00,EXM/BTC,7.8e-07,7.8e-07,7.6e-07,7.8e-07,0.132801223217091,170257.97848345
1660089600000,2022-08-10 00:00:00,EXM/BTC,7.9e-07,7.9e-07,7.6e-07,7.8e-07,0.074772080491914,95861.6416563
1660003200000,2022-08-09 00:00:00,EXM/BTC,7.8e-07,7.8e-07,7.8e-07,7.8e-07,7.07799999972e-05,90.74358974
1659916800000,2022-08-08 00:00:00,EXM/BTC,7.7e-07,7.9e-07,7.7e-07,7.7e-07,0.1594440678273905,207070.21795765
1659830400000,2022-08-07 00:00:00,EXM/BTC,7.9e-07,7.9e-07,7.7e-07,7.9e-07,0.0785191672965886,99391.35100834
1659744000000,2022-08-06 00:00:00,EXM/BTC,7.9e-07,7.9e-07,7.7e-07,7.8e-07,0.0181970014299996,23329.48901282
1659657600000,2022-08-05 00:00:00,EXM/BTC,7.8e-07,7.9e-07,7.6e-07,7.9e-07,0.0996527918235817,126142.77446023
1659571200000,2022-08-04 00:00:00,EXM/BTC,7.8e-07,7.9e-07,7.7e-07,7.9e-07,0.0728680096389051,92237.98688469
1659484800000,2022-08-03 00:00:00,EXM/BTC,7.7e-07,7.9e-07,7.7e-07,7.8e-07,0.0976643879829696,125210.75382432
1659398400000,2022-08-02 00:00:00,EXM/BTC,7.9e-07,7.9e-07,7.7e-07,7.7e-07,0.1305768558632615,169580.33228995
1659312000000,2022-08-01 00:00:00,EXM/BTC,7.7e-07,7.9e-07,7.6e-07,7.9e-07,0.2469323897657174,312572.64527306
1659225600000,2022-07-31 00:00:00,EXM/BTC,7.7e-07,7.8e-07,7.5e-07,7.6e-07,0.10298345882719159,135504.55108841
1659139200000,2022-07-30 00:00:00,EXM/BTC,8e-07,8e-07,7.5e-07,7.8e-07,0.3366281202290838,431574.51311421
1659052800000,2022-07-29 00:00:00,EXM/BTC,8.2e-07,8.2e-07,7.9e-07,8e-07,0.285861270134392,357326.58766799
1658966400000,2022-07-28 00:00:00,EXM/BTC,8e-07,8.2e-07,7.9e-07,8.2e-07,0.2507171587415284,305752.63261162
1658880000000,2022-07-27 00:00:00,EXM/BTC,7.9e-07,8.3e-07,7.9e-07,8e-07,0.344774697214376,430968.37151797
1658793600000,2022-07-26 00:00:00,EXM/BTC,7.9e-07,8.1e-07,7.9e-07,7.9e-07,0.18735313191475167,237155.86318323
1658707200000,2022-07-25 00:00:00,EXM/BTC,8.1e-07,8.3e-07,7.9e-07,8e-07,0.532172824735624,665216.03091953
1658620800000,2022-07-24 00:00:00,EXM/BTC,8.3e-07,8.3e-07,7.9e-07,8e-07,0.30481968255307196,381024.60319134
1658534400000,2022-07-23 00:00:00,EXM/BTC,8.4e-07,8.5e-07,8.2e-07,8.3e-07,0.4485257008416663,540392.41065261
1658448000000,2022-07-22 00:00:00,EXM/BTC,8.5e-07,8.6e-07,8.2e-07,8.5e-07,0.243840883347817,286871.62746802
1658361600000,2022-07-21 00:00:00,EXM/BTC,8.5e-07,8.7e-07,8.2e-07,8.5e-07,0.3900897604930385,458929.12999181
1658275200000,2022-07-20 00:00:00,EXM/BTC,8.7e-07,8.8e-07,8.2e-07,8.2e-07,0.9230643096279338,1125688.18247309
1658188800000,2022-07-19 00:00:00,EXM/BTC,8.9e-07,9.3e-07,8.7e-07,8.7e-07,0.8381293265912779,963367.04205894
1658102400000,2022-07-18 00:00:00,EXM/BTC,9e-07,9.1e-07,8.7e-07,8.9e-07,0.49898197776464964,560653.90760073
1658016000000,2022-07-17 00:00:00,EXM/BTC,9.1e-07,9.1e-07,8.8e-07,9.1e-07,0.1822128767917094,200233.93054034
1657929600000,2022-07-16 00:00:00,EXM/BTC,9e-07,9.2e-07,8.7e-07,9e-07,0.492260874241599,546956.52693511
1657843200000,2022-07-15 00:00:00,EXM/BTC,8.7e-07,9e-07,8.5e-07,8.9e-07,0.3207676531120537,360413.09338433
1657756800000,2022-07-14 00:00:00,EXM/BTC,9e-07,9.3e-07,8.5e-07,8.8e-07,0.4489638856187056,510186.23365762
1657670400000,2022-07-13 00:00:00,EXM/BTC,9.1e-07,9.2e-07,8.8e-07,9.1e-07,0.2049735430059044,225245.65165484
1657584000000,2022-07-12 00:00:00,EXM/BTC,9.1e-07,9.5e-07,9e-07,9.1e-07,0.9841552574929712,1081489.29394832
1657497600000,2022-07-11 00:00:00,EXM/BTC,9.1e-07,9.3e-07,8.9e-07,9.3e-07,0.49993176685168705,537561.03962547
1657411200000,2022-07-10 00:00:00,EXM/BTC,9e-07,9.1e-07,8.9e-07,9.1e-07,0.06696433973104331,73587.18651763
1657324800000,2022-07-09 00:00:00,EXM/BTC,9.2e-07,9.2e-07,8.8e-07,8.9e-07,0.1029899265693258,115719.01861722
1657238400000,2022-07-08 00:00:00,EXM/BTC,9.3e-07,9.4e-07,8.7e-07,9.1e-07,0.5644609251763482,620286.73096302
1657152000000,2022-07-07 00:00:00,EXM/BTC,9.9e-07,1e-06,9.2e-07,9.3e-07,0.29359226737349786,315690.61007903
1657065600000,2022-07-06 00:00:00,EXM/BTC,9.9e-07,1.05e-06,9.8e-07,9.9e-07,0.7883930119336722,796356.57771078
1656979200000,2022-07-05 00:00:00,EXM/BTC,1.23e-06,1.24e-06,9.4e-07,1e-06,2.6209721676809297,2620972.16768093
1656892800000,2022-07-04 00:00:00,EXM/BTC,1.17e-06,1.23e-06,1.14e-06,1.2e-06,0.72444935079066,603707.79232555
1656806400000,2022-07-03 00:00:00,EXM/BTC,1.17e-06,1.2e-06,1.15e-06,1.17e-06,0.4158684507470337,355443.12029661
1656720000000,2022-07-02 00:00:00,EXM/BTC,1.12e-06,1.17e-06,1.09e-06,1.15e-06,0.6036080452017846,524876.56104503
1656633600000,2022-07-01 00:00:00,EXM/BTC,1.06e-06,1.13e-06,1.04e-06,1.13e-06,0.4366607980221794,386425.48497538
1656547200000,2022-06-30 00:00:00,EXM/BTC,1.05e-06,1.14e-06,1.01e-06,1.06e-06,1.0380017975174318,979246.97879003
1656460800000,2022-06-29 00:00:00,EXM/BTC,8.6e-07,1.17e-06,8.4e-07,1.05e-06,2.9856422162007417,2843468.77733404
1656374400000,2022-06-28 00:00:00,EXM/BTC,9.1e-07,9.1e-07,8.9e-07,8.9e-07,0.0101850687199891,11443.89743819
1656288000000,2022-06-27 00:00:00,EXM/BTC,8.7e-07,9.5e-07,8.6e-07,9.1e-07,0.6685649968545002,734686.80973022
1656201600000,2022-06-26 00:00:00,EXM/BTC,8.1e-07,8.6e-07,8.1e-07,8.5e-07,0.363451897784683,427590.46798198
1656115200000,2022-06-25 00:00:00,EXM/BTC,8.2e-07,8.4e-07,8.1e-07,8.2e-07,0.34901380252994296,425626.58845115
1656028800000,2022-06-24 00:00:00,EXM/BTC,8e-07,8.3e-07,7.9e-07,8.2e-07,0.5689155241435859,693799.4196873
1655942400000,2022-06-23 00:00:00,EXM/BTC,7.9e-07,8.3e-07,7.8e-07,8e-07,0.14864481143817598,185806.01429772
1655856000000,2022-06-22 00:00:00,EXM/BTC,8.1e-07,8.3e-07,7.8e-07,8.1e-07,0.2553267353590287,315218.19180127
1655769600000,2022-06-21 00:00:00,EXM/BTC,7.4e-07,8.1e-07,7.4e-07,8.1e-07,0.5727464125419068,707094.33647149
1655683200000,2022-06-20 00:00:00,EXM/BTC,7.5e-07,7.6e-07,7.3e-07,7.4e-07,0.1482060942302544,200278.50571656
1655596800000,2022-06-19 00:00:00,EXM/BTC,7.4e-07,7.7e-07,7.2e-07,7.4e-07,0.3431392564688364,463701.69793086
1655510400000,2022-06-18 00:00:00,EXM/BTC,7.9e-07,7.9e-07,7.3e-07,7.6e-07,0.5133340767602124,675439.57468449
1655424000000,2022-06-17 00:00:00,EXM/BTC,7.8e-07,7.9e-07,7.5e-07,7.9e-07,0.0926615030868669,117293.04188211
1655337600000,2022-06-16 00:00:00,EXM/BTC,7.2e-07,7.8e-07,7.2e-07,7.7e-07,0.16343781326490311,212256.90034403
1655251200000,2022-06-15 00:00:00,EXM/BTC,7.1e-07,7.7e-07,7.1e-07,7.3e-07,0.43159432225029726,591225.09897301
1655164800000,2022-06-14 00:00:00,EXM/BTC,7.1e-07,7.5e-07,7e-07,7.1e-07,0.3898574205493704,549094.95852024
1655078400000,2022-06-13 00:00:00,EXM/BTC,7.5e-07,7.7e-07,6.6e-07,7.1e-07,0.8685184213557378,1223265.38219118
1654992000000,2022-06-12 00:00:00,EXM/BTC,7.4e-07,7.5e-07,7.2e-07,7.4e-07,0.07379310887036859,99720.41739239
1654905600000,2022-06-11 00:00:00,EXM/BTC,7.6e-07,7.7e-07,7.3e-07,7.4e-07,0.3012025214257636,407030.43435914
1654819200000,2022-06-10 00:00:00,EXM/BTC,7.2e-07,7.6e-07,7e-07,7.6e-07,0.5641556484146221,742310.06370345
1654732800000,2022-06-09 00:00:00,EXM/BTC,7.3e-07,7.3e-07,7.1e-07,7.2e-07,0.064151674209864,89099.5475137
1654646400000,2022-06-08 00:00:00,EXM/BTC,7.1e-07,7.3e-07,7e-07,7.2e-07,0.2306890201227984,320401.41683722
1654560000000,2022-06-07 00:00:00,EXM/BTC,7e-07,7.2e-07,6.8e-07,7.2e-07,0.581946207522048,808258.6215584
1654473600000,2022-06-06 00:00:00,EXM/BTC,6.8e-07,8e-07,6.6e-07,6.9e-07,1.4092392760874017,2042375.76244551
1654387200000,2022-06-05 00:00:00,EXM/BTC,6e-07,6.9e-07,6e-07,6.9e-07,0.7845878168193281,1137083.79249178
1654300800000,2022-06-04 00:00:00,EXM/BTC,5.8e-07,6.1e-07,5.8e-07,6e-07,0.21875871669798,364597.8611633
1654214400000,2022-06-03 00:00:00,EXM/BTC,5.6e-07,5.9e-07,5.6e-07,5.9e-07,0.0585784205567838,99285.45857082
1654128000000,2022-06-02 00:00:00,EXM/BTC,5.6e-07,5.9e-07,5.4e-07,5.7e-07,0.17910264971725354,314215.17494255
1654041600000,2022-06-01 00:00:00,EXM/BTC,5.1e-07,5.6e-07,5.1e-07,5.6e-07,0.140764002732752,251364.2905942
1653955200000,2022-05-31 00:00:00,EXM/BTC,5.2e-07,5.3e-07,5.1e-07,5.2e-07,0.0476623519340176,91658.36910388
1653868800000,2022-05-30 00:00:00,EXM/BTC,5.4e-07,5.4e-07,5.2e-07,5.2e-07,0.151846951283716,292013.3678533
1653782400000,2022-05-29 00:00:00,EXM/BTC,5.3e-07,5.5e-07,5.3e-07,5.4e-07,0.0113434027853598,21006.30145437
1653696000000,2022-05-28 00:00:00,EXM/BTC,5.3e-07,5.5e-07,5.2e-07,5.4e-07,0.19076460734822942,353267.79138561
1653609600000,2022-05-27 00:00:00,EXM/BTC,5.2e-07,5.5e-07,5.1e-07,5.2e-07,0.10198443823504559,196123.91968278
1653523200000,2022-05-26 00:00:00,EXM/BTC,5.6e-07,5.6e-07,5.2e-07,5.2e-07,0.0967496954533304,186057.10664102
1653436800000,2022-05-25 00:00:00,EXM/BTC,5.4e-07,5.6e-07,5.4e-07,5.5e-07,0.0253295745575675,46053.77192285
1653350400000,2022-05-24 00:00:00,EXM/BTC,5.6e-07,5.7e-07,5.5e-07,5.5e-07,0.11584969779757,210635.8141774
1653264000000,2022-05-23 00:00:00,EXM/BTC,5.6e-07,5.7e-07,5.5e-07,5.7e-07,0.07656760928319241,134329.13909332
1653177600000,2022-05-22 00:00:00,EXM/BTC,5.5e-07,5.7e-07,5.5e-07,5.5e-07,0.020824905878997,37863.46523454
1653091200000,2022-05-21 00:00:00,EXM/BTC,5.6e-07,5.7e-07,5.4e-07,5.7e-07,0.0411056765240343,72115.22197199
1653004800000,2022-05-20 00:00:00,EXM/BTC,5.5e-07,5.9e-07,5.4e-07,5.6e-07,0.1684843662317032,300864.93969947
1652918400000,2022-05-19 00:00:00,EXM/BTC,5.8e-07,5.8e-07,5.5e-07,5.5e-07,0.053416718362964,97121.30611448
1652832000000,2022-05-18 00:00:00,EXM/BTC,5.6e-07,5.8e-07,5.6e-07,5.8e-07,0.055237448839315195,95236.98075744
1652745600000,2022-05-17 00:00:00,EXM/BTC,5.6e-07,5.9e-07,5.5e-07,5.6e-07,0.0492920817380936,88021.57453231
1652659200000,2022-05-16 00:00:00,EXM/BTC,5.9e-07,6.2e-07,5.5e-07,5.5e-07,0.2170038974136385,394552.54075207
1652572800000,2022-05-15 00:00:00,EXM/BTC,6.3e-07,6.3e-07,5.9e-07,5.9e-07,0.1107896499005259,187779.06762801
1652486400000,2022-05-14 00:00:00,EXM/BTC,6e-07,6.4e-07,5.8e-07,6.1e-07,0.189008993241791,309850.8085931
1652400000000,2022-05-13 00:00:00,EXM/BTC,5.5e-07,6e-07,5.2e-07,6e-07,0.24327689761117197,405461.49601862
1652313600000,2022-05-12 00:00:00,EXM/BTC,6.3e-07,6.5e-07,4.9e-07,5.5e-07,0.517571524089444,941039.13470808
1652227200000,2022-05-11 00:00:00,EXM/BTC,6.7e-07,6.9e-07,6.2e-07,6.4e-07,0.7118372681402303,1112245.73146911
1652140800000,2022-05-10 00:00:00,EXM/BTC,6.7e-07,6.8e-07,6.6e-07,6.7e-07,0.42684186632981524,637077.41243256
1652054400000,2022-05-09 00:00:00,EXM/BTC,7.1e-07,7.2e-07,6.7e-07,6.7e-07,0.572070608394624,853836.7289472
1651968000000,2022-05-08 00:00:00,EXM/BTC,7.1e-07,7.2e-07,7e-07,7e-07,0.16930152648629498,241859.32355185
1651881600000,2022-05-07 00:00:00,EXM/BTC,7e-07,7.2e-07,6.9e-07,7.2e-07,0.0702782068637232,97608.62064406
1651795200000,2022-05-06 00:00:00,EXM/BTC,7e-07,7.2e-07,7e-07,7e-07,0.193653953913952,276648.50559136
1651708800000,2022-05-05 00:00:00,EXM/BTC,6.7e-07,7.1e-07,6.7e-07,7e-07,0.258971094711063,369958.70673009
1651622400000,2022-05-04 00:00:00,EXM/BTC,6.8e-07,6.9e-07,6.7e-07,6.7e-07,0.07129361715505841,106408.38381352
1651536000000,2022-05-03 00:00:00,EXM/BTC,6.8e-07,6.9e-07,6.8e-07,6.9e-07,0.0495705205820196,71841.33417684
1651449600000,2022-05-02 00:00:00,EXM/BTC,7e-07,7e-07,6.8e-07,6.8e-07,0.1583067953437756,232804.11079967
1651363200000,2022-05-01 00:00:00,EXM/BTC,7.2e-07,7.2e-07,6.8e-07,6.8e-07,0.1910886067461484,281012.65697963
1651276800000,2022-04-30 00:00:00,EXM/BTC,7e-07,7.2e-07,7e-07,7.1e-07,0.0317727291121862,44750.32269322
1651190400000,2022-04-29 00:00:00,EXM/BTC,6.9e-07,7.2e-07,6.9e-07,7e-07,0.12972411049453098,185320.15784933
1651104000000,2022-04-28 00:00:00,EXM/BTC,6.9e-07,7e-07,6.9e-07,6.9e-07,0.10751265905510549,155815.44790595
1651017600000,2022-04-27 00:00:00,EXM/BTC,7.1e-07,7.2e-07,6.9e-07,6.9e-07,0.2415289469795394,350041.95214426
1650931200000,2022-04-26 00:00:00,EXM/BTC,6.8e-07,7.2e-07,6.7e-07,7.1e-07,0.2703098528400999,380718.10259169
1650844800000,2022-04-25 00:00:00,EXM/BTC,6.9e-07,7.1e-07,6.8e-07,6.8e-07,0.152871196734474,224810.58343305
1650672000000,2022-04-23 00:00:00,EXM/BTC,6.5e-07,6.8e-07,6.5e-07,6.7e-07,0.09401681730986391,140323.60792517
1650585600000,2022-04-22 00:00:00,EXM/BTC,6.3e-07,6.7e-07,6.3e-07,6.5e-07,0.2363992471491105,363691.14946017
1650499200000,2022-04-21 00:00:00,EXM/BTC,6.2e-07,6.3e-07,6.2e-07,6.3e-07,2.5185540933e-06,3.99770491
1650412800000,2022-04-20 00:00:00,EXM/BTC,6.2e-07,6.4e-07,6.2e-07,6.3e-07,0.0355110554463588,56366.75467676
1650326400000,2022-04-19 00:00:00,EXM/BTC,6.3e-07,6.4e-07,6.3e-07,6.3e-07,0.0664781043285891,105520.80052157
1650240000000,2022-04-18 00:00:00,EXM/BTC,6.5e-07,6.6e-07,6.3e-07,6.4e-07,0.09916757754122879,154949.33990817
1650153600000,2022-04-17 00:00:00,EXM/BTC,6.5e-07,6.6e-07,6.4e-07,6.5e-07,0.030822576636176,47419.34867104
1650067200000,2022-04-16 00:00:00,EXM/BTC,6.6e-07,6.6e-07,6.5e-07,6.5e-07,0.0247835216884385,38128.49490529
1649980800000,2022-04-15 00:00:00,EXM/BTC,6.4e-07,6.6e-07,6.4e-07,6.6e-07,0.060435526328410205,91568.97928547
1649894400000,2022-04-14 00:00:00,EXM/BTC,6.5e-07,6.6e-07,6.3e-07,6.4e-07,0.0993973883058112,155308.41922783
1649808000000,2022-04-13 00:00:00,EXM/BTC,6.3e-07,6.5e-07,6.3e-07,6.4e-07,0.2662994040140224,416092.81877191
1649721600000,2022-04-12 00:00:00,EXM/BTC,6.4e-07,6.5e-07,6.2e-07,6.3e-07,0.1823830153593021,289496.84977667
1649635200000,2022-04-11 00:00:00,EXM/BTC,6.4e-07,6.5e-07,6.2e-07,6.4e-07,0.3295118015588032,514862.18993563
1649462400000,2022-04-09 00:00:00,EXM/BTC,6.3e-07,6.4e-07,6.3e-07,6.3e-07,0.0342716151153915,54399.38907205
1649376000000,2022-04-08 00:00:00,EXM/BTC,6.4e-07,6.4e-07,6.2e-07,6.4e-07,0.14788876941578238,231076.20221216
1649289600000,2022-04-07 00:00:00,EXM/BTC,6.4e-07,6.4e-07,6.3e-07,6.3e-07,0.0952373011442454,151170.31927658
1649203200000,2022-04-06 00:00:00,EXM/BTC,6.3e-07,6.4e-07,6.2e-07,6.4e-07,0.1033631252975616,161504.88327744
1649116800000,2022-04-05 00:00:00,EXM/BTC,6.3e-07,6.3e-07,6.1e-07,6.2e-07,0.104830562436757,169081.55231735
