https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume ALGO
1660694400000,2022-08-17 00:00:00,ALGO/USDT,0.35272373,0.3637669,0.33762512,0.34022516,267489.22984081664,786212.37136259
1660608000000,2022-08-16 00:00:00,ALGO/USDT,0.35732839,0.36031565,0.35005951,0.35287524,281520.7591687325,797791.194329
1660521600000,2022-08-15 00:00:00,ALGO/USDT,0.36426405,0.37487812,0.35052146,0.35751266,285304.7187046658,798026.8970186
1660435200000,2022-08-14 00:00:00,ALGO/USDT,0.36839074,0.38358073,0.35975555,0.36381483,292146.3736126543,803008.42495248
1660348800000,2022-08-13 00:00:00,ALGO/USDT,0.36528914,0.37336033,0.36401852,0.36807423,286051.6067392084,777157.38681083
1660262400000,2022-08-12 00:00:00,ALGO/USDT,0.36143605,0.3657553,0.35318824,0.36538792,282939.93858846126,774354.93376043
1660176000000,2022-08-11 00:00:00,ALGO/USDT,0.36421349,0.36979501,0.35892372,0.3614694,261412.6887221116,723194.51860133
1660089600000,2022-08-10 00:00:00,ALGO/USDT,0.34831076,0.36491447,0.33634144,0.36431181,238798.394081615,655478.04799854
1660003200000,2022-08-09 00:00:00,ALGO/USDT,0.36320144,0.37601904,0.36223215,0.36733684,13969.247756342127,38028.44211417
1659916800000,2022-08-08 00:00:00,ALGO/USDT,0.35576643,0.371784,0.35359193,0.36319127,284391.92981058976,783036.24922094
1659830400000,2022-08-07 00:00:00,ALGO/USDT,0.34897708,0.36452203,0.34315273,0.35561451,277848.3047407684,781318.80710033
1659744000000,2022-08-06 00:00:00,ALGO/USDT,0.35814343,0.3593546,0.34716459,0.34889024,271348.59288331337,777747.73201828
1659657600000,2022-08-05 00:00:00,ALGO/USDT,0.33647921,0.35970698,0.33429078,0.35841843,285366.0719928221,796181.3570603
1659571200000,2022-08-04 00:00:00,ALGO/USDT,0.32645762,0.34217197,0.32579726,0.33528779,262239.41111582756,782132.30227032
1659484800000,2022-08-03 00:00:00,ALGO/USDT,0.32622237,0.33914986,0.31837754,0.32636372,255758.03384008678,783659.51288975
1659398400000,2022-08-02 00:00:00,ALGO/USDT,0.34257589,0.34789297,0.32047388,0.32659135,262768.2659031727,804578.15524867
1659312000000,2022-08-01 00:00:00,ALGO/USDT,0.33578936,0.34411152,0.33083016,0.3432953,265393.48517552327,773076.37236957
1659225600000,2022-07-31 00:00:00,ALGO/USDT,0.33694291,0.35548781,0.33233048,0.3363036,265961.7497182668,790838.24769722
1659139200000,2022-07-30 00:00:00,ALGO/USDT,0.33629562,0.35478848,0.33,0.33744305,262803.2791299389,778807.79921216
1659052800000,2022-07-29 00:00:00,ALGO/USDT,0.33664578,0.34500237,0.32552959,0.33517608,258306.88968243182,770660.27409364
1658966400000,2022-07-28 00:00:00,ALGO/USDT,0.32880156,0.34202775,0.32032295,0.33633881,264700.57757598785,787005.75046926
1658880000000,2022-07-27 00:00:00,ALGO/USDT,0.3113,0.32894145,0.30538969,0.32858869,258314.21451543737,786132.39705675
1658793600000,2022-07-26 00:00:00,ALGO/USDT,0.31186749,0.31203358,0.30150042,0.31049291,239692.85461811654,771975.29121717
1658707200000,2022-07-25 00:00:00,ALGO/USDT,0.34062042,0.34342891,0.31125241,0.31206274,240751.5782234662,771484.5361656
1658620800000,2022-07-24 00:00:00,ALGO/USDT,0.33489934,0.34800909,0.33460174,0.34007414,281180.518232395,826821.22854856
1658534400000,2022-07-23 00:00:00,ALGO/USDT,0.33769849,0.34418393,0.32642583,0.33479942,267820.4012451448,799942.84710871
1658448000000,2022-07-22 00:00:00,ALGO/USDT,0.34941985,0.3578289,0.33332282,0.33744917,264787.20647111896,784672.86338597
1658361600000,2022-07-21 00:00:00,ALGO/USDT,0.34491873,0.35130173,0.33350417,0.34918546,268327.0210884468,768436.98213679
1658275200000,2022-07-20 00:00:00,ALGO/USDT,0.37279346,0.37702545,0.34187748,0.3448806,266578.48608561495,772958.77496622
1658188800000,2022-07-19 00:00:00,ALGO/USDT,0.36013043,0.378,0.34685977,0.37212176,292026.91235352197,784761.71980247
1658102400000,2022-07-18 00:00:00,ALGO/USDT,0.33659658,0.36737438,0.33659658,0.36107659,280380.48469547153,776512.49751603
1658016000000,2022-07-17 00:00:00,ALGO/USDT,0.34043547,0.34374556,0.33279251,0.33621609,264749.98174374877,787439.95191827
1657929600000,2022-07-16 00:00:00,ALGO/USDT,0.32812773,0.3451609,0.32462438,0.34047905,266092.1241228513,781522.7519075
1657843200000,2022-07-15 00:00:00,ALGO/USDT,0.32927203,0.33234043,0.32075738,0.32726995,253164.51946137886,773564.81846677
1657756800000,2022-07-14 00:00:00,ALGO/USDT,0.31034758,0.33256328,0.30136863,0.32918054,253984.70730832938,771566.59171994
1657670400000,2022-07-13 00:00:00,ALGO/USDT,0.29219821,0.31074883,0.29033754,0.31006993,240722.72609122927,776349.79338767
1657584000000,2022-07-12 00:00:00,ALGO/USDT,0.29710057,0.30475137,0.29227583,0.2924186,222256.695010748,760063.46727174
1657497600000,2022-07-11 00:00:00,ALGO/USDT,0.31041019,0.31041019,0.29708475,0.29765098,236324.6390590969,793965.60044619
1657411200000,2022-07-10 00:00:00,ALGO/USDT,0.32163656,0.32273664,0.30622613,0.3099468,239594.28317697195,773017.44420969
1657324800000,2022-07-09 00:00:00,ALGO/USDT,0.3149303,0.32396114,0.31449601,0.32195609,250624.68467871755,778443.68366729
1657238400000,2022-07-08 00:00:00,ALGO/USDT,0.32274635,0.32800108,0.30992821,0.314,240140.47910848973,764778.59588691
1657152000000,2022-07-07 00:00:00,ALGO/USDT,0.31082761,0.32543386,0.30982858,0.32263823,253324.74228644345,785166.53865366
1657065600000,2022-07-06 00:00:00,ALGO/USDT,0.30770737,0.31282432,0.30279099,0.31084104,231205.94750862452,743807.66294124
1656979200000,2022-07-05 00:00:00,ALGO/USDT,0.32038725,0.32266336,0.3019596,0.30842238,232244.97086010393,753009.46338623
1656892800000,2022-07-04 00:00:00,ALGO/USDT,0.31011575,0.32157522,0.29970879,0.3186737,243806.2771260873,765065.57373918
1656806400000,2022-07-03 00:00:00,ALGO/USDT,0.30776955,0.3164785,0.30118215,0.31044609,237234.74987880644,764173.74069297
1656720000000,2022-07-02 00:00:00,ALGO/USDT,0.30600528,0.31150945,0.29912095,0.30802137,241024.63002060156,782493.20824916
1656633600000,2022-07-01 00:00:00,ALGO/USDT,0.31536667,0.3227918,0.29923248,0.3048165,230108.21446342563,754907.34413467
1656547200000,2022-06-30 00:00:00,ALGO/USDT,0.30158763,0.31663295,0.2844763,0.31629798,245090.82189710243,774873.18097037
1656460800000,2022-06-29 00:00:00,ALGO/USDT,0.31255669,0.31664391,0.29500001,0.30158763,234226.2865965521,776644.20983232
1656374400000,2022-06-28 00:00:00,ALGO/USDT,0.33259086,0.33344603,0.3261621,0.32907763,9064.40077310106,27544.87071364
1656288000000,2022-06-27 00:00:00,ALGO/USDT,0.33180116,0.34625649,0.32544599,0.33010332,255472.44545235415,773916.61935528
1656201600000,2022-06-26 00:00:00,ALGO/USDT,0.3519417,0.35949217,0.33201735,0.33221927,259600.30802219873,781412.55328807
1656115200000,2022-06-25 00:00:00,ALGO/USDT,0.35009853,0.35695789,0.3356889,0.35161611,275918.3045683763,784714.62689345
1656028800000,2022-06-24 00:00:00,ALGO/USDT,0.33593375,0.35873657,0.33512186,0.34771305,265146.0396659336,762542.67611162
1655942400000,2022-06-23 00:00:00,ALGO/USDT,0.31374192,0.33745719,0.31279492,0.33585453,251744.22053522256,749563.27233467
1655856000000,2022-06-22 00:00:00,ALGO/USDT,0.32560482,0.33165051,0.31280028,0.31346835,237878.7587931108,758860.53183076
1655769600000,2022-06-21 00:00:00,ALGO/USDT,0.31888897,0.343,0.31566018,0.32532133,257525.1658736467,791602.46232132
1655683200000,2022-06-20 00:00:00,ALGO/USDT,0.31396678,0.32665518,0.30254592,0.31924866,255963.74947383732,801769.22112637
1655596800000,2022-06-19 00:00:00,ALGO/USDT,0.29619537,0.319,0.28530741,0.31444321,247957.08084962753,788559.18322939
1655510400000,2022-06-18 00:00:00,ALGO/USDT,0.30971191,0.31433506,0.27246269,0.29676776,237765.49633955373,801183.71463111
1655424000000,2022-06-17 00:00:00,ALGO/USDT,0.30142916,0.31746506,0.29917533,0.31010973,247307.89590136823,797485.12212554
1655337600000,2022-06-16 00:00:00,ALGO/USDT,0.34015837,0.34362437,0.29668876,0.30136477,220871.4469409563,732904.00513954
1655251200000,2022-06-15 00:00:00,ALGO/USDT,0.30783349,0.34090507,0.27651251,0.33961779,287337.2448307091,846060.6402
1655164800000,2022-06-14 00:00:00,ALGO/USDT,0.30306128,0.31068764,0.285,0.30918708,241910.4170407039,782407.90993176
1655078400000,2022-06-13 00:00:00,ALGO/USDT,0.32595614,0.3283881,0.289,0.30088106,252736.95227709002,839989.57022117
1654992000000,2022-06-12 00:00:00,ALGO/USDT,0.35017099,0.35127659,0.32395308,0.32521297,252243.8265060364,775626.58865062
1654905600000,2022-06-11 00:00:00,ALGO/USDT,0.36897005,0.37923631,0.33896727,0.3492496,272286.8425606399,779633.94248881
1654819200000,2022-06-10 00:00:00,ALGO/USDT,0.403747,0.40396163,0.36443557,0.36852922,296318.04172672983,804055.75907042
1654732800000,2022-06-09 00:00:00,ALGO/USDT,0.41646732,0.417955,0.40055529,0.40396425,312558.9280049632,773729.18025534
1654646400000,2022-06-08 00:00:00,ALGO/USDT,0.39943622,0.43002284,0.39943622,0.41668725,321124.23845884734,770660.10169221
1654560000000,2022-06-07 00:00:00,ALGO/USDT,0.41264016,0.41313104,0.37741934,0.39958848,310262.10958150355,776454.08992147
1654473600000,2022-06-06 00:00:00,ALGO/USDT,0.39192452,0.42362424,0.39103685,0.41295444,322493.489739242,780942.0568023
1654387200000,2022-06-05 00:00:00,ALGO/USDT,0.38816636,0.40252848,0.37911814,0.3917839,300201.193509647,766241.78152713
1654300800000,2022-06-04 00:00:00,ALGO/USDT,0.38047479,0.38958814,0.36793164,0.3881317,297522.2886179198,766549.82991062
1654214400000,2022-06-03 00:00:00,ALGO/USDT,0.39482204,0.39632873,0.37215602,0.38096757,292703.4773017804,768315.99419809
1654128000000,2022-06-02 00:00:00,ALGO/USDT,0.38363592,0.39666235,0.37719394,0.39464546,315135.3189451835,798527.66821436
1654041600000,2022-06-01 00:00:00,ALGO/USDT,0.41129812,0.42771471,0.37574774,0.38509201,302606.43265418423,785802.93746989
1653955200000,2022-05-31 00:00:00,ALGO/USDT,0.41964316,0.42407787,0.39628561,0.41125268,306704.4191271326,745780.96154202
1653868800000,2022-05-30 00:00:00,ALGO/USDT,0.37806144,0.42323411,0.37638635,0.42017589,332031.58285663027,790220.45471631
1653782400000,2022-05-29 00:00:00,ALGO/USDT,0.36769417,0.37999997,0.35330768,0.37881665,298905.5093202028,789050.61147709
1653696000000,2022-05-28 00:00:00,ALGO/USDT,0.36102668,0.37242655,0.35589608,0.36757955,278997.34126010205,759012.14107287
1653609600000,2022-05-27 00:00:00,ALGO/USDT,0.37940991,0.38366389,0.35605903,0.36024413,276129.8089489184,766507.44857083
1653523200000,2022-05-26 00:00:00,ALGO/USDT,0.40563598,0.41177459,0.36842728,0.37973396,296380.00625634886,780493.81271127
1653436800000,2022-05-25 00:00:00,ALGO/USDT,0.41882207,0.42129887,0.3995848,0.40517066,320525.48677346314,791087.60435285
1653350400000,2022-05-24 00:00:00,ALGO/USDT,0.4163408,0.42209356,0.39241416,0.41883733,278196.485352323,664211.29499685
1653264000000,2022-05-23 00:00:00,ALGO/USDT,0.44276661,0.45180286,0.41160962,0.41641421,334535.64032303164,803372.29683644
1653177600000,2022-05-22 00:00:00,ALGO/USDT,0.43474139,0.44798707,0.42462653,0.44258284,333428.246132418,753369.12324124
1653091200000,2022-05-21 00:00:00,ALGO/USDT,0.43401561,0.44244163,0.42228613,0.43496451,341989.75251251966,786247.48605931
1653004800000,2022-05-20 00:00:00,ALGO/USDT,0.45064471,0.45800198,0.42045904,0.43417518,342224.50818241003,788217.57656071
1652918400000,2022-05-19 00:00:00,ALGO/USDT,0.43612084,0.46395003,0.42153775,0.45,355282.5884136615,789516.86314147
1652832000000,2022-05-18 00:00:00,ALGO/USDT,0.49507458,0.50335207,0.43205446,0.43330054,350817.5228433239,809640.16994607
1652745600000,2022-05-17 00:00:00,ALGO/USDT,0.46048112,0.507,0.45909948,0.49472168,381940.45968730975,772030.9724193
1652659200000,2022-05-16 00:00:00,ALGO/USDT,0.49045678,0.49045678,0.43898982,0.4585952,341166.7597273763,743938.79335714
1652572800000,2022-05-15 00:00:00,ALGO/USDT,0.46422491,0.49361214,0.44456332,0.49083017,384681.2045100273,783735.85818905
1652486400000,2022-05-14 00:00:00,ALGO/USDT,0.44139813,0.47255112,0.41987794,0.4628622,360752.8040494302,779395.69066005
1652400000000,2022-05-13 00:00:00,ALGO/USDT,0.42361847,0.51341034,0.4155966,0.44175029,370859.4753411625,839522.87918399
1652313600000,2022-05-12 00:00:00,ALGO/USDT,0.45324802,0.47991501,0.3588,0.4219311,360018.938407167,853264.75912102
1652227200000,2022-05-11 00:00:00,ALGO/USDT,0.58444521,0.60506982,0.41359409,0.45003569,384880.74881137547,855222.72424966
1652140800000,2022-05-10 00:00:00,ALGO/USDT,0.57485971,0.65989999,0.55462335,0.58432471,476067.58522997575,814731.22235405
1652054400000,2022-05-09 00:00:00,ALGO/USDT,0.73058015,0.75626574,0.57039998,0.57135656,454012.1934108859,794621.47666754
1651968000000,2022-05-08 00:00:00,ALGO/USDT,0.75198736,0.788057,0.70821147,0.72923958,578981.1083101105,793951.84269909
1651881600000,2022-05-07 00:00:00,ALGO/USDT,0.70198168,0.774141,0.67445735,0.74982052,606600.6139168651,808994.41631294
1651795200000,2022-05-06 00:00:00,ALGO/USDT,0.63381312,0.72051318,0.6269988,0.70261604,572958.2508066052,815464.23393153
1651708800000,2022-05-05 00:00:00,ALGO/USDT,0.71628389,0.729308,0.61665403,0.6345166,520538.9059184501,820370.8238972
1651622400000,2022-05-04 00:00:00,ALGO/USDT,0.67104382,0.72102014,0.65090813,0.7159051,583564.4368253943,815142.17013595
1651536000000,2022-05-03 00:00:00,ALGO/USDT,0.61598147,0.73636183,0.611409,0.66922916,526121.1481262541,786159.92782839
1651449600000,2022-05-02 00:00:00,ALGO/USDT,0.60120834,0.64584883,0.58083452,0.61805474,485545.2317794462,785602.31053231
1651363200000,2022-05-01 00:00:00,ALGO/USDT,0.56699829,0.60517449,0.56440022,0.60112939,471159.2874188848,783790.13779194
1651276800000,2022-04-30 00:00:00,ALGO/USDT,0.63828606,0.63969031,0.5368,0.56761,451169.3941370247,794858.07885172
1651190400000,2022-04-29 00:00:00,ALGO/USDT,0.70194389,0.71085328,0.62020001,0.63695222,477842.4345199183,750201.38012851
1651104000000,2022-04-28 00:00:00,ALGO/USDT,0.67082952,0.71297102,0.65753778,0.6990451,552860.2406208571,790879.21597742
1651017600000,2022-04-27 00:00:00,ALGO/USDT,0.65592516,0.67768154,0.64933343,0.6705429,527300.0664845451,786377.82382685
1650931200000,2022-04-26 00:00:00,ALGO/USDT,0.70326935,0.72825045,0.6426,0.65591589,521077.4223488478,794427.19759213
1650844800000,2022-04-25 00:00:00,ALGO/USDT,0.70145689,0.70703059,0.65629525,0.70310207,551207.4921688342,783965.11073966
1650758400000,2022-04-24 00:00:00,ALGO/USDT,0.7072605,0.71268247,0.7072605,0.71268247,25072.851843536704,35180.95771815
1650672000000,2022-04-23 00:00:00,ALGO/USDT,0.71935028,0.72370638,0.706,0.70693073,549021.7883791031,776627.41918024
1650585600000,2022-04-22 00:00:00,ALGO/USDT,0.71769001,0.73206576,0.71230493,0.71921128,563776.3547921928,783881.41352871
1650499200000,2022-04-21 00:00:00,ALGO/USDT,0.74129093,0.75170035,0.74129093,0.7454711,27290.528920564404,36608.43313787
1650412800000,2022-04-20 00:00:00,ALGO/USDT,0.75733332,0.77090758,0.73140001,0.74116388,579000.9075666124,781204.97124956
1650326400000,2022-04-19 00:00:00,ALGO/USDT,0.73633771,0.7627,0.72895745,0.75862432,585317.8170657014,771551.61208871
1650240000000,2022-04-18 00:00:00,ALGO/USDT,0.71872733,0.73924659,0.69067902,0.73616779,575714.257420566,782042.17196268
1650153600000,2022-04-17 00:00:00,ALGO/USDT,0.74376099,0.74712807,0.71405019,0.71717459,557793.1785276255,777764.83760757
1650067200000,2022-04-16 00:00:00,ALGO/USDT,0.73952378,0.7508278,0.72947629,0.74481559,580785.4458951546,779770.79654731
1649980800000,2022-04-15 00:00:00,ALGO/USDT,0.72596964,0.74255635,0.7206,0.74021458,488608.0845915913,660089.78719602
1649894400000,2022-04-14 00:00:00,ALGO/USDT,0.74589943,0.76048503,0.71524875,0.72654083,399146.79977251607,549379.7227783
1649808000000,2022-04-13 00:00:00,ALGO/USDT,0.72575706,0.74728973,0.71404265,0.74487232,401198.7234772531,538614.08553516
1649721600000,2022-04-12 00:00:00,ALGO/USDT,0.69575886,0.74351257,0.68608211,0.72592263,401218.00332322746,552700.77931477
1649635200000,2022-04-11 00:00:00,ALGO/USDT,0.74920081,0.75965333,0.68159417,0.69321115,378492.3081121579,545998.58659538
1649548800000,2022-04-10 00:00:00,ALGO/USDT,0.78868462,0.78868462,0.78168995,0.78172924,16007.444475798471,20476.9678
1649462400000,2022-04-09 00:00:00,ALGO/USDT,0.75862664,0.78913394,0.75862664,0.78836036,420698.3381677562,533637.10241311
1649376000000,2022-04-08 00:00:00,ALGO/USDT,0.79943176,0.80892284,0.75214195,0.75814116,424058.067588937,559339.19692335
1649289600000,2022-04-07 00:00:00,ALGO/USDT,0.76637404,0.80796284,0.75216122,0.79960801,430820.98779258376,538790.23522111
1649203200000,2022-04-06 00:00:00,ALGO/USDT,0.83418921,0.840238,0.76661524,0.7676424,449730.9624133191,585859.98169632
1649116800000,2022-04-05 00:00:00,ALGO/USDT,0.88254824,0.89942646,0.83238216,0.83336152,418854.76658195315,502608.71966101
