https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CWAR,Volume BTC
1663372800,2022-09-17 00:00:00,CWAR/BTC,0.000001349,0.000001513,0.000001243,0.000001354,777858.3936,1.1190183196237
1663286400,2022-09-16 00:00:00,CWAR/BTC,0.00000142,0.000001425,0.000001329,0.000001329,850.2059,0.0011731835574
1663200000,2022-09-15 00:00:00,CWAR/BTC,0.000001358,0.000001429,0.000001351,0.000001403,2029.9118,0.0027777833408
1663113600,2022-09-14 00:00:00,CWAR/BTC,0.000001338,0.000001389,0.000001294,0.000001352,8330.3341,0.0112610856599
1663027200,2022-09-13 00:00:00,CWAR/BTC,0.000001314,0.000001349,0.000001222,0.00000134,13660.463,0.017303950983
1662940800,2022-09-12 00:00:00,CWAR/BTC,0.000001385,0.000001402,0.000001165,0.000001283,21682.1711,0.0279221152676
1662854400,2022-09-11 00:00:00,CWAR/BTC,0.000001417,0.000001437,0.000001344,0.000001344,1267.5383,0.0017753115919
1662768000,2022-09-10 00:00:00,CWAR/BTC,0.000001417,0.000001417,0.000001363,0.000001393,1221.4892,0.001713657166
1662681600,2022-09-09 00:00:00,CWAR/BTC,0.000001545,0.000001573,0.00000132,0.000001348,36972.7919,0.0530359543202
1662595200,2022-09-08 00:00:00,CWAR/BTC,0.000001507,0.000001574,0.000001459,0.000001545,8745.1849,0.0131965127382
1662508800,2022-09-07 00:00:00,CWAR/BTC,0.000001531,0.000001587,0.000001471,0.000001471,7990.1207,0.0123155209533
1662422400,2022-09-06 00:00:00,CWAR/BTC,0.000001472,0.0000015,0.000001447,0.000001498,4236.8011,0.0062368605344
1662336000,2022-09-05 00:00:00,CWAR/BTC,0.0000015,0.000001529,0.000001459,0.000001483,4124.0383,0.0062652916343
1662249600,2022-09-04 00:00:00,CWAR/BTC,0.000001488,0.000001538,0.000001448,0.000001456,126554.4055,0.1887367699183
1662163200,2022-09-03 00:00:00,CWAR/BTC,0.000001483,0.000001488,0.000001437,0.000001488,4611.0784,0.0067891693609
1662076800,2022-09-02 00:00:00,CWAR/BTC,0.000001403,0.000001479,0.000001403,0.000001479,19562.8923,0.0286207563491
1661990400,2022-09-01 00:00:00,CWAR/BTC,0.0000014,0.000001457,0.000001393,0.000001457,6209.4898,0.0089248721904
1661904000,2022-08-31 00:00:00,CWAR/BTC,0.000001461,0.000001465,0.00000139,0.00000139,49351.6204,0.0699989928421
1661817600,2022-08-30 00:00:00,CWAR/BTC,0.000001495,0.0000015,0.000001424,0.000001462,9507.075,0.0137992046849
1661731200,2022-08-29 00:00:00,CWAR/BTC,0.000001458,0.000001543,0.000001408,0.000001462,38223.6899,0.0559619630091
1661644800,2022-08-28 00:00:00,CWAR/BTC,0.000001491,0.000001526,0.000001445,0.000001446,20374.803,0.0297106394163
1661558400,2022-08-27 00:00:00,CWAR/BTC,0.000001482,0.000001529,0.000001462,0.00000148,61470.553,0.0918419204141
1661472000,2022-08-26 00:00:00,CWAR/BTC,0.000001452,0.000001569,0.000001443,0.000001461,4763.1707,0.0071352755094
1661385600,2022-08-25 00:00:00,CWAR/BTC,0.000001502,0.000001503,0.000001418,0.000001433,22996.6454,0.0329374840209
1661299200,2022-08-24 00:00:00,CWAR/BTC,0.000001476,0.000001535,0.00000147,0.000001481,8828.398,0.0130877556313
1661212800,2022-08-23 00:00:00,CWAR/BTC,0.000001501,0.000001528,0.000001451,0.000001526,13336.2486,0.0199962773859
1661126400,2022-08-22 00:00:00,CWAR/BTC,0.000001503,0.000001508,0.000001457,0.000001464,5161.0594,0.0076166636002
1661040000,2022-08-21 00:00:00,CWAR/BTC,0.000001452,0.000001509,0.000001452,0.000001466,1990.6108,0.0029624805299
1660953600,2022-08-20 00:00:00,CWAR/BTC,0.000001462,0.000001495,0.000001423,0.000001469,2675.2403,0.0039186452573
1660867200,2022-08-19 00:00:00,CWAR/BTC,0.000001442,0.000001579,0.000001397,0.00000142,35222.8526,0.0512265223437
1660780800,2022-08-18 00:00:00,CWAR/BTC,0.000001453,0.000001453,0.000001411,0.000001411,22598.6234,0.0323098649742
1660694400,2022-08-17 00:00:00,CWAR/BTC,0.000001465,0.000001498,0.000001423,0.000001449,16646.6278,0.0244915975669
1660608000,2022-08-16 00:00:00,CWAR/BTC,0.000001506,0.000001536,0.000001448,0.000001448,10440.8315,0.0156611679131
1660521600,2022-08-15 00:00:00,CWAR/BTC,0.000001515,0.000001571,0.00000149,0.000001535,7252.8523,0.0112161668071
1660435200,2022-08-14 00:00:00,CWAR/BTC,0.000001595,0.0000016,0.000001502,0.000001523,56039.4776,0.0870501607382
1660348800,2022-08-13 00:00:00,CWAR/BTC,0.000001598,0.000001644,0.000001543,0.000001597,4557.255,0.0071387127409
1660262400,2022-08-12 00:00:00,CWAR/BTC,0.000001608,0.00000194,0.000001533,0.000001622,178702.2398,0.2937198392449
1660176000,2022-08-11 00:00:00,CWAR/BTC,0.000001671,0.000001677,0.000001583,0.000001638,19377.92235156,0.03110749709670536
1660089600,2022-08-10 00:00:00,CWAR/BTC,0.000001659,0.000001715,0.000001583,0.000001677,30170.2817,0.0497843854215
