https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRO,Volume BTC
1663459200,2022-09-18 00:00:00,CRO/BTC,0.000005514,0.000005541,0.000005492,0.00000551,10883.4621,0.0600577049423
1663372800,2022-09-17 00:00:00,CRO/BTC,0.00000536,0.00000563,0.00000536,0.00000552,471575.9734,2.5819294098171
1663286400,2022-09-16 00:00:00,CRO/BTC,0.000005374,0.000005439,0.000005322,0.000005366,220727.8175,1.188583578429
1663200000,2022-09-15 00:00:00,CRO/BTC,0.00000553,0.000005536,0.000005356,0.000005375,198196.2202,1.0762514571423
1663113600,2022-09-14 00:00:00,CRO/BTC,0.000005467,0.000005533,0.000005428,0.00000553,116379.7314,0.6380980075297
1663027200,2022-09-13 00:00:00,CRO/BTC,0.000005433,0.000005529,0.000005305,0.000005467,112182.5129,0.6071839022824
1662940800,2022-09-12 00:00:00,CRO/BTC,0.000005649,0.000005656,0.000005424,0.000005444,104419.4874,0.5829866298362
1662854400,2022-09-11 00:00:00,CRO/BTC,0.000005736,0.000005749,0.000005624,0.000005645,253001.56,1.4306080233721
1662768000,2022-09-10 00:00:00,CRO/BTC,0.000005638,0.00000577,0.000005587,0.000005734,477021.2508,2.734936735769
1662681600,2022-09-09 00:00:00,CRO/BTC,0.000005988,0.000006025,0.000005621,0.000005629,186987.3441,1.0814493164121
1662595200,2022-09-08 00:00:00,CRO/BTC,0.000005886,0.000006036,0.000005825,0.000006009,179198.7352,1.0612314375465
1662508800,2022-09-07 00:00:00,CRO/BTC,0.000005981,0.000005994,0.000005835,0.00000588,168004.5838,0.9885569639035
1662422400,2022-09-06 00:00:00,CRO/BTC,0.000006079,0.000006116,0.000005935,0.000005986,564994.9699,3.3947092673482
1662336000,2022-09-05 00:00:00,CRO/BTC,0.00000601,0.000006079,0.000005988,0.000006071,72054.8393,0.4340265443057
1662249600,2022-09-04 00:00:00,CRO/BTC,0.000006016,0.000006066,0.00000584,0.000006013,277461.7006,1.659167767609
1662163200,2022-09-03 00:00:00,CRO/BTC,0.000006,0.00000605,0.000005957,0.000006024,126868.1423,0.7615388248005
1662076800,2022-09-02 00:00:00,CRO/BTC,0.000006063,0.0000061,0.00000599,0.000005999,259781.6008,1.5638212499795
1661990400,2022-09-01 00:00:00,CRO/BTC,0.000006092,0.000006112,0.000005925,0.000006068,155227.8731,0.9369150035348
