https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT
1663387200,2022-09-17 04:00:00,LINK/USDT,7.8013,7.8818,7.8013,7.8525,13128.60830136,102991.647214084858
1663383600,2022-09-17 03:00:00,LINK/USDT,7.7751,7.8138,7.7657,7.7988,10357.26977404,80708.189420341812
1663380000,2022-09-17 02:00:00,LINK/USDT,7.794,7.8322,7.7612,7.7754,12806.22977852,99632.53260926383
1663376400,2022-09-17 01:00:00,LINK/USDT,7.6684,7.801,7.666,7.7948,13331.48233692,103068.029863794791
1663372800,2022-09-17 00:00:00,LINK/USDT,7.6568,7.7516,7.6507,7.6697,22834.24468168,176114.584917243082
1663369200,2022-09-16 23:00:00,LINK/USDT,7.5966,7.6599,7.5966,7.6557,9252.60520251,70644.761338865971
1663365600,2022-09-16 22:00:00,LINK/USDT,7.6432,7.6882,7.5925,7.5938,9281.39447088,70969.364482605043
1663362000,2022-09-16 21:00:00,LINK/USDT,7.5659,7.6591,7.5463,7.6363,28518.75066952,217027.38532023749
1663358400,2022-09-16 20:00:00,LINK/USDT,7.5784,7.5992,7.5443,7.5706,36006.81015322,272844.099768747897
1663354800,2022-09-16 19:00:00,LINK/USDT,7.6067,7.6432,7.5785,7.5785,12144.22774815,92334.961280082919
1663351200,2022-09-16 18:00:00,LINK/USDT,7.596,7.6435,7.5281,7.609,17662.08260411,134195.012137791456
1663347600,2022-09-16 17:00:00,LINK/USDT,7.6385,7.6707,7.5496,7.6029,43984.05881771,334705.405777474746
1663344000,2022-09-16 16:00:00,LINK/USDT,7.7336,7.7533,7.5732,7.6359,36767.17511566,282152.831689615469
1663340400,2022-09-16 15:00:00,LINK/USDT,7.7234,7.753,7.6883,7.7326,22611.59875448,174482.769627124691
1663336800,2022-09-16 14:00:00,LINK/USDT,7.6494,7.8031,7.6386,7.7241,65900.74474128,509784.572525310929
1663333200,2022-09-16 13:00:00,LINK/USDT,7.6681,7.7013,7.574,7.6497,90348.99807813,690649.58540138375
1663329600,2022-09-16 12:00:00,LINK/USDT,7.7457,7.7777,7.6554,7.6664,18391.94507162,141994.913676237153
1663326000,2022-09-16 11:00:00,LINK/USDT,7.7023,7.7666,7.6593,7.743,35857.20769558,276321.15019289137
1663322400,2022-09-16 10:00:00,LINK/USDT,7.5664,7.7211,7.5545,7.7013,31392.94345367,239854.045023750558
1663318800,2022-09-16 09:00:00,LINK/USDT,7.477,7.6143,7.477,7.5639,22221.14911261,168284.272924934446
1663315200,2022-09-16 08:00:00,LINK/USDT,7.5956,7.628,7.4676,7.4821,21989.66335132,165557.393699735107
1663311600,2022-09-16 07:00:00,LINK/USDT,7.5526,7.6346,7.5488,7.5956,11155.8843607,84717.993486120592
1663308000,2022-09-16 06:00:00,LINK/USDT,7.5141,7.5852,7.4932,7.5479,7931.97548023,59903.369975401529
1663304400,2022-09-16 05:00:00,LINK/USDT,7.4878,7.549,7.4869,7.516,12465.98258933,93630.58986930474
1663300800,2022-09-16 04:00:00,LINK/USDT,7.529,7.5544,7.4834,7.4838,12232.89568801,92140.111021829164
1663297200,2022-09-16 03:00:00,LINK/USDT,7.499,7.5444,7.4672,7.529,17856.47162757,134018.007339097981
1663293600,2022-09-16 02:00:00,LINK/USDT,7.5265,7.5359,7.4165,7.4971,27149.91494471,202744.533794006797
1663290000,2022-09-16 01:00:00,LINK/USDT,7.6247,7.6247,7.4995,7.528,13913.05123206,105142.71938050171
1663286400,2022-09-16 00:00:00,LINK/USDT,7.5639,7.6822,7.4627,7.6171,71234.9652701,539632.720573366472
1663282800,2022-09-15 23:00:00,LINK/USDT,7.4978,7.6092,7.4255,7.565,40610.81245003,305219.203893587269
1663279200,2022-09-15 22:00:00,LINK/USDT,7.5199,7.5456,7.4019,7.4979,65166.01471691,486552.425378865343
1663275600,2022-09-15 21:00:00,LINK/USDT,7.3923,7.5599,7.3714,7.5201,31210.64180469,233309.950852674918
1663272000,2022-09-15 20:00:00,LINK/USDT,7.3259,7.4126,7.3259,7.4006,24526.46994927,180814.730350228417
1663268400,2022-09-15 19:00:00,LINK/USDT,7.306,7.3558,7.2719,7.3197,10114.95352211,74049.031844020279
1663264800,2022-09-15 18:00:00,LINK/USDT,7.3108,7.3872,7.28,7.308,12036.96720797,88172.451596630374
1663261200,2022-09-15 17:00:00,LINK/USDT,7.2583,7.3242,7.2497,7.3116,23579.61418798,172091.111530281595
1663257600,2022-09-15 16:00:00,LINK/USDT,7.1796,7.2665,7.1162,7.2613,35797.21657523,256983.47776993715
1663254000,2022-09-15 15:00:00,LINK/USDT,7.1033,7.1801,7.0174,7.1796,62531.28318871,443718.345398759172
1663250400,2022-09-15 14:00:00,LINK/USDT,7.3071,7.3468,7.0768,7.105,43790.0333802,313560.197245485824
1663246800,2022-09-15 13:00:00,LINK/USDT,7.323,7.3296,7.2385,7.3,6106.79851176,44456.205442822615
1663243200,2022-09-15 12:00:00,LINK/USDT,7.324,7.353,7.2654,7.3222,5362.66208912,39208.659648643503
1663239600,2022-09-15 11:00:00,LINK/USDT,7.2489,7.3279,7.2388,7.3232,13260.14138839,96690.255009023405
1663236000,2022-09-15 10:00:00,LINK/USDT,7.312,7.3419,7.2305,7.2498,9544.99034786,69671.868214541596
1663232400,2022-09-15 09:00:00,LINK/USDT,7.3304,7.3503,7.2991,7.3157,10045.56312598,73603.24945270875
1663228800,2022-09-15 08:00:00,LINK/USDT,7.4032,7.405,7.2855,7.3307,9784.88220091,71705.984243051044
1663225200,2022-09-15 07:00:00,LINK/USDT,7.3645,7.4973,7.3343,7.3997,54269.42794634,402089.183625481009
1663221600,2022-09-15 06:00:00,LINK/USDT,7.2973,7.4169,7.1355,7.3631,48208.0273842,351243.884181422997
1663218000,2022-09-15 05:00:00,LINK/USDT,7.1793,7.3044,7.1598,7.296,15479.68022511,112286.265177725652
1663214400,2022-09-15 04:00:00,LINK/USDT,7.1998,7.22,7.1211,7.1798,29329.11143106,210281.43747151133
1663210800,2022-09-15 03:00:00,LINK/USDT,7.2427,7.2474,7.1158,7.1978,33261.42149647,238507.102199898528
1663207200,2022-09-15 02:00:00,LINK/USDT,7.3744,7.3744,7.1835,7.2374,55044.35848563,399324.719229545542
1663203600,2022-09-15 01:00:00,LINK/USDT,7.3938,7.3938,7.2799,7.376,89128.70005539,653453.386568117945
1663200000,2022-09-15 00:00:00,LINK/USDT,7.455,7.4735,7.3208,7.3996,58634.93939511,433116.392692011693
1663196400,2022-09-14 23:00:00,LINK/USDT,7.4981,7.4981,7.4312,7.4575,51029.773737,380981.221476303377
1663192800,2022-09-14 22:00:00,LINK/USDT,7.4632,7.5429,7.4374,7.4983,26130.44366551,195803.786477439215
1663189200,2022-09-14 21:00:00,LINK/USDT,7.4067,7.4702,7.3516,7.4638,20928.95799083,155128.492834889001
1663185600,2022-09-14 20:00:00,LINK/USDT,7.4109,7.4242,7.3662,7.4132,26031.85747076,192172.554662369348
1663182000,2022-09-14 19:00:00,LINK/USDT,7.3343,7.4144,7.3077,7.4109,17334.72100401,127638.167597616859
1663178400,2022-09-14 18:00:00,LINK/USDT,7.3863,7.4046,7.2517,7.3391,52894.34866279,388068.669757103637
1663174800,2022-09-14 17:00:00,LINK/USDT,7.3473,7.5223,7.3349,7.387,79100.06635519,588971.19447144265
1663171200,2022-09-14 16:00:00,LINK/USDT,7.4342,7.4635,7.334,7.3486,37288.39732457,275095.216092602986
1663167600,2022-09-14 15:00:00,LINK/USDT,7.3938,7.457,7.3698,7.4333,24973.55583514,185197.26472692968
1663164000,2022-09-14 14:00:00,LINK/USDT,7.3759,7.4141,7.3041,7.3962,23241.73983065,171335.281006672129
1663160400,2022-09-14 13:00:00,LINK/USDT,7.3588,7.4275,7.292,7.3901,19738.46574897,145335.954497576949
1663156800,2022-09-14 12:00:00,LINK/USDT,7.2766,7.427,7.2003,7.3651,36285.11085311,266904.897124570719
1663153200,2022-09-14 11:00:00,LINK/USDT,7.2901,7.3121,7.2074,7.2763,11516.5348717,83805.148004115543
1663149600,2022-09-14 10:00:00,LINK/USDT,7.2588,7.3005,7.2511,7.2891,4843.1157984,35218.485018938705
1663146000,2022-09-14 09:00:00,LINK/USDT,7.2755,7.3203,7.2433,7.2492,9940.11601483,72316.388882333632
1663142400,2022-09-14 08:00:00,LINK/USDT,7.1945,7.3047,7.1394,7.2771,14264.37284556,103208.416807842199
1663138800,2022-09-14 07:00:00,LINK/USDT,7.1942,7.2257,7.0957,7.1946,11336.347951,81124.867096314945
1663135200,2022-09-14 06:00:00,LINK/USDT,7.2336,7.2464,7.1712,7.1796,9466.79211529,68235.841820917935
1663131600,2022-09-14 05:00:00,LINK/USDT,7.2727,7.2846,7.22,7.2333,11178.45371458,81037.015253377055
1663128000,2022-09-14 04:00:00,LINK/USDT,7.2531,7.2846,7.2362,7.2708,16104.08433474,117037.509191077171
1663124400,2022-09-14 03:00:00,LINK/USDT,7.2146,7.2772,7.176,7.2511,35108.65022802,254059.605647881491
1663120800,2022-09-14 02:00:00,LINK/USDT,7.1318,7.219,7.1234,7.2151,18666.70089966,133660.963256824177
1663117200,2022-09-14 01:00:00,LINK/USDT,7.0885,7.1435,7.0823,7.1336,14667.1029594,104254.669668285653
1663113600,2022-09-14 00:00:00,LINK/USDT,7.0246,7.098,6.9827,7.0923,43481.96581573,306781.754623360784
1663110000,2022-09-13 23:00:00,LINK/USDT,7.086,7.09,7.0216,7.0296,24760.09139965,174711.974683781701
1663106400,2022-09-13 22:00:00,LINK/USDT,7.1735,7.1735,7.076,7.0863,20067.55154048,142579.055423124333
1663102800,2022-09-13 21:00:00,LINK/USDT,7.1785,7.201,7.08,7.177,40382.60197623,287817.349984833816
1663099200,2022-09-13 20:00:00,LINK/USDT,7.2138,7.2542,7.1755,7.1809,19311.85861131,139341.304745070547
1663095600,2022-09-13 19:00:00,LINK/USDT,7.1051,7.2278,7.0459,7.2122,44501.25915151,318464.710146010198
1663092000,2022-09-13 18:00:00,LINK/USDT,7.2468,7.2524,7.1053,7.1053,51622.07012832,370832.549808602805
1663088400,2022-09-13 17:00:00,LINK/USDT,7.2437,7.3006,7.232,7.2508,33173.23313391,240769.848818667221
1663084800,2022-09-13 16:00:00,LINK/USDT,7.1921,7.2454,7.1415,7.2434,29892.56008613,215266.324824572707
1663081200,2022-09-13 15:00:00,LINK/USDT,7.2147,7.2447,7.1676,7.1898,30311.47900289,218746.897579059033
1663077600,2022-09-13 14:00:00,LINK/USDT,7.2639,7.3243,7.1675,7.2161,56184.11572295,407818.246367126641
1663074000,2022-09-13 13:00:00,LINK/USDT,7.3725,7.4119,7.2516,7.2676,121405.40799676,891185.850224999438
1663070400,2022-09-13 12:00:00,LINK/USDT,7.8939,7.9578,7.287,7.3788,213192.1496459,1617638.575472415251
1663066800,2022-09-13 11:00:00,LINK/USDT,7.7941,7.9133,7.7867,7.8949,29406.93483898,231598.019701576524
1663063200,2022-09-13 10:00:00,LINK/USDT,7.7333,7.8114,7.7039,7.7914,28288.37076773,219297.357248380741
1663059600,2022-09-13 09:00:00,LINK/USDT,7.7505,7.8018,7.7194,7.727,15263.59537142,118305.949561534883
1663056000,2022-09-13 08:00:00,LINK/USDT,7.8008,7.8069,7.7425,7.7492,17523.11686242,136299.948485336253
1663052400,2022-09-13 07:00:00,LINK/USDT,7.7155,7.8301,7.7134,7.7991,24894.05818957,193654.156218989198
1663048800,2022-09-13 06:00:00,LINK/USDT,7.7189,7.8059,7.6905,7.7125,27778.34992477,215064.463100341755
1663045200,2022-09-13 05:00:00,LINK/USDT,7.6941,7.7361,7.6874,7.7194,8354.62209055,64459.541250492818
1663041600,2022-09-13 04:00:00,LINK/USDT,7.7018,7.7231,7.6705,7.6912,17545.52434461,135102.212469528327
1663038000,2022-09-13 03:00:00,LINK/USDT,7.6669,7.7121,7.6257,7.7018,22909.6773859,175713.201693444297
1663034400,2022-09-13 02:00:00,LINK/USDT,7.6327,7.6759,7.5532,7.6664,52607.07799435,400233.471886441628
1663030800,2022-09-13 01:00:00,LINK/USDT,7.6155,7.6512,7.5786,7.636,12641.6612871,96253.877189412402
1663027200,2022-09-13 00:00:00,LINK/USDT,7.7616,7.7684,7.5692,7.6147,39045.19413976,298003.914141895924
1663023600,2022-09-12 23:00:00,LINK/USDT,7.7274,7.7614,7.708,7.756,10168.71596531,78660.60697226144
1663020000,2022-09-12 22:00:00,LINK/USDT,7.7364,7.7711,7.7156,7.7334,13074.00848733,101282.438079681235
1663016400,2022-09-12 21:00:00,LINK/USDT,7.8378,7.8396,7.7332,7.7364,25819.75219368,200910.15081562033
1663012800,2022-09-12 20:00:00,LINK/USDT,7.808,7.8427,7.775,7.8414,9524.88888835,74485.380688720269
1663009200,2022-09-12 19:00:00,LINK/USDT,7.7823,7.8136,7.7614,7.8061,4342.6767413,33857.528591422951
1663005600,2022-09-12 18:00:00,LINK/USDT,7.8034,7.8045,7.7527,7.7791,14427.55444595,112168.806468739429
1663002000,2022-09-12 17:00:00,LINK/USDT,7.7544,7.8065,7.727,7.8058,34313.82893279,266366.9303310294
1662998400,2022-09-12 16:00:00,LINK/USDT,7.7208,7.7891,7.6098,7.7539,55410.10564387,426198.892071919603
1662994800,2022-09-12 15:00:00,LINK/USDT,7.8558,7.8653,7.6748,7.7223,61266.90171632,475633.521419044795
1662991200,2022-09-12 14:00:00,LINK/USDT,7.9848,8.0121,7.8347,7.8503,71425.68564589,563107.242212398925
1662987600,2022-09-12 13:00:00,LINK/USDT,8.0006,8.0314,7.9291,7.9824,50036.3117274,400042.587729831573
1662984000,2022-09-12 12:00:00,LINK/USDT,8.0807,8.0903,7.9876,8.0013,15732.93970044,126379.694417573841
1662980400,2022-09-12 11:00:00,LINK/USDT,8.1048,8.1285,8.06,8.0793,16781.03437874,135773.295656479946
1662976800,2022-09-12 10:00:00,LINK/USDT,8.1146,8.1437,8.0173,8.1009,38214.2196834,308656.997707527683
1662973200,2022-09-12 09:00:00,LINK/USDT,8.0686,8.1187,8.0518,8.1166,23224.02528938,187859.36157570266
1662969600,2022-09-12 08:00:00,LINK/USDT,8.0447,8.09,7.9794,8.0632,12258.77697219,98661.96578413282
1662966000,2022-09-12 07:00:00,LINK/USDT,7.9648,8.0444,7.9562,8.0412,18239.06874628,145976.775354736762
1662962400,2022-09-12 06:00:00,LINK/USDT,7.9317,7.9886,7.8885,7.9618,49612.02896608,394068.194505681458
1662958800,2022-09-12 05:00:00,LINK/USDT,7.9569,7.9569,7.8932,7.9243,11353.77165242,89960.35114649952
1662955200,2022-09-12 04:00:00,LINK/USDT,7.9215,7.9742,7.8985,7.9562,10801.67677132,85660.407556374527
1662951600,2022-09-12 03:00:00,LINK/USDT,7.9988,8.048,7.8538,7.9184,30147.30090194,239234.751838528537
1662948000,2022-09-12 02:00:00,LINK/USDT,8.2059,8.2252,7.9767,7.9988,65735.03691218,531368.57176587408
1662944400,2022-09-12 01:00:00,LINK/USDT,7.9998,8.3035,7.9318,8.2044,106399.44228956,864686.566622556859
1662940800,2022-09-12 00:00:00,LINK/USDT,8.0299,8.188,7.9947,8.0027,107994.94706573,873066.453577037669
1662937200,2022-09-11 23:00:00,LINK/USDT,7.9382,8.0358,7.8939,8.0304,14999.31812539,119659.893704808273
1662933600,2022-09-11 22:00:00,LINK/USDT,7.8505,8.0377,7.8427,7.9441,36555.12637187,289737.138628251161
1662930000,2022-09-11 21:00:00,LINK/USDT,7.9453,7.9649,7.7774,7.8509,19629.37698594,154921.720394851268
1662926400,2022-09-11 20:00:00,LINK/USDT,7.9644,8.0732,7.9048,7.9458,33355.16333591,265869.796253867842
1662922800,2022-09-11 19:00:00,LINK/USDT,7.9451,7.9793,7.9235,7.9741,8897.7725193,70761.798613665191
1662919200,2022-09-11 18:00:00,LINK/USDT,7.9247,7.968,7.8865,7.9293,34398.1803983,272902.713993248467
1662915600,2022-09-11 17:00:00,LINK/USDT,7.9499,7.998,7.9228,7.9251,11004.29282844,87568.334091383394
1662912000,2022-09-11 16:00:00,LINK/USDT,7.8607,7.9566,7.8462,7.9435,14088.27719876,111481.898682000489
1662908400,2022-09-11 15:00:00,LINK/USDT,7.8684,7.896,7.8567,7.8607,16264.51480978,128187.553360141437
1662904800,2022-09-11 14:00:00,LINK/USDT,7.9226,7.9355,7.8394,7.8685,22333.13991909,176132.515951889631
1662901200,2022-09-11 13:00:00,LINK/USDT,7.9843,7.9859,7.9068,7.9144,8878.62647045,70499.831463034472
1662897600,2022-09-11 12:00:00,LINK/USDT,7.9914,8.02,7.9232,7.9832,12098.0995144,96439.632800963008
1662894000,2022-09-11 11:00:00,LINK/USDT,7.9676,8.025,7.9631,7.9909,6027.55383608,48229.339903576462
1662890400,2022-09-11 10:00:00,LINK/USDT,7.9989,8.0253,7.9574,7.9633,8777.46778826,70062.448448390115
1662886800,2022-09-11 09:00:00,LINK/USDT,8.08,8.0822,7.9786,7.9969,12615.47113789,101101.471556892319
1662883200,2022-09-11 08:00:00,LINK/USDT,7.9354,8.1775,7.927,8.0802,53821.07579449,433442.54042459627
1662879600,2022-09-11 07:00:00,LINK/USDT,7.9066,7.9847,7.8981,7.9348,14635.5496532,116184.604594834287
1662876000,2022-09-11 06:00:00,LINK/USDT,7.8763,7.9509,7.7335,7.9111,40446.22779474,317244.689117920769
1662872400,2022-09-11 05:00:00,LINK/USDT,7.8768,7.9161,7.8651,7.8761,8027.09053458,63394.623735496495
1662868800,2022-09-11 04:00:00,LINK/USDT,7.8821,7.9351,7.8663,7.8781,15923.22316878,125729.597952425537
1662865200,2022-09-11 03:00:00,LINK/USDT,7.8726,7.8976,7.86,7.8799,4286.61552044,33776.263033870391
1662861600,2022-09-11 02:00:00,LINK/USDT,7.8972,7.9225,7.8599,7.8751,10160.52344449,80054.327272900213
1662858000,2022-09-11 01:00:00,LINK/USDT,7.9317,7.973,7.8817,7.8968,8133.04910276,64460.305369328116
1662854400,2022-09-11 00:00:00,LINK/USDT,7.9046,7.9768,7.8945,7.9247,7392.74925797,58630.832030996121
1662850800,2022-09-10 23:00:00,LINK/USDT,7.9541,7.9876,7.8891,7.9037,23399.05562634,185737.12136928052
1662847200,2022-09-10 22:00:00,LINK/USDT,7.8814,7.9968,7.8803,7.9512,29213.95118743,232262.993215598681
1662843600,2022-09-10 21:00:00,LINK/USDT,7.8965,7.9494,7.8205,7.8782,17344.71312729,136674.479263069183
1662840000,2022-09-10 20:00:00,LINK/USDT,7.9389,7.9514,7.8953,7.899,10863.05370762,86045.976804214603
1662836400,2022-09-10 19:00:00,LINK/USDT,7.9781,7.9952,7.9165,7.9338,21777.67924503,173174.323495144405
1662832800,2022-09-10 18:00:00,LINK/USDT,7.9058,8.0299,7.8924,7.9767,21642.10167491,172480.679063452556
1662829200,2022-09-10 17:00:00,LINK/USDT,7.8788,7.9288,7.8668,7.9074,32805.84587993,259215.101731694789
1662825600,2022-09-10 16:00:00,LINK/USDT,7.738,8.01,7.7299,7.8796,86953.31663819,686852.562570818204
1662822000,2022-09-10 15:00:00,LINK/USDT,7.7213,7.7868,7.7132,7.7355,12954.90852771,100271.749062851307
1662818400,2022-09-10 14:00:00,LINK/USDT,7.7018,7.758,7.6907,7.7227,8284.19502357,63965.5778412339
1662814800,2022-09-10 13:00:00,LINK/USDT,7.7823,7.7908,7.6781,7.6984,10415.08027203,80627.269777887679
1662811200,2022-09-10 12:00:00,LINK/USDT,7.7767,7.8202,7.6933,7.7825,15301.90653483,118867.249002572511
1662807600,2022-09-10 11:00:00,LINK/USDT,7.732,7.7932,7.7215,7.7766,6605.14966838,51274.807738248668
1662804000,2022-09-10 10:00:00,LINK/USDT,7.7344,7.7487,7.6858,7.7358,6015.22743397,46422.201613691035
1662800400,2022-09-10 09:00:00,LINK/USDT,7.7558,7.7926,7.7197,7.7322,7080.49243386,54936.683616512723
1662796800,2022-09-10 08:00:00,LINK/USDT,7.648,7.7968,7.648,7.7553,19417.49148827,150034.528291544782
1662793200,2022-09-10 07:00:00,LINK/USDT,7.8062,7.8116,7.6177,7.6456,13706.96099911,105253.705928593412
1662789600,2022-09-10 06:00:00,LINK/USDT,7.7265,7.828,7.7233,7.8089,9762.95645329,76044.305759113196
1662786000,2022-09-10 05:00:00,LINK/USDT,7.715,7.7647,7.6884,7.7251,12076.90452255,93273.303936195948
1662782400,2022-09-10 04:00:00,LINK/USDT,7.7594,7.828,7.6827,7.7116,14513.45272892,112591.055830609438
1662778800,2022-09-10 03:00:00,LINK/USDT,7.8311,7.8311,7.7497,7.7601,32328.47284298,252285.961133410062
1662775200,2022-09-10 02:00:00,LINK/USDT,7.7804,7.8379,7.7665,7.8287,10928.15723051,85170.023500961516
1662771600,2022-09-10 01:00:00,LINK/USDT,7.7463,7.8027,7.744,7.7801,13464.09838777,104744.084710035096
1662768000,2022-09-10 00:00:00,LINK/USDT,7.7435,7.7675,7.662,7.746,34766.71738417,268162.916069776714
1662764400,2022-09-09 23:00:00,LINK/USDT,7.7236,7.8182,7.6303,7.7399,21729.18485638,167966.298936130809
1662760800,2022-09-09 22:00:00,LINK/USDT,7.7063,7.7696,7.6956,7.7245,38476.51943741,297616.32860274118
1662757200,2022-09-09 21:00:00,LINK/USDT,7.7017,7.7346,7.683,7.7029,13309.3924907,102626.160576122837
1662753600,2022-09-09 20:00:00,LINK/USDT,7.7195,7.7195,7.6752,7.7017,17997.63256258,138538.396704767647
1662750000,2022-09-09 19:00:00,LINK/USDT,7.6863,7.737,7.6568,7.7335,16450.91455322,126567.344508423682
1662746400,2022-09-09 18:00:00,LINK/USDT,7.6955,7.7129,7.6727,7.689,19122.66884288,147061.128224681361
1662742800,2022-09-09 17:00:00,LINK/USDT,7.8273,7.8297,7.6822,7.6965,41394.35659335,320488.089243442318
1662739200,2022-09-09 16:00:00,LINK/USDT,7.8284,7.839,7.7556,7.8316,39548.74169845,308375.529760035403
1662735600,2022-09-09 15:00:00,LINK/USDT,7.8887,7.9155,7.8245,7.8273,71797.04916336,565282.010232275312
1662732000,2022-09-09 14:00:00,LINK/USDT,7.9393,7.9558,7.8329,7.8961,21477.57144357,169173.798074856197
1662728400,2022-09-09 13:00:00,LINK/USDT,8.0131,8.02,7.8709,7.9387,77274.81406718,614506.718168300456
1662724800,2022-09-09 12:00:00,LINK/USDT,7.9575,8.1059,7.9468,8.012,85592.34547961,687593.674390378129
1662721200,2022-09-09 11:00:00,LINK/USDT,7.9639,8.0424,7.9275,7.959,93735.80722436,748428.802051438582
1662717600,2022-09-09 10:00:00,LINK/USDT,7.9783,8.015,7.9314,7.9675,69094.91195011,550539.202186718431
1662714000,2022-09-09 09:00:00,LINK/USDT,7.9826,8.0219,7.8986,7.9776,28874.39940013,229838.367633033604
1662710400,2022-09-09 08:00:00,LINK/USDT,7.8584,7.9954,7.8584,7.9731,42415.12646397,336661.303714774387
1662706800,2022-09-09 07:00:00,LINK/USDT,7.841,7.878,7.816,7.8582,18709.93358845,146796.113691335271
1662703200,2022-09-09 06:00:00,LINK/USDT,7.8569,7.8969,7.8326,7.8398,76160.8110151,598617.249470593752
1662699600,2022-09-09 05:00:00,LINK/USDT,7.8574,7.8911,7.8076,7.8587,50077.9582804,393354.982827168279
1662696000,2022-09-09 04:00:00,LINK/USDT,7.7619,7.9013,7.7154,7.8545,57895.79101583,453098.798225685467
1662692400,2022-09-09 03:00:00,LINK/USDT,7.6122,7.7623,7.5896,7.7561,50777.66066254,389929.386700584905
1662688800,2022-09-09 02:00:00,LINK/USDT,7.575,7.652,7.575,7.6102,11980.92976378,91264.594338792362
1662685200,2022-09-09 01:00:00,LINK/USDT,7.608,7.6633,7.5712,7.5799,22014.07039242,167461.040328166168
1662681600,2022-09-09 00:00:00,LINK/USDT,7.4051,7.7067,7.3919,7.6049,143201.28547076,1081518.228204075494
1662678000,2022-09-08 23:00:00,LINK/USDT,7.4198,7.4335,7.3748,7.3993,11089.93693014,82114.781546936411
1662674400,2022-09-08 22:00:00,LINK/USDT,7.4342,7.4409,7.3963,7.4209,12954.06060747,96103.851568814813
1662670800,2022-09-08 21:00:00,LINK/USDT,7.4662,7.48,7.4307,7.4308,26238.32181709,195382.105294433348
1662667200,2022-09-08 20:00:00,LINK/USDT,7.4953,7.5061,7.4343,7.4669,34934.35124287,261371.56166850022
1662663600,2022-09-08 19:00:00,LINK/USDT,7.3929,7.5,7.3748,7.4987,77538.64879151,576910.094449945718
1662660000,2022-09-08 18:00:00,LINK/USDT,7.3528,7.406,7.3439,7.3965,56032.63152008,412929.756326006751
1662656400,2022-09-08 17:00:00,LINK/USDT,7.3641,7.4088,7.3121,7.3507,44798.2984375,329685.557356889028
1662652800,2022-09-08 16:00:00,LINK/USDT,7.365,7.4196,7.2838,7.3687,171002.56186119,1258799.206086533481
1662649200,2022-09-08 15:00:00,LINK/USDT,7.3986,7.4436,7.3541,7.3559,44264.7174885,327411.018972886078
1662645600,2022-09-08 14:00:00,LINK/USDT,7.265,7.3983,7.2122,7.3983,37677.89879424,275649.216278584214
1662642000,2022-09-08 13:00:00,LINK/USDT,7.2293,7.3346,7.1512,7.2644,58531.81880111,423968.192790114063
