https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume EXM
1663549200000,2022-09-19 01:00:00,EXM/USDT,0.01629113,0.01629113,0.01617137,0.01617137,90.52262872610325,5597.70932989
1663545600000,2022-09-19 00:00:00,EXM/USDT,0.01650798,0.01652816,0.01650798,0.01652816,2.2101504468742332,133.72029596
1663538400000,2022-09-18 22:00:00,EXM/USDT,0.01622,0.01622,0.01622,0.01622,31.628999999999998,1950.0
1663534800000,2022-09-18 21:00:00,EXM/USDT,0.01654628,0.0165601,0.0163567,0.0163567,571.6409396942046,34948.4272313
1663531200000,2022-09-18 20:00:00,EXM/USDT,0.01655316,0.01658444,0.01653382,0.01653382,120.6006248235491,7294.1779228
1663527600000,2022-09-18 19:00:00,EXM/USDT,0.0165384,0.01658444,0.01652794,0.01655316,155.20421779314066,9376.10811429
1663524000000,2022-09-18 18:00:00,EXM/USDT,0.01658444,0.01675931,0.01651068,0.01658444,548.6986667967467,33085.14889841
1663520400000,2022-09-18 17:00:00,EXM/USDT,0.01664605,0.01672094,0.016534,0.01655597,157.11298748219025,9489.80866009
1663516800000,2022-09-18 16:00:00,EXM/USDT,0.01665581,0.01665581,0.01654563,0.01660039,116.44183014695312,7014.40328492
1663509600000,2022-09-18 14:00:00,EXM/USDT,0.01677099,0.01693554,0.0166237,0.0166237,241.31863789223084,14516.5419186
1663506000000,2022-09-18 13:00:00,EXM/USDT,0.01678432,0.01678432,0.01678432,0.01678432,4.196079999999999,250.0
1663502400000,2022-09-18 12:00:00,EXM/USDT,0.01673478,0.01691874,0.01673478,0.01691874,75.01086326971713,4433.59631212
1663498800000,2022-09-18 11:00:00,EXM/USDT,0.01681843,0.0169,0.01681843,0.0169,22.391867897074,1324.96259746
1663495200000,2022-09-18 10:00:00,EXM/USDT,0.01650181,0.01673478,0.01650181,0.01673478,49.120125569405324,2935.21191013
1663491600000,2022-09-18 09:00:00,EXM/USDT,0.01675023,0.01687565,0.01654921,0.01677656,1338.1237010569196,79761.50659354
1663488000000,2022-09-18 08:00:00,EXM/USDT,0.01679574,0.01689529,0.01677186,0.01677186,131.63272613633077,7848.42743359
1663480800000,2022-09-18 06:00:00,EXM/USDT,0.01692886,0.01704119,0.01675,0.01682229,351.6618235858654,20904.51559127
1663477200000,2022-09-18 05:00:00,EXM/USDT,0.01687198,0.01739235,0.01687053,0.01739235,291.63034088301725,16767.73644062
1663473600000,2022-09-18 04:00:00,EXM/USDT,0.01693148,0.01693148,0.01679019,0.01679019,95.77671215849222,5704.32569009
1663459200000,2022-09-18 00:00:00,EXM/USDT,0.01686503,0.01686503,0.01674413,0.01674413,3.348826,200.0
1663455600000,2022-09-17 23:00:00,EXM/USDT,0.01700025,0.01739217,0.01686777,0.01686777,2562.480599214268,151915.78965176
1663434000000,2022-09-17 17:00:00,EXM/USDT,0.01728143,0.01728442,0.0172149,0.0172149,64.66786175274946,3756.50522238
1663430400000,2022-09-17 16:00:00,EXM/USDT,0.01700009,0.01738998,0.01700009,0.01728709,84.8620962402689,4908.98677801
1663426800000,2022-09-17 15:00:00,EXM/USDT,0.01731676,0.01739376,0.01696531,0.0170034,429.0286767970239,25231.93460114
1663416000000,2022-09-17 12:00:00,EXM/USDT,0.017,0.01731662,0.017,0.01731662,84.75710658911731,4894.55255062
1663412400000,2022-09-17 11:00:00,EXM/USDT,0.01678176,0.01678176,0.01678166,0.01678166,258.5996827325457,15409.66047057
1663408800000,2022-09-17 10:00:00,EXM/USDT,0.01704504,0.01733454,0.01674604,0.01728674,545.0598642387449,31530.51785581
1663405200000,2022-09-17 09:00:00,EXM/USDT,0.01692612,0.01717931,0.01685326,0.01696799,368.2221070254275,21700.98562207
1663401600000,2022-09-17 08:00:00,EXM/USDT,0.017,0.01709212,0.01688023,0.0170848,136.33313715522044,7979.79122701
1663394400000,2022-09-17 06:00:00,EXM/USDT,0.01680344,0.01680344,0.01679729,0.01679729,19.002889574382298,1131.30687
1663383600000,2022-09-17 03:00:00,EXM/USDT,0.01697411,0.01697411,0.01697411,0.01697411,2.3946810732544193,141.07844672
1663380000000,2022-09-17 02:00:00,EXM/USDT,0.01695822,0.01695822,0.01695822,0.01695822,1.999999999932724,117.93690611
1663372800000,2022-09-17 00:00:00,EXM/USDT,0.01665434,0.01693904,0.01665434,0.01693904,3.711591004135491,219.11460178
1663369200000,2022-09-16 23:00:00,EXM/USDT,0.01671123,0.01676384,0.01664369,0.01676384,8.952084778138873,534.01158554
1663365600000,2022-09-16 22:00:00,EXM/USDT,0.016751,0.01687703,0.01659491,0.01661513,326.1545819414571,19629.97472433
1663362000000,2022-09-16 21:00:00,EXM/USDT,0.01674789,0.01674789,0.01672187,0.01672187,2.615058120613589,156.38550716
1663358400000,2022-09-16 20:00:00,EXM/USDT,0.0167,0.0167,0.0167,0.0167,0.835,50.0
1663354800000,2022-09-16 19:00:00,EXM/USDT,0.01655039,0.0167407,0.01655039,0.0167015,79.41263747395084,4754.82067323
1663351200000,2022-09-16 18:00:00,EXM/USDT,0.01654101,0.0165531,0.0165,0.01652315,190.13537775347095,11507.21126138
1663347600000,2022-09-16 17:00:00,EXM/USDT,0.01662105,0.01662105,0.01654033,0.01654033,372.7627016261232,22536.59398731
1663344000000,2022-09-16 16:00:00,EXM/USDT,0.01695431,0.01695431,0.01663414,0.01676452,803.2464352906628,47913.47651413
1663340400000,2022-09-16 15:00:00,EXM/USDT,0.01696056,0.01696056,0.01674993,0.01680904,3.574533137086599,212.65540073
1663336800000,2022-09-16 14:00:00,EXM/USDT,0.01678955,0.01678955,0.01673162,0.01678314,293.8021541010234,17505.79177085
1663333200000,2022-09-16 13:00:00,EXM/USDT,0.01692937,0.01709108,0.01672204,0.01676183,567.4243109410468,33852.16953883
1663329600000,2022-09-16 12:00:00,EXM/USDT,0.01687523,0.01703809,0.01681891,0.01693064,51.414162177031386,3036.75243092
1663326000000,2022-09-16 11:00:00,EXM/USDT,0.01702989,0.01702989,0.01702989,0.01702989,2.4106760698755663,141.55558667
1663318800000,2022-09-16 09:00:00,EXM/USDT,0.01676133,0.0169632,0.01676133,0.01691822,59.9329552451483,3542.50951017
1663315200000,2022-09-16 08:00:00,EXM/USDT,0.01691884,0.01697177,0.01674499,0.01674499,109.9252494725865,6564.66498174
1663311600000,2022-09-16 07:00:00,EXM/USDT,0.01706598,0.01707989,0.01703933,0.01703933,142.4939233862894,8362.6482606
1663304400000,2022-09-16 05:00:00,EXM/USDT,0.01704367,0.01727999,0.01704367,0.01727999,18.569150491781613,1074.6042383
1663300800000,2022-09-16 04:00:00,EXM/USDT,0.01681835,0.01725369,0.01681835,0.0172218,69.9595442934355,4062.26667906
1663297200000,2022-09-16 03:00:00,EXM/USDT,0.01686776,0.01687907,0.01683294,0.01686314,31.602962714510912,1874.08529577
1663293600000,2022-09-16 02:00:00,EXM/USDT,0.01690457,0.01707115,0.01681646,0.01685944,67.53208834256945,4005.5949867
1663286400000,2022-09-16 00:00:00,EXM/USDT,0.01690582,0.01707333,0.01680363,0.01690457,322.0727657386126,19052.40806117
1663282800000,2022-09-15 23:00:00,EXM/USDT,0.01680008,0.01709734,0.01659872,0.01690049,253.55137289424044,15002.60482946
1663279200000,2022-09-15 22:00:00,EXM/USDT,0.01680444,0.01693441,0.01667137,0.01667137,331.4001143959036,19878.39718007
1663272000000,2022-09-15 20:00:00,EXM/USDT,0.0169249,0.0169249,0.0169249,0.0169249,1.456757148570555,86.07183195
1663268400000,2022-09-15 19:00:00,EXM/USDT,0.01679971,0.0169249,0.01674231,0.01683152,202.2194541541932,12014.3310975
1663264800000,2022-09-15 18:00:00,EXM/USDT,0.01699108,0.01700044,0.01680881,0.01683882,90.90009268446177,5398.2459985
1663261200000,2022-09-15 17:00:00,EXM/USDT,0.01705,0.01705,0.01703419,0.01703419,3.0203217971620444,177.3093876
1663257600000,2022-09-15 16:00:00,EXM/USDT,0.0169,0.0169,0.0167759,0.01683428,9.2591344591048,550.01666
1663254000000,2022-09-15 15:00:00,EXM/USDT,0.01681,0.01695634,0.0168,0.01695634,319.43700299461386,18838.79439753
1663250400000,2022-09-15 14:00:00,EXM/USDT,0.01740852,0.0174086,0.01685655,0.01688199,959.012817645848,56806.85853065
1663246800000,2022-09-15 13:00:00,EXM/USDT,0.0171,0.01734428,0.0169,0.01709684,2250.7094256705686,131644.7615858
1663243200000,2022-09-15 12:00:00,EXM/USDT,0.01724316,0.01730386,0.01708077,0.0171,327.385036546002,19145.32377462
1663239600000,2022-09-15 11:00:00,EXM/USDT,0.01721077,0.01741708,0.01719158,0.01723775,310.2442034457993,17997.95236883
1663236000000,2022-09-15 10:00:00,EXM/USDT,0.01725434,0.01742784,0.01725434,0.01742784,39.927032882651936,2290.99147586
1663232400000,2022-09-15 09:00:00,EXM/USDT,0.01735898,0.01749757,0.01726537,0.01730067,536.1662638915311,30991.06935694
1663228800000,2022-09-15 08:00:00,EXM/USDT,0.01761602,0.01761602,0.01719158,0.01735919,478.2330588588895,27549.27268259
