https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CEL,Volume EUR
1663545600,2022-09-19 00:00:00,CEL/EUR,1.39999,1.39999,1.39999,1.39999,0.00000000,0.0
1663542000,2022-09-18 23:00:00,CEL/EUR,1.40000,1.45000,1.39999,1.39999,828.38625579,1159.732474243442
1663538400,2022-09-18 22:00:00,CEL/EUR,1.43647,1.43647,1.40000,1.40400,4141.22424105,5814.2788344342
1663534800,2022-09-18 21:00:00,CEL/EUR,1.55531,1.55531,1.42579,1.42580,4247.90652524,6056.665123687191
1663531200,2022-09-18 20:00:00,CEL/EUR,1.56916,1.63896,1.56413,1.58260,2125.08589362,3363.1609352430123
1663527600,2022-09-18 19:00:00,CEL/EUR,1.54632,1.57125,1.54632,1.56157,1748.86587682,2730.9764872658075
1663524000,2022-09-18 18:00:00,CEL/EUR,1.55001,1.55001,1.53696,1.54639,1518.40957119,2348.053376792504
1663520400,2022-09-18 17:00:00,CEL/EUR,1.55504,1.55504,1.55000,1.55002,928.32090710,1438.915972423142
1663516800,2022-09-18 16:00:00,CEL/EUR,1.57318,1.57318,1.56000,1.56000,213.56123165,333.155521374
1663513200,2022-09-18 15:00:00,CEL/EUR,1.60349,1.60349,1.60349,1.60349,6.45032228,10.343027272757201
1663509600,2022-09-18 14:00:00,CEL/EUR,1.60671,1.60671,1.60608,1.60608,208.32103138,334.5802420787904
1663506000,2022-09-18 13:00:00,CEL/EUR,1.61601,1.63987,1.61601,1.63987,81.16954257,133.1074977742659
1663502400,2022-09-18 12:00:00,CEL/EUR,1.62951,1.62951,1.62951,1.62951,59.83393780,97.49999998447801
1663498800,2022-09-18 11:00:00,CEL/EUR,1.64785,1.64785,1.64785,1.64785,0.00000000,0.0
1663495200,2022-09-18 10:00:00,CEL/EUR,1.56302,1.64785,1.56200,1.64785,929.26170560,1531.28390157296
1663491600,2022-09-18 09:00:00,CEL/EUR,1.60561,1.60561,1.56000,1.56099,1405.01398091,2193.212774060701
1663488000,2022-09-18 08:00:00,CEL/EUR,1.63632,1.63670,1.60000,1.60000,192.75177498,308.402839968
1663484400,2022-09-18 07:00:00,CEL/EUR,1.61449,1.65264,1.61059,1.65264,571.50194876,944.4869805987265
1663480800,2022-09-18 06:00:00,CEL/EUR,1.61656,1.61656,1.59802,1.59945,2263.14498638,3619.787248465491
1663477200,2022-09-18 05:00:00,CEL/EUR,1.66947,1.66947,1.63900,1.63900,655.70345393,1074.69796099127
1663473600,2022-09-18 04:00:00,CEL/EUR,1.66199,1.69951,1.66199,1.69951,447.60616939,760.7111609399989
1663470000,2022-09-18 03:00:00,CEL/EUR,1.63999,1.66199,1.63999,1.66199,486.04264027,807.7980077023374
1663466400,2022-09-18 02:00:00,CEL/EUR,1.60000,1.60000,1.60000,1.60000,0.00000000,0.0
1663462800,2022-09-18 01:00:00,CEL/EUR,1.60000,1.60000,1.60000,1.60000,196.67606773,314.68170836800005
