https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HEGIC,Volume BTC
1663372800,2022-09-17 00:00:00,HEGIC/BTC,0.000000417,0.000000417,0.000000408,0.000000408,1628.4628,0.00067139364824
1663286400,2022-09-16 00:00:00,HEGIC/BTC,0.000000438,0.000000438,0.0000004093,0.00000042,30574.4221,0.01306286663328
1663200000,2022-09-15 00:00:00,HEGIC/BTC,0.000000444,0.00000045,0.000000441,0.000000441,25348.0114,0.01129091767172
1663113600,2022-09-14 00:00:00,HEGIC/BTC,0.0000004516,0.000000453,0.000000435,0.0000004436,8667.0977,0.00384105309575
1663027200,2022-09-13 00:00:00,HEGIC/BTC,0.000000456,0.000000456,0.0000004106,0.000000447,165802.2955,0.07041777265664
1662940800,2022-09-12 00:00:00,HEGIC/BTC,0.000000489,0.0000005544,0.0000004381,0.00000045,530045.7198,0.25220618689238
1662854400,2022-09-11 00:00:00,HEGIC/BTC,0.000000395,0.0000005396,0.000000395,0.000000492,612687.772,0.29298937663593
1662768000,2022-09-10 00:00:00,HEGIC/BTC,0.0000004016,0.0000004016,0.000000394,0.0000004004,33163.9724,0.01326751503135
1662681600,2022-09-09 00:00:00,HEGIC/BTC,0.0000004444,0.0000004444,0.0000004,0.0000004,44364.128,0.01833949123033
1662595200,2022-09-08 00:00:00,HEGIC/BTC,0.0000004136,0.0000004595,0.000000409,0.0000004304,88995.8444,0.03928537679457
1662508800,2022-09-07 00:00:00,HEGIC/BTC,0.0000004143,0.0000004199,0.0000004013,0.0000004157,40305.0261,0.01658203362886
1662422400,2022-09-06 00:00:00,HEGIC/BTC,0.0000004059,0.0000004299,0.000000405,0.0000004164,53699.9136,0.02236486454932
1662336000,2022-09-05 00:00:00,HEGIC/BTC,0.0000003859,0.00000041,0.0000003859,0.000000406,68414.0411,0.02721234499863
1662249600,2022-09-04 00:00:00,HEGIC/BTC,0.0000003942,0.0000003942,0.0000003859,0.0000003859,24957.8404,0.00970477674146
1662163200,2022-09-03 00:00:00,HEGIC/BTC,0.0000004038,0.0000004059,0.0000003931,0.0000003931,9311.9574,0.00371299652427
1662076800,2022-09-02 00:00:00,HEGIC/BTC,0.0000003792,0.0000004129,0.0000003764,0.0000004038,42724.3903,0.01700684426849
1661990400,2022-09-01 00:00:00,HEGIC/BTC,0.0000003967,0.0000003968,0.0000003745,0.0000003792,72370.6867,0.02777526161302
1661904000,2022-08-31 00:00:00,HEGIC/BTC,0.0000003974,0.0000003986,0.0000003908,0.0000003967,19354.6274,0.0076182176309
1661817600,2022-08-30 00:00:00,HEGIC/BTC,0.0000003926,0.0000004066,0.0000003884,0.0000003968,105401.4727,0.04146480613369
1661731200,2022-08-29 00:00:00,HEGIC/BTC,0.0000003931,0.0000003974,0.0000003725,0.0000003913,39060.2276,0.01504436636689
1661644800,2022-08-28 00:00:00,HEGIC/BTC,0.0000003986,0.0000004449,0.0000003879,0.0000003944,147146.752,0.05973221404758
1661558400,2022-08-27 00:00:00,HEGIC/BTC,0.0000003992,0.0000004024,0.0000003961,0.000000398,18059.3237,0.00720889348152
1661472000,2022-08-26 00:00:00,HEGIC/BTC,0.0000003979,0.0000004157,0.0000003908,0.0000003986,55958.5241,0.02231596437882
1661385600,2022-08-25 00:00:00,HEGIC/BTC,0.0000003971,0.0000003992,0.0000003896,0.0000003979,23653.7607,0.00934218248664
1661299200,2022-08-24 00:00:00,HEGIC/BTC,0.0000003884,0.0000003968,0.0000003838,0.0000003956,15995.8898,0.00623490614952
1661212800,2022-08-23 00:00:00,HEGIC/BTC,0.0000003826,0.0000003938,0.0000003781,0.0000003901,30502.1575,0.01177526611456
1661126400,2022-08-22 00:00:00,HEGIC/BTC,0.0000003915,0.0000003926,0.0000003736,0.0000003832,36820.598,0.01407529568214
1661040000,2022-08-21 00:00:00,HEGIC/BTC,0.0000003792,0.0000004129,0.0000003792,0.0000003915,99778.5607,0.03897903954427
1660953600,2022-08-20 00:00:00,HEGIC/BTC,0.0000004046,0.0000004134,0.0000003719,0.0000003784,30563.9719,0.01210658463025
1660867200,2022-08-19 00:00:00,HEGIC/BTC,0.0000003982,0.0000004161,0.0000003924,0.0000003938,43774.3361,0.01751283861311
1660780800,2022-08-18 00:00:00,HEGIC/BTC,0.0000003884,0.0000003983,0.0000003813,0.0000003983,16744.7328,0.00654471446087
1660694400,2022-08-17 00:00:00,HEGIC/BTC,0.0000004077,0.0000004113,0.0000003821,0.0000003878,44906.5431,0.0175585527114
1660608000,2022-08-16 00:00:00,HEGIC/BTC,0.000000395,0.0000004113,0.00000039,0.000000395,34903.0813,0.01396159469392
1660521600,2022-08-15 00:00:00,HEGIC/BTC,0.0000004116,0.000000416,0.0000003927,0.0000003953,106295.8835,0.04263463971104
1660435200,2022-08-14 00:00:00,HEGIC/BTC,0.0000004112,0.0000004117,0.0000004004,0.0000004059,8672.1852,0.00355669948577
1660348800,2022-08-13 00:00:00,HEGIC/BTC,0.0000003969,0.0000004305,0.0000003969,0.0000004164,189045.6569,0.07854258648907
1660262400,2022-08-12 00:00:00,HEGIC/BTC,0.0000003924,0.0000004207,0.0000003865,0.0000004033,44718.2282,0.0180166327848
1660176000,2022-08-11 00:00:00,HEGIC/BTC,0.0000003883,0.0000003949,0.0000003725,0.000000388,14724.9548,0.0056237390314
1660089600,2022-08-10 00:00:00,HEGIC/BTC,0.0000003852,0.0000004069,0.00000036,0.0000003812,184647.0049,0.07063416157345
1660003200,2022-08-09 00:00:00,HEGIC/BTC,0.000000396,0.0000004638,0.0000003755,0.0000003802,387936.1954,0.15999455344601
1659916800,2022-08-08 00:00:00,HEGIC/BTC,0.0000003841,0.0000003953,0.0000003713,0.000000395,81477.1808,0.03074621074449
1659830400,2022-08-07 00:00:00,HEGIC/BTC,0.0000003855,0.0000004325,0.0000003412,0.0000003811,466555.3231,0.17921318684172
1659744000,2022-08-06 00:00:00,HEGIC/BTC,0.0000003785,0.0000003892,0.0000003716,0.0000003877,12781.672,0.00486756999404
1659657600,2022-08-05 00:00:00,HEGIC/BTC,0.0000003709,0.0000003803,0.0000003604,0.0000003766,21796.6491,0.00811511275041
1659571200,2022-08-04 00:00:00,HEGIC/BTC,0.000000381,0.000000391,0.0000003693,0.0000003711,93407.3601,0.03531494766482
1659484800,2022-08-03 00:00:00,HEGIC/BTC,0.0000004301,0.0000004315,0.0000003773,0.0000003882,122414.2576,0.04928522908311
1659398400,2022-08-02 00:00:00,HEGIC/BTC,0.0000004242,0.0000004262,0.0000004069,0.0000004247,49534.1546,0.02093960038231
1659312000,2022-08-01 00:00:00,HEGIC/BTC,0.0000004118,0.0000004262,0.0000004051,0.0000004262,81402.432,0.03402235092398
1659225600,2022-07-31 00:00:00,HEGIC/BTC,0.0000004356,0.0000004375,0.0000004098,0.0000004098,43745.1895,0.01831252529088
1659139200,2022-07-30 00:00:00,HEGIC/BTC,0.0000004135,0.0000004378,0.0000004022,0.000000436,25964.8148,0.01078476945023
1659052800,2022-07-29 00:00:00,HEGIC/BTC,0.0000004022,0.0000004168,0.0000003913,0.0000004168,114703.1034,0.04600432658637
1658966400,2022-07-28 00:00:00,HEGIC/BTC,0.000000382,0.0000004095,0.0000003539,0.0000003903,70530.6327,0.02704875439716
