https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RFUEL,Volume USDT
1663372800,2022-09-17 00:00:00,RFUEL/USDT,0.007062,0.007062,0.007062,0.007062,35.0334,0.2474058708
1663369200,2022-09-16 23:00:00,RFUEL/USDT,0.006997,0.006997,0.006997,0.006997,115.9486,0.8112923542
1663365600,2022-09-16 22:00:00,RFUEL/USDT,0.006997,0.006997,0.006997,0.006997,0,0
1663362000,2022-09-16 21:00:00,RFUEL/USDT,0.006997,0.006997,0.006997,0.006997,122.0511,0.8539915467
1663358400,2022-09-16 20:00:00,RFUEL/USDT,0.006997,0.006997,0.006997,0.006997,409.2042,2.8632017874
1663354800,2022-09-16 19:00:00,RFUEL/USDT,0.007033,0.007044,0.006993,0.006997,13943.391,97.5695449229
1663351200,2022-09-16 18:00:00,RFUEL/USDT,0.007048,0.007048,0.007033,0.007033,13479.4762,95.0030106556
1663347600,2022-09-16 17:00:00,RFUEL/USDT,0.007056,0.007056,0.007056,0.007056,0,0
1663344000,2022-09-16 16:00:00,RFUEL/USDT,0.007056,0.007056,0.007056,0.007056,15013.2927,105.9337932912
1663340400,2022-09-16 15:00:00,RFUEL/USDT,0.007056,0.007056,0.007056,0.007056,0,0
1663336800,2022-09-16 14:00:00,RFUEL/USDT,0.007056,0.007087,0.007056,0.007056,346.7512,2.4483675172
1663333200,2022-09-16 13:00:00,RFUEL/USDT,0.007092,0.007092,0.007053,0.007061,169041.9508,1194.1303222142
1663329600,2022-09-16 12:00:00,RFUEL/USDT,0.007157,0.007173,0.007099,0.007099,16261.3733,116.6103632366
1663326000,2022-09-16 11:00:00,RFUEL/USDT,0.007101,0.007101,0.007101,0.007101,1940.6688,13.7806891488
1663322400,2022-09-16 10:00:00,RFUEL/USDT,0.007112,0.007154,0.007075,0.007154,4691.6214,33.3610144021
1663318800,2022-09-16 09:00:00,RFUEL/USDT,0.007162,0.007162,0.007162,0.007162,907.8764,6.5022107768
1663315200,2022-09-16 08:00:00,RFUEL/USDT,0.0071,0.007157,0.007084,0.007157,95199.0694,675.4079733071
1663311600,2022-09-16 07:00:00,RFUEL/USDT,0.0071,0.0071,0.0071,0.0071,193.6553,1.37495263
1663308000,2022-09-16 06:00:00,RFUEL/USDT,0.007102,0.007102,0.0071,0.0071,228.2568,1.6206720982
1663304400,2022-09-16 05:00:00,RFUEL/USDT,0.00716,0.007161,0.007101,0.007102,27314.0381,194.7036651741
1663300800,2022-09-16 04:00:00,RFUEL/USDT,0.007156,0.007156,0.007156,0.007156,30.9404,0.2214095024
1663297200,2022-09-16 03:00:00,RFUEL/USDT,0.007146,0.007146,0.007139,0.007139,41.6749,0.2976397854
1663293600,2022-09-16 02:00:00,RFUEL/USDT,0.0072,0.0072,0.007127,0.007127,2306.8381,16.449386445
1663290000,2022-09-16 01:00:00,RFUEL/USDT,0.007231,0.007231,0.007231,0.007231,0,0
1663286400,2022-09-16 00:00:00,RFUEL/USDT,0.007205,0.007231,0.0071,0.007231,102180.3393,731.6349247898
1663282800,2022-09-15 23:00:00,RFUEL/USDT,0.007204,0.007204,0.007204,0.007204,0,0
1663279200,2022-09-15 22:00:00,RFUEL/USDT,0.007231,0.007283,0.007204,0.007204,87269.9406,630.2572199683
1663275600,2022-09-15 21:00:00,RFUEL/USDT,0.007218,0.007218,0.007218,0.007218,1616.6537,11.6690064066
1663272000,2022-09-15 20:00:00,RFUEL/USDT,0.007288,0.007288,0.007288,0.007288,15.3058,0.1115486704
