https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1663545600000.0,2022-09-19 00:00:00,BTC/USDT,19417.0,19475.0,19392.0,19451.0,54.64199335252686,1062841.4127
1663542000000.0,2022-09-18 23:00:00,BTC/USDT,19447.0,19529.0,19381.0,19417.0,70.34275632177989,1365845.2995
1663538400000.0,2022-09-18 22:00:00,BTC/USDT,19463.0,19479.0,19340.0,19447.0,164.64612386486348,3201873.1708
1663534800000.0,2022-09-18 21:00:00,BTC/USDT,19720.0,19724.0,19411.0,19463.0,300.8926629810409,5856273.8996
1663531200000.0,2022-09-18 20:00:00,BTC/USDT,19725.0,19750.0,19674.0,19723.0,63.291353866044716,1248295.3723
1663527600000.0,2022-09-18 19:00:00,BTC/USDT,19638.0,19743.0,19600.0,19725.0,97.58211770342204,1924807.2717
1663524000000.0,2022-09-18 18:00:00,BTC/USDT,19632.0,19718.0,19566.0,19638.0,170.43568520725125,3347015.9861
1663520400000.0,2022-09-18 17:00:00,BTC/USDT,19748.0,19762.0,19611.0,19632.0,148.59250997351262,2917168.1558
1663516800000.0,2022-09-18 16:00:00,BTC/USDT,19814.0,19878.0,19653.0,19748.0,278.24018382114645,5494687.1501
1663513200000.0,2022-09-18 15:00:00,BTC/USDT,19806.0,19878.0,19774.0,19814.0,88.84864747148481,1760447.101
1663509600000.0,2022-09-18 14:00:00,BTC/USDT,19965.0,19965.0,19730.0,19808.0,120.089219476979,2378727.2594
1663506000000.0,2022-09-18 13:00:00,BTC/USDT,19989.0,20014.0,19940.0,19965.0,40.461990323065365,807823.6368
1663502400000.0,2022-09-18 12:00:00,BTC/USDT,19923.0,20026.0,19864.0,19989.0,40.60500805442994,811653.506
1663498800000.0,2022-09-18 11:00:00,BTC/USDT,19917.0,19948.0,19884.0,19923.0,29.504913512021286,587826.3919
1663495200000.0,2022-09-18 10:00:00,BTC/USDT,19830.0,20037.0,19764.0,19917.0,97.5021307676859,1941949.9385
1663491600000.0,2022-09-18 09:00:00,BTC/USDT,20052.0,20076.0,19819.0,19831.0,111.1965007513489,2205137.8064
1663488000000.0,2022-09-18 08:00:00,BTC/USDT,20054.0,20098.0,20029.0,20052.0,33.15789276381408,664882.0657
1663484400000.0,2022-09-18 07:00:00,BTC/USDT,20041.0,20089.0,20035.0,20054.0,31.952628233768824,640778.0066
1663480800000.0,2022-09-18 06:00:00,BTC/USDT,20070.0,20093.0,20034.0,20041.0,34.53189780450077,692053.7639
1663477200000.0,2022-09-18 05:00:00,BTC/USDT,20014.0,20085.0,20000.0,20070.0,21.422916233183855,429957.9288
1663473600000.0,2022-09-18 04:00:00,BTC/USDT,19999.0,20031.0,19957.0,20014.0,20.737343174777656,415037.1863
1663470000000.0,2022-09-18 03:00:00,BTC/USDT,20034.0,20035.0,19952.0,19999.0,27.328798694934743,546548.6451
1663466400000.0,2022-09-18 02:00:00,BTC/USDT,19997.0,20045.0,19997.0,20034.0,6.200337825696316,124217.568
1663462800000.0,2022-09-18 01:00:00,BTC/USDT,19984.0,20053.0,19975.0,19997.0,38.222013567035056,764325.6053
1663459200000.0,2022-09-18 00:00:00,BTC/USDT,20113.0,20119.0,19957.0,19984.0,58.72454268915132,1173551.2611
1663455600000.0,2022-09-17 23:00:00,BTC/USDT,20125.0,20143.0,20095.0,20113.0,30.95807282851887,622659.7188
1663452000000.0,2022-09-17 22:00:00,BTC/USDT,20036.0,20137.0,20025.0,20125.0,57.70351043478261,1161283.1475
1663448400000.0,2022-09-17 21:00:00,BTC/USDT,20078.0,20090.0,19944.0,20036.0,75.40162485026951,1510746.9555
1663444800000.0,2022-09-17 20:00:00,BTC/USDT,20010.0,20086.0,19985.0,20078.0,58.66468090447256,1177869.4632
