https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUSHI,Volume EUR
1661817600,2022-08-30 00:00:00,SUSHI/EUR,1.08951,1.11041,1.02078,1.05620,10246.47159636,10822.323300075432
1661731200,2022-08-29 00:00:00,SUSHI/EUR,1.01168,1.08169,1.01157,1.07856,12476.63721008,13456.801829303884
1661644800,2022-08-28 00:00:00,SUSHI/EUR,1.06842,1.07158,1.01000,1.01000,13237.82790232,13370.2061813432
1661558400,2022-08-27 00:00:00,SUSHI/EUR,1.06832,1.08717,1.05405,1.07448,6901.35920721,7415.372440963001
1661472000,2022-08-26 00:00:00,SUSHI/EUR,1.19600,1.20944,1.06260,1.07262,32443.29144726,34799.323272160014
1661385600,2022-08-25 00:00:00,SUSHI/EUR,1.20795,1.25768,1.19087,1.20802,17948.27103461,21681.870375229573
1661299200,2022-08-24 00:00:00,SUSHI/EUR,1.20555,1.23635,1.19025,1.20345,14295.85801766,17204.350331352925
1661212800,2022-08-23 00:00:00,SUSHI/EUR,1.19988,1.22138,1.16245,1.20935,12349.59246560,14934.97964827336
1661126400,2022-08-22 00:00:00,SUSHI/EUR,1.18902,1.19061,1.13420,1.18194,9652.35678768,11408.5065816305
1661040000,2022-08-21 00:00:00,SUSHI/EUR,1.17682,1.19896,1.16251,1.18687,12168.79322898,14442.775619679493
1660953600,2022-08-20 00:00:00,SUSHI/EUR,1.18529,1.21351,1.13666,1.14440,8491.16238801,9717.286236838645
1660867200,2022-08-19 00:00:00,SUSHI/EUR,1.29497,1.29497,1.16363,1.16363,37382.36455621,43499.24086854264
1660780800,2022-08-18 00:00:00,SUSHI/EUR,1.35270,1.37455,1.28972,1.29332,23149.64728940,29939.90183232681
1660694400,2022-08-17 00:00:00,SUSHI/EUR,1.39943,1.44612,1.34614,1.35147,6837.32458095,9240.439051416497
1660608000,2022-08-16 00:00:00,SUSHI/EUR,1.40961,1.43819,1.38244,1.40127,20031.07563751,28068.945358573637
1660521600,2022-08-15 00:00:00,SUSHI/EUR,1.44005,1.49367,1.40431,1.41510,19741.87136998,27936.7221756587
1660435200,2022-08-14 00:00:00,SUSHI/EUR,1.52623,1.56664,1.42956,1.44005,18394.55218678,26489.074876572544
1660348800,2022-08-13 00:00:00,SUSHI/EUR,1.52526,1.54924,1.49000,1.49000,10496.13060565,15639.234602418499
1660262400,2022-08-12 00:00:00,SUSHI/EUR,1.50289,1.51541,1.46414,1.51515,12372.14440259,18745.65459158424
1660176000,2022-08-11 00:00:00,SUSHI/EUR,1.53906,1.56542,1.48820,1.48820,14098.03450729,20980.694953748978
1660089600,2022-08-10 00:00:00,SUSHI/EUR,1.39309,1.54903,1.36340,1.52040,18855.60425641,28668.060711445763
1660003200,2022-08-09 00:00:00,SUSHI/EUR,1.52363,1.52814,1.39785,1.40175,20977.82820520,29405.6706866391
1659916800,2022-08-08 00:00:00,SUSHI/EUR,1.51075,1.58562,1.50947,1.53804,13980.35810702,21502.34998292104
1659830400,2022-08-07 00:00:00,SUSHI/EUR,1.48336,1.51000,1.46199,1.48236,10096.88711079,14967.221577550663
1659744000,2022-08-06 00:00:00,SUSHI/EUR,1.48859,1.53057,1.47748,1.49327,8460.43261430,12633.710209955761
1659657600,2022-08-05 00:00:00,SUSHI/EUR,1.44008,1.50491,1.44008,1.47136,6563.55711581,9657.355397918202
1659571200,2022-08-04 00:00:00,SUSHI/EUR,1.42557,1.49974,1.40081,1.40513,13892.59709585,19520.90495729171
1659484800,2022-08-03 00:00:00,SUSHI/EUR,1.30040,1.47284,1.30000,1.41146,23378.44106580,32997.73442673407
1659398400,2022-08-02 00:00:00,SUSHI/EUR,1.38025,1.39086,1.30125,1.35713,27934.08241075,37910.18126210115
1659312000,2022-08-01 00:00:00,SUSHI/EUR,1.42427,1.45896,1.36097,1.38871,23725.79316830,32948.24623074989
1659225600,2022-07-31 00:00:00,SUSHI/EUR,1.46439,1.54544,1.40143,1.41957,20327.43810534,28856.221311197503
1659139200,2022-07-30 00:00:00,SUSHI/EUR,1.48050,1.54429,1.43039,1.45560,36655.55146321,53355.82070984848
1659052800,2022-07-29 00:00:00,SUSHI/EUR,1.54853,1.54853,1.42981,1.48431,37265.44676759,55313.47529160151
1658966400,2022-07-28 00:00:00,SUSHI/EUR,1.34719,1.62830,1.34719,1.53895,73047.80755539,112416.92343736744
1658880000,2022-07-27 00:00:00,SUSHI/EUR,1.25056,1.35987,1.23452,1.34870,14586.33766186,19672.59360455058
1658793600,2022-07-26 00:00:00,SUSHI/EUR,1.33852,1.33852,1.20520,1.25608,11396.07014157,14314.375783423247
1658707200,2022-07-25 00:00:00,SUSHI/EUR,1.26334,1.40642,1.24283,1.37842,19129.72236702,26368.791905147707
1658620800,2022-07-24 00:00:00,SUSHI/EUR,1.32134,1.34410,1.29625,1.32939,5979.84413508,7949.544994734002
1658534400,2022-07-23 00:00:00,SUSHI/EUR,1.32203,1.34397,1.26562,1.32061,8779.05812764,11593.711953942662
1658448000,2022-07-22 00:00:00,SUSHI/EUR,1.37382,1.42842,1.29000,1.29754,19799.25523208,25690.32563383308
1658361600,2022-07-21 00:00:00,SUSHI/EUR,1.30455,1.40715,1.26917,1.40000,22924.67641560,32094.546981839998
1658275200,2022-07-20 00:00:00,SUSHI/EUR,1.36808,1.42882,1.27171,1.30085,32485.28266599,42258.47995605309
1658188800,2022-07-19 00:00:00,SUSHI/EUR,1.43404,1.45476,1.37305,1.38687,50003.22329921,69347.97029697539
1658102400,2022-07-18 00:00:00,SUSHI/EUR,1.39180,1.55103,1.39180,1.48922,48552.78571531,72305.77954295395
1658016000,2022-07-17 00:00:00,SUSHI/EUR,1.41941,1.43090,1.34943,1.39172,36629.71257753,50978.30358840006
1657929600,2022-07-16 00:00:00,SUSHI/EUR,1.38962,1.44705,1.33086,1.44705,37740.99410812,54613.10552415505
1657843200,2022-07-15 00:00:00,SUSHI/EUR,1.36539,1.43000,1.33000,1.39744,20951.34263485,29278.244251644785
1657756800,2022-07-14 00:00:00,SUSHI/EUR,1.22321,1.40000,1.21165,1.40000,61977.64105310,86768.69747433999
1657670400,2022-07-13 00:00:00,SUSHI/EUR,1.12757,1.23245,1.11311,1.22340,30950.71270047,37865.101917755004
1657584000,2022-07-12 00:00:00,SUSHI/EUR,1.14608,1.16689,1.12082,1.12460,8905.20316400,10014.791478234401
1657497600,2022-07-11 00:00:00,SUSHI/EUR,1.26475,1.26475,1.13306,1.13306,22047.84625049,24981.5326725802
1657411200,2022-07-10 00:00:00,SUSHI/EUR,1.21298,1.28937,1.20372,1.28937,34756.61051283,44814.13089692761
1657324800,2022-07-09 00:00:00,SUSHI/EUR,1.16357,1.22660,1.16357,1.22452,27206.66084005,33315.100331858026
1657238400,2022-07-08 00:00:00,SUSHI/EUR,1.16086,1.19425,1.12646,1.14057,5069.78315158,5782.442569197601
1657152000,2022-07-07 00:00:00,SUSHI/EUR,1.12997,1.18748,1.11922,1.16414,19459.08666245,22653.101147224545
1657065600,2022-07-06 00:00:00,SUSHI/EUR,1.07191,1.13658,1.06393,1.13658,14719.37466833,16729.74686053051
1656979200,2022-07-05 00:00:00,SUSHI/EUR,1.05000,1.07736,0.99937,1.05479,16635.30055188,17546.7486691175
1656892800,2022-07-04 00:00:00,SUSHI/EUR,0.98139,1.05000,0.95808,1.05000,27522.61356242,28898.744240541
1656806400,2022-07-03 00:00:00,SUSHI/EUR,0.94398,0.98296,0.91556,0.98296,5330.75542191,5239.919349520654
1656720000,2022-07-02 00:00:00,SUSHI/EUR,0.93233,0.95120,0.90808,0.94662,3353.43321366,3174.4269487148295
1656633600,2022-07-01 00:00:00,SUSHI/EUR,0.94053,0.96319,0.90932,0.93452,7330.24118160,6850.256989028832
1656547200,2022-06-30 00:00:00,SUSHI/EUR,0.99680,0.99980,0.89178,0.94671,34258.28094413,32432.65715261731
1656460800,2022-06-29 00:00:00,SUSHI/EUR,1.02863,1.04931,0.98405,1.02913,7958.79848402,8190.638283859503
1656374400,2022-06-28 00:00:00,SUSHI/EUR,1.09182,1.11861,1.04845,1.07949,9356.94371475,10100.727170635477
1656288000,2022-06-27 00:00:00,SUSHI/EUR,1.09367,1.14295,1.06927,1.09639,17238.67118644,18900.30670210095
1656201600,2022-06-26 00:00:00,SUSHI/EUR,1.18012,1.21283,1.08661,1.08663,15990.30862598,17375.549062248647
1656115200,2022-06-25 00:00:00,SUSHI/EUR,1.19542,1.24047,1.14372,1.17925,9655.21799805,11385.915824200461
1656028800,2022-06-24 00:00:00,SUSHI/EUR,1.19173,1.25588,1.16864,1.22659,15833.29410085,19420.960211161604
1655942400,2022-06-23 00:00:00,SUSHI/EUR,1.17637,1.22174,1.14089,1.16635,15286.77748379,17829.732918218466
1655856000,2022-06-22 00:00:00,SUSHI/EUR,1.11855,1.24041,1.09388,1.14240,14520.30392454,16587.995203394497
1655769600,2022-06-21 00:00:00,SUSHI/EUR,1.04218,1.20675,1.04198,1.16718,7742.45116478,9036.83415050792
1655683200,2022-06-20 00:00:00,SUSHI/EUR,0.98029,1.09193,0.96428,1.03542,12163.07461600,12593.89071889872
1655596800,2022-06-19 00:00:00,SUSHI/EUR,0.88320,0.98347,0.88320,0.98232,4566.28157226,4485.549714062443
1655510400,2022-06-18 00:00:00,SUSHI/EUR,0.99547,1.03201,0.82449,0.89345,43971.20414977,39286.072347612004
1655424000,2022-06-17 00:00:00,SUSHI/EUR,0.91196,0.98389,0.90986,0.98389,17839.74381933,17552.345546400597
1655337600,2022-06-16 00:00:00,SUSHI/EUR,1.06174,1.06513,0.88014,0.88014,12946.03536431,11394.323565543804
1655251200,2022-06-15 00:00:00,SUSHI/EUR,0.97026,1.07720,0.83358,1.06090,19376.44455398,20556.47002731738
1655164800,2022-06-14 00:00:00,SUSHI/EUR,0.90000,0.98426,0.85000,0.91867,16155.40896362,14841.489552608786
1655078400,2022-06-13 00:00:00,SUSHI/EUR,1.07704,1.07704,0.87382,0.91939,60025.37851759,55186.73275528707
1654992000,2022-06-12 00:00:00,SUSHI/EUR,1.14095,1.15605,1.04575,1.10703,18413.15237977,20383.91207897678
1654905600,2022-06-11 00:00:00,SUSHI/EUR,1.31663,1.31663,1.11332,1.12990,26947.40657933,30447.874693984963
1654819200,2022-06-10 00:00:00,SUSHI/EUR,1.36843,1.40000,1.29000,1.32794,5952.06433761,7903.984316485822
1654732800,2022-06-09 00:00:00,SUSHI/EUR,1.37300,1.43670,1.36495,1.39900,4053.40226972,5670.7097753382795
1654646400,2022-06-08 00:00:00,SUSHI/EUR,1.41637,1.43040,1.39508,1.40171,747.82343190,1048.231582728549
1654560000,2022-06-07 00:00:00,SUSHI/EUR,1.44892,1.48975,1.38746,1.46378,13898.20251408,20343.910876060025
1654473600,2022-06-06 00:00:00,SUSHI/EUR,1.54667,1.56999,1.48000,1.50318,11205.91321993,16844.50463393438
1654387200,2022-06-05 00:00:00,SUSHI/EUR,1.49412,1.49412,1.42000,1.45636,3105.19858403,4522.287009837931
1654300800,2022-06-04 00:00:00,SUSHI/EUR,1.42670,1.47539,1.42670,1.47099,2695.38909629,3964.8904067516273
1654214400,2022-06-03 00:00:00,SUSHI/EUR,1.56207,1.56207,1.43491,1.44465,7117.42638625,10282.190028896062
1654128000,2022-06-02 00:00:00,SUSHI/EUR,1.50000,1.57500,1.49309,1.57500,4027.01637656,6342.5507930819995
1654041600,2022-06-01 00:00:00,SUSHI/EUR,1.68260,1.70146,1.51001,1.52084,15489.97733553,23557.777130967446
1653955200,2022-05-31 00:00:00,SUSHI/EUR,1.55588,1.76749,1.50897,1.73778,16681.84818157,28989.382132968716
1653868800,2022-05-30 00:00:00,SUSHI/EUR,1.39999,1.56141,1.39999,1.56141,11657.81780315,18202.63329601644
1653782400,2022-05-29 00:00:00,SUSHI/EUR,1.38390,1.39935,1.36166,1.38661,3678.36226463,5100.453899758604
1653696000,2022-05-28 00:00:00,SUSHI/EUR,1.35568,1.42999,1.33965,1.42999,4072.66274629,5823.8670005672375
1653609600,2022-05-27 00:00:00,SUSHI/EUR,1.36799,1.42979,1.30341,1.33857,4724.17983146,6323.645396997413
1653523200,2022-05-26 00:00:00,SUSHI/EUR,1.55322,1.55322,1.33231,1.39966,26342.18570273,36870.10364068307
1653436800,2022-05-25 00:00:00,SUSHI/EUR,1.60955,1.62944,1.50481,1.55408,30608.00378121,47567.28651630284
1653350400,2022-05-24 00:00:00,SUSHI/EUR,1.42860,1.56540,1.42860,1.54999,86837.77550196,134597.68365028297
1653264000,2022-05-23 00:00:00,SUSHI/EUR,1.37988,1.59759,1.37580,1.42243,37685.34618921,53604.766979917986
1653177600,2022-05-22 00:00:00,SUSHI/EUR,1.37167,1.41641,1.34078,1.35255,6252.90397776,8457.365275119288
1653091200,2022-05-21 00:00:00,SUSHI/EUR,1.24709,1.37999,1.24709,1.37999,14767.54702295,20379.067216200772
1653004800,2022-05-20 00:00:00,SUSHI/EUR,1.27054,1.30245,1.19518,1.21352,6913.55368305,8389.735665454835
1652918400,2022-05-19 00:00:00,SUSHI/EUR,1.21180,1.26987,1.15000,1.26282,9700.43668105,12249.905449563561
1652832000,2022-05-18 00:00:00,SUSHI/EUR,1.37772,1.38757,1.22218,1.24106,16955.34374354,21042.598906357754
1652745600,2022-05-17 00:00:00,SUSHI/EUR,1.24499,1.39957,1.24463,1.37380,29065.62908013,39930.361230282586
1652659200,2022-05-16 00:00:00,SUSHI/EUR,1.28190,1.28400,1.18910,1.21001,23332.25965184,28232.267501322916
1652572800,2022-05-15 00:00:00,SUSHI/EUR,1.24733,1.33945,1.22734,1.33945,17138.86244782,22956.6493057325
1652486400,2022-05-14 00:00:00,SUSHI/EUR,1.29000,1.29000,1.12247,1.27304,22597.81611625,28767.923828630897
1652400000,2022-05-13 00:00:00,SUSHI/EUR,1.08632,1.65999,1.06437,1.40000,77308.03962501,108231.255475014
1652313600,2022-05-12 00:00:00,SUSHI/EUR,1.21000,1.28401,1.01000,1.16610,48490.45254964,56544.716718135205
1652227200,2022-05-11 00:00:00,SUSHI/EUR,1.72796,1.72796,1.18196,1.25035,38182.91738083,47742.01074712079
1652140800,2022-05-10 00:00:00,SUSHI/EUR,1.60000,1.89000,1.60000,1.65666,35082.81663078,58120.298999547995
1652054400,2022-05-09 00:00:00,SUSHI/EUR,2.01420,2.01420,1.61835,1.61835,50200.49837863,81241.97655105586
1651968000,2022-05-08 00:00:00,SUSHI/EUR,2.03298,2.05816,1.96571,1.99393,14041.45537341,27997.6791127034
1651881600,2022-05-07 00:00:00,SUSHI/EUR,2.07216,2.12217,1.97800,2.03410,8378.51393835,17042.735201997737
1651795200,2022-05-06 00:00:00,SUSHI/EUR,2.15173,2.20206,2.07066,2.11243,20821.89149800,43984.78825712014
1651708800,2022-05-05 00:00:00,SUSHI/EUR,2.47360,2.47360,2.10000,2.15244,23770.15061523,51163.82299024566
1651622400,2022-05-04 00:00:00,SUSHI/EUR,2.24944,2.45483,2.24445,2.45483,20370.95426775,50007.22966510073
1651536000,2022-05-03 00:00:00,SUSHI/EUR,2.26247,2.32837,2.19377,2.19605,19969.93572353,43854.97734565806
1651449600,2022-05-02 00:00:00,SUSHI/EUR,2.28922,2.30975,2.18059,2.25908,4254.22816945,9610.641773041105
1651363200,2022-05-01 00:00:00,SUSHI/EUR,2.20570,2.31191,2.16798,2.26306,20399.29773627,46164.83473504319
1651276800,2022-04-30 00:00:00,SUSHI/EUR,2.57553,2.59545,2.17500,2.19426,18487.16746713,40565.65208642467
1651190400,2022-04-29 00:00:00,SUSHI/EUR,2.83810,2.83810,2.55597,2.57594,13008.83741907,33509.98466127917
1651104000,2022-04-28 00:00:00,SUSHI/EUR,2.80514,2.89290,2.80514,2.80591,5153.67927709,14460.760220379601
1651017600,2022-04-27 00:00:00,SUSHI/EUR,2.73435,2.87065,2.73435,2.83919,39818.56562060,113052.4733243513
1650931200,2022-04-26 00:00:00,SUSHI/EUR,3.03848,3.07618,2.70000,2.72304,13830.95838626,37662.25292412143
1650844800,2022-04-25 00:00:00,SUSHI/EUR,3.10279,3.10279,2.87148,3.07049,11315.02697170,34742.67716633513
1650758400,2022-04-24 00:00:00,SUSHI/EUR,3.17272,3.30000,3.10885,3.12707,12078.33477110,37769.798312663675
1650672000,2022-04-23 00:00:00,SUSHI/EUR,3.27559,3.27559,3.12923,3.17313,4777.74239631,15160.397730003151
1650585600,2022-04-22 00:00:00,SUSHI/EUR,3.19759,3.39888,3.18491,3.28908,13647.32342972,44887.138546223454
1650499200,2022-04-21 00:00:00,SUSHI/EUR,3.24729,3.33717,3.10172,3.16616,20799.71955808,65855.24007601058
1650412800,2022-04-20 00:00:00,SUSHI/EUR,3.09615,3.39733,2.99900,3.25565,26997.19847854,87893.42922665876
1650326400,2022-04-19 00:00:00,SUSHI/EUR,3.04186,3.10441,3.00676,3.10441,4243.73694777,13174.299418026667
1650240000,2022-04-18 00:00:00,SUSHI/EUR,2.94845,3.06020,2.81000,3.05204,19275.69426849,58830.189935202216
1650153600,2022-04-17 00:00:00,SUSHI/EUR,3.08650,3.12309,2.98475,2.98475,2433.38266247,7263.038901807333
1650067200,2022-04-16 00:00:00,SUSHI/EUR,3.04554,3.09998,3.02117,3.08158,3443.57252602,10611.644224732712
1649980800,2022-04-15 00:00:00,SUSHI/EUR,2.98028,3.09217,2.98028,3.04064,4764.73628367,14487.847733578348
1649894400,2022-04-14 00:00:00,SUSHI/EUR,3.08190,3.20962,2.94546,2.97228,18296.44929008,54382.17029591898
1649808000,2022-04-13 00:00:00,SUSHI/EUR,2.97764,3.05160,2.94106,3.04423,9342.73509920,28441.434471037617
1649721600,2022-04-12 00:00:00,SUSHI/EUR,2.84563,3.03362,2.84419,2.97198,25048.50578741,74443.65823006677
1649635200,2022-04-11 00:00:00,SUSHI/EUR,3.12698,3.12698,2.85136,2.85136,23742.01398158,67697.02898651795
1649548800,2022-04-10 00:00:00,SUSHI/EUR,3.27491,3.33170,3.14386,3.15829,10957.76433314,34607.79751571273
1649462400,2022-04-09 00:00:00,SUSHI/EUR,3.17216,3.25954,3.14939,3.25722,11467.93903414,37353.600380781485
1649376000,2022-04-08 00:00:00,SUSHI/EUR,3.33435,3.37911,3.09465,3.09465,14734.69283389,45598.71717839769
1649289600,2022-04-07 00:00:00,SUSHI/EUR,3.26409,3.38615,3.21167,3.34221,22394.32253984,74846.52873587864
1649203200,2022-04-06 00:00:00,SUSHI/EUR,3.75424,3.75424,3.26000,3.26000,39660.71799519,129293.94066431941
1649116800,2022-04-05 00:00:00,SUSHI/EUR,3.95355,4.02044,3.76112,3.76112,7645.88059937,28757.074439902495
1649030400,2022-04-04 00:00:00,SUSHI/EUR,4.03239,4.04964,3.73000,3.89087,18792.65955384,73119.79527824944
1648944000,2022-04-03 00:00:00,SUSHI/EUR,3.96907,4.08583,3.91244,4.05817,18072.96504498,73343.16455658647
1648857600,2022-04-02 00:00:00,SUSHI/EUR,4.06433,4.31577,3.96942,3.96942,23813.29978752,94524.98844257764
1648771200,2022-04-01 00:00:00,SUSHI/EUR,3.99970,4.30666,3.81606,4.06508,34003.89482036,138228.55275634903
1648684800,2022-03-31 00:00:00,SUSHI/EUR,3.99923,4.62000,3.93873,4.01333,35725.54210996,143378.38991616576
1648598400,2022-03-30 00:00:00,SUSHI/EUR,3.84000,4.01313,3.65371,4.01313,17343.47672633,69601.62675473672
1648512000,2022-03-29 00:00:00,SUSHI/EUR,3.48432,3.82600,3.48058,3.80119,16130.02719482,61313.29807267784
1648425600,2022-03-28 00:00:00,SUSHI/EUR,3.58201,3.75633,3.43003,3.43003,16117.06582819,55282.019302666544
