https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1663545600,2022-09-19 00:00:00,USDT/USD,1.00000,1.00000,1.00000,1.00000,188.59030,188.5903
1663542000,2022-09-18 23:00:00,USDT/USD,0.99992,1.00000,0.99992,0.99997,1075.39488,1075.3626181536001
1663538400,2022-09-18 22:00:00,USDT/USD,0.99997,0.99999,0.99984,0.99984,8516.52170,8515.159056527998
1663534800,2022-09-18 21:00:00,USDT/USD,0.99991,1.00001,0.99991,0.99999,6880.14366,6880.0748585634
1663531200,2022-09-18 20:00:00,USDT/USD,0.99994,0.99995,0.99991,0.99991,412.83606,412.79890475459996
1663527600,2022-09-18 19:00:00,USDT/USD,0.99991,0.99993,0.99991,0.99993,129.99200,129.98290056
1663524000,2022-09-18 18:00:00,USDT/USD,0.99990,0.99991,0.99969,0.99988,7965.42151,7964.4656594188
1663520400,2022-09-18 17:00:00,USDT/USD,0.99988,0.99989,0.99988,0.99989,178.98920,178.969511188
1663516800,2022-09-18 16:00:00,USDT/USD,0.99986,0.99995,0.99985,0.99985,10588.54460,10586.95631831
1663513200,2022-09-18 15:00:00,USDT/USD,0.99996,0.99996,0.99996,0.99996,28.58720,28.586056512
1663509600,2022-09-18 14:00:00,USDT/USD,0.99996,0.99996,0.99992,0.99993,1194.84952,1194.7658805336
1663506000,2022-09-18 13:00:00,USDT/USD,1.00002,1.00002,1.00000,1.00000,83.52650,83.5265
1663502400,2022-09-18 12:00:00,USDT/USD,1.00003,1.00004,1.00003,1.00003,184.17720,184.182725316
1663498800,2022-09-18 11:00:00,USDT/USD,1.00001,1.00003,1.00001,1.00003,646.01410,646.033480423
1663495200,2022-09-18 10:00:00,USDT/USD,1.00005,1.00005,1.00005,1.00005,0.00000,0.0
1663491600,2022-09-18 09:00:00,USDT/USD,0.99998,1.00005,0.99998,1.00005,62.14145,62.14455707250001
1663488000,2022-09-18 08:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,0.00000,0.0
1663484400,2022-09-18 07:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,0.00000,0.0
1663480800,2022-09-18 06:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,0.00000,0.0
1663477200,2022-09-18 05:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,99.99000,99.98800019999999
1663473600,2022-09-18 04:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,0.00000,0.0
1663470000,2022-09-18 03:00:00,USDT/USD,1.00000,1.00000,0.99995,0.99998,20670.21114,20669.7977357772
1663466400,2022-09-18 02:00:00,USDT/USD,1.00004,1.00004,0.99999,0.99999,846.01344,846.0049798656
1663462800,2022-09-18 01:00:00,USDT/USD,1.00008,1.00008,1.00005,1.00005,863.18460,863.2277592300002
1663459200,2022-09-18 00:00:00,USDT/USD,1.00006,1.00022,1.00006,1.00022,57029.71913,57042.2656682086
1663455600,2022-09-17 23:00:00,USDT/USD,0.99998,1.00006,0.99998,1.00006,20.95110,20.952357065999998
1663452000,2022-09-17 22:00:00,USDT/USD,1.00004,1.00005,1.00003,1.00003,160.43527,160.4400830581
1663448400,2022-09-17 21:00:00,USDT/USD,1.00005,1.00005,1.00005,1.00005,18.81140,18.81234057
1663444800,2022-09-17 20:00:00,USDT/USD,1.00005,1.00005,1.00005,1.00005,0.00000,0.0
1663441200,2022-09-17 19:00:00,USDT/USD,1.00005,1.00005,1.00005,1.00005,47.02870,47.03105143500001
1663437600,2022-09-17 18:00:00,USDT/USD,1.00002,1.00006,1.00002,1.00006,1089.87051,1089.9359022305998
1663434000,2022-09-17 17:00:00,USDT/USD,1.00002,1.00005,1.00000,1.00000,1857.90088,1857.90088
1663430400,2022-09-17 16:00:00,USDT/USD,1.00006,1.00006,1.00002,1.00002,530.86420,530.874817284
1663426800,2022-09-17 15:00:00,USDT/USD,1.00006,1.00006,1.00006,1.00006,21.06880,21.070064128
1663423200,2022-09-17 14:00:00,USDT/USD,0.99998,0.99998,0.99998,0.99998,0.00000,0.0
1663419600,2022-09-17 13:00:00,USDT/USD,0.99997,0.99998,0.99997,0.99998,1835.68934,1835.6526262132
1663416000,2022-09-17 12:00:00,USDT/USD,1.00002,1.00002,1.00002,1.00002,913.48633,913.5045997265998
1663412400,2022-09-17 11:00:00,USDT/USD,1.00004,1.00005,1.00004,1.00005,663.82640,663.85959132
1663408800,2022-09-17 10:00:00,USDT/USD,1.00000,1.00005,0.99996,1.00004,2446.40652,2446.5043762608
1663405200,2022-09-17 09:00:00,USDT/USD,0.99997,1.00002,0.99996,1.00000,5909.57009,5909.57009
1663401600,2022-09-17 08:00:00,USDT/USD,0.99999,0.99999,0.99999,0.99999,0.00000,0.0
1663398000,2022-09-17 07:00:00,USDT/USD,0.99997,0.99999,0.99997,0.99999,4998.60043,4998.5504439957
1663394400,2022-09-17 06:00:00,USDT/USD,0.99999,0.99999,0.99999,0.99999,0.00000,0.0
1663390800,2022-09-17 05:00:00,USDT/USD,1.00000,1.00000,0.99999,0.99999,75.08761,75.0868591239
1663387200,2022-09-17 04:00:00,USDT/USD,0.99993,1.00000,0.99993,1.00000,157.68485,157.68485
1663383600,2022-09-17 03:00:00,USDT/USD,0.99997,0.99997,0.99997,0.99997,0.00000,0.0
1663380000,2022-09-17 02:00:00,USDT/USD,0.99991,0.99997,0.99991,0.99997,1065.37000,1065.3380389
1663376400,2022-09-17 01:00:00,USDT/USD,0.99994,0.99999,0.99993,0.99999,3166.32355,3166.2918867645003
1663372800,2022-09-17 00:00:00,USDT/USD,0.99992,1.00004,0.99992,1.00004,10009.30541,10009.7057822164
1663369200,2022-09-16 23:00:00,USDT/USD,0.99994,0.99999,0.99989,0.99997,12069.67730,12069.315209680999
1663365600,2022-09-16 22:00:00,USDT/USD,0.99998,0.99999,0.99998,0.99999,4471.99623,4471.9515100377
1663362000,2022-09-16 21:00:00,USDT/USD,0.99992,0.99995,0.99986,0.99994,17482.78752,17481.738552748804
1663358400,2022-09-16 20:00:00,USDT/USD,0.99987,1.00009,0.99987,0.99987,96901.30945,96888.7122797715
1663354800,2022-09-16 19:00:00,USDT/USD,0.99981,0.99990,0.99981,0.99988,2396.85327,2396.5656476076
1663351200,2022-09-16 18:00:00,USDT/USD,0.99983,0.99996,0.99983,0.99985,57079.32693,57070.7650309605
1663347600,2022-09-16 17:00:00,USDT/USD,0.99988,0.99991,0.99885,0.99885,194477.24859,194253.5997541215
1663344000,2022-09-16 16:00:00,USDT/USD,0.99992,0.99997,0.99974,0.99989,42969.00855,42964.281959059495
1663340400,2022-09-16 15:00:00,USDT/USD,0.99989,0.99993,0.99989,0.99991,4937.93775,4937.493335602499
1663336800,2022-09-16 14:00:00,USDT/USD,0.99986,1.00019,0.99985,0.99991,1110963.76300,1110863.77626133
1663333200,2022-09-16 13:00:00,USDT/USD,0.99991,0.99996,0.99985,0.99993,2782.34249,2782.1477260256997
1663329600,2022-09-16 12:00:00,USDT/USD,0.99992,0.99998,0.99987,0.99992,19751.61959,19750.0394604328
1663326000,2022-09-16 11:00:00,USDT/USD,1.00000,1.00000,0.99992,0.99992,5174.86558,5174.4515907536
1663322400,2022-09-16 10:00:00,USDT/USD,0.99995,1.00000,0.99988,1.00000,120298.95027,120298.95027
1663318800,2022-09-16 09:00:00,USDT/USD,0.99992,0.99994,0.99987,0.99993,1462.56041,1462.4580307713
1663315200,2022-09-16 08:00:00,USDT/USD,0.99988,0.99993,0.99988,0.99988,148079.92247,148062.15287930358
1663311600,2022-09-16 07:00:00,USDT/USD,0.99992,0.99992,0.99989,0.99990,1487.93733,1487.788536267
1663308000,2022-09-16 06:00:00,USDT/USD,0.99994,0.99994,0.99992,0.99992,1164.61463,1164.5214608296
1663304400,2022-09-16 05:00:00,USDT/USD,0.99988,0.99988,0.99988,0.99988,0.00000,0.0
1663300800,2022-09-16 04:00:00,USDT/USD,0.99989,0.99994,0.99988,0.99988,57.07557,57.0687209316
1663297200,2022-09-16 03:00:00,USDT/USD,0.99996,0.99996,0.99996,0.99996,0.00000,0.0
1663293600,2022-09-16 02:00:00,USDT/USD,0.99995,0.99996,0.99993,0.99996,9043.41550,9043.05376338
1663290000,2022-09-16 01:00:00,USDT/USD,0.99997,1.00000,0.99997,0.99998,7741.77591,7741.6210744818
1663286400,2022-09-16 00:00:00,USDT/USD,0.99994,0.99998,0.99988,0.99993,220.54342,220.5279819606
1663282800,2022-09-15 23:00:00,USDT/USD,0.99992,0.99999,0.99988,0.99993,10502.16553,10501.4303784129
1663279200,2022-09-15 22:00:00,USDT/USD,0.99997,0.99997,0.99981,0.99992,20086.18754,20084.5806449968
