https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DOT,Volume BTC
1663545600000.0,2022-09-19 00:00:00,DOT/BTC,0.00033174,0.00033264,0.00033131,0.00033237,262.7026446430183,0.087314478
1663542000000.0,2022-09-18 23:00:00,DOT/BTC,0.00033336,0.00033356,0.00033153,0.00033174,130.15680653523842,0.043178219
1663538400000.0,2022-09-18 22:00:00,DOT/BTC,0.0003336,0.00033419,0.00033189,0.00033336,211.95076493880492,0.070655907
1663534800000.0,2022-09-18 21:00:00,DOT/BTC,0.00034204,0.00034204,0.00032206,0.0003336,3576.263318345324,1.193041443
1663531200000.0,2022-09-18 20:00:00,DOT/BTC,0.00034381,0.00034388,0.0003418,0.00034204,255.19297450590577,0.087286205
1663527600000.0,2022-09-18 19:00:00,DOT/BTC,0.00034368,0.00034449,0.00034351,0.00034381,224.27007649573895,0.077106295
1663524000000.0,2022-09-18 18:00:00,DOT/BTC,0.00034321,0.00034368,0.00034289,0.00034368,1.8994093342644318,0.000652789
1663520400000.0,2022-09-18 17:00:00,DOT/BTC,0.00034389,0.00034389,0.00034253,0.00034321,105.76588968852889,0.036299911
1663516800000.0,2022-09-18 16:00:00,DOT/BTC,0.00034392,0.00034404,0.00034175,0.00034389,1055.904356044084,0.363114949
1663513200000.0,2022-09-18 15:00:00,DOT/BTC,0.00034504,0.00034508,0.00034357,0.00034392,201.2479704582461,0.069213202
1663509600000.0,2022-09-18 14:00:00,DOT/BTC,0.00034496,0.00034519,0.0003424,0.00034504,364.0361233480176,0.125607024
1663506000000.0,2022-09-18 13:00:00,DOT/BTC,0.00034482,0.00034561,0.00034436,0.00034496,333.85048121521334,0.115165062
1663502400000.0,2022-09-18 12:00:00,DOT/BTC,0.00034641,0.00034641,0.00034479,0.00034482,164.46295748506466,0.056710117
1663498800000.0,2022-09-18 11:00:00,DOT/BTC,0.00034648,0.0003471,0.0003463,0.00034641,6.607485349730089,0.002288899
1663495200000.0,2022-09-18 10:00:00,DOT/BTC,0.00034651,0.0003476,0.00034514,0.00034648,905.4808993304089,0.313731022
1663491600000.0,2022-09-18 09:00:00,DOT/BTC,0.00034903,0.00034973,0.00034626,0.00034651,418.4632478139159,0.1450017
1663488000000.0,2022-09-18 08:00:00,DOT/BTC,0.00034899,0.00034947,0.00034889,0.00034903,57.38250580179354,0.020028216
1663484400000.0,2022-09-18 07:00:00,DOT/BTC,0.0003492,0.00034947,0.00034846,0.00034899,417.9445227656953,0.145858459
1663480800000.0,2022-09-18 06:00:00,DOT/BTC,0.00035056,0.00035056,0.0003492,0.0003492,151.13945589919817,0.052777898
1663477200000.0,2022-09-18 05:00:00,DOT/BTC,0.00034967,0.00035075,0.00034965,0.00035056,268.7142942720219,0.094200483
