https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume PRQ
1663545600000,2022-09-19 00:00:00,PRQ/USDT,0.10961298,0.11070158,0.10950683,0.11049296,1092.44389552,9887.0
1663459200000,2022-09-18 00:00:00,PRQ/USDT,0.11473339,0.11479813,0.10850001,0.1098359,21443.20174997616,195229.44456208
1663372800000,2022-09-17 00:00:00,PRQ/USDT,0.11162525,0.124,0.10850151,0.11477077,25133.314879880465,218987.07205572
1663286400000,2022-09-16 00:00:00,PRQ/USDT,0.11860042,0.12406152,0.1085,0.11101945,22694.530236565188,204419.40791965
1663200000000,2022-09-15 00:00:00,PRQ/USDT,0.12447122,0.13399998,0.11500002,0.11903983,20924.18704489594,175774.67176235
1663113600000,2022-09-14 00:00:00,PRQ/USDT,0.1123,0.13350216,0.11000002,0.12762353,21515.750639943177,168587.64712074
1663027200000,2022-09-13 00:00:00,PRQ/USDT,0.1189455,0.12333333,0.1123,0.11464746,22462.192302269497,195924.02921329
1662940800000,2022-09-12 00:00:00,PRQ/USDT,0.11923102,0.12449452,0.11750004,0.11985782,24066.785850942677,200794.45672333
1662854400000,2022-09-11 00:00:00,PRQ/USDT,0.11553709,0.140728,0.113,0.11876465,25552.805804394204,215154.97923325
1662768000000,2022-09-10 00:00:00,PRQ/USDT,0.11568059,0.12209984,0.113,0.11612301,23252.58451489622,200240.9730414
1662681600000,2022-09-09 00:00:00,PRQ/USDT,0.11485164,0.125,0.1085,0.11618721,22903.270967436696,197123.85698423
1662595200000,2022-09-08 00:00:00,PRQ/USDT,0.11351377,0.12,0.107564,0.11655509,21618.47400311546,185478.59216715
1662508800000,2022-09-07 00:00:00,PRQ/USDT,0.11325699,0.11691494,0.106,0.11372557,22921.01172307865,201546.68579
1662422400000,2022-09-06 00:00:00,PRQ/USDT,0.11124453,0.19,0.10981207,0.11415025,25009.381442324768,219091.77984564
1662336000000,2022-09-05 00:00:00,PRQ/USDT,0.11287825,0.11851992,0.105,0.10982064,23221.56279871403,211449.89501713
1662249600000,2022-09-04 00:00:00,PRQ/USDT,0.11362584,0.11560155,0.10976971,0.11393108,21300.478264123496,186959.3289568
1662163200000,2022-09-03 00:00:00,PRQ/USDT,0.11058818,0.11571774,0.1080002,0.11535386,22889.063330239704,198424.77165688
1662076800000,2022-09-02 00:00:00,PRQ/USDT,0.11602919,0.11671376,0.104,0.11165176,21366.92340740625,191371.12937052
1661990400000,2022-09-01 00:00:00,PRQ/USDT,0.11371757,0.1189999,0.10514632,0.11670792,22167.114076901737,189936.67333718
1661904000000,2022-08-31 00:00:00,PRQ/USDT,0.10738738,0.122,0.10500275,0.11222852,22156.51542941876,197423.21674935
1661817600000,2022-08-30 00:00:00,PRQ/USDT,0.11039883,0.1188,0.1,0.11097163,22193.561465442806,199993.11054044
1661731200000,2022-08-29 00:00:00,PRQ/USDT,0.11195474,0.115,0.10500003,0.10992043,23132.627941208695,210448.84869181
1661644800000,2022-08-28 00:00:00,PRQ/USDT,0.11225273,0.11909999,0.10613509,0.11276064,23765.024986512235,210756.38615134
1661558400000,2022-08-27 00:00:00,PRQ/USDT,0.11618467,0.1234913,0.10579704,0.11185433,20208.060671830055,180664.08937258
1661472000000,2022-08-26 00:00:00,PRQ/USDT,0.1332699,0.13446293,0.005,0.11403875,29141.847248531823,255543.37669022
1661385600000,2022-08-25 00:00:00,PRQ/USDT,0.13136387,0.13616702,0.13049979,0.13322061,25224.187710660673,189341.48185225
1661299200000,2022-08-24 00:00:00,PRQ/USDT,0.13151782,0.13599999,0.12800001,0.1326124,26755.16108376672,201754.59522463
1661212800000,2022-08-23 00:00:00,PRQ/USDT,0.13259948,0.15809984,0.13000002,0.13288371,27517.34942677608,207078.42538996
1661126400000,2022-08-22 00:00:00,PRQ/USDT,0.14052101,0.14886,0.12250009,0.13676573,1567.2013402579294,11459.02076681
1661040000000,2022-08-21 00:00:00,PRQ/USDT,0.12040282,0.17048465,0.11604243,0.14109811,31063.304604257548,220153.93830759
1660953600000,2022-08-20 00:00:00,PRQ/USDT,0.12591122,0.12754561,0.11250174,0.11643525,24003.990937688075,206157.42172313
1660867200000,2022-08-19 00:00:00,PRQ/USDT,0.14153924,0.142,0.11,0.12308355,23735.531355711904,192840.80899285
1660780800000,2022-08-18 00:00:00,PRQ/USDT,0.1428983,0.14699999,0.135026,0.14174432,29194.100801265897,205963.10879523
1660694400000,2022-08-17 00:00:00,PRQ/USDT,0.15020919,0.1524,0.14251282,0.14257036,27417.84981043227,192311.00917773
1660608000000,2022-08-16 00:00:00,PRQ/USDT,0.15224849,0.155,0.147,0.14915739,31893.6092422865,213825.20331233
1660521600000,2022-08-15 00:00:00,PRQ/USDT,0.15203795,0.15519766,0.148,0.15225693,30675.240106637917,201470.2391979
1660435200000,2022-08-14 00:00:00,PRQ/USDT,0.15834276,0.16293507,0.14533,0.15239246,32932.16083997015,216100.98583598
1660348800000,2022-08-13 00:00:00,PRQ/USDT,0.16000307,0.16427184,0.15827818,0.15922625,31655.626881595457,198809.09637447
1660262400000,2022-08-12 00:00:00,PRQ/USDT,0.15822473,0.16427124,0.15400001,0.15993448,31465.551846459017,196740.26417855
1660176000000,2022-08-11 00:00:00,PRQ/USDT,0.15386301,0.172,0.15282096,0.1577164,29862.780833559726,189344.80392375
1660089600000,2022-08-10 00:00:00,PRQ/USDT,0.15223555,0.15899817,0.1452,0.1546046,24704.295280193277,159790.16976334
1660003200000,2022-08-09 00:00:00,PRQ/USDT,0.15259981,0.15391134,0.15020656,0.15100853,1332.1972516600001,8822.0
1659916800000,2022-08-08 00:00:00,PRQ/USDT,0.1544242,0.16199999,0.14715004,0.15287428,29243.954809174065,191294.14581167
1659830400000,2022-08-07 00:00:00,PRQ/USDT,0.15583143,0.16199997,0.147,0.15460407,30862.88078234034,199625.28012581
1659744000000,2022-08-06 00:00:00,PRQ/USDT,0.15974527,0.16499999,0.1520006,0.1572567,30763.04413175632,195623.10624448
1659657600000,2022-08-05 00:00:00,PRQ/USDT,0.15931288,0.164,0.15888783,0.15966179,30111.125770661485,188593.1867021
1659571200000,2022-08-04 00:00:00,PRQ/USDT,0.15666683,0.1635,0.155,0.16096283,30860.771015274153,191726.071263
1659484800000,2022-08-03 00:00:00,PRQ/USDT,0.15783949,0.164,0.15397196,0.15755332,31402.598636008566,199314.1029082
1659398400000,2022-08-02 00:00:00,PRQ/USDT,0.16757319,0.169,0.15300001,0.15814609,33391.118722471554,211140.9692296
1659312000000,2022-08-01 00:00:00,PRQ/USDT,0.16872434,0.17599999,0.14,0.16974628,36091.53722203073,212620.48995731
1659225600000,2022-07-31 00:00:00,PRQ/USDT,0.16763642,0.1712,0.16300001,0.16576825,32476.32012242951,195913.9951253
1659139200000,2022-07-30 00:00:00,PRQ/USDT,0.16580476,0.18149992,0.16400001,0.16787015,30632.29735359792,182476.14214676
1659052800000,2022-07-29 00:00:00,PRQ/USDT,0.17927418,0.18169999,0.16300001,0.16529791,36420.84894184457,220334.60036999
1658966400000,2022-07-28 00:00:00,PRQ/USDT,0.18541365,0.19799999,0.17499999,0.17900915,41660.71720671029,232729.54039897
1658880000000,2022-07-27 00:00:00,PRQ/USDT,0.17835878,0.21249999,0.17000002,0.1819187,38515.29628152561,211717.08175974
1658793600000,2022-07-26 00:00:00,PRQ/USDT,0.15712549,0.1998,0.15,0.17856125,37135.87109089364,207972.73255476
1658707200000,2022-07-25 00:00:00,PRQ/USDT,0.18063355,0.197,0.15,0.15428895,38612.05710285548,250258.0846059
1658620800000,2022-07-24 00:00:00,PRQ/USDT,0.18019799,0.3408508,0.1717,0.18058175,73185.65815630853,405277.15650285
1658534400000,2022-07-23 00:00:00,PRQ/USDT,0.21432651,0.21465233,0.17,0.1787736,37758.35476533733,211207.66581496
