https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume PRQ
1658448000000,2022-07-22 00:00:00,PRQ/USDT,0.20881267,0.221,0.19663374,0.20849164,40022.64713399577,191962.83905674
1658361600000,2022-07-21 00:00:00,PRQ/USDT,0.21164832,0.2144,0.19000002,0.20701847,45830.89772779901,221385.54945266
1658275200000,2022-07-20 00:00:00,PRQ/USDT,0.21314559,0.24062387,0.20635316,0.2116736,44341.78921779054,209481.90618854
1658188800000,2022-07-19 00:00:00,PRQ/USDT,0.21864277,0.22353592,0.20004611,0.21025856,40730.502541273374,193716.26316319
1658102400000,2022-07-18 00:00:00,PRQ/USDT,0.22144611,0.23370561,0.20500285,0.22011006,42061.30049676947,191092.13134906
1658016000000,2022-07-17 00:00:00,PRQ/USDT,0.2104654,0.24549554,0.2097727,0.22259833,42874.56084997622,192609.53507592
1657929600000,2022-07-16 00:00:00,PRQ/USDT,0.23844638,0.26099999,0.20500577,0.21193857,45863.229610095936,216398.6933105
1657843200000,2022-07-15 00:00:00,PRQ/USDT,0.23547957,0.25130384,0.20000011,0.22536656,45192.334201909274,200528.12716274
1657756800000,2022-07-14 00:00:00,PRQ/USDT,0.20351477,0.29,0.18230006,0.24128964,50546.27480339357,209483.81705652
1657670400000,2022-07-13 00:00:00,PRQ/USDT,0.14194562,0.3,0.13875509,0.19882582,44127.558560634505,221940.78495758
1657584000000,2022-07-12 00:00:00,PRQ/USDT,0.15414009,0.15545684,0.135,0.14082017,27044.535383203256,192050.15434368
1657497600000,2022-07-11 00:00:00,PRQ/USDT,0.15171644,0.16968,0.148,0.15503509,31533.162744347,203393.71392855
1657411200000,2022-07-10 00:00:00,PRQ/USDT,0.16493043,0.17037303,0.16460542,0.16639439,1557.78427918,9362.0
1657324800000,2022-07-09 00:00:00,PRQ/USDT,0.18460481,0.194,0.16,0.16986234,30057.02339135147,176949.30725287
1657238400000,2022-07-08 00:00:00,PRQ/USDT,0.23869288,0.26650692,0.12500001,0.17886436,38508.21238704404,215292.81958152
1657152000000,2022-07-07 00:00:00,PRQ/USDT,0.11322511,0.24,0.11132703,0.23946375,49048.142402269565,204824.91568043
1657065600000,2022-07-06 00:00:00,PRQ/USDT,0.11385644,0.12,0.10964235,0.11404072,21750.36675971606,190724.56539836
1656979200000,2022-07-05 00:00:00,PRQ/USDT,0.11277585,0.11782989,0.10757231,0.11488572,22256.342698789,193725.92780712
1656892800000,2022-07-04 00:00:00,PRQ/USDT,0.10846973,0.11782999,0.102,0.1081128,19470.01955166367,180089.86495275
1656806400000,2022-07-03 00:00:00,PRQ/USDT,0.1145623,0.11782999,0.10710013,0.10903685,20567.375588351315,188627.74913574
1656720000000,2022-07-02 00:00:00,PRQ/USDT,0.11747208,0.11838297,0.1075,0.11388008,23765.766011187603,208691.16013255
1656633600000,2022-07-01 00:00:00,PRQ/USDT,0.11169769,0.11999999,0.11161817,0.11799566,22609.373069735964,191611.90394406
1656547200000,2022-06-30 00:00:00,PRQ/USDT,0.11435248,0.12105566,0.10937761,0.11519148,22247.63621631258,193136.12618149
1656460800000,2022-06-29 00:00:00,PRQ/USDT,0.12240938,0.12561163,0.10800001,0.11444156,22609.96223026539,197567.75624402
1656374400000,2022-06-28 00:00:00,PRQ/USDT,0.12739616,0.13239075,0.12609338,0.128158,910.56259,7105.0
1656288000000,2022-06-27 00:00:00,PRQ/USDT,0.12854569,0.13977435,0.12,0.1295215,25658.899722071492,198105.33171768
1656201600000,2022-06-26 00:00:00,PRQ/USDT,0.13630105,0.13694555,0.12553852,0.1292856,25382.213987541047,196326.69057916
1656115200000,2022-06-25 00:00:00,PRQ/USDT,0.13067937,0.13694523,0.12958227,0.1358929,25968.181939700004,191093
1656028800000,2022-06-24 00:00:00,PRQ/USDT,0.14214666,0.14841999,0.121,0.13275559,26662.69327133982,200840.45629521
1655942400000,2022-06-23 00:00:00,PRQ/USDT,0.15268519,0.165,0.12100001,0.14306884,26387.786850811488,184441.18824764
1655856000000,2022-06-22 00:00:00,PRQ/USDT,0.1516725,0.17747798,0.14300001,0.15196027,30667.482709241194,201812.5047372
1655769600000,2022-06-21 00:00:00,PRQ/USDT,0.12560925,0.18999999,0.12100003,0.14851008,30293.72742401329,203984.3182632
1655683200000,2022-06-20 00:00:00,PRQ/USDT,0.11655871,0.19,0.10886693,0.12570669,25681.00916989944,204293.09824242
1655596800000,2022-06-19 00:00:00,PRQ/USDT,0.11138848,0.12176816,0.10540001,0.11767694,22120.65248762051,187977.80166293
1655510400000,2022-06-18 00:00:00,PRQ/USDT,0.11335425,0.13,0.10476706,0.11283163,22566.152718555688,199998.46424762
1655424000000,2022-06-17 00:00:00,PRQ/USDT,0.10422426,0.11614524,0.1025183,0.11290741,21507.148206631067,190484.82474827
1655337600000,2022-06-16 00:00:00,PRQ/USDT,0.10501497,0.11414676,0.1015,0.10398518,18265.92885438839,175658.96269438
1655251200000,2022-06-15 00:00:00,PRQ/USDT,0.10554789,0.11476123,0.10000001,0.10343292,20750.334913870112,200616.35032512
1655164800000,2022-06-14 00:00:00,PRQ/USDT,0.10686314,0.12,0.1,0.10598916,21109.972337552368,199171.05048811
1655078400000,2022-06-13 00:00:00,PRQ/USDT,0.12853499,0.13509999,0.1,0.11306916,21971.829218152387,194322.03456851
1654992000000,2022-06-12 00:00:00,PRQ/USDT,0.12328372,0.14999999,0.11660835,0.12894897,27603.744774009145,214067.19862911
1654905600000,2022-06-11 00:00:00,PRQ/USDT,0.12512254,0.14,0.10001005,0.12606604,25605.485690620706,203111.68408733
1654819200000,2022-06-10 00:00:00,PRQ/USDT,0.12610462,0.1389,0.10001004,0.11690004,23209.808583630198,198544.06023839
1654732800000,2022-06-09 00:00:00,PRQ/USDT,0.12573017,0.12930028,0.12,0.12631265,24302.892152793913,192402.67821785
1654646400000,2022-06-08 00:00:00,PRQ/USDT,0.1188497,0.13323187,0.11500102,0.12433141,24122.182858214084,194015.19582392
1654560000000,2022-06-07 00:00:00,PRQ/USDT,0.11707624,0.1388,0.11110177,0.11864779,23944.033055538086,201807.66161374
1654473600000,2022-06-06 00:00:00,PRQ/USDT,0.11434831,0.12,0.111001,0.1170431,22464.604850364216,191934.46559741
1654387200000,2022-06-05 00:00:00,PRQ/USDT,0.11457319,0.12033734,0.11100104,0.11412874,23110.771877156072,202497.38915155
1654300800000,2022-06-04 00:00:00,PRQ/USDT,0.12014709,0.13899998,0.111001,0.11586526,22972.1181889919,198265.79760829
1654214400000,2022-06-03 00:00:00,PRQ/USDT,0.1349367,0.14017376,0.11100001,0.11516166,22568.063710826693,195968.55160673
1654128000000,2022-06-02 00:00:00,PRQ/USDT,0.12272052,0.17775,0.11667311,0.13704607,27064.291223741533,197483.16185748
1654041600000,2022-06-01 00:00:00,PRQ/USDT,0.12600566,0.12799746,0.11642177,0.11648557,24466.501846318977,210038.90736268
1653955200000,2022-05-31 00:00:00,PRQ/USDT,0.12554403,0.131,0.121,0.12543017,22479.226242349476,179217.05951885
1653868800000,2022-05-30 00:00:00,PRQ/USDT,0.11702145,0.13313527,0.1101,0.12667066,28189.955868421577,222545.26713938
1653782400000,2022-05-29 00:00:00,PRQ/USDT,0.12473728,0.12999999,0.11005555,0.1169495,23230.302284055942,198635.32793262
1653696000000,2022-05-28 00:00:00,PRQ/USDT,0.12648091,0.13275768,0.11600003,0.1229542,24243.323221734445,197173.60791038
1653609600000,2022-05-27 00:00:00,PRQ/USDT,0.13255406,0.13517157,0.118,0.12844525,24916.462262780162,193985.08129168
1653523200000,2022-05-26 00:00:00,PRQ/USDT,0.1390101,0.14099882,0.12601003,0.13132334,25297.435607276308,192634.72591602
1653436800000,2022-05-25 00:00:00,PRQ/USDT,0.13048424,0.14836978,0.1233001,0.13927167,16545.008740090605,118796.65649224
1653350400000,2022-05-24 00:00:00,PRQ/USDT,0.12744204,0.1658,0.12200003,0.165,53.8570630752,326.40644288
1653264000000,2022-05-23 00:00:00,PRQ/USDT,0.145,0.19281399,0.118,0.12500001,100.24603383343205,801.96820651
1653177600000,2022-05-22 00:00:00,PRQ/USDT,0.13717263,0.145,0.118,0.145,9.7445813804,67.20400952
1653091200000,2022-05-21 00:00:00,PRQ/USDT,0.13036884,0.13036884,0.118,0.118,400.38063050496,3393.05619072
1653004800000,2022-05-20 00:00:00,PRQ/USDT,0.1366749,0.13726929,0.12968415,0.12968415,3.463498525963041,26.70718454
1652918400000,2022-05-19 00:00:00,PRQ/USDT,0.12968415,0.13726929,0.12968415,0.12968415,6.234138924316466,48.07171057
1652832000000,2022-05-18 00:00:00,PRQ/USDT,0.13949538,0.25,0.122,0.12968415,691.1645985558621,5329.59963539
1652745600000,2022-05-17 00:00:00,PRQ/USDT,0.12825282,0.14,0.11144464,0.11638787,192.66135027494317,1655.3387417
1652659200000,2022-05-16 00:00:00,PRQ/USDT,0.10001001,0.13099797,0.10001001,0.11000001,7.939572555379256,72.17792576
1652572800000,2022-05-15 00:00:00,PRQ/USDT,0.13099799,0.13099799,0.13099799,0.13099799,75.15004451645912,573.67326412
1652486400000,2022-05-14 00:00:00,PRQ/USDT,0.13099884,0.13099999,0.10000001,0.10000001,320.2228533162821,3202.22821294
1652400000000,2022-05-13 00:00:00,PRQ/USDT,0.11028317,0.13199998,0.1,0.13199998,285.70174282313053,2164.40747054
1652313600000,2022-05-12 00:00:00,PRQ/USDT,0.13649275,0.14999999,0.1,0.12961878,757.8167252176604,5846.50407308
1652227200000,2022-05-11 00:00:00,PRQ/USDT,0.14600001,0.148,0.13,0.13,271.4022949755,2087.70996135
1652140800000,2022-05-10 00:00:00,PRQ/USDT,0.15134014,0.17999999,0.14736991,0.14736991,103.13500962203993,699.83763729
1652054400000,2022-05-09 00:00:00,PRQ/USDT,0.15533335,0.17,0.136301,0.14,202.1914458676,1444.22461334
1651968000000,2022-05-08 00:00:00,PRQ/USDT,0.16837361,0.16837361,0.154,0.15533335,111.13039276556728,715.43163632
1651881600000,2022-05-07 00:00:00,PRQ/USDT,0.16056452,0.17181246,0.15400001,0.17041868,258.81284684879273,1518.68824972
1651795200000,2022-05-06 00:00:00,PRQ/USDT,0.18273034,0.18399999,0.15500001,0.16002622,47.974208822933825,299.78967711
1651708800000,2022-05-05 00:00:00,PRQ/USDT,0.1867183,0.18969999,0.154,0.184,777.9178435004,4227.81436685
1651622400000,2022-05-04 00:00:00,PRQ/USDT,0.172,0.18969999,0.14034,0.18969999,2787.7547645800846,14695.59784679
1651536000000,2022-05-03 00:00:00,PRQ/USDT,0.16128,0.18899999,0.13988625,0.13988625,281.7664816658866,2014.25430781
1651449600000,2022-05-02 00:00:00,PRQ/USDT,0.18629018,0.18988999,0.18629018,0.18969999,109.00744740728452,574.63074936
1651363200000,2022-05-01 00:00:00,PRQ/USDT,0.16660115,0.239,0.15,0.18999005,1141.8050158170627,6009.81480776
1651276800000,2022-04-30 00:00:00,PRQ/USDT,0.24,0.24899349,0.15,0.16809999,2507.4905469887162,14916.66089325
1651190400000,2022-04-29 00:00:00,PRQ/USDT,0.222,0.222,0.222,0.222,149.99999999874,675.67567567
1651104000000,2022-04-28 00:00:00,PRQ/USDT,0.25691272,0.25691272,0.21,0.24999999,1279.296820268125,5117.18748576
1651017600000,2022-04-27 00:00:00,PRQ/USDT,0.24622852,0.25838031,0.2354609,0.25691272,54.94143237624772,213.85251916
1650931200000,2022-04-26 00:00:00,PRQ/USDT,0.26116761,0.2714959,0.25,0.25,591.354476745,2365.41790698
1650844800000,2022-04-25 00:00:00,PRQ/USDT,0.2722,0.27889999,0.22500001,0.22500001,868.2460104859598,3858.87098621
1650672000000,2022-04-23 00:00:00,PRQ/USDT,0.28000004,0.28000004,0.2722,0.2722,1092.248784613078,4012.67003899
1650585600000,2022-04-22 00:00:00,PRQ/USDT,0.27744033,0.30139121,0.27744033,0.29604353,10.449737230387857,35.29797537
1650326400000,2022-04-19 00:00:00,PRQ/USDT,0.28820336,0.28915637,0.27397478,0.28915637,167.7118281508017,580.0039202
1650240000000,2022-04-18 00:00:00,PRQ/USDT,0.2884889,0.28999999,0.27250001,0.28869156,1235.2658616812744,4278.84300352
1650153600000,2022-04-17 00:00:00,PRQ/USDT,0.27714893,0.28999999,0.27200001,0.28999999,215.7368391695984,743.92016072
1650067200000,2022-04-16 00:00:00,PRQ/USDT,0.276,0.28999999,0.276,0.2887815,125.87209499157827,435.8731255
1649980800000,2022-04-15 00:00:00,PRQ/USDT,0.2736542,0.29392793,0.27200001,0.27505762,933.3419363977619,3393.25969736
1649894400000,2022-04-14 00:00:00,PRQ/USDT,0.31349998,0.3135,0.27000001,0.27000001,979.5087680409013,3627.81011764
1649808000000,2022-04-13 00:00:00,PRQ/USDT,0.34853422,0.37599998,0.27600001,0.27600001,1667.6375269614873,6042.16473384
1649721600000,2022-04-12 00:00:00,PRQ/USDT,0.27585771,0.413,0.27585771,0.326,2642.32603534896,8105.29458696
1649635200000,2022-04-11 00:00:00,PRQ/USDT,0.26999999,0.3,0.25670281,0.26181079,921.220813449237,3518.65105884
1649462400000,2022-04-09 00:00:00,PRQ/USDT,0.27599998,0.27599998,0.27599998,0.27599998,320.5388364194264,1161.37267988
1649376000000,2022-04-08 00:00:00,PRQ/USDT,0.2821,0.2821,0.27599998,0.27599998,337.4573997626834,1222.67182687
1649289600000,2022-04-07 00:00:00,PRQ/USDT,0.28100002,0.29499999,0.28100002,0.282,256.63725558,910.06119
1649203200000,2022-04-06 00:00:00,PRQ/USDT,0.30459999,0.30459999,0.28100002,0.28100002,15.479642694253851,55.0876925
1649116800000,2022-04-05 00:00:00,PRQ/USDT,0.30599996,0.30599999,0.303,0.30459999,316.4804200413061,1039.0033829
