https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume EXM
1663545600000,2022-09-19 00:00:00,EXM/USDT,0.01650798,0.01652816,0.01617137,0.01617137,92.68506910858191,5731.42962585
1663459200000,2022-09-18 00:00:00,EXM/USDT,0.01686503,0.01739235,0.01622,0.01622,4181.59545527951,257804.89859923
1663372800000,2022-09-17 00:00:00,EXM/USDT,0.01665434,0.01739376,0.01665434,0.01686777,4536.38704066455,268938.16080398
1663286400000,2022-09-16 00:00:00,EXM/USDT,0.01690582,0.01727999,0.0165,0.01676384,3526.612054964347,210370.18099459
1663200000000,2022-09-15 00:00:00,EXM/USDT,0.01713557,0.01766065,0.01659872,0.01690049,8032.708290462597,475294.40214234
1663113600000,2022-09-14 00:00:00,EXM/USDT,0.017,0.0178977,0.0168,0.01713557,3307.5057320878113,193019.88390744
1663027200000,2022-09-13 00:00:00,EXM/USDT,0.01855663,0.0189,0.017,0.017,14602.44807427598,858967.53378094
1662940800000,2022-09-12 00:00:00,EXM/USDT,0.0178,0.0189398,0.01756161,0.01855667,4670.929009597857,251711.59532383
1662854400000,2022-09-11 00:00:00,EXM/USDT,0.01780254,0.01784593,0.01727607,0.0178,4091.460731927696,229857.34449032
1662768000000,2022-09-10 00:00:00,EXM/USDT,0.01749,0.01807864,0.01721,0.01758892,5698.9002452023815,324005.12625007
1662681600000,2022-09-09 00:00:00,EXM/USDT,0.01631741,0.01753565,0.01631741,0.017256,4459.162441329904,258412.28797693
1662595200000,2022-09-08 00:00:00,EXM/USDT,0.01613995,0.01655162,0.0156,0.01631741,4271.754797666376,261791.22775406
1662508800000,2022-09-07 00:00:00,EXM/USDT,0.01585,0.01639387,0.01578564,0.01614315,2319.210930535182,143665.32743208
1662422400000,2022-09-06 00:00:00,EXM/USDT,0.01643397,0.01669543,0.01577512,0.01586001,5269.176432323177,332230.33480579
1662336000000,2022-09-05 00:00:00,EXM/USDT,0.01631,0.01655945,0.01612054,0.01643397,1955.5222510746974,118992.68716413
1662249600000,2022-09-04 00:00:00,EXM/USDT,0.01608863,0.01664701,0.01599846,0.01631,1332.4265000218097,81693.83813745
1662163200000,2022-09-03 00:00:00,EXM/USDT,0.01617,0.01645,0.01597531,0.01614,2377.898682737219,147329.53424642
1662076800000,2022-09-02 00:00:00,EXM/USDT,0.01634913,0.01690765,0.01617,0.01617,2556.396442106684,158095.01806473
1661990400000,2022-09-01 00:00:00,EXM/USDT,0.01632,0.01649577,0.01567798,0.01634913,5482.281312524973,335325.5685486
1661904000000,2022-08-31 00:00:00,EXM/USDT,0.01654266,0.01685503,0.01616278,0.01631504,8576.996501835898,525711.03116118
1661817600000,2022-08-30 00:00:00,EXM/USDT,0.017,0.0172,0.01615119,0.01666845,4636.667890193887,278170.30918855
1661731200000,2022-08-29 00:00:00,EXM/USDT,0.01629311,0.01701932,0.0161992,0.017,2928.74666858844,172279.21579932
1661644800000,2022-08-28 00:00:00,EXM/USDT,0.0167563,0.017356,0.01625,0.01626474,10516.290939227472,646569.87687645
1661558400000,2022-08-27 00:00:00,EXM/USDT,0.01677,0.01744,0.01656,0.01671463,3436.886369936871,205621.44480236
1661472000000,2022-08-26 00:00:00,EXM/USDT,0.018,0.0182,0.01681327,0.01681327,12340.923310024222,733998.99662732
1661385600000,2022-08-25 00:00:00,EXM/USDT,0.01731,0.018,0.01731,0.01796565,10885.574782155905,605910.43364175
1661299200000,2022-08-24 00:00:00,EXM/USDT,0.01727677,0.01829777,0.01710018,0.01739287,6610.178766094825,380051.06495333
1661212800000,2022-08-23 00:00:00,EXM/USDT,0.0174225,0.01789335,0.01706059,0.01730272,8593.128776311465,496634.56244518
1661126400000,2022-08-22 00:00:00,EXM/USDT,0.01806,0.01806079,0.01777611,0.01796339,81.67835286813947,4546.93422946
1661040000000,2022-08-21 00:00:00,EXM/USDT,0.01821824,0.01825192,0.01769627,0.01784818,6394.793103013671,358288.2458051
1660953600000,2022-08-20 00:00:00,EXM/USDT,0.01783732,0.0184,0.01777,0.01816409,5372.273278119379,295763.41441379
1660867200000,2022-08-19 00:00:00,EXM/USDT,0.0197,0.0197,0.01750105,0.01779,23487.45480544947,1320261.65292015
1660780800000,2022-08-18 00:00:00,EXM/USDT,0.018,0.02060892,0.01760002,0.0197,24945.361980874593,1266262.02948602
1660694400000,2022-08-17 00:00:00,EXM/USDT,0.01814008,0.0184528,0.018,0.018,3376.46527614252,187581.40423014
1660608000000,2022-08-16 00:00:00,EXM/USDT,0.01815372,0.0184362,0.0178,0.01814008,5797.157987899206,319577.31100961
1660521600000,2022-08-15 00:00:00,EXM/USDT,0.01860029,0.01899999,0.01789999,0.018,11843.016176735458,657945.34315197
1660435200000,2022-08-14 00:00:00,EXM/USDT,0.01881,0.0191,0.01837752,0.01860004,3268.691599212447,175735.72955824
1660348800000,2022-08-13 00:00:00,EXM/USDT,0.01892,0.0191,0.01864182,0.01898013,1180.0418079448732,62172.48290422
1660262400000,2022-08-12 00:00:00,EXM/USDT,0.01855132,0.01899899,0.01837752,0.01892,1206.4291966671296,63764.75669488
1660176000000,2022-08-11 00:00:00,EXM/USDT,0.01884766,0.019033,0.01855132,0.01865513,5217.126631686987,279661.76765785
1660089600000,2022-08-10 00:00:00,EXM/USDT,0.01801072,0.01880731,0.01766529,0.0186,2153.9360574195357,115803.01383976
