https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume RUB,tradecount
1663545600000,2022-09-19 00:00:00,ETH/RUB,80757.40000000,80757.40000000,80518.00000000,80518.00000000,0.04250000,3426.44390000,2
1663459200000,2022-09-18 00:00:00,ETH/RUB,88102.80000000,88139.90000000,80000.00000000,80490.00000000,111.70120000,9418386.05644000,865
1663372800000,2022-09-17 00:00:00,ETH/RUB,87144.10000000,89180.00000000,85339.30000000,88914.50000000,59.11300000,5159433.68790000,552
1663286400000,2022-09-16 00:00:00,ETH/RUB,88643.90000000,89398.00000000,85300.00000000,86627.70000000,91.76300000,8050107.59870000,1207
1663200000000,2022-09-15 00:00:00,ETH/RUB,98980.00000000,99584.10000000,87573.40000000,88300.00000000,244.83450000,22624250.76042000,2245
1663113600000,2022-09-14 00:00:00,ETH/RUB,96092.10000000,98942.60000000,94000.00000000,98300.00000000,137.32390000,13245343.58965000,1400
1663027200000,2022-09-13 00:00:00,ETH/RUB,103460.20000000,105707.90000000,94030.40000000,96379.40000000,232.96390000,23365254.44124000,2550
1662940800000,2022-09-12 00:00:00,ETH/RUB,107303.50000000,108394.70000000,102794.90000000,103715.60000000,126.52870000,13313529.86302000,1531
1662854400000,2022-09-11 00:00:00,ETH/RUB,107842.90000000,108293.20000000,104500.00000000,107302.50000000,110.52620000,11830804.48892000,1262
1662768000000,2022-09-10 00:00:00,ETH/RUB,104518.00000000,108683.80000000,103580.10000000,108042.00000000,207.56720000,21856807.66966000,1708
1662681600000,2022-09-09 00:00:00,ETH/RUB,99723.90000000,105783.80000000,99372.30000000,104332.30000000,165.59960000,17136262.03605000,1893
1662595200000,2022-09-08 00:00:00,ETH/RUB,101100.00000000,101187.10000000,97633.30000000,99963.70000000,143.43850000,14295292.81320000,1724
1662508800000,2022-09-07 00:00:00,ETH/RUB,95105.60000000,101342.20000000,91326.90000000,100977.40000000,161.06030000,15384719.10944000,1605
1662422400000,2022-09-06 00:00:00,ETH/RUB,98171.60000000,102341.10000000,95102.30000000,95102.30000000,226.48440000,22487975.55113000,2098
1662336000000,2022-09-05 00:00:00,ETH/RUB,94539.90000000,99000.00000000,93420.40000000,99000.00000000,148.51150000,14294312.05808000,1490
1662249600000,2022-09-04 00:00:00,ETH/RUB,93928.70000000,95000.00000000,92800.00000000,94412.30000000,40.32780000,3787826.72609000,649
1662163200000,2022-09-03 00:00:00,ETH/RUB,94400.20000000,95116.40000000,92404.10000000,93825.50000000,76.31840000,7146500.26682000,1015
1662076800000,2022-09-02 00:00:00,ETH/RUB,95169.70000000,99033.40000000,93000.00000000,94837.40000000,201.83470000,19401515.22756000,1814
1661990400000,2022-09-01 00:00:00,ETH/RUB,93782.20000000,96242.80000000,91419.50000000,95315.20000000,165.31740000,15542924.75415000,1560
1661904000000,2022-08-31 00:00:00,ETH/RUB,92018.80000000,97632.30000000,92013.10000000,93834.60000000,208.04820000,19878086.92826000,1489
1661817600000,2022-08-30 00:00:00,ETH/RUB,95557.10000000,98055.50000000,89983.40000000,91849.90000000,252.17130000,23867218.59791000,1788
1661731200000,2022-08-29 00:00:00,ETH/RUB,86751.70000000,96056.70000000,86300.00000000,95650.40000000,162.51590000,14823695.36643000,1148
1661644800000,2022-08-28 00:00:00,ETH/RUB,90393.50000000,91344.50000000,86500.00000000,86514.20000000,148.75670000,13352808.20588000,988
1661558400000,2022-08-27 00:00:00,ETH/RUB,90875.60000000,92100.00000000,88000.00000000,90483.60000000,171.28840000,15502262.83911000,1189
1661472000000,2022-08-26 00:00:00,ETH/RUB,101956.10000000,102464.70000000,90559.20000000,91304.80000000,270.21230000,26463342.22568000,1996
1661385600000,2022-08-25 00:00:00,ETH/RUB,99774.10000000,103445.80000000,99581.70000000,102226.20000000,163.59890000,16723844.43718000,1558
1661299200000,2022-08-24 00:00:00,ETH/RUB,100123.50000000,101669.80000000,96757.50000000,99500.00000000,259.42980000,25726864.51452000,1885
1661212800000,2022-08-23 00:00:00,ETH/RUB,97396.80000000,100500.00000000,94280.30000000,100191.00000000,182.70420000,17787717.85818000,1533
1661126400000,2022-08-22 00:00:00,ETH/RUB,96154.20000000,97833.70000000,91831.40000000,97573.20000000,214.12480000,20190208.67066000,1398
1661040000000,2022-08-21 00:00:00,ETH/RUB,94245.90000000,98137.90000000,93705.90000000,96750.00000000,162.00900000,15622051.44421000,1196
1660953600000,2022-08-20 00:00:00,ETH/RUB,97097.80000000,98893.00000000,91450.10000000,94078.50000000,193.29190000,18548719.65140000,1556
1660867200000,2022-08-19 00:00:00,ETH/RUB,111500.00000000,111500.00000000,96450.00000000,96450.00000000,344.30200000,35348725.31637000,2276
1660780800000,2022-08-18 00:00:00,ETH/RUB,111630.90000000,113400.00000000,110300.50000000,111835.40000000,114.94480000,12900020.44708000,945
1660694400000,2022-08-17 00:00:00,ETH/RUB,115481.10000000,119800.90000000,110271.00000000,111242.70000000,226.08300000,25952957.24855000,1864
1660608000000,2022-08-16 00:00:00,ETH/RUB,116300.00000000,117837.00000000,113950.00000000,115774.90000000,130.60330000,15129158.04155000,1245
1660521600000,2022-08-15 00:00:00,ETH/RUB,119747.60000000,124945.00000000,115804.20000000,117583.00000000,265.60160000,31486000.20978000,1993
1660435200000,2022-08-14 00:00:00,ETH/RUB,122870.90000000,125407.00000000,116700.30000000,120341.70000000,233.89040000,28372145.00410000,1805
1660348800000,2022-08-13 00:00:00,ETH/RUB,121682.50000000,125546.70000000,121087.70000000,122439.90000000,163.15170000,20169287.89922000,1615
1660262400000,2022-08-12 00:00:00,ETH/RUB,114908.80000000,122140.00000000,113700.00000000,121936.70000000,259.65000000,30459183.39982000,2011
1660176000000,2022-08-11 00:00:00,ETH/RUB,113900.00000000,118264.00000000,113786.30000000,114617.70000000,182.16570000,21066457.80115000,1919
1660089600000,2022-08-10 00:00:00,ETH/RUB,103299.40000000,115815.70000000,101000.00000000,113664.60000000,326.22740000,35829364.32901000,2831
1660003200000,2022-08-09 00:00:00,ETH/RUB,109827.70000000,110010.90000000,101800.00000000,103401.20000000,186.53920000,19657149.52695000,1659
1659916800000,2022-08-08 00:00:00,ETH/RUB,103627.10000000,111052.30000000,103099.90000000,109365.20000000,243.60570000,26351118.73256000,2240
1659830400000,2022-08-07 00:00:00,ETH/RUB,103182.30000000,105340.00000000,102200.00000000,103582.90000000,88.96350000,9240941.38210000,874
1659744000000,2022-08-06 00:00:00,ETH/RUB,105840.00000000,106500.00000000,103000.00000000,103038.00000000,104.12060000,10912928.23940000,1041
1659657600000,2022-08-05 00:00:00,ETH/RUB,97992.80000000,105848.00000000,97732.30000000,105848.00000000,247.21820000,25290377.14355000,1793
1659571200000,2022-08-04 00:00:00,ETH/RUB,100200.60000000,102352.90000000,97341.00000000,97982.00000000,158.31730000,15723234.00114000,1268
1659484800000,2022-08-03 00:00:00,ETH/RUB,100531.80000000,103869.50000000,98198.80000000,100189.30000000,129.95530000,13199121.77341000,1236
1659398400000,2022-08-02 00:00:00,ETH/RUB,100752.50000000,103326.30000000,95565.40000000,100527.60000000,245.26000000,24294594.83362000,1704
1659312000000,2022-08-01 00:00:00,ETH/RUB,105601.70000000,107405.20000000,99493.60000000,101141.20000000,204.74450000,21254172.36636000,1670
1659225600000,2022-07-31 00:00:00,ETH/RUB,106813.70000000,110000.00000000,104951.10000000,105700.00000000,180.23170000,19373806.27006000,1286
1659139200000,2022-07-30 00:00:00,ETH/RUB,108672.00000000,109500.00000000,105350.30000000,106901.70000000,144.13420000,15451962.65231000,1248
1659052800000,2022-07-29 00:00:00,ETH/RUB,107674.80000000,110783.40000000,104410.00000000,108046.10000000,438.15330000,47053588.53235000,2422
1658966400000,2022-07-28 00:00:00,ETH/RUB,100300.00000000,111370.80000000,98551.90000000,107811.50000000,382.33270000,39881847.72257000,2773
1658880000000,2022-07-27 00:00:00,ETH/RUB,90498.00000000,101000.00000000,88836.00000000,100698.50000000,331.27280000,31171465.36263000,2512
1658793600000,2022-07-26 00:00:00,ETH/RUB,87200.00000000,90500.00000000,85050.00000000,90498.00000000,208.20670000,18021022.79861000,1601
1658707200000,2022-07-25 00:00:00,ETH/RUB,95030.80000000,95533.60000000,87128.00000000,87200.00000000,265.73080000,24207522.67693000,1686
1658620800000,2022-07-24 00:00:00,ETH/RUB,92270.10000000,98800.00000000,91964.10000000,95326.20000000,248.77590000,23679479.62531000,1604
1658534400000,2022-07-23 00:00:00,ETH/RUB,91000.10000000,95107.10000000,88807.00000000,92261.40000000,305.49810000,28001179.09852000,1298
1658448000000,2022-07-22 00:00:00,ETH/RUB,92373.20000000,97849.80000000,90276.50000000,91083.80000000,463.08310000,43506968.26297000,2297
1658361600000,2022-07-21 00:00:00,ETH/RUB,86323.20000000,94014.20000000,81950.00000000,92426.20000000,411.73890000,36380474.41224000,2427
1658275200000,2022-07-20 00:00:00,ETH/RUB,91645.40000000,93257.60000000,83837.10000000,86615.30000000,528.58520000,46653488.89873000,2984
1658188800000,2022-07-19 00:00:00,ETH/RUB,94282.80000000,97455.20000000,88639.10000000,91630.50000000,632.99790000,58093386.62872000,3699
1658102400000,2022-07-18 00:00:00,ETH/RUB,81160.30000000,95247.00000000,81079.60000000,94661.40000000,595.14490000,52956864.67494000,3975
1658016000000,2022-07-17 00:00:00,ETH/RUB,82200.00000000,84000.00000000,80177.70000000,81342.60000000,238.33600000,19651964.99219000,2226
1657929600000,2022-07-16 00:00:00,ETH/RUB,75834.90000000,85300.00000000,73022.00000000,81774.40000000,374.24440000,29525159.71702000,2576
1657843200000,2022-07-15 00:00:00,ETH/RUB,74405.90000000,79024.40000000,73949.00000000,75823.60000000,298.29370000,22737019.33830000,2322
1657756800000,2022-07-14 00:00:00,ETH/RUB,70000.00000000,75856.50000000,67008.70000000,74466.40000000,232.96240000,16543227.97555000,1754
1657670400000,2022-07-13 00:00:00,ETH/RUB,65013.30000000,69999.40000000,63889.00000000,69688.90000000,244.32030000,16328286.20371000,1657
1657584000000,2022-07-12 00:00:00,ETH/RUB,71031.30000000,71056.90000000,65000.00000000,65001.50000000,279.34510000,18913894.27779000,1574
1657497600000,2022-07-11 00:00:00,ETH/RUB,75461.00000000,77758.30000000,70895.60000000,71000.20000000,205.27650000,15172412.43278000,1238
1657411200000,2022-07-10 00:00:00,ETH/RUB,78614.30000000,78792.10000000,74369.00000000,75765.70000000,171.37460000,13033415.46003000,1041
1657324800000,2022-07-09 00:00:00,ETH/RUB,78836.10000000,79622.50000000,78203.00000000,78457.70000000,157.94940000,12468273.79681000,940
1657238400000,2022-07-08 00:00:00,ETH/RUB,79393.90000000,81847.00000000,75903.00000000,78890.30000000,325.18010000,25676863.56321000,1920
1657152000000,2022-07-07 00:00:00,ETH/RUB,76600.00000000,80300.00000000,75153.90000000,79549.70000000,284.17030000,22085095.36394000,1810
1657065600000,2022-07-06 00:00:00,ETH/RUB,70935.60000000,77764.20000000,70404.40000000,76466.00000000,471.64830000,35017463.68478000,2277
1656979200000,2022-07-05 00:00:00,ETH/RUB,65650.00000000,74000.00000000,64333.20000000,70776.50000000,586.95290000,40456883.59073000,2861
1656892800000,2022-07-04 00:00:00,ETH/RUB,59046.00000000,66151.00000000,57731.30000000,65651.40000000,379.07180000,23538813.18339000,1805
1656806400000,2022-07-03 00:00:00,ETH/RUB,59627.90000000,60586.40000000,58261.10000000,59370.20000000,118.72680000,7025038.67994000,729
1656720000000,2022-07-02 00:00:00,ETH/RUB,58681.80000000,60100.00000000,56820.00000000,59627.90000000,123.67610000,7246361.16478000,776
1656633600000,2022-07-01 00:00:00,ETH/RUB,58368.00000000,61894.30000000,55580.80000000,58549.40000000,617.64610000,36130131.85623000,2058
1656547200000,2022-06-30 00:00:00,ETH/RUB,57851.10000000,59155.20000000,53859.30000000,58676.50000000,751.94400000,41699320.65388000,2537
1656460800000,2022-06-29 00:00:00,ETH/RUB,62271.30000000,62771.70000000,57535.30000000,57840.20000000,796.12490000,47198358.09106000,2780
1656374400000,2022-06-28 00:00:00,ETH/RUB,65294.70000000,67705.80000000,61962.80000000,61962.80000000,210.85530000,13670902.04653000,1045
1656288000000,2022-06-27 00:00:00,ETH/RUB,67068.00000000,68135.50000000,63941.30000000,65406.90000000,306.87420000,20330411.58936000,1391
1656201600000,2022-06-26 00:00:00,ETH/RUB,69812.20000000,71862.40000000,67000.00000000,67000.00000000,157.24320000,10977922.09513000,1123
1656115200000,2022-06-25 00:00:00,ETH/RUB,68434.00000000,70463.20000000,66227.80000000,69926.90000000,170.82630000,11615457.43142000,1093
1656028800000,2022-06-24 00:00:00,ETH/RUB,62741.70000000,69800.00000000,61438.90000000,68527.00000000,476.00340000,31266625.13913000,2062
1655942400000,2022-06-23 00:00:00,ETH/RUB,57827.20000000,63100.00000000,57500.00000000,62574.60000000,398.81930000,24079248.53703000,1475
1655856000000,2022-06-22 00:00:00,ETH/RUB,60822.90000000,61256.70000000,57350.00000000,57758.20000000,337.23580000,19860669.73060000,1339
1655769600000,2022-06-21 00:00:00,ETH/RUB,63997.90000000,66869.20000000,60620.00000000,61160.50000000,333.95710000,21294550.37741000,1472
1655683200000,2022-06-20 00:00:00,ETH/RUB,65171.00000000,67358.30000000,61472.30000000,64525.80000000,347.70230000,22236350.81987000,1560
1655596800000,2022-06-19 00:00:00,ETH/RUB,57689.00000000,67200.00000000,54336.00000000,65586.10000000,467.98400000,28562752.98331000,2098
1655510400000,2022-06-18 00:00:00,ETH/RUB,62374.20000000,63100.00000000,51568.90000000,57635.20000000,597.23790000,34013907.50983000,2373
1655424000000,2022-06-17 00:00:00,ETH/RUB,62472.50000000,65113.20000000,61265.70000000,62419.00000000,212.25810000,13387424.65628000,1039
1655337600000,2022-06-16 00:00:00,ETH/RUB,71199.60000000,72300.00000000,60823.70000000,62200.00000000,405.65190000,26675425.92823000,1951
