https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT
1663462800,2022-09-18 01:00:00,BNB/USDT,277.056,277.341,276.928,277.193,7.11310299,1970.59395296262
1663459200,2022-09-18 00:00:00,BNB/USDT,279.055,279.1,276.89,277.155,356.15184565,98897.9236982565
1663455600,2022-09-17 23:00:00,BNB/USDT,279.256,279.597,278.904,279.013,248.97070627,69527.04382573419
1663452000,2022-09-17 22:00:00,BNB/USDT,277.916,279.37,277.782,279.282,290.24048702,80906.10237161963
1663448400,2022-09-17 21:00:00,BNB/USDT,279.435,279.439,277.567,277.933,316.31285823,88083.05942695897
1663444800,2022-09-17 20:00:00,BNB/USDT,278.705,279.5,278.705,279.46,315.46864353,88063.25282886277
1663441200,2022-09-17 19:00:00,BNB/USDT,278.534,278.706,278.092,278.694,317.56805051,88431.07655543601
1663437600,2022-09-17 18:00:00,BNB/USDT,278.588,278.89,278.103,278.58,344.13803829,95867.9046278537
1663434000,2022-09-17 17:00:00,BNB/USDT,278.833,279.228,278.02,278.753,630.11158632,175456.84934946838
1663430400,2022-09-17 16:00:00,BNB/USDT,277.609,279.77,277.397,278.722,1469.68317215,409943.74232727149
1663426800,2022-09-17 15:00:00,BNB/USDT,277.955,277.955,276.881,277.44,324.37255915,89969.51011583233
1663423200,2022-09-17 14:00:00,BNB/USDT,276.128,278.184,275.876,277.926,405.97625511,112571.63531571176
1663419600,2022-09-17 13:00:00,BNB/USDT,276.473,276.65,275.79,276.147,353.39065264,97628.0388844086
1663416000,2022-09-17 12:00:00,BNB/USDT,276.857,277.222,275.638,276.488,306.30815806,84704.77491234491
1663412400,2022-09-17 11:00:00,BNB/USDT,276.984,277.314,276.788,276.845,267.67040596,74162.70468713445
1663408800,2022-09-17 10:00:00,BNB/USDT,276.818,277.319,275.95,276.993,377.05292906,104408.12382730754
1663405200,2022-09-17 09:00:00,BNB/USDT,277.143,277.482,276.293,276.79,339.55922992,94056.97408037466
1663401600,2022-09-17 08:00:00,BNB/USDT,276.473,277.142,276.402,277.14,245.29444451,67872.94269362418
1663398000,2022-09-17 07:00:00,BNB/USDT,276.341,276.575,276.097,276.48,196.90059576,54416.91672416627
1663394400,2022-09-17 06:00:00,BNB/USDT,276.739,277.069,275.6,276.26,296.60593304,81968.64475214357
1663390800,2022-09-17 05:00:00,BNB/USDT,277.275,277.275,275.46,276.738,359.43509866,99259.92585792156
1663387200,2022-09-17 04:00:00,BNB/USDT,276.341,278.013,276.341,277.303,362.90295842,100592.7537487727
1663383600,2022-09-17 03:00:00,BNB/USDT,276.368,276.743,276.117,276.281,202.52477733,55981.01801143935
1663380000,2022-09-17 02:00:00,BNB/USDT,278,278.419,276.065,276.345,519.78796068,143953.31004348758
1663376400,2022-09-17 01:00:00,BNB/USDT,277.133,277.975,276.658,277.966,283.78442006,78711.54734584008
1663372800,2022-09-17 00:00:00,BNB/USDT,274.838,278.299,274.594,276.953,887.37717068,245815.59241005295
1663369200,2022-09-16 23:00:00,BNB/USDT,274.344,274.84,273.776,274.819,534.61357807,146601.89303337296
