https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TKY,Volume BTC
1651017600,2022-04-27 00:00:00,TKY/BTC,0.0000000055,0.0000000055,0.0000000054,0.0000000055,7605949.3635,0.04145356900644
1651014000,2022-04-26 23:00:00,TKY/BTC,0.0000000056,0.0000000056,0.0000000054,0.0000000055,803544.09,0.0044195553909
1651010400,2022-04-26 22:00:00,TKY/BTC,0.0000000056,0.0000000057,0.0000000055,0.0000000057,3155616.114,0.01767324811331
1651006800,2022-04-26 21:00:00,TKY/BTC,0.0000000056,0.0000000056,0.0000000055,0.0000000055,632.703,0.00000354279431
1651003200,2022-04-26 20:00:00,TKY/BTC,0.0000000058,0.0000000058,0.0000000056,0.0000000057,4832499.8471,0.02802296503968
1650999600,2022-04-26 19:00:00,TKY/BTC,0.0000000057,0.0000000058,0.0000000057,0.0000000058,711356.8452,0.00405479694545
1650996000,2022-04-26 18:00:00,TKY/BTC,0.0000000055,0.0000000056,0.0000000055,0.0000000055,365565.4167,0.00201067271966
1650992400,2022-04-26 17:00:00,TKY/BTC,0.0000000055,0.0000000056,0.0000000055,0.0000000055,989039.317,0.00548331068477
1650988800,2022-04-26 16:00:00,TKY/BTC,0.0000000053,0.0000000056,0.0000000053,0.0000000054,391530.9941,0.00214825493679
1650985200,2022-04-26 15:00:00,TKY/BTC,0.0000000055,0.0000000055,0.0000000053,0.0000000054,4799820.9329,0.02609149054731
1650981600,2022-04-26 14:00:00,TKY/BTC,0.0000000055,0.0000000055,0.0000000054,0.0000000054,2596928.7399,0.0142512259739
1650978000,2022-04-26 13:00:00,TKY/BTC,0.0000000057,0.0000000057,0.0000000055,0.0000000055,6901525.9167,0.0384721706271
1650974400,2022-04-26 12:00:00,TKY/BTC,0.0000000059,0.0000000059,0.0000000056,0.0000000057,8479728.816,0.04907403291328
1650970800,2022-04-26 11:00:00,TKY/BTC,0.000000006,0.000000006,0.000000006,0.000000006,4539017.0972,0.0272341025832
1650967200,2022-04-26 10:00:00,TKY/BTC,0.0000000058,0.0000000059,0.0000000058,0.0000000059,171984.2541,0.00101453636724
1650963600,2022-04-26 09:00:00,TKY/BTC,0.0000000057,0.0000000057,0.0000000056,0.0000000057,32257.9583,0.00018354096219
1650960000,2022-04-26 08:00:00,TKY/BTC,0.0000000057,0.0000000058,0.0000000057,0.0000000058,30324.2898,0.00017581795303
1650956400,2022-04-26 07:00:00,TKY/BTC,0.0000000057,0.0000000057,0.0000000056,0.0000000056,33412.9122,0.00018715168331
1650952800,2022-04-26 06:00:00,TKY/BTC,0.0000000058,0.0000000058,0.0000000057,0.0000000057,8368844.7917,0.04791869917042
1650949200,2022-04-26 05:00:00,TKY/BTC,0.0000000058,0.0000000059,0.0000000057,0.0000000059,253824.9984,0.00147981900861
1650945600,2022-04-26 04:00:00,TKY/BTC,0.0000000058,0.0000000058,0.0000000058,0.0000000058,0,0
1650942000,2022-04-26 03:00:00,TKY/BTC,0.0000000058,0.0000000059,0.0000000057,0.0000000058,1863628.5957,0.01081019015899
1650938400,2022-04-26 02:00:00,TKY/BTC,0.0000000057,0.0000000062,0.0000000057,0.0000000059,28329948.0598,0.16455484808043
1650934800,2022-04-26 01:00:00,TKY/BTC,0.0000000057,0.0000000058,0.0000000057,0.0000000057,19628741.076,0.11351583144761
1650931200,2022-04-26 00:00:00,TKY/BTC,0.0000000057,0.0000000058,0.0000000056,0.0000000056,13072864.6087,0.07481050516661
1650927600,2022-04-25 23:00:00,TKY/BTC,0.0000000056,0.0000000059,0.0000000056,0.0000000057,10210518.1224,0.05916647825959
1650924000,2022-04-25 22:00:00,TKY/BTC,0.0000000059,0.0000000061,0.0000000055,0.0000000056,19948774.2135,0.1139905054644
1650920400,2022-04-25 21:00:00,TKY/BTC,0.0000000059,0.000000006,0.0000000059,0.000000006,3927301.1271,0.02317111455489
1650916800,2022-04-25 20:00:00,TKY/BTC,0.0000000064,0.0000000064,0.0000000057,0.0000000059,5219431.5496,0.03143710841867
1650913200,2022-04-25 19:00:00,TKY/BTC,0.0000000062,0.0000000064,0.0000000061,0.0000000063,31646734.65335,0.20043309357274
1650909600,2022-04-25 18:00:00,TKY/BTC,0.0000000061,0.0000000064,0.0000000061,0.0000000063,8925723.6762,0.05586923150588
1650906000,2022-04-25 17:00:00,TKY/BTC,0.0000000062,0.0000000064,0.000000006,0.000000006,10513558.8447,0.06420026479395
1650902400,2022-04-25 16:00:00,TKY/BTC,0.0000000059,0.0000000062,0.0000000059,0.0000000062,1552872.3767,0.00947348634823
1650898800,2022-04-25 15:00:00,TKY/BTC,0.0000000057,0.0000000058,0.0000000057,0.0000000058,285840.2775,0.00162935250956
1650895200,2022-04-25 14:00:00,TKY/BTC,0.0000000057,0.0000000057,0.0000000057,0.0000000057,477926.1106,0.00272417883042
1650891600,2022-04-25 13:00:00,TKY/BTC,0.0000000058,0.0000000059,0.0000000057,0.0000000058,18283993.9359,0.10544933277951
1650888000,2022-04-25 12:00:00,TKY/BTC,0.0000000062,0.0000000063,0.0000000058,0.0000000059,29839918.6923,0.1797821543476
1650884400,2022-04-25 11:00:00,TKY/BTC,0.0000000062,0.0000000062,0.0000000061,0.0000000061,28769435.9797,0.17606654734711
1650880800,2022-04-25 10:00:00,TKY/BTC,0.0000000062,0.0000000062,0.0000000061,0.0000000062,21374158.13933548,0.132100151940519976
1650877200,2022-04-25 09:00:00,TKY/BTC,0.0000000061,0.0000000064,0.0000000061,0.0000000062,37846072.7878,0.23524023073961
1650873600,2022-04-25 08:00:00,TKY/BTC,0.0000000065,0.0000000065,0.000000006,0.0000000061,30960994.0381,0.1946144746158
1650870000,2022-04-25 07:00:00,TKY/BTC,0.0000000063,0.0000000066,0.0000000063,0.0000000065,13100381.6697,0.08358757245292
1650866400,2022-04-25 06:00:00,TKY/BTC,0.000000007,0.0000000073,0.0000000063,0.0000000063,4206964.9352,0.02861376648949
