https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AURY,Volume USDT
1642204800,2022-01-15 00:00:00,AURY/USDT,13.053,13.193,12.668,12.882,10352.14879414,133951.1775775677
1642118400,2022-01-14 00:00:00,AURY/USDT,13.278,13.359,12.806,13.077,11437.30778588,149470.9795553499
1642032000,2022-01-13 00:00:00,AURY/USDT,13.185,13.88,12.642,13.278,15019.9811551,198420.13015904061
1641945600,2022-01-12 00:00:00,AURY/USDT,12.655,13.778,12.425,13.185,19166.8737412,248208.37464508274
1641859200,2022-01-11 00:00:00,AURY/USDT,12.414,13.08,12.389,12.655,18827.74940117,238360.35864077556
1641772800,2022-01-10 00:00:00,AURY/USDT,12.471,12.77,12.16,12.406,12471.07803557,154514.13726323279
1641686400,2022-01-09 00:00:00,AURY/USDT,12.484,12.942,12.1,12.465,9629.05726707,119678.44043665034
1641600000,2022-01-08 00:00:00,AURY/USDT,12.563,12.871,12.16,12.484,14754.99517983,184812.54082182261
1641513600,2022-01-07 00:00:00,AURY/USDT,12.949,13.02,11.62,12.563,28966.62205779,363250.1210472175
1641427200,2022-01-06 00:00:00,AURY/USDT,13.33,13.349,12.399,12.946,19920.31358056,257486.0296408984
1641340800,2022-01-05 00:00:00,AURY/USDT,13.752,14.485,12.8,13.337,37017.07610088,504742.62197938621
1641254400,2022-01-04 00:00:00,AURY/USDT,13.901,14.055,13.608,13.749,15385.28307575,212646.41061268162
1641168000,2022-01-03 00:00:00,AURY/USDT,13.091,14.61,13.061,13.907,40579.23935198,560928.22495393612
1641081600,2022-01-02 00:00:00,AURY/USDT,12.649,14.193,12.534,13.068,19522.60312047,252387.00489879214
1640995200,2022-01-01 00:00:00,AURY/USDT,12.795,13.02,12.426,12.649,14401.00167024,181288.62529607797
1640908800,2021-12-31 00:00:00,AURY/USDT,12.754,13.291,12.367,12.755,24673.25496869,315693.47896552893
1640822400,2021-12-30 00:00:00,AURY/USDT,13.121,13.161,12.3,12.754,28108.43856504,356285.91182283609
1640736000,2021-12-29 00:00:00,AURY/USDT,13.695,13.743,12.951,13.121,16319.13554198,217741.00679780195
1640649600,2021-12-28 00:00:00,AURY/USDT,14.099,14.158,13.271,13.69,20711.84389305,283026.85017363738
