https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUPER,Volume USDT
1644192000,2022-02-07 00:00:00,SUPER/USDT,0.8319,0.9688,0.8093,0.9388,5049756.23456963,4610339.026995281296
1644105600,2022-02-06 00:00:00,SUPER/USDT,0.7691,0.8345,0.7345,0.8307,2711534.5302713,2154300.588208136696
1644019200,2022-02-05 00:00:00,SUPER/USDT,0.7931,0.8042,0.7418,0.7676,1524431.10991488,1185276.713103869058
1643932800,2022-02-04 00:00:00,SUPER/USDT,0.6691,0.822,0.6631,0.7929,3573013.77950883,2683241.044166539262
1643846400,2022-02-03 00:00:00,SUPER/USDT,0.6356,0.6816,0.63,0.6691,1350507.2189614,872082.280730555451
1643760000,2022-02-02 00:00:00,SUPER/USDT,0.7068,0.7295,0.6239,0.6375,1572189.71768738,1053777.030922796784
1643673600,2022-02-01 00:00:00,SUPER/USDT,0.6408,0.7483,0.6393,0.7072,3101331.5821711,2160729.725387028427
1643587200,2022-01-31 00:00:00,SUPER/USDT,0.6336,0.6505,0.5897,0.6424,1736688.41847412,1069206.877687458202
1643500800,2022-01-30 00:00:00,SUPER/USDT,0.6594,0.6981,0.6235,0.6326,1198683.17501103,789167.083319389331
1643414400,2022-01-29 00:00:00,SUPER/USDT,0.6463,0.6773,0.6463,0.6598,953294.7405037,629868.554200817318
1643328000,2022-01-28 00:00:00,SUPER/USDT,0.6549,0.6696,0.6161,0.6468,1343851.71004324,860514.102026877086
1643241600,2022-01-27 00:00:00,SUPER/USDT,0.6665,0.6875,0.608,0.6549,1904295.91892522,1235598.570123216965
1643155200,2022-01-26 00:00:00,SUPER/USDT,0.6725,0.7987,0.64,0.6674,3416843.19992633,2403437.62013413918
1643068800,2022-01-25 00:00:00,SUPER/USDT,0.6644,0.7116,0.6152,0.6712,1764138.78200705,1161841.601824133003
1642982400,2022-01-24 00:00:00,SUPER/USDT,0.6609,0.68,0.5582,0.6647,2590997.01122721,1552045.566662694936
1642896000,2022-01-23 00:00:00,SUPER/USDT,0.631,0.7033,0.6222,0.6603,1650690.05930554,1081386.923667011504
1642809600,2022-01-22 00:00:00,SUPER/USDT,0.7289,0.7499,0.5961,0.6295,2766997.34191027,1832534.985780519928
1642723200,2022-01-21 00:00:00,SUPER/USDT,0.8793,0.9076,0.7077,0.73,2804473.40864305,2285820.750813970126
1642636800,2022-01-20 00:00:00,SUPER/USDT,0.9326,0.995,0.8719,0.8786,1397087.90495785,1316339.77157706657
1642550400,2022-01-19 00:00:00,SUPER/USDT,0.9863,1.0016,0.9219,0.9329,788216.97698088,757544.149930545398
1642464000,2022-01-18 00:00:00,SUPER/USDT,1.0088,1.0239,0.9313,0.9869,1428652.75028801,1387465.195821948524
1642377600,2022-01-17 00:00:00,SUPER/USDT,1.087,1.0905,0.9825,1.0093,1300187.31286012,1335423.133766848559
1642291200,2022-01-16 00:00:00,SUPER/USDT,1.1189,1.1229,1.0635,1.0858,757690.27271225,826524.750719214116
1642204800,2022-01-15 00:00:00,SUPER/USDT,1.0873,1.1393,1.082,1.1223,1112001.34758632,1242528.806820891509
1642118400,2022-01-14 00:00:00,SUPER/USDT,1.0857,1.145,1.0453,1.0884,1680535.85008211,1843932.749816546626
1642032000,2022-01-13 00:00:00,SUPER/USDT,1.168,1.1777,1.0508,1.0866,2759018.49962492,3059952.654847071154
1641945600,2022-01-12 00:00:00,SUPER/USDT,0.9688,1.2039,0.955,1.1636,4419702.46018857,4788218.752301634921
1641859200,2022-01-11 00:00:00,SUPER/USDT,0.9407,0.9957,0.9119,0.9654,1264493.32387743,1211674.514685085345
1641772800,2022-01-10 00:00:00,SUPER/USDT,1.0162,1.0311,0.86,0.9404,1784823.6756895,1702564.02845037156
1641686400,2022-01-09 00:00:00,SUPER/USDT,1.007,1.064,0.993,1.0163,968043.26414554,991728.973695062955
1641600000,2022-01-08 00:00:00,SUPER/USDT,1.0059,1.0843,0.9671,1.0061,2068144.88701399,2125013.410114588794
1641513600,2022-01-07 00:00:00,SUPER/USDT,1.115,1.116,0.9415,1.0057,4878901.6327609,4904694.336355377367
1641427200,2022-01-06 00:00:00,SUPER/USDT,1.11,1.1351,0.9844,1.1127,2613494.49535923,2748915.791538533621
1641340800,2022-01-05 00:00:00,SUPER/USDT,1.1338,1.2721,1.0014,1.11,5100426.50576663,5992461.714977114923
1641254400,2022-01-04 00:00:00,SUPER/USDT,1.1386,1.1655,1.122,1.1366,1176507.44139066,1347185.247005714481
1641168000,2022-01-03 00:00:00,SUPER/USDT,1.1578,1.1881,1.125,1.1411,659720.42358722,760367.183374204016
1641081600,2022-01-02 00:00:00,SUPER/USDT,1.1653,1.185,1.1483,1.1605,623098.04273906,725387.21050869273
1640995200,2022-01-01 00:00:00,SUPER/USDT,1.1292,1.1812,1.1277,1.1654,622229.2873478,717081.023404622414
1640908800,2021-12-31 00:00:00,SUPER/USDT,1.1203,1.19,1.0985,1.1307,1603547.05827578,1840157.433428946576
1640822400,2021-12-30 00:00:00,SUPER/USDT,1.1289,1.1718,1.1008,1.1227,1239355.01013951,1402018.542149435744
1640736000,2021-12-29 00:00:00,SUPER/USDT,1.1759,1.21,1.1202,1.129,1305156.37142402,1525272.915615616034
1640649600,2021-12-28 00:00:00,SUPER/USDT,1.3178,1.3193,1.1526,1.1744,2296433.80981394,2821617.543217643856
