https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KAT,Volume USDT
1663459200,2022-09-18 00:00:00,KAT/USDT,0.001268,0.0012704,0.001202,0.001243,6710238.4946,8213.22947624786
1663372800,2022-09-17 00:00:00,KAT/USDT,0.001104,0.001489,0.0010772,0.0012708,267687258.959,344933.07231681055
1663286400,2022-09-16 00:00:00,KAT/USDT,0.0014159,0.0014349,0.0010044,0.001104,119931813.8299,146488.51604381156
1663200000,2022-09-15 00:00:00,KAT/USDT,0.0016499,0.0021,0.0012762,0.0014159,316997087.95813928,508096.814490238381528
1663113600,2022-09-14 00:00:00,KAT/USDT,0.001378,0.002419,0.001367,0.00165,660894557.2645,1184115.62558769883
1663027200,2022-09-13 00:00:00,KAT/USDT,0.0017835,0.002097,0.001295,0.001378,639372860.9642,1041129.0906684003
1662940800,2022-09-12 00:00:00,KAT/USDT,0.00099,0.006,0.0009461,0.0017899,2624064331.18034717,6642436.93193137186585
1662854400,2022-09-11 00:00:00,KAT/USDT,0.0006748,0.0012047,0.000669,0.0009901,496200891.42080193,479683.450973483421693
1662768000,2022-09-10 00:00:00,KAT/USDT,0.0006644,0.00093,0.0006268,0.0006748,262503561.70344966,201524.818850116813986
1662681600,2022-09-09 00:00:00,KAT/USDT,0.0006479,0.0007029,0.000609,0.0006643,59852865.2686,39094.07066200234
1662595200,2022-09-08 00:00:00,KAT/USDT,0.0007831,0.0007944,0.0006413,0.000652,164995306.21489293,117814.233727796883414
1662508800,2022-09-07 00:00:00,KAT/USDT,0.0005328,0.00128,0.0005328,0.0007799,1065974544.43534832,936292.783488893064491
1662422400,2022-09-06 00:00:00,KAT/USDT,0.0005801,0.0005868,0.000522,0.0005378,22890131.7742,12581.97022016413
1662336000,2022-09-05 00:00:00,KAT/USDT,0.0006168,0.000693,0.0005752,0.000576,36764522.5252,22772.06862102752
1662249600,2022-09-04 00:00:00,KAT/USDT,0.0007138,0.0007246,0.000608,0.000617,75283917.5218,49900.16695583189
1662163200,2022-09-03 00:00:00,KAT/USDT,0.0005253,0.0008,0.0005179,0.00071,177274369.2038,120328.4738100769
1662076800,2022-09-02 00:00:00,KAT/USDT,0.0005314,0.0005327,0.000514,0.0005298,4769634.7533,2483.77967571204
1661990400,2022-09-01 00:00:00,KAT/USDT,0.0005398,0.000597,0.0005151,0.0005353,33294831.8046,18376.91963625214
1661904000,2022-08-31 00:00:00,KAT/USDT,0.000536,0.000561,0.000526,0.0005389,7311525.9011,3977.46206666502
1661817600,2022-08-30 00:00:00,KAT/USDT,0.0005522,0.00056,0.0005206,0.0005327,3874584.1432,2094.06656605926
1661731200,2022-08-29 00:00:00,KAT/USDT,0.0005589,0.0005589,0.0005301,0.0005519,3678885.4904,2003.53790413391
