https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EURT,Volume EUR
1663545600000.0,2022-09-19 00:00:00,EURT/EUR,0.9981,0.9981,0.9981,0.9981,1472.0,1469.2032
1663542000000.0,2022-09-18 23:00:00,EURT/EUR,0.9981,0.9981,0.9981,0.9981,191.0,190.6371
1663538400000.0,2022-09-18 22:00:00,EURT/EUR,0.9981,0.9981,0.9981,0.9981,0.0,0.0
1663534800000.0,2022-09-18 21:00:00,EURT/EUR,0.9977,0.9984,0.9976,0.9981,398.930167317904,398.1722
1663531200000.0,2022-09-18 20:00:00,EURT/EUR,0.9977,0.9977,0.9977,0.9977,0.0,0.0
1663527600000.0,2022-09-18 19:00:00,EURT/EUR,0.9977,0.9977,0.9977,0.9977,0.0,0.0
1663524000000.0,2022-09-18 18:00:00,EURT/EUR,0.9977,0.9977,0.9977,0.9977,0.0,0.0
1663520400000.0,2022-09-18 17:00:00,EURT/EUR,0.9978,0.9978,0.9977,0.9977,104.00641475393405,103.7672
1663516800000.0,2022-09-18 16:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663513200000.0,2022-09-18 15:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663509600000.0,2022-09-18 14:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663506000000.0,2022-09-18 13:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663502400000.0,2022-09-18 12:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663498800000.0,2022-09-18 11:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663495200000.0,2022-09-18 10:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663491600000.0,2022-09-18 09:00:00,EURT/EUR,0.9978,0.998,0.9978,0.9978,4.000400881940268,3.9916
1663488000000.0,2022-09-18 08:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663484400000.0,2022-09-18 07:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663480800000.0,2022-09-18 06:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663477200000.0,2022-09-18 05:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663473600000.0,2022-09-18 04:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663470000000.0,2022-09-18 03:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663466400000.0,2022-09-18 02:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663462800000.0,2022-09-18 01:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663455600000.0,2022-09-17 23:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663452000000.0,2022-09-17 22:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663448400000.0,2022-09-17 21:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663444800000.0,2022-09-17 20:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663441200000.0,2022-09-17 19:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663437600000.0,2022-09-17 18:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663434000000.0,2022-09-17 17:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663430400000.0,2022-09-17 16:00:00,EURT/EUR,0.9978,0.9978,0.9978,0.9978,0.0,0.0
1663426800000.0,2022-09-17 15:00:00,EURT/EUR,0.9984,0.9984,0.9978,0.9978,200.0460012026458,199.6059
1663423200000.0,2022-09-17 14:00:00,EURT/EUR,0.9984,0.9984,0.9984,0.9984,0.0,0.0
1663419600000.0,2022-09-17 13:00:00,EURT/EUR,0.9984,0.9984,0.9984,0.9984,0.0,0.0
1663416000000.0,2022-09-17 12:00:00,EURT/EUR,0.9985,0.9985,0.9984,0.9984,113.0,112.8192
1663412400000.0,2022-09-17 11:00:00,EURT/EUR,0.9987,0.9987,0.9985,0.9985,39.99999999999999,39.94
1663408800000.0,2022-09-17 10:00:00,EURT/EUR,0.9991,0.9991,0.9987,0.9987,213.02983879042756,212.7529
1663405200000.0,2022-09-17 09:00:00,EURT/EUR,0.9992,0.9994,0.9991,0.9991,4.000600540486437,3.997
1663401600000.0,2022-09-17 08:00:00,EURT/EUR,0.9992,0.9992,0.9992,0.9992,0.0,0.0
1663398000000.0,2022-09-17 07:00:00,EURT/EUR,0.999,0.9992,0.999,0.9992,40.00000000000001,39.968
1663394400000.0,2022-09-17 06:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663390800000.0,2022-09-17 05:00:00,EURT/EUR,0.9995,0.9996,0.999,0.999,337.0924924924925,336.7554
1663387200000.0,2022-09-17 04:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663383600000.0,2022-09-17 03:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663380000000.0,2022-09-17 02:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663376400000.0,2022-09-17 01:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663372800000.0,2022-09-17 00:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,22.999999999999996,22.9885
1663369200000.0,2022-09-16 23:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663365600000.0,2022-09-16 22:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663362000000.0,2022-09-16 21:00:00,EURT/EUR,0.9996,0.9996,0.9995,0.9995,90.0040020010005,89.959
1663358400000.0,2022-09-16 20:00:00,EURT/EUR,0.9964,1.0142,0.9964,0.9996,11478.115846338536,11473.5246
1663354800000.0,2022-09-16 19:00:00,EURT/EUR,0.9966,0.9966,0.9964,0.9964,120.01063829787235,119.5786
1663351200000.0,2022-09-16 18:00:00,EURT/EUR,0.998,0.998,0.9966,0.9966,703.4829420028095,701.0911
1663347600000.0,2022-09-16 17:00:00,EURT/EUR,0.998,0.998,0.998,0.998,0.0,0.0
1663344000000.0,2022-09-16 16:00:00,EURT/EUR,0.998,0.998,0.998,0.998,0.0,0.0
1663340400000.0,2022-09-16 15:00:00,EURT/EUR,0.9981,0.9981,0.998,0.998,83.00350701402806,82.8375
1663336800000.0,2022-09-16 14:00:00,EURT/EUR,0.9991,0.9991,0.9981,0.9981,965.6080553050797,963.7734
1663333200000.0,2022-09-16 13:00:00,EURT/EUR,0.9991,0.9991,0.9991,0.9991,0.0,0.0
1663329600000.0,2022-09-16 12:00:00,EURT/EUR,0.9992,0.9992,0.9991,0.9991,227.0,226.7957
1663326000000.0,2022-09-16 11:00:00,EURT/EUR,0.9994,0.9994,0.9992,0.9992,219.00920736589273,218.834
1663322400000.0,2022-09-16 10:00:00,EURT/EUR,0.9994,0.9994,0.9994,0.9994,0.0,0.0
1663318800000.0,2022-09-16 09:00:00,EURT/EUR,0.9995,0.9995,0.9994,0.9994,4.000200120072043,3.9978
1663315200000.0,2022-09-16 08:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663311600000.0,2022-09-16 07:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,327.0,326.8365
1663308000000.0,2022-09-16 06:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663304400000.0,2022-09-16 05:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663300800000.0,2022-09-16 04:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,1.0,0.9995
1663297200000.0,2022-09-16 03:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663293600000.0,2022-09-16 02:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663290000000.0,2022-09-16 01:00:00,EURT/EUR,0.9995,0.9995,0.9995,0.9995,0.0,0.0
1663286400000.0,2022-09-16 00:00:00,EURT/EUR,0.9999,0.9999,0.9995,0.9995,250.04072036018007,249.9157
1663282800000.0,2022-09-15 23:00:00,EURT/EUR,0.9999,0.9999,0.9999,0.9999,0.0,0.0
1663279200000.0,2022-09-15 22:00:00,EURT/EUR,1.0001,1.0001,0.9999,0.9999,100.01300130013001,100.003
1663275600000.0,2022-09-15 21:00:00,EURT/EUR,1.0004,1.0004,1.0001,1.0001,100.00879912008799,100.0188
1663272000000.0,2022-09-15 20:00:00,EURT/EUR,1.0004,1.0004,1.0004,1.0004,0.0,0.0
1663268400000.0,2022-09-15 19:00:00,EURT/EUR,1.0006,1.0006,1.0004,1.0004,121.0,121.0484
1663264800000.0,2022-09-15 18:00:00,EURT/EUR,1.0,1.001,1.0,1.0006,1309.3393963621827,1310.125
1663261200000.0,2022-09-15 17:00:00,EURT/EUR,1.0004,1.0004,1.0,1.0,10.0,10.0
1663257600000.0,2022-09-15 16:00:00,EURT/EUR,0.9992,1.0004,0.9992,1.0004,387.83256697321076,387.9877
1663254000000.0,2022-09-15 15:00:00,EURT/EUR,0.9991,0.9995,0.9991,0.9992,400.0309247397918,399.7109
1663250400000.0,2022-09-15 14:00:00,EURT/EUR,0.9999,1.0,0.999,0.9991,75237.39865879291,75169.685
1663246800000.0,2022-09-15 13:00:00,EURT/EUR,0.9997,0.9999,0.9997,0.9999,61713.78887888789,61707.6175
1663243200000.0,2022-09-15 12:00:00,EURT/EUR,0.9998,0.9998,0.9997,0.9997,275.0,274.9175
1663239600000.0,2022-09-15 11:00:00,EURT/EUR,0.9997,0.9998,0.9997,0.9998,122.999899979996,122.9753
1663236000000.0,2022-09-15 10:00:00,EURT/EUR,0.9993,0.9997,0.9993,0.9997,120.98839651895568,120.9521
1663232400000.0,2022-09-15 09:00:00,EURT/EUR,0.9993,0.9995,0.9993,0.9993,121.00780546382468,120.9231
1663228800000.0,2022-09-15 08:00:00,EURT/EUR,0.9994,0.9994,0.9993,0.9993,14.0,13.9902
1663225200000.0,2022-09-15 07:00:00,EURT/EUR,0.9994,0.9994,0.9994,0.9994,0.0,0.0
1663221600000.0,2022-09-15 06:00:00,EURT/EUR,0.9992,0.9994,0.9992,0.9994,122.98499099459676,122.9112
1663218000000.0,2022-09-15 05:00:00,EURT/EUR,0.9992,0.9992,0.9992,0.9992,38.0,37.9696
1663214400000.0,2022-09-15 04:00:00,EURT/EUR,0.9992,0.9992,0.9992,0.9992,0.0,0.0
1663210800000.0,2022-09-15 03:00:00,EURT/EUR,0.999,0.9992,0.999,0.9992,8.0,7.9936
1663207200000.0,2022-09-15 02:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663203600000.0,2022-09-15 01:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663200000000.0,2022-09-15 00:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663196400000.0,2022-09-14 23:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663192800000.0,2022-09-14 22:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663189200000.0,2022-09-14 21:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
1663185600000.0,2022-09-14 20:00:00,EURT/EUR,0.999,0.999,0.999,0.999,0.0,0.0
