https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTRG,Volume USDT
1657929600,2022-07-16 00:00:00,MTRG/USDT,2.17,2.339,2.1,2.302,159290.4910059,354127.2543967725
1657843200,2022-07-15 00:00:00,MTRG/USDT,2.055,2.176,2.01,2.17,69721.61174128,147238.47217525244
1657756800,2022-07-14 00:00:00,MTRG/USDT,1.962,2.069,1.9,2.055,58641.71524105,116388.4558746782
1657670400,2022-07-13 00:00:00,MTRG/USDT,1.87,1.99,1.81,1.964,97749.44492558,184414.34769909055
1657584000,2022-07-12 00:00:00,MTRG/USDT,1.957,2,1.87,1.87,67118.55919763,129948.78686558065
1657497600,2022-07-11 00:00:00,MTRG/USDT,2.129,2.131,1.944,1.969,69144.29831589,139806.47860033713
1657411200,2022-07-10 00:00:00,MTRG/USDT,2.176,2.18,2.06,2.127,69121.87994574,145654.74156861109
1657324800,2022-07-09 00:00:00,MTRG/USDT,2.251,2.289,2.16,2.176,40258.68316087,89912.77541881094
1657238400,2022-07-08 00:00:00,MTRG/USDT,2.288,2.48,2.125,2.26,124523.90416415,283969.51942309705
1657152000,2022-07-07 00:00:00,MTRG/USDT,2.129,2.49,2.05,2.288,105302.54415707,232667.58372907395
1657065600,2022-07-06 00:00:00,MTRG/USDT,1.95,2.194,1.929,2.131,72602.44407378,148462.3886072963
1656979200,2022-07-05 00:00:00,MTRG/USDT,2.047,2.164,1.928,1.95,149702.45898128,300043.82333682766
1656892800,2022-07-04 00:00:00,MTRG/USDT,1.85,2.063,1.793,2.045,96324.85245891,186902.04860629254
1656806400,2022-07-03 00:00:00,MTRG/USDT,1.841,1.94,1.78,1.849,35742.10467799,65334.53555357449
1656720000,2022-07-02 00:00:00,MTRG/USDT,1.775,1.861,1.768,1.841,50769.29032012,91765.09812840312
1656633600,2022-07-01 00:00:00,MTRG/USDT,1.818,1.919,1.761,1.79,99656.3193841,184229.324290617
1656547200,2022-06-30 00:00:00,MTRG/USDT,1.923,1.928,1.638,1.819,171709.7270159,312287.51350904812
1656460800,2022-06-29 00:00:00,MTRG/USDT,2.094,2.11,1.9,1.91,98659.41877738,194802.84468248879
1656374400,2022-06-28 00:00:00,MTRG/USDT,2.272,2.31,2.016,2.107,165689.82415698,355439.77879048819
1656288000,2022-06-27 00:00:00,MTRG/USDT,2.345,2.468,2.27,2.272,74222.83154546,173317.06006017295
1656201600,2022-06-26 00:00:00,MTRG/USDT,2.336,2.551,2.301,2.35,107591.32718963,261417.33454241294
1656115200,2022-06-25 00:00:00,MTRG/USDT,2.305,2.44,2.236,2.342,95691.74208267,221827.79665323305
1656028800,2022-06-24 00:00:00,MTRG/USDT,2.055,2.439,2.03,2.298,225657.1446986,511427.3535851182
1655942400,2022-06-23 00:00:00,MTRG/USDT,1.827,2.215,1.811,2.056,157967.59768484,317875.8570525945
1655856000,2022-06-22 00:00:00,MTRG/USDT,1.947,1.988,1.75,1.839,98336.97259704,183956.22256521569
1655769600,2022-06-21 00:00:00,MTRG/USDT,1.887,2.128,1.857,1.948,208473.52300991,410702.45290290298
1655683200,2022-06-20 00:00:00,MTRG/USDT,2.06,2.089,1.79,1.87,287270.66848759,542578.15013024018
1655596800,2022-06-19 00:00:00,MTRG/USDT,2.05,2.3,1.961,2.06,228912.61811195,473802.76686659327
1655510400,2022-06-18 00:00:00,MTRG/USDT,1.885,2.243,1.671,2.04,193329.7937013,358777.16549701003
1655424000,2022-06-17 00:00:00,MTRG/USDT,1.869,2.156,1.832,1.898,123474.24746812,238494.68678014779
1655337600,2022-06-16 00:00:00,MTRG/USDT,2.067,2.09,1.739,1.86,229917.31739081,430913.90678793829
1655251200,2022-06-15 00:00:00,MTRG/USDT,1.61,2.154,1.51,2.07,273663.60873321,488829.8864505195
1655164800,2022-06-14 00:00:00,MTRG/USDT,1.402,1.7,1.37,1.61,227493.33346463,359192.44734136436
1655078400,2022-06-13 00:00:00,MTRG/USDT,1.263,1.636,1.2,1.4,381720.02047338,540579.07835106835
1654992000,2022-06-12 00:00:00,MTRG/USDT,1.33,1.452,1.251,1.26,120234.04906758,158451.73256724349
1654905600,2022-06-11 00:00:00,MTRG/USDT,1.471,1.509,1.3,1.33,76154.02181261,106679.22501893214
1654819200,2022-06-10 00:00:00,MTRG/USDT,1.63,1.631,1.399,1.471,133067.53516557,200187.11690775417
1654732800,2022-06-09 00:00:00,MTRG/USDT,1.78,1.81,1.623,1.625,53644.79473135,90846.95940924058
1654646400,2022-06-08 00:00:00,MTRG/USDT,1.69,1.929,1.6,1.78,102324.09497221,172108.86743101765
1654560000,2022-06-07 00:00:00,MTRG/USDT,1.743,1.75,1.577,1.675,107044.23924827,177279.06802471577
1654473600,2022-06-06 00:00:00,MTRG/USDT,1.61,1.873,1.61,1.75,199844.52032474,345883.24149288884
1654387200,2022-06-05 00:00:00,MTRG/USDT,1.594,1.654,1.551,1.605,51925.06907807,83115.12477994871
1654300800,2022-06-04 00:00:00,MTRG/USDT,1.608,1.608,1.54,1.585,35106.91895961,55064.7400327293
1654214400,2022-06-03 00:00:00,MTRG/USDT,1.704,1.724,1.53,1.609,81687.953283,131018.59445841357
1654128000,2022-06-02 00:00:00,MTRG/USDT,1.571,1.762,1.561,1.702,157693.84969243,257659.36291800205
1654041600,2022-06-01 00:00:00,MTRG/USDT,1.939,1.99,1.541,1.572,271998.8969764,466301.08351121534
1653955200,2022-05-31 00:00:00,MTRG/USDT,2.09,2.109,1.911,1.938,130109.841974,258189.24333709611
1653868800,2022-05-30 00:00:00,MTRG/USDT,1.948,2.18,1.941,2.099,140230.79860746,290548.36063499162
1653782400,2022-05-29 00:00:00,MTRG/USDT,1.887,1.996,1.831,1.948,76066.86212701,145556.08077354644
1653696000,2022-05-28 00:00:00,MTRG/USDT,1.614,1.976,1.613,1.9,103379.61655825,185398.04277992686
1653609600,2022-05-27 00:00:00,MTRG/USDT,1.781,1.792,1.61,1.622,106748.59929449,179783.85948694741
1653523200,2022-05-26 00:00:00,MTRG/USDT,1.931,1.958,1.69,1.782,118024.01938725,213519.36594054982
1653436800,2022-05-25 00:00:00,MTRG/USDT,1.925,2.043,1.892,1.931,74444.4302927,145489.12023679343
1653350400,2022-05-24 00:00:00,MTRG/USDT,1.995,2.07,1.869,1.94,106793.00613249,207874.80021036617
1653264000,2022-05-23 00:00:00,MTRG/USDT,2.09,2.259,1.978,1.995,141831.67045784,300260.15058858195
1653177600,2022-05-22 00:00:00,MTRG/USDT,2.021,2.136,2.012,2.082,69147.32457362,143395.72834006231
1653091200,2022-05-21 00:00:00,MTRG/USDT,1.942,2.08,1.92,2.021,61013.54810389,121610.47970502619
1653004800,2022-05-20 00:00:00,MTRG/USDT,2.09,2.17,1.84,1.944,135763.45947362,273471.2291880183
1652918400,2022-05-19 00:00:00,MTRG/USDT,1.936,2.263,1.891,2.098,158454.62533444,316674.53013670197
1652832000,2022-05-18 00:00:00,MTRG/USDT,2.219,2.229,1.931,1.931,124338.96359384,259436.41640122634
1652745600,2022-05-17 00:00:00,MTRG/USDT,2.078,2.364,2.069,2.219,166881.34438727,366818.98058209541
1652659200,2022-05-16 00:00:00,MTRG/USDT,2.19,2.258,2.011,2.078,179275.36351631,380111.81598322853
1652572800,2022-05-15 00:00:00,MTRG/USDT,1.847,2.3,1.814,2.191,291447.34501377,606610.93227550054
1652486400,2022-05-14 00:00:00,MTRG/USDT,1.771,1.974,1.701,1.86,146125.67619783,262363.46087963706
1652400000,2022-05-13 00:00:00,MTRG/USDT,1.527,2.12,1.489,1.784,329670.28881208,593579.40998354874
1652313600,2022-05-12 00:00:00,MTRG/USDT,1.513,1.82,1.281,1.524,434920.87115286,647584.97941167403
1652227200,2022-05-11 00:00:00,MTRG/USDT,2.54,2.562,1.4,1.52,733463.26302493,1501350.65639747595
1652140800,2022-05-10 00:00:00,MTRG/USDT,2.211,2.88,2.138,2.54,480203.76892382,1224182.14889408568
1652054400,2022-05-09 00:00:00,MTRG/USDT,3.047,3.25,2.2,2.226,639844.79978387,1699745.87761574943
1651968000,2022-05-08 00:00:00,MTRG/USDT,3.22,3.289,2.95,3.045,155401.2774196,481757.27078815237
1651881600,2022-05-07 00:00:00,MTRG/USDT,3.131,3.549,3.081,3.22,160931.01086441,517592.24292217655
1651795200,2022-05-06 00:00:00,MTRG/USDT,3.421,3.429,2.78,3.14,460597.43685282,1407890.92173380143
1651708800,2022-05-05 00:00:00,MTRG/USDT,4.23,4.282,3.026,3.42,528429.90015563,1879739.19005058824
1651622400,2022-05-04 00:00:00,MTRG/USDT,3.53,4.243,3.521,4.23,402664.95036078,1605208.65831425179
1651536000,2022-05-03 00:00:00,MTRG/USDT,3.47,3.8,3.27,3.53,244484.44060924,858767.77017303521
1651449600,2022-05-02 00:00:00,MTRG/USDT,3.868,4.2,3.32,3.46,273708.96067395,1010210.85976749889
1651363200,2022-05-01 00:00:00,MTRG/USDT,3.59,4.29,3.5,3.85,433105.25881004,1662132.54166681311
1651276800,2022-04-30 00:00:00,MTRG/USDT,4.701,5.17,3.225,3.586,427577.3611817,1853857.07315203615
1651190400,2022-04-29 00:00:00,MTRG/USDT,6.059,6.3,4.401,4.689,548702.39794623,2879639.50770945238
1651104000,2022-04-28 00:00:00,MTRG/USDT,5.6,6.2,5.589,6.05,271381.41444924,1604958.4131417899
1651017600,2022-04-27 00:00:00,MTRG/USDT,5.32,6.2,5.22,5.61,280871.84940744,1601093.82425237553
1650931200,2022-04-26 00:00:00,MTRG/USDT,6.302,6.399,5.089,5.33,376377.08059064,2170352.96922379668
1650844800,2022-04-25 00:00:00,MTRG/USDT,5.508,6.432,4.84,6.3,455767.17502428,2577417.82600105151
1650758400,2022-04-24 00:00:00,MTRG/USDT,5.975,6.2,5.111,5.508,261960.16160606,1476169.59330624462
1650672000,2022-04-23 00:00:00,MTRG/USDT,5.053,6.31,5.05,5.975,456893.24247065,2679598.75990176322
1650585600,2022-04-22 00:00:00,MTRG/USDT,4.395,5.734,4.321,5.053,379878.2715436,1947954.63094551013
1650499200,2022-04-21 00:00:00,MTRG/USDT,4.531,4.67,3.8,4.398,383805.93760388,1616823.96569241757
1650412800,2022-04-20 00:00:00,MTRG/USDT,5.29,5.294,4.3,4.554,228629.47512631,1088619.08473071755
1650326400,2022-04-19 00:00:00,MTRG/USDT,4.82,5.4,4.66,5.29,359130.20353627,1794577.0016419648
1650240000,2022-04-18 00:00:00,MTRG/USDT,4.25,5.6,3.8,4.82,675238.86579119,3148145.8120330939
1650153600,2022-04-17 00:00:00,MTRG/USDT,3.249,4.7,3.223,4.25,536557.62517558,2147833.32606072735
1650067200,2022-04-16 00:00:00,MTRG/USDT,3.256,3.421,2.947,3.234,177405.95082558,550410.54542425401
1649980800,2022-04-15 00:00:00,MTRG/USDT,3.844,3.864,3.131,3.273,226804.68634888,772395.12831592102
1649894400,2022-04-14 00:00:00,MTRG/USDT,3.629,4,3.422,3.829,307482.49934094,1153917.9792615737
1649808000,2022-04-13 00:00:00,MTRG/USDT,3.394,3.8,2.748,3.629,495562.56513475,1667685.76623796921
1649721600,2022-04-12 00:00:00,MTRG/USDT,3.136,3.8,2.63,3.377,537353.58090581,1663126.28900507196
1649635200,2022-04-11 00:00:00,MTRG/USDT,2.202,3.45,2.103,3.137,991635.14340639,2727483.62362679824
1649548800,2022-04-10 00:00:00,MTRG/USDT,2.025,2.321,1.921,2.215,117101.32603296,247690.17063379253
1649462400,2022-04-09 00:00:00,MTRG/USDT,1.99,2.107,1.932,2.035,73010.07466654,146991.9020290883
1649376000,2022-04-08 00:00:00,MTRG/USDT,2.146,2.374,1.978,1.978,198295.24610281,434165.58994319759
1649289600,2022-04-07 00:00:00,MTRG/USDT,2.075,2.2,1.993,2.14,117541.50593977,245088.36736623587
1649203200,2022-04-06 00:00:00,MTRG/USDT,2.282,2.38,2,2.08,167298.43343944,365859.75239182445
1649116800,2022-04-05 00:00:00,MTRG/USDT,2.206,2.42,2.143,2.29,177577.21610868,400096.4567024301
1649030400,2022-04-04 00:00:00,MTRG/USDT,2.378,2.38,2,2.219,168644.02549902,374803.21859403741
1648944000,2022-04-03 00:00:00,MTRG/USDT,2.438,2.59,2.301,2.377,156638.14243428,381107.03395287385
1648857600,2022-04-02 00:00:00,MTRG/USDT,2.281,2.541,2.23,2.439,252331.54321775,603970.77747443371
1648771200,2022-04-01 00:00:00,MTRG/USDT,2.656,2.669,2.251,2.279,334312.98146236,806846.43600313879
1648684800,2022-03-31 00:00:00,MTRG/USDT,2.14,2.7,2.103,2.66,550220.28800683,1333507.90251403804
1648598400,2022-03-30 00:00:00,MTRG/USDT,2.32,2.421,2.06,2.13,399701.28540232,884663.73776615972
1648512000,2022-03-29 00:00:00,MTRG/USDT,1.77,2.59,1.697,2.308,709672.33488534,1569038.248657116
1648425600,2022-03-28 00:00:00,MTRG/USDT,1.651,2.151,1.635,1.77,265535.10921785,502469.47410990838
1648339200,2022-03-27 00:00:00,MTRG/USDT,1.7,1.71,1.48,1.651,155640.95351069,247240.3794125268
1648252800,2022-03-26 00:00:00,MTRG/USDT,1.957,1.966,1.58,1.698,257897.76891156,443374.35964585066
1648166400,2022-03-25 00:00:00,MTRG/USDT,1.508,2.5,1.463,1.956,672544.32820734,1311498.91221385558
1648080000,2022-03-24 00:00:00,MTRG/USDT,1.39,1.58,1.34,1.51,72528.22764317,103353.49152113924
1647993600,2022-03-23 00:00:00,MTRG/USDT,1.372,1.44,1.346,1.39,86671.92755,119932.31166050226
1647907200,2022-03-22 00:00:00,MTRG/USDT,1.261,1.428,1.232,1.373,109547.39476627,143928.2411726615
1647820800,2022-03-21 00:00:00,MTRG/USDT,1.21,1.34,1.152,1.262,76956.45758561,93677.20508634692
1647734400,2022-03-20 00:00:00,MTRG/USDT,1.273,1.34,1.21,1.21,61070.65812161,76146.8937630312
1647648000,2022-03-19 00:00:00,MTRG/USDT,1.227,1.32,1.219,1.27,48264.60970979,61759.10669678595
1647561600,2022-03-18 00:00:00,MTRG/USDT,1.103,1.324,1.081,1.225,141149.31104122,163800.06422480348
1647475200,2022-03-17 00:00:00,MTRG/USDT,1.177,1.219,1.1,1.102,74382.92274032,85543.3876655458
1647388800,2022-03-16 00:00:00,MTRG/USDT,1.044,1.204,1.001,1.187,115810.48017833,127860.17267566623
1647302400,2022-03-15 00:00:00,MTRG/USDT,1.1,1.179,1.012,1.044,75860.63099872,81723.62493296098
1647216000,2022-03-14 00:00:00,MTRG/USDT,1.12,1.195,1.092,1.1,36793.46141696,41489.26203960812
1647129600,2022-03-13 00:00:00,MTRG/USDT,1.17,1.23,1.112,1.12,23322.01736061,27166.73345612291
1647043200,2022-03-12 00:00:00,MTRG/USDT,1.258,1.293,1.095,1.168,73507.25371648,85092.0254310923
1646956800,2022-03-11 00:00:00,MTRG/USDT,1.212,1.287,1.15,1.258,24940.04483726,30611.10366372777
1646870400,2022-03-10 00:00:00,MTRG/USDT,1.346,1.4,1.208,1.212,32818.29262931,42248.5249389066
1646784000,2022-03-09 00:00:00,MTRG/USDT,1.387,1.527,1.347,1.349,60385.74945597,85431.59959164122
1646697600,2022-03-08 00:00:00,MTRG/USDT,1.13,1.71,1.112,1.38,126443.0301534,178007.33841655174
1646611200,2022-03-07 00:00:00,MTRG/USDT,1.205,1.242,1.084,1.127,38917.07418452,45889.90629112257
1646524800,2022-03-06 00:00:00,MTRG/USDT,1.31,1.37,1.206,1.216,38258.28669691,49518.99760565806
1646438400,2022-03-05 00:00:00,MTRG/USDT,1.231,1.37,1.18,1.291,49410.15742213,63319.12580952903
1646352000,2022-03-04 00:00:00,MTRG/USDT,1.35,1.36,1.19,1.24,29311.14203629,37237.22679093598
1646265600,2022-03-03 00:00:00,MTRG/USDT,1.49,1.51,1.32,1.34,54176.37066047,75667.8908757112
1646179200,2022-03-02 00:00:00,MTRG/USDT,1.63,1.71,1.48,1.48,47711.81711987,75561.5321710942
1646092800,2022-03-01 00:00:00,MTRG/USDT,1.52,1.75,1.49,1.64,103009.36492387,166768.4376029419
1646006400,2022-02-28 00:00:00,MTRG/USDT,1.34,1.54,1.33,1.52,41520.25969874,58824.2119418223
1645920000,2022-02-27 00:00:00,MTRG/USDT,1.41,1.5,1.33,1.33,46628.5786881,65617.7382162551
1645833600,2022-02-26 00:00:00,MTRG/USDT,1.37,1.5,1.36,1.41,34228.30707423,49104.8274751305
1645747200,2022-02-25 00:00:00,MTRG/USDT,1.31,1.52,1.31,1.37,37968.79228975,52484.3809499729
1645660800,2022-02-24 00:00:00,MTRG/USDT,1.59,1.68,1.15,1.32,90420.79339236,120863.4576077267
1645574400,2022-02-23 00:00:00,MTRG/USDT,1.54,1.72,1.46,1.58,49236.04808618,78275.0919444794
1645488000,2022-02-22 00:00:00,MTRG/USDT,1.56,1.65,1.47,1.55,45417.2732688,70322.9849905924
1645401600,2022-02-21 00:00:00,MTRG/USDT,1.61,1.99,1.55,1.56,60489.16528836,101049.0388572476
1645315200,2022-02-20 00:00:00,MTRG/USDT,1.86,1.86,1.53,1.61,58138.25746675,96853.4197583307
1645228800,2022-02-19 00:00:00,MTRG/USDT,1.74,2.1,1.68,1.85,72615.63113258,131434.5220285451
1645142400,2022-02-18 00:00:00,MTRG/USDT,1.9,1.97,1.72,1.75,49343.04345237,90618.0940551436
1645056000,2022-02-17 00:00:00,MTRG/USDT,2.1,2.13,1.87,1.9,63208.89141876,127700.0108523636
1644969600,2022-02-16 00:00:00,MTRG/USDT,2.24,2.24,2.03,2.1,42780.25849329,91578.0501177594
1644883200,2022-02-15 00:00:00,MTRG/USDT,2.12,2.4,2.1,2.24,73959.83889197,165599.1576875944
1644796800,2022-02-14 00:00:00,MTRG/USDT,2.06,2.59,2,2.14,71159.72880029,151864.2327155146
1644710400,2022-02-13 00:00:00,MTRG/USDT,2.2,2.26,2.05,2.07,22620.9688434,48827.6603575997
1644624000,2022-02-12 00:00:00,MTRG/USDT,2.2,2.33,2.06,2.21,51023.12779793,111400.2338415367
1644537600,2022-02-11 00:00:00,MTRG/USDT,2.53,2.58,2.17,2.2,90219.26693034,213743.4273851101
1644451200,2022-02-10 00:00:00,MTRG/USDT,2.71,2.74,2.39,2.54,73427.27605789,189446.0463286625
1644364800,2022-02-09 00:00:00,MTRG/USDT,2.75,2.88,2.59,2.71,83395.77402015,230077.5765697092
1644278400,2022-02-08 00:00:00,MTRG/USDT,2.92,3.16,2.71,2.74,101750.59290747,297916.2206686635
1644192000,2022-02-07 00:00:00,MTRG/USDT,2.48,3.8,2.33,2.92,342494.93584316,993020.531704911
1644105600,2022-02-06 00:00:00,MTRG/USDT,2.59,2.7,1.99,2.48,296804.70188716,715288.7265383501
1644019200,2022-02-05 00:00:00,MTRG/USDT,2.98,3.27,2.51,2.57,149148.484211,426977.1965260054
1643932800,2022-02-04 00:00:00,MTRG/USDT,2.7,3.41,2.64,2.98,61388.30788695,181672.2712063458
1643846400,2022-02-03 00:00:00,MTRG/USDT,2.76,2.86,2.54,2.7,32954.06110848,89496.5567770737
1643760000,2022-02-02 00:00:00,MTRG/USDT,3.13,3.47,2.68,2.77,77765.55638703,234624.390112673
1643673600,2022-02-01 00:00:00,MTRG/USDT,3.28,3.36,2.9,3.13,66167.67269428,207618.1713627596
1643587200,2022-01-31 00:00:00,MTRG/USDT,3.16,3.9,3.1,3.3,56794.39371706,189705.9583179303
1643500800,2022-01-30 00:00:00,MTRG/USDT,3.2,3.29,3.02,3.16,36673.55955806,115891.6242249039
1643414400,2022-01-29 00:00:00,MTRG/USDT,3.34,3.51,3.15,3.19,45151.96876032,150326.1746059334
1643328000,2022-01-28 00:00:00,MTRG/USDT,3.38,3.48,3.2,3.34,54986.21564937,184080.4113247691
1643241600,2022-01-27 00:00:00,MTRG/USDT,3.63,4.8,3.13,3.36,111974.20585178,407505.7144672078
1643155200,2022-01-26 00:00:00,MTRG/USDT,3.08,4.19,3.07,3.63,154431.11606408,584013.8022901925
1643068800,2022-01-25 00:00:00,MTRG/USDT,3.12,3.29,3,3.08,23702.51473546,74036.5355163851
1642982400,2022-01-24 00:00:00,MTRG/USDT,3.28,3.3,2.85,3.12,39813.4837079,121837.7107632235
1642896000,2022-01-23 00:00:00,MTRG/USDT,2.95,3.74,2.95,3.28,69571.70675432,233427.5275132603
1642809600,2022-01-22 00:00:00,MTRG/USDT,3.79,3.81,2.62,2.95,74307.89797325,235083.2464872446
