https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SUN,Volume USDT
1663459200,2022-09-18 00:00:00,SUN/USDT,0.0058736,0.0058736,0.0058231,0.0058331,2478722.96110531,14484.124498787934962
1663372800,2022-09-17 00:00:00,SUN/USDT,0.0058861,0.005964,0.0058687,0.0058732,25053547.77398734,148110.197053158165558
1663286400,2022-09-16 00:00:00,SUN/USDT,0.00592,0.0059757,0.0058182,0.005886,33319747.90819253,196498.691710475280231
1663200000,2022-09-15 00:00:00,SUN/USDT,0.0059887,0.0060797,0.005872,0.0059146,37051011.02626841,220894.594612246593567
1663113600,2022-09-14 00:00:00,SUN/USDT,0.0058792,0.0060269,0.0058721,0.00598,38963652.17954534,232168.030920937962882
1663027200,2022-09-13 00:00:00,SUN/USDT,0.0063542,0.0063587,0.0058527,0.0058739,99088750.21708195,599544.588786539722852
1662940800,2022-09-12 00:00:00,SUN/USDT,0.0065549,0.0065901,0.006281,0.0063794,80888368.35612185,517255.865705510326444
1662854400,2022-09-11 00:00:00,SUN/USDT,0.0062942,0.0066165,0.0062746,0.0065432,81098941.68219863,525178.448801819098556
1662768000,2022-09-10 00:00:00,SUN/USDT,0.0062257,0.0063226,0.0061739,0.0062938,72717030.70874768,453507.109234290396271
1662681600,2022-09-09 00:00:00,SUN/USDT,0.0058955,0.0062756,0.0058733,0.0062253,124988381.64433591,763408.3836190310635
1662595200,2022-09-08 00:00:00,SUN/USDT,0.0058796,0.0059332,0.0058,0.005894,81042539.99322448,476472.072954194345981
1662508800,2022-09-07 00:00:00,SUN/USDT,0.005714,0.0058956,0.0056648,0.0058777,68958334.23003166,396230.776406804030109
1662422400,2022-09-06 00:00:00,SUN/USDT,0.0060185,0.0060969,0.0057194,0.0057213,162872425.34011314,981625.672592218525697
1662336000,2022-09-05 00:00:00,SUN/USDT,0.005987,0.0060426,0.0058862,0.006014,112227363.9986921,667799.71323761569592
1662249600,2022-09-04 00:00:00,SUN/USDT,0.0059005,0.0061873,0.0058518,0.0059838,82875359.40672639,495390.222392474277437
1662163200,2022-09-03 00:00:00,SUN/USDT,0.0057689,0.0059145,0.0057127,0.0059006,60466166.5872329,352408.737237202075621
1662076800,2022-09-02 00:00:00,SUN/USDT,0.0058072,0.0058939,0.0057254,0.005767,102755198.27140828,597187.56624181380615
1661990400,2022-09-01 00:00:00,SUN/USDT,0.0056649,0.0058298,0.0056282,0.0058058,102082334.80453829,582584.190961962069351
1661904000,2022-08-31 00:00:00,SUN/USDT,0.0057954,0.0058953,0.005656,0.0056655,87533806.45930019,507591.390277974076137
1661817600,2022-08-30 00:00:00,SUN/USDT,0.0058783,0.006059,0.0057302,0.0057851,103341084.86640815,606107.382463150344948
1661731200,2022-08-29 00:00:00,SUN/USDT,0.0055,0.0058867,0.0054702,0.0058779,121871293.01020425,692139.639893124416672
1661644800,2022-08-28 00:00:00,SUN/USDT,0.0056225,0.0056532,0.0054947,0.0054948,78101781.21388181,437719.775164907201757
1661558400,2022-08-27 00:00:00,SUN/USDT,0.0055414,0.0056373,0.00551,0.0056282,92790767.0638078,517780.052121125197629
1661472000,2022-08-26 00:00:00,SUN/USDT,0.0058558,0.0059008,0.0055202,0.0055468,133418108.59857446,765507.783335212263546
1661385600,2022-08-25 00:00:00,SUN/USDT,0.0057617,0.0058939,0.0057566,0.0058657,433203187.58314125,2529455.906069602938477
1661299200,2022-08-24 00:00:00,SUN/USDT,0.0058885,0.005899,0.0057488,0.0057586,809937954.4222575,4702849.952371918251279
1661212800,2022-08-23 00:00:00,SUN/USDT,0.0058166,0.0059234,0.005698,0.0058897,913030473.15703525,5329921.648991656062943
1661126400,2022-08-22 00:00:00,SUN/USDT,0.005908,0.0059148,0.0056948,0.0058151,789428225.97238907,4554444.738841809972209
1661040000,2022-08-21 00:00:00,SUN/USDT,0.0058803,0.0059732,0.0058036,0.0059198,14175208.81217567,83492.232993901570771
1660953600,2022-08-20 00:00:00,SUN/USDT,0.0058676,0.0060062,0.0058342,0.0058803,323369365.44765793,1921090.076160466660801
1660867200,2022-08-19 00:00:00,SUN/USDT,0.0062671,0.0062704,0.0058526,0.0058642,824941933.86923329,4943781.57128248460452
1660780800,2022-08-18 00:00:00,SUN/USDT,0.0065274,0.006564,0.0062567,0.0062669,293823373.4173682,1890888.649173403194121
1660694400,2022-08-17 00:00:00,SUN/USDT,0.0067781,0.0070154,0.0065096,0.006526,268661943.26495633,1802078.071182975363339
1660608000,2022-08-16 00:00:00,SUN/USDT,0.0067673,0.0068662,0.006705,0.0067733,276476459.46433512,1875023.040077748580772
1660521600,2022-08-15 00:00:00,SUN/USDT,0.0067125,0.0068457,0.0066085,0.0067715,349825487.70533801,2351636.455709342394175
1660435200,2022-08-14 00:00:00,SUN/USDT,0.0069831,0.00701,0.0066734,0.0067119,312659087.85720629,2138499.885340927971049
1660348800,2022-08-13 00:00:00,SUN/USDT,0.0068951,0.0070468,0.0068545,0.006978,264935670.55236644,1845141.750548300471621
