https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNBBEAR,Volume USDT
1652349600000.0,2022-05-12 10:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,120000000.0,1.2
1652346000000.0,2022-05-12 09:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652342400000.0,2022-05-12 08:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652338800000.0,2022-05-12 07:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652040000000.0,2022-05-08 20:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,550000000.0,5.5
1652036400000.0,2022-05-08 19:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,509999999.99999994,5.1
1652032800000.0,2022-05-08 18:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652029200000.0,2022-05-08 17:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652025600000.0,2022-05-08 16:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652022000000.0,2022-05-08 15:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652018400000.0,2022-05-08 14:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652014800000.0,2022-05-08 13:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652011200000.0,2022-05-08 12:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652007600000.0,2022-05-08 11:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652004000000.0,2022-05-08 10:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1652000400000.0,2022-05-08 09:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
1651996800000.0,2022-05-08 08:00:00,BNBBEAR/USDT,1e-08,1e-08,1e-08,1e-08,0.0,0.0
