https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRU,Volume BTC
1663459200,2022-09-18 00:00:00,TRU/BTC,0.000003072,0.000003072,0.000003072,0.000003072,4.5913,0.0000141044736
1663372800,2022-09-17 00:00:00,TRU/BTC,0.000002897,0.000003134,0.000002864,0.000003065,44280.4932,0.1367100596691
1663286400,2022-09-16 00:00:00,TRU/BTC,0.000002972,0.000003014,0.000002894,0.000002916,22953.6985,0.0676409200403
1663200000,2022-09-15 00:00:00,TRU/BTC,0.000003109,0.000003114,0.000002967,0.000002988,14889.224,0.0455865559823
1663113600,2022-09-14 00:00:00,TRU/BTC,0.000002986,0.0000032,0.000002941,0.000003099,38831.464,0.1181892918367
1663027200,2022-09-13 00:00:00,TRU/BTC,0.000002852,0.000003045,0.000002643,0.000002979,44021.008,0.1254116967063
1662940800,2022-09-12 00:00:00,TRU/BTC,0.000003104,0.00000312,0.000000025,0.000002897,49359.0795,0.149030641049
1662854400,2022-09-11 00:00:00,TRU/BTC,0.00000309,0.000003386,0.000003079,0.000003114,39379.4739,0.1242804862835
1662768000,2022-09-10 00:00:00,TRU/BTC,0.00000318,0.000003251,0.000003089,0.00000309,24996.9975,0.0786567445635
1662681600,2022-09-09 00:00:00,TRU/BTC,0.000003287,0.000003296,0.000003085,0.00000316,34531.3502,0.1092344313223
1662595200,2022-09-08 00:00:00,TRU/BTC,0.000003343,0.000003402,0.000003265,0.000003291,17084.8729,0.0562186009725
1662508800,2022-09-07 00:00:00,TRU/BTC,0.000003279,0.000003428,0.000003235,0.000003367,11995.2012,0.0399774922719
1662422400,2022-09-06 00:00:00,TRU/BTC,0.000003277,0.000003427,0.00000322,0.000003299,26671.1189,0.0879237878563
1662336000,2022-09-05 00:00:00,TRU/BTC,0.000003182,0.00000333,0.000003141,0.000003256,23895.8813,0.0774327440349
1662249600,2022-09-04 00:00:00,TRU/BTC,0.000003226,0.00000324,0.000003178,0.000003201,15009.9338,0.0483018910789
1662163200,2022-09-03 00:00:00,TRU/BTC,0.000003248,0.000003264,0.000003196,0.000003215,23598.345,0.0760348036314
1662076800,2022-09-02 00:00:00,TRU/BTC,0.00000318,0.000003257,0.00000316,0.000003221,12881.5783,0.0413382225768
1661990400,2022-09-01 00:00:00,TRU/BTC,0.00000314,0.0000033,0.000003093,0.000003191,21815.9887,0.069945553796
1661904000,2022-08-31 00:00:00,TRU/BTC,0.000003139,0.000003185,0.00000311,0.00000313,6792.4625,0.0215833447554
1661817600,2022-08-30 00:00:00,TRU/BTC,0.000003192,0.000003251,0.000003108,0.000003124,71443.0951,0.2281772006267
1661731200,2022-08-29 00:00:00,TRU/BTC,0.000003071,0.0000032,0.000003051,0.000003198,77283.762,0.2427589149565
1661644800,2022-08-28 00:00:00,TRU/BTC,0.000003184,0.000003227,0.00000309,0.000003098,81970.3384,0.2591098539665
1661558400,2022-08-27 00:00:00,TRU/BTC,0.000003074,0.00000335,0.000003043,0.0000032,131777.236,0.4186556164579
1661472000,2022-08-26 00:00:00,TRU/BTC,0.000003138,0.000003271,0.000003047,0.000003081,105901.8192,0.3326977936616
1661385600,2022-08-25 00:00:00,TRU/BTC,0.00000312,0.00000319,0.000003082,0.000003149,89889.5229,0.2818017801324
1661299200,2022-08-24 00:00:00,TRU/BTC,0.000003093,0.000003589,0.00000303,0.000003091,241068.412,0.7856009254679
1661212800,2022-08-23 00:00:00,TRU/BTC,0.000003006,0.000003107,0.000002953,0.000003061,80410.5066,0.2436208606567
1661126400,2022-08-22 00:00:00,TRU/BTC,0.00000306,0.00000306,0.000002911,0.000003007,62541.9671,0.1862083743002
1661040000,2022-08-21 00:00:00,TRU/BTC,0.000002983,0.000003152,0.000002983,0.000003067,95917.815,0.2944655037868
1660953600,2022-08-20 00:00:00,TRU/BTC,0.000003036,0.000003157,0.000002945,0.000002979,82483.4851,0.2527093818427
1660867200,2022-08-19 00:00:00,TRU/BTC,0.000003118,0.000003143,0.000003013,0.000003033,117518.0323,0.3605493449577
1660780800,2022-08-18 00:00:00,TRU/BTC,0.000003162,0.000003344,0.000003112,0.000003112,69391.0039,0.2255312537754
1660694400,2022-08-17 00:00:00,TRU/BTC,0.000003307,0.00000334,0.000003156,0.000003168,61414.4404,0.1998083032192
1660608000,2022-08-16 00:00:00,TRU/BTC,0.000003285,0.000003365,0.000003247,0.000003317,52619.3987,0.173662131566
1660521600,2022-08-15 00:00:00,TRU/BTC,0.000003563,0.00000358,0.000003221,0.000003278,92444.0533,0.3147577404493
1660435200,2022-08-14 00:00:00,TRU/BTC,0.000003773,0.000003797,0.000003543,0.000003566,51263.9417,0.1866894889182
1660348800,2022-08-13 00:00:00,TRU/BTC,0.000003953,0.000003967,0.000003738,0.000003783,64474.6234,0.2479171678875
1660262400,2022-08-12 00:00:00,TRU/BTC,0.000003651,0.000004159,0.000003639,0.000003966,218159.9755,0.8568365363616
1660176000,2022-08-11 00:00:00,TRU/BTC,0.000003641,0.000003698,0.000003525,0.000003652,46849.5914,0.169241488188
1660089600,2022-08-10 00:00:00,TRU/BTC,0.000003612,0.000003675,0.000003545,0.00000365,73052.5188,0.2627563061496
1660003200,2022-08-09 00:00:00,TRU/BTC,0.00000365,0.000003947,0.000003588,0.000003616,112113.3815,0.4196036380493
1659916800,2022-08-08 00:00:00,TRU/BTC,0.000003714,0.000003777,0.000003616,0.000003655,72824.2732,0.268883486158
1659830400,2022-08-07 00:00:00,TRU/BTC,0.00000372,0.000003726,0.000003642,0.000003704,64924.0683,0.2394204529908
1659744000,2022-08-06 00:00:00,TRU/BTC,0.000003757,0.000003813,0.000003698,0.000003735,64200.5497,0.2406561680127
1659657600,2022-08-05 00:00:00,TRU/BTC,0.00000373,0.000003802,0.00000371,0.00000375,77609.5126,0.2907608848024
1659571200,2022-08-04 00:00:00,TRU/BTC,0.000003783,0.000003815,0.000003632,0.000003751,178267.6992,0.6645007803757
1659484800,2022-08-03 00:00:00,TRU/BTC,0.000003692,0.000003849,0.000003616,0.000003766,184512.2113,0.6905582685166
1659398400,2022-08-02 00:00:00,TRU/BTC,0.000003675,0.00000375,0.000003534,0.000003716,173785.9371,0.6305501738739
1659312000,2022-08-01 00:00:00,TRU/BTC,0.000003669,0.000003744,0.000003647,0.000003672,88646.8863,0.3280456992414
1659225600,2022-07-31 00:00:00,TRU/BTC,0.000003771,0.00000379,0.000003651,0.000003662,141847.1268,0.5279068701208
1659139200,2022-07-30 00:00:00,TRU/BTC,0.000003624,0.000003948,0.000003519,0.000003733,202237.1129,0.756448731029
1659052800,2022-07-29 00:00:00,TRU/BTC,0.000003545,0.000003727,0.000003479,0.000003631,110959.792,0.3976023351223
1658966400,2022-07-28 00:00:00,TRU/BTC,0.000003566,0.000003619,0.000003509,0.000003547,59610.0767,0.212273031901
1658880000,2022-07-27 00:00:00,TRU/BTC,0.000003481,0.000003754,0.000003459,0.00000357,109287.8267,0.3934901412931
1658793600,2022-07-26 00:00:00,TRU/BTC,0.000003598,0.000003678,0.000003429,0.000003471,91649.1516,0.3270935577874
1658707200,2022-07-25 00:00:00,TRU/BTC,0.00000361,0.000003672,0.00000354,0.000003594,67219.4469,0.2429100253153
1658620800,2022-07-24 00:00:00,TRU/BTC,0.000003583,0.000003676,0.00000356,0.000003612,72726.6237,0.2630639012367
1658534400,2022-07-23 00:00:00,TRU/BTC,0.000003621,0.000003755,0.000003548,0.000003593,92224.6023,0.3368306172519
1658448000,2022-07-22 00:00:00,TRU/BTC,0.000003805,0.000003813,0.00000361,0.000003642,21906.3526,0.0810249580712
1658361600,2022-07-21 00:00:00,TRU/BTC,0.00000366,0.00000383,0.000003615,0.00000383,19136.1899,0.0723293930839
1658275200,2022-07-20 00:00:00,TRU/BTC,0.000003932,0.000003957,0.000003619,0.00000362,53293.55,0.2005883980892
1658188800,2022-07-19 00:00:00,TRU/BTC,0.000004073,0.00000423,0.000003922,0.000003973,127690.3084,0.5195474922829
1658102400,2022-07-18 00:00:00,TRU/BTC,0.000004,0.0000041,0.00000389,0.000004017,86156.6272,0.3421642901954
1658016000,2022-07-17 00:00:00,TRU/BTC,0.000004133,0.000004166,0.000003913,0.00000397,57201.3917,0.2300219223765
1657929600,2022-07-16 00:00:00,TRU/BTC,0.000004078,0.000004222,0.000003998,0.00000411,30798.777,0.1263541947677
1657843200,2022-07-15 00:00:00,TRU/BTC,0.000004628,0.000004716,0.00000403,0.000004066,114823.1331,0.496177266636
