https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume OGN,Volume BTC
1663459200,2022-09-18 00:00:00,OGN/BTC,0.00000794,0.00000794,0.000007891,0.000007935,38.3919,0.0003045027656
1663372800,2022-09-17 00:00:00,OGN/BTC,0.000007822,0.000007986,0.000007797,0.000007946,749.794,0.0059048079234
1663286400,2022-09-16 00:00:00,OGN/BTC,0.000007859,0.000007959,0.000007709,0.000007798,9496.3173,0.0741494308978
1663200000,2022-09-15 00:00:00,OGN/BTC,0.000008038,0.00000804,0.000007727,0.000007871,6223.2679,0.0494988498159
1663113600,2022-09-14 00:00:00,OGN/BTC,0.000008017,0.000008169,0.000007944,0.000008027,711.7547,0.0057582412106
1663027200,2022-09-13 00:00:00,OGN/BTC,0.0000079,0.000008223,0.000007686,0.000008046,2793.6822,0.0218009839424
1662940800,2022-09-12 00:00:00,OGN/BTC,0.000008182,0.000008275,0.000007876,0.000007939,11798.5739,0.0942633527649
1662854400,2022-09-11 00:00:00,OGN/BTC,0.000008282,0.000008437,0.000008141,0.000008197,1781.6421,0.0147409055687
1662768000,2022-09-10 00:00:00,OGN/BTC,0.000008351,0.000008585,0.000008205,0.000008254,10326.2452,0.0857252287823
1662681600,2022-09-09 00:00:00,OGN/BTC,0.000008828,0.000008974,0.000008287,0.000008368,1708.4544,0.0146891841846
1662595200,2022-09-08 00:00:00,OGN/BTC,0.000008814,0.000008947,0.000008705,0.000008837,4656.9544,0.0410211834659
1662508800,2022-09-07 00:00:00,OGN/BTC,0.000008497,0.000009004,0.000008369,0.000008741,13953.0566,0.1228862704993
1662422400,2022-09-06 00:00:00,OGN/BTC,0.000008755,0.000009089,0.000008423,0.000008502,45692.4299,0.4063202094404
1662336000,2022-09-05 00:00:00,OGN/BTC,0.000008731,0.000008838,0.000008604,0.000008736,1965.3758,0.0169880457191
1662249600,2022-09-04 00:00:00,OGN/BTC,0.000008544,0.000008795,0.000008519,0.000008722,4509.1542,0.0390405220664
1662163200,2022-09-03 00:00:00,OGN/BTC,0.00000842,0.000008593,0.000008394,0.000008559,1216.6455,0.0103278251226
1662076800,2022-09-02 00:00:00,OGN/BTC,0.000008472,0.000008551,0.000008348,0.000008422,1744.4265,0.0146789422021
1661990400,2022-09-01 00:00:00,OGN/BTC,0.00000844,0.00000862,0.000008348,0.000008466,14383.2995,0.1214488243821
1661904000,2022-08-31 00:00:00,OGN/BTC,0.00000859,0.00000862,0.000008399,0.000008399,1389.0538,0.0117665370056
1661817600,2022-08-30 00:00:00,OGN/BTC,0.000008618,0.000008722,0.000008398,0.000008569,1930.8244,0.0164700795281
1661731200,2022-08-29 00:00:00,OGN/BTC,0.000008344,0.000008634,0.000008276,0.000008582,4093.8338,0.0341776469079
1661644800,2022-08-28 00:00:00,OGN/BTC,0.000008474,0.000008636,0.000008348,0.000008373,2780.4645,0.023717070744
1661558400,2022-08-27 00:00:00,OGN/BTC,0.000008413,0.000008547,0.000008315,0.000008502,2434.8445,0.0204583127365
1661472000,2022-08-26 00:00:00,OGN/BTC,0.00000882,0.000009116,0.000008345,0.000008448,7456.3899,0.063941916561
1661385600,2022-08-25 00:00:00,OGN/BTC,0.00000874,0.000008943,0.000008663,0.000008793,1629.1757,0.0143846520103
1661299200,2022-08-24 00:00:00,OGN/BTC,0.0000085,0.000009185,0.0000085,0.000008667,8372.5709,0.0754734580274
1661212800,2022-08-23 00:00:00,OGN/BTC,0.00000863,0.000008757,0.000008533,0.00000857,1081.5935,0.0093530671192
1661126400,2022-08-22 00:00:00,OGN/BTC,0.000008653,0.000008724,0.000008276,0.000008606,2930.0742,0.0245990067329
1661040000,2022-08-21 00:00:00,OGN/BTC,0.000008605,0.000008793,0.000008534,0.000008672,1104.9673,0.0095865396089
1660953600,2022-08-20 00:00:00,OGN/BTC,0.00000896,0.000008964,0.00000841,0.000008544,4468.2877,0.0381520068187
1660867200,2022-08-19 00:00:00,OGN/BTC,0.000008751,0.000009,0.000008,0.000008903,11934.4168,0.1022891891379
1660780800,2022-08-18 00:00:00,OGN/BTC,0.000009271,0.000009369,0.000008477,0.000008773,12678.4633,0.1144296626628
1660694400,2022-08-17 00:00:00,OGN/BTC,0.000010265,0.000010265,0.000009154,0.000009273,16438.6813,0.1588650628627
1660608000,2022-08-16 00:00:00,OGN/BTC,0.00000941,0.000010503,0.000009328,0.000010294,65901.7348,0.6651361937354
1660521600,2022-08-15 00:00:00,OGN/BTC,0.000009266,0.000009594,0.0000085,0.000009374,28968.909,0.2715269953739
1660435200,2022-08-14 00:00:00,OGN/BTC,0.000009593,0.000009856,0.000009115,0.000009275,5150.9092,0.0487898667656
1660348800,2022-08-13 00:00:00,OGN/BTC,0.000009704,0.000009786,0.000009379,0.000009582,2173.0318,0.0208010168961
1660262400,2022-08-12 00:00:00,OGN/BTC,0.00000955,0.000009924,0.000009321,0.000009667,13379.0726,0.1318565783833
1660176000,2022-08-11 00:00:00,OGN/BTC,0.000009624,0.000009723,0.000009355,0.000009553,8421.6221,0.0802418473141
1660089600,2022-08-10 00:00:00,OGN/BTC,0.000009425,0.000009677,0.000009346,0.000009614,16838.9547,0.160486968278
1660003200,2022-08-09 00:00:00,OGN/BTC,0.000009699,0.000010153,0.000009307,0.000009411,17453.2682,0.1671096230313
1659916800,2022-08-08 00:00:00,OGN/BTC,0.000009787,0.000009909,0.000009601,0.000009705,40025.6263,0.390870547718
1659830400,2022-08-07 00:00:00,OGN/BTC,0.000009694,0.000009899,0.000009562,0.000009715,5321.0375,0.051841025255
1659744000,2022-08-06 00:00:00,OGN/BTC,0.000009809,0.000009912,0.000009643,0.000009726,4103.9158,0.0400923081464
1659657600,2022-08-05 00:00:00,OGN/BTC,0.000009641,0.000009942,0.000009533,0.000009773,10656.7259,0.1044755012229
1659571200,2022-08-04 00:00:00,OGN/BTC,0.000009345,0.000009719,0.000009274,0.000009719,5617.986,0.0531017429501
1659484800,2022-08-03 00:00:00,OGN/BTC,0.000009164,0.000009445,0.000009015,0.000009349,5413.9092,0.0498089613512
1659398400,2022-08-02 00:00:00,OGN/BTC,0.000009472,0.000009587,0.000009051,0.000009168,8979.1922,0.0825959783964
1659312000,2022-08-01 00:00:00,OGN/BTC,0.000009179,0.000009539,0.000009122,0.00000948,4896.7475,0.0459834721639
1659225600,2022-07-31 00:00:00,OGN/BTC,0.000009093,0.000009506,0.000008873,0.000009187,28391.3098,0.2640988335571
1659139200,2022-07-30 00:00:00,OGN/BTC,0.00000904,0.000009711,0.00000904,0.000009117,4492.6664,0.0420918914704
1659052800,2022-07-29 00:00:00,OGN/BTC,0.000008984,0.000009334,0.000008877,0.00000904,26678.4093,0.2446507678249
