https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZBC,Volume USDT
1663459200,2022-09-18 00:00:00,ZBC/USDT,0.01138,0.01138,0.01138,0.01138,118.2925,1.34616865
1663372800,2022-09-17 00:00:00,ZBC/USDT,0.01129,0.01186,0.0111,0.01132,3240504.0162,37092.16992025
1663286400,2022-09-16 00:00:00,ZBC/USDT,0.01166,0.01198,0.01109,0.01129,3338883.8287,38402.408893133
1663200000,2022-09-15 00:00:00,ZBC/USDT,0.01137,0.01179,0.01121,0.01165,1654951.8253,19006.665000237
1663113600,2022-09-14 00:00:00,ZBC/USDT,0.01176,0.01238,0.01122,0.01137,2858927.0436,33543.9151267771124
1663027200,2022-09-13 00:00:00,ZBC/USDT,0.01219,0.01243,0.01177,0.01184,2264457.7601,27323.137769768
1662940800,2022-09-12 00:00:00,ZBC/USDT,0.013,0.013,0.01174,0.01218,6344748.3381,78694.826659027
1662854400,2022-09-11 00:00:00,ZBC/USDT,0.01243,0.01419,0.01187,0.01305,24303524.1445,319600.203709288
1662768000,2022-09-10 00:00:00,ZBC/USDT,0.01154,0.01313,0.01148,0.01242,23264814.51205228,278577.1024401916972
1662681600,2022-09-09 00:00:00,ZBC/USDT,0.01186,0.01189,0.0107,0.01148,20946238.0837,241685.653208959
1662595200,2022-09-08 00:00:00,ZBC/USDT,0.01212,0.01235,0.01162,0.0119,6360022.3362,76024.985167547
1662508800,2022-09-07 00:00:00,ZBC/USDT,0.01305,0.01384,0.012,0.01212,6608289.2518,84492.666981016
1662422400,2022-09-06 00:00:00,ZBC/USDT,0.01409,0.01694,0.01277,0.01305,11111457.3725,154389.46269963
1662336000,2022-09-05 00:00:00,ZBC/USDT,0.01542,0.01578,0.01383,0.01401,8801486.4551,127493.46092501
1662249600,2022-09-04 00:00:00,ZBC/USDT,0.01693,0.0171,0.01489,0.01542,9002988.4896,143543.596009474
1662163200,2022-09-03 00:00:00,ZBC/USDT,0.0181,0.01827,0.01647,0.01693,5014182.6726,87800.202479029
1662076800,2022-09-02 00:00:00,ZBC/USDT,0.02091,0.02117,0.01655,0.0181,15102626.2385,274951.432030822
1661990400,2022-09-01 00:00:00,ZBC/USDT,0.02054,0.02301,0.02027,0.02099,2002740.3708,42354.648495077
1661904000,2022-08-31 00:00:00,ZBC/USDT,0.0215,0.02201,0.02042,0.02042,3358766.3491,71514.978289268
1661817600,2022-08-30 00:00:00,ZBC/USDT,0.02357,0.02391,0.02075,0.0215,9897492.1726,222175.176175673
1661731200,2022-08-29 00:00:00,ZBC/USDT,0.02191,0.02373,0.02171,0.02352,4479426.6733,102021.5524172
1661644800,2022-08-28 00:00:00,ZBC/USDT,0.02506,0.02517,0.02027,0.02192,10505492.8345,233835.230068284
1661558400,2022-08-27 00:00:00,ZBC/USDT,0.01852,0.02569,0.0179,0.02515,26849489.5619,610234.67600812
1661472000,2022-08-26 00:00:00,ZBC/USDT,0.01883,0.02155,0.0178,0.01852,8775193.9391,168288.363507023
1661385600,2022-08-25 00:00:00,ZBC/USDT,0.02357,0.02383,0.01451,0.01887,24387474.3783,455750.252627651
1661299200,2022-08-24 00:00:00,ZBC/USDT,0.02626,0.02626,0.02359,0.02371,4108838.0974,101478.193272056
1661212800,2022-08-23 00:00:00,ZBC/USDT,0.02776,0.02964,0.02596,0.02635,6730224.4095,182838.440773415
1661126400,2022-08-22 00:00:00,ZBC/USDT,0.03653,0.03976,0.02612,0.0278,14256776.8933,452954.509643566
1661040000,2022-08-21 00:00:00,ZBC/USDT,0.03087,0.03775,0.03033,0.03638,10443318.5195,368511.359098743
1660953600,2022-08-20 00:00:00,ZBC/USDT,0.02261,0.03247,0.02244,0.03083,5759885.9782,166459.675363308
1660867200,2022-08-19 00:00:00,ZBC/USDT,0.0263,0.02655,0.02228,0.02261,2141950.3096,50317.205579466
1660780800,2022-08-18 00:00:00,ZBC/USDT,0.02434,0.02774,0.02414,0.02633,1826135.6105,47270.537027998
1660694400,2022-08-17 00:00:00,ZBC/USDT,0.02684,0.02757,0.02415,0.02434,2869547.3545,72776.738708301
1660608000,2022-08-16 00:00:00,ZBC/USDT,0.02487,0.02723,0.02453,0.02683,3749368.7796,99120.5193731
1660521600,2022-08-15 00:00:00,ZBC/USDT,0.02693,0.03058,0.02276,0.02492,8574690.7162,229993.7602176
1660435200,2022-08-14 00:00:00,ZBC/USDT,0.0212,0.03,0.02094,0.02684,12123524.2402,320377.986219009
1660348800,2022-08-13 00:00:00,ZBC/USDT,0.02467,0.02467,0.02071,0.02127,2941106.8173,65394.361125499
1660262400,2022-08-12 00:00:00,ZBC/USDT,0.02552,0.02885,0.0244,0.02486,3177416.6146,85511.468481977
1660176000,2022-08-11 00:00:00,ZBC/USDT,0.02418,0.02649,0.02294,0.02552,4498246.3275,110477.675720191
1660089600,2022-08-10 00:00:00,ZBC/USDT,0.0194,0.0265,0.01908,0.02418,10739528.2783,245538.463812245
1660003200,2022-08-09 00:00:00,ZBC/USDT,0.01868,0.01999,0.01794,0.01936,2303760.2187,43313.564132671
1659916800,2022-08-08 00:00:00,ZBC/USDT,0.01577,0.02144,0.01566,0.01852,10859719.8715,189706.724550919
1659830400,2022-08-07 00:00:00,ZBC/USDT,0.015,0.01633,0.0146,0.0158,2793302.3269,43223.134647268
1659744000,2022-08-06 00:00:00,ZBC/USDT,0.01507,0.0155,0.0144,0.01491,7795535.1017,117719.140034579
1659657600,2022-08-05 00:00:00,ZBC/USDT,0.01567,0.02165,0.01477,0.01499,22555718.9646,400599.345790413
1659571200,2022-08-04 00:00:00,ZBC/USDT,0.01108,0.0285,0.01099,0.0156,48635147.8330927,740135.220603697554
1659484800,2022-08-03 00:00:00,ZBC/USDT,0.01068,0.01151,0.01059,0.01096,4235220.2675,47399.415996426
1659398400,2022-08-02 00:00:00,ZBC/USDT,0.0102,0.01102,0.0102,0.01068,3084912.9691,33206.897293487
1659312000,2022-08-01 00:00:00,ZBC/USDT,0.01003,0.01031,0.01001,0.01015,1142653.6909,11693.24841085
1659225600,2022-07-31 00:00:00,ZBC/USDT,0.01009,0.01025,0.00992,0.01005,460824.8129,4657.369185137
1659139200,2022-07-30 00:00:00,ZBC/USDT,0.00959,0.0103,0.00947,0.01,2773425.8076,27786.313793699
1659052800,2022-07-29 00:00:00,ZBC/USDT,0.00987,0.01002,0.00952,0.00952,389075.9849,3821.761560362
1658966400,2022-07-28 00:00:00,ZBC/USDT,0.00989,0.00995,0.00901,0.00977,649887.5329,6248.087321705
1658880000,2022-07-27 00:00:00,ZBC/USDT,0.01002,0.01101,0.00901,0.00989,1594699.35,15714.547408818
1658793600,2022-07-26 00:00:00,ZBC/USDT,0.00941,0.01062,0.0091,0.00997,1006817.7315,9692.601132735
1658707200,2022-07-25 00:00:00,ZBC/USDT,0.00968,0.00975,0.00945,0.00945,144559.0659,1386.289149283
1658620800,2022-07-24 00:00:00,ZBC/USDT,0.00978,0.00984,0.00929,0.00961,2095985.9248,20124.397661785
1658534400,2022-07-23 00:00:00,ZBC/USDT,0.00979,0.01066,0.00901,0.00972,1346826.2304,13036.008884146
1658448000,2022-07-22 00:00:00,ZBC/USDT,0.00997,0.00999,0.00901,0.00979,1077589.7487,10460.408507138
1658361600,2022-07-21 00:00:00,ZBC/USDT,0.01007,0.01008,0.00973,0.00999,459952.7207,4528.721793342
1658275200,2022-07-20 00:00:00,ZBC/USDT,0.01035,0.01038,0.01,0.01011,262478.7667,2700.850567785
1658188800,2022-07-19 00:00:00,ZBC/USDT,0.01,0.01122,0.01,0.01035,5279011.74966448,54760.1031854564578
1658102400,2022-07-18 00:00:00,ZBC/USDT,0.00958,0.01086,0.00957,0.01001,3734707.24118614,37331.6588653198245
1658016000,2022-07-17 00:00:00,ZBC/USDT,0.00966,0.01007,0.00953,0.00961,221727.64291694,2162.1727097936245
1657929600,2022-07-16 00:00:00,ZBC/USDT,0.01,0.01086,0.00954,0.00962,875199.10874516,8624.9834714127356
1657843200,2022-07-15 00:00:00,ZBC/USDT,0.01019,0.01038,0.00974,0.00997,1468766.30636046,14797.0294418006092
1657756800,2022-07-14 00:00:00,ZBC/USDT,0.01002,0.01031,0.00983,0.01015,914715.18317921,9166.6618007795466
1657670400,2022-07-13 00:00:00,ZBC/USDT,0.01069,0.0107,0.00996,0.01,719746.13052754,7393.8065896686931
1657584000,2022-07-12 00:00:00,ZBC/USDT,0.01101,0.01109,0.0105,0.01071,583163.07810439,6285.7397192336571
1657497600,2022-07-11 00:00:00,ZBC/USDT,0.013,0.01309,0.01103,0.01103,4352925.58481091,52500.5596391574115
1657411200,2022-07-10 00:00:00,ZBC/USDT,0.00989,0.0145,0.00932,0.013,32062656.47042928,390323.9958166429379
1657324800,2022-07-09 00:00:00,ZBC/USDT,0.00948,0.01013,0.0093,0.00982,4978778.9363921,48718.1553923215791
1657238400,2022-07-08 00:00:00,ZBC/USDT,0.00922,0.01034,0.00905,0.00951,1897030.18567163,17835.9828983581871
1657152000,2022-07-07 00:00:00,ZBC/USDT,0.00931,0.00952,0.00901,0.00921,448923.51437526,4129.5605618448022
1657065600,2022-07-06 00:00:00,ZBC/USDT,0.0097,0.00979,0.00928,0.00935,1366394.33885866,12956.7196179595264
1656979200,2022-07-05 00:00:00,ZBC/USDT,0.00966,0.00978,0.00956,0.00971,308245.71564507,2994.7706509059255
1656892800,2022-07-04 00:00:00,ZBC/USDT,0.00974,0.00977,0.00956,0.00971,295330.93257182,2855.7341590719358
1656806400,2022-07-03 00:00:00,ZBC/USDT,0.00986,0.00989,0.0095,0.00975,187892.63942225,1820.4793896367372
1656720000,2022-07-02 00:00:00,ZBC/USDT,0.00968,0.00994,0.00961,0.00992,656015.34253204,6430.8567770494008
1656633600,2022-07-01 00:00:00,ZBC/USDT,0.00997,0.01004,0.0095,0.00968,991226.51789007,9600.3964377666432
1656547200,2022-06-30 00:00:00,ZBC/USDT,0.01021,0.01023,0.0098,0.00989,525498.04554713,5205.2187042837691
1656460800,2022-06-29 00:00:00,ZBC/USDT,0.01093,0.0111,0.0095,0.01018,3799624.89418489,38396.7941481876624
1656374400,2022-06-28 00:00:00,ZBC/USDT,0.0108,0.01104,0.0106,0.01104,578770.30406368,6236.2817897545654
1656288000,2022-06-27 00:00:00,ZBC/USDT,0.0109,0.01092,0.01009,0.01079,816961.56615867,8762.9255636607113
1656201600,2022-06-26 00:00:00,ZBC/USDT,0.01077,0.01105,0.00999,0.01086,2813233.24213288,30036.3191939816421
1656115200,2022-06-25 00:00:00,ZBC/USDT,0.01107,0.012,0.01037,0.01078,7189757.34171196,78437.2865864331616
1656028800,2022-06-24 00:00:00,ZBC/USDT,0.01059,0.01148,0.01056,0.01103,4933730.85753011,54294.5911065852361
1655942400,2022-06-23 00:00:00,ZBC/USDT,0.01065,0.01072,0.01021,0.01057,674516.37613891,7089.2067600398386
1655856000,2022-06-22 00:00:00,ZBC/USDT,0.01116,0.01116,0.01021,0.01065,2330248.7964599,25307.5278856224413
1655769600,2022-06-21 00:00:00,ZBC/USDT,0.01147,0.0125,0.01106,0.01116,3597945.99851016,40557.1926820367905
1655683200,2022-06-20 00:00:00,ZBC/USDT,0.0109,0.01252,0.0108,0.01156,2547091.08931683,28499.8757548573346
1655596800,2022-06-19 00:00:00,ZBC/USDT,0.0109,0.01099,0.0107,0.01088,251806.6972,2725.106546086
1655510400,2022-06-18 00:00:00,ZBC/USDT,0.01127,0.01135,0.0102,0.01089,1868983.3078,20387.995428001
1655424000,2022-06-17 00:00:00,ZBC/USDT,0.01116,0.01155,0.01108,0.01118,179698.1664272,2045.823320706904
1655337600,2022-06-16 00:00:00,ZBC/USDT,0.01138,0.01149,0.01108,0.01108,312847.06205166,3539.1497982859134
1655251200,2022-06-15 00:00:00,ZBC/USDT,0.01162,0.01162,0.011,0.01101,293801.9447,3318.122078975
1655164800,2022-06-14 00:00:00,ZBC/USDT,0.01177,0.01212,0.01138,0.01169,513018.47513996,5969.7396393149336
1655078400,2022-06-13 00:00:00,ZBC/USDT,0.0127,0.01273,0.0115,0.0115,1223929.94199129,14930.8732314836051
1654992000,2022-06-12 00:00:00,ZBC/USDT,0.01362,0.01366,0.0127,0.01282,1308731.28626604,17061.0170678958587
1654905600,2022-06-11 00:00:00,ZBC/USDT,0.01438,0.01445,0.01356,0.0136,2159595.62220164,29940.9496286768894
1654819200,2022-06-10 00:00:00,ZBC/USDT,0.01473,0.0152,0.01412,0.01431,1604319.64316708,23187.2960730127348
1654732800,2022-06-09 00:00:00,ZBC/USDT,0.01535,0.01584,0.01464,0.01464,1153675.43383233,17491.7751120428401
1654646400,2022-06-08 00:00:00,ZBC/USDT,0.01548,0.0156,0.01534,0.01534,288722.99774664,4472.2328215208663
1654560000,2022-06-07 00:00:00,ZBC/USDT,0.01522,0.01638,0.01514,0.0155,985106.43290076,15271.6590235114479
1654473600,2022-06-06 00:00:00,ZBC/USDT,0.01576,0.01641,0.015,0.01529,1196069.80594618,18495.1677814266448
1654387200,2022-06-05 00:00:00,ZBC/USDT,0.01583,0.01612,0.01571,0.01576,1646140.99104295,26083.9655561223279
1654300800,2022-06-04 00:00:00,ZBC/USDT,0.0169,0.018,0.0158,0.0159,5838284.9418291,96501.2827348949381
1654214400,2022-06-03 00:00:00,ZBC/USDT,0.0167,0.0175,0.01637,0.01681,1144061.6899803,19297.4052712556244
1654128000,2022-06-02 00:00:00,ZBC/USDT,0.0167,0.017,0.0166,0.01669,1078924.21020215,18069.7617070255779
1654041600,2022-06-01 00:00:00,ZBC/USDT,0.01662,0.01753,0.0166,0.01669,602188.89570722,10131.4710191130979
1653955200,2022-05-31 00:00:00,ZBC/USDT,0.01725,0.0173,0.01659,0.01667,488434.14684185,8233.0397427861267
1653868800,2022-05-30 00:00:00,ZBC/USDT,0.0168,0.01788,0.0167,0.01721,795533.51045483,13589.4225319001698
1653782400,2022-05-29 00:00:00,ZBC/USDT,0.01691,0.01717,0.01667,0.01688,530585.7866,9032.730361219
1653696000,2022-05-28 00:00:00,ZBC/USDT,0.0166,0.0169,0.0166,0.0169,582050.9557339,9763.1171168772995
