https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ZBC,Volume USDT
1653609600,2022-05-27 00:00:00,ZBC/USDT,0.01693,0.01715,0.0166,0.0166,195447.49408805,3304.5479601316727
1653523200,2022-05-26 00:00:00,ZBC/USDT,0.01804,0.01809,0.0166,0.01699,576154.06360306,10057.3116868895942
1653436800,2022-05-25 00:00:00,ZBC/USDT,0.01851,0.01853,0.01716,0.01798,429053.94593423,7840.2687246991795
1653350400,2022-05-24 00:00:00,ZBC/USDT,0.01854,0.01919,0.01803,0.01847,949877.92242984,17631.2886938513862
1653264000,2022-05-23 00:00:00,ZBC/USDT,0.01768,0.01875,0.0172,0.01844,16445902.04449751,290559.6358783759184
1653177600,2022-05-22 00:00:00,ZBC/USDT,0.01757,0.01775,0.01704,0.01768,31619482.15338976,551863.5123492899947
1653091200,2022-05-21 00:00:00,ZBC/USDT,0.01738,0.01805,0.01685,0.01752,20498184.40929562,355194.3020042853125
1653004800,2022-05-20 00:00:00,ZBC/USDT,0.01828,0.01835,0.01705,0.01745,6851604.1185033,120706.0832766519717
1652918400,2022-05-19 00:00:00,ZBC/USDT,0.01641,0.01879,0.0163,0.01833,11690542.37256374,204851.6217375377556
1652832000,2022-05-18 00:00:00,ZBC/USDT,0.01614,0.01677,0.016,0.01636,6561852.95943341,106982.9795442785263
1652745600,2022-05-17 00:00:00,ZBC/USDT,0.01587,0.01788,0.0158,0.01613,1896188.09534226,30477.8653116058673
1652659200,2022-05-16 00:00:00,ZBC/USDT,0.01599,0.01773,0.01578,0.01587,1944875.40643476,31495.6371130365776
1652572800,2022-05-15 00:00:00,ZBC/USDT,0.01615,0.01774,0.01579,0.01596,1563360.60320426,25488.6091084822935
1652486400,2022-05-14 00:00:00,ZBC/USDT,0.01659,0.01754,0.016,0.01617,453549.15032177,7293.7690435154842
1652400000,2022-05-13 00:00:00,ZBC/USDT,0.016,0.0187,0.016,0.01682,695094.80539418,12052.823105784664
1652313600,2022-05-12 00:00:00,ZBC/USDT,0.0176,0.01971,0.01499,0.016,1199312.02429527,21127.8518793817265
1652227200,2022-05-11 00:00:00,ZBC/USDT,0.02023,0.02845,0.015,0.0174,2071828.09420782,40011.2796993062081
1652140800,2022-05-10 00:00:00,ZBC/USDT,0.02108,0.02329,0.02,0.02021,1344128.87937489,28209.0330137530889
1652054400,2022-05-09 00:00:00,ZBC/USDT,0.02263,0.02451,0.01999,0.0211,2747188.68769202,61551.6269682023337
1651968000,2022-05-08 00:00:00,ZBC/USDT,0.02631,0.02631,0.02165,0.02254,4926018.35432364,116315.3338453630057
1651881600,2022-05-07 00:00:00,ZBC/USDT,0.02765,0.02998,0.02571,0.0263,1973825.00472622,52761.0318286742024
1651795200,2022-05-06 00:00:00,ZBC/USDT,0.02813,0.02828,0.02683,0.02739,1667148.83800738,46074.1170681094906
1651708800,2022-05-05 00:00:00,ZBC/USDT,0.03106,0.03358,0.0277,0.02813,7669879.88608751,226998.0194638238604
1651622400,2022-05-04 00:00:00,ZBC/USDT,0.0275,0.03315,0.02653,0.03106,1399457.81659859,40013.5351371175646
1651536000,2022-05-03 00:00:00,ZBC/USDT,0.02981,0.031,0.02708,0.02752,1074658.65330058,31162.1696366223113
1651449600,2022-05-02 00:00:00,ZBC/USDT,0.02839,0.03023,0.0276,0.02961,1746397.04512205,50375.6180374297944
1651363200,2022-05-01 00:00:00,ZBC/USDT,0.03226,0.03267,0.02848,0.02848,2293862.48786006,69291.3525030367661
1651276800,2022-04-30 00:00:00,ZBC/USDT,0.03479,0.03563,0.03192,0.03192,1646250.56022456,56687.6740357576573
1651190400,2022-04-29 00:00:00,ZBC/USDT,0.03542,0.03717,0.03399,0.03479,911740.213503,32297.551840403276
1651104000,2022-04-28 00:00:00,ZBC/USDT,0.04166,0.0419,0.03405,0.03505,4319998.12310291,160268.219923890462
1651017600,2022-04-27 00:00:00,ZBC/USDT,0.04015,0.045,0.03947,0.04095,3597381.75136476,151955.4677852750925
1650931200,2022-04-26 00:00:00,ZBC/USDT,0.04149,0.04421,0.039,0.04027,1419216.09498074,58104.0534871177701
1650844800,2022-04-25 00:00:00,ZBC/USDT,0.04098,0.04205,0.03904,0.04147,1086828.24930959,44290.911522809391
1650758400,2022-04-24 00:00:00,ZBC/USDT,0.04423,0.04635,0.03747,0.04114,4418611.02463876,181905.1854375254283
1650672000,2022-04-23 00:00:00,ZBC/USDT,0.04384,0.0493,0.04306,0.04438,2035526.864073,92499.5160613023685
1650585600,2022-04-22 00:00:00,ZBC/USDT,0.04295,0.04506,0.04145,0.04401,1194641.09843454,52457.2754535912513
1650499200,2022-04-21 00:00:00,ZBC/USDT,0.04209,0.04882,0.041,0.04296,2847932.14008869,126047.1190837190749
1650412800,2022-04-20 00:00:00,ZBC/USDT,0.04101,0.04527,0.04016,0.04189,4234134.53385467,177343.1639331954722
1650326400,2022-04-19 00:00:00,ZBC/USDT,0.042,0.0432,0.041,0.04105,1702788.15539487,70807.0931388420461
1650240000,2022-04-18 00:00:00,ZBC/USDT,0.04225,0.04755,0.04153,0.042,5728485.33633858,251705.6734053317384
1650153600,2022-04-17 00:00:00,ZBC/USDT,0.0413,0.0446,0.04105,0.04225,2799470.44617527,119923.0517585694289
1650067200,2022-04-16 00:00:00,ZBC/USDT,0.04313,0.04498,0.04054,0.04119,1331659.01176091,56783.851073670803
1649980800,2022-04-15 00:00:00,ZBC/USDT,0.04543,0.04795,0.041,0.04326,5829506.99287382,256860.9250429978456
1649894400,2022-04-14 00:00:00,ZBC/USDT,0.039,0.0527,0.039,0.04544,16731953.85700372,796279.9004411356432
