https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WBTC,Volume BTC
1663545600,2022-09-19 00:00:00,WBTC/BTC,1.0009,1.0009,1.0009,1.0009,0.0000,0.0
1663459200,2022-09-18 00:00:00,WBTC/BTC,1.0009,1.0009,1.0009,1.0009,0.0000,0.0
1663372800,2022-09-17 00:00:00,WBTC/BTC,1.0009,1.0009,1.0009,1.0009,0.0000,0.0
1663286400,2022-09-16 00:00:00,WBTC/BTC,1.0009,1.0009,1.0009,1.0009,0.0240,0.024021599999999997
1663200000,2022-09-15 00:00:00,WBTC/BTC,1.0011,1.0011,1.0011,1.0011,0.0000,0.0
1663113600,2022-09-14 00:00:00,WBTC/BTC,1.0009,1.0011,1.0009,1.0011,0.0996,0.09970956
1663027200,2022-09-13 00:00:00,WBTC/BTC,1.0013,1.0025,0.9965,1.0008,6.5026,6.507802079999999
1662940800,2022-09-12 00:00:00,WBTC/BTC,1.0008,1.0009,1.0008,1.0009,0.1035,0.10359314999999998
1662854400,2022-09-11 00:00:00,WBTC/BTC,1.0005,1.0005,1.0005,1.0005,0.0000,0.0
1662768000,2022-09-10 00:00:00,WBTC/BTC,1.0012,1.0012,1.0005,1.0005,0.0137,0.01370685
1662681600,2022-09-09 00:00:00,WBTC/BTC,1.0025,1.0025,1.0025,1.0025,1.5976,1.6015939999999997
1662595200,2022-09-08 00:00:00,WBTC/BTC,0.9991,0.9991,0.9991,0.9991,0.0000,0.0
1662508800,2022-09-07 00:00:00,WBTC/BTC,0.9991,0.9991,0.9991,0.9991,0.0000,0.0
1662422400,2022-09-06 00:00:00,WBTC/BTC,0.9991,0.9991,0.9991,0.9991,0.0000,0.0
1662336000,2022-09-05 00:00:00,WBTC/BTC,0.9991,0.9991,0.9991,0.9991,0.0000,0.0
1662249600,2022-09-04 00:00:00,WBTC/BTC,0.9991,0.9991,0.9991,0.9991,1.0006,0.9996994599999999
1662163200,2022-09-03 00:00:00,WBTC/BTC,1.0013,1.0013,1.0013,1.0013,0.0000,0.0
