https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LAVAX,Volume USDT
1661817600,2022-08-30 00:00:00,LAVAX/USDT,0.01866,0.02207,0.01855,0.01948,12067752.0747,237621.434567106
1661731200,2022-08-29 00:00:00,LAVAX/USDT,0.01794,0.01898,0.0176,0.01866,8442095.6486,155711.71951718
1661644800,2022-08-28 00:00:00,LAVAX/USDT,0.01747,0.0192,0.01741,0.0179,9168713.2363,166279.512944804
1661558400,2022-08-27 00:00:00,LAVAX/USDT,0.01819,0.019,0.01736,0.01745,9222277.8605,165569.197345743
1661472000,2022-08-26 00:00:00,LAVAX/USDT,0.02013,0.0211,0.01806,0.01815,9369514.2342,184484.381966094
1661385600,2022-08-25 00:00:00,LAVAX/USDT,0.02,0.0278,0.01945,0.0201,19859857.4381,445045.809839903
1661299200,2022-08-24 00:00:00,LAVAX/USDT,0.02126,0.02138,0.0191,0.01995,8802112.2701,175454.995221691
1661212800,2022-08-23 00:00:00,LAVAX/USDT,0.0192,0.02255,0.01912,0.02143,10417314.8876,213863.80259657
1661126400,2022-08-22 00:00:00,LAVAX/USDT,0.02085,0.02111,0.01877,0.019,15642466.63,310324.490275933
1661040000,2022-08-21 00:00:00,LAVAX/USDT,0.01839,0.02282,0.01828,0.02084,20277727.9706,407962.125451185
1660953600,2022-08-20 00:00:00,LAVAX/USDT,0.01878,0.01953,0.01805,0.01841,18331282.8167,339882.465078262
1660867200,2022-08-19 00:00:00,LAVAX/USDT,0.02046,0.02365,0.01752,0.01888,22735003.613,435866.403258736
1660780800,2022-08-18 00:00:00,LAVAX/USDT,0.0197,0.0262,0.01927,0.02042,25960864.56748488,560564.5501526253696
1660694400,2022-08-17 00:00:00,LAVAX/USDT,0.0206,0.02298,0.01805,0.01969,23664771.1127,482512.268358174
1660608000,2022-08-16 00:00:00,LAVAX/USDT,0.03019,0.033,0.02019,0.0206,29229023.2257,688359.038911784
1660521600,2022-08-15 00:00:00,LAVAX/USDT,0.01448,0.043,0.0144,0.03019,76524359.03350106,1918528.556718882965
1660435200,2022-08-14 00:00:00,LAVAX/USDT,0.01472,0.01524,0.01439,0.01446,17082636.3887,250933.362583308
1660348800,2022-08-13 00:00:00,LAVAX/USDT,0.01419,0.023,0.01402,0.0147,29761471.11505667,482225.927672535999
1660262400,2022-08-12 00:00:00,LAVAX/USDT,0.01339,0.01416,0.01302,0.01416,18291045.7263,244277.613214826
1660176000,2022-08-11 00:00:00,LAVAX/USDT,0.0137,0.01425,0.01336,0.01338,16898751.8138,229714.203328097
1660089600,2022-08-10 00:00:00,LAVAX/USDT,0.01305,0.014,0.01269,0.01371,18234956.9597,241246.807128603
1660003200,2022-08-09 00:00:00,LAVAX/USDT,0.0136,0.01411,0.01286,0.01304,17771528.9313,240666.750185018
1659916800,2022-08-08 00:00:00,LAVAX/USDT,0.01441,0.01537,0.0135,0.0136,17654989.2943,257194.515221445
1659830400,2022-08-07 00:00:00,LAVAX/USDT,0.0136,0.0168,0.01353,0.01445,21392603.465,313606.716807328
1659744000,2022-08-06 00:00:00,LAVAX/USDT,0.01263,0.0155,0.01248,0.0136,20472734.35921245,269921.926050954332
1659657600,2022-08-05 00:00:00,LAVAX/USDT,0.01239,0.01292,0.01209,0.01262,16939953.388,209806.232382417
1659571200,2022-08-04 00:00:00,LAVAX/USDT,0.01212,0.01741,0.012,0.01239,21754490.71206353,286327.6960793845199
1659484800,2022-08-03 00:00:00,LAVAX/USDT,0.01219,0.01235,0.01191,0.0121,16878864.7346,204097.608098702
1659398400,2022-08-02 00:00:00,LAVAX/USDT,0.01237,0.01246,0.01203,0.01216,14560996.7969,178304.89242635
1659312000,2022-08-01 00:00:00,LAVAX/USDT,0.01229,0.01265,0.01217,0.01242,16801345.547,208878.766976399
1659225600,2022-07-31 00:00:00,LAVAX/USDT,0.01288,0.01295,0.01205,0.01232,15564459.60345853,197433.2876809547221
1659139200,2022-07-30 00:00:00,LAVAX/USDT,0.01351,0.01497,0.01275,0.01288,16950840.9048,231680.546424733
1659052800,2022-07-29 00:00:00,LAVAX/USDT,0.01344,0.01373,0.01305,0.01349,17501990.9626,234168.313593727
1658966400,2022-07-28 00:00:00,LAVAX/USDT,0.01282,0.014,0.0127,0.01341,17853557.6259,233068.526440012
1658880000,2022-07-27 00:00:00,LAVAX/USDT,0.01158,0.01306,0.01157,0.01282,16838110.9965,204986.256330094
1658793600,2022-07-26 00:00:00,LAVAX/USDT,0.01194,0.01196,0.01152,0.01159,16522107.2264,193592.929122535
1658707200,2022-07-25 00:00:00,LAVAX/USDT,0.01236,0.01243,0.01186,0.01194,15880073.9275,191155.195238665
1658620800,2022-07-24 00:00:00,LAVAX/USDT,0.01224,0.0132,0.01224,0.01237,17839152.4491,225891.390297275
1658534400,2022-07-23 00:00:00,LAVAX/USDT,0.01186,0.01386,0.0118,0.01224,19634057.6028766,242714.436802951888
1658448000,2022-07-22 00:00:00,LAVAX/USDT,0.01218,0.01244,0.01182,0.01186,17574506.1189,212254.995899283
1658361600,2022-07-21 00:00:00,LAVAX/USDT,0.01209,0.01224,0.01185,0.01216,15080460.4792,181331.396222019
1658275200,2022-07-20 00:00:00,LAVAX/USDT,0.01364,0.01368,0.01192,0.01207,14731542.6319234,189858.121602030112
1658188800,2022-07-19 00:00:00,LAVAX/USDT,0.01182,0.0167,0.01142,0.01364,23184268.73315478,304257.6478072004293
1658102400,2022-07-18 00:00:00,LAVAX/USDT,0.01155,0.01217,0.01146,0.01181,17450690.72726016,205158.0106608773246
1658016000,2022-07-17 00:00:00,LAVAX/USDT,0.01239,0.01271,0.01135,0.01153,18223614.50781936,222019.3636976035942
1657929600,2022-07-16 00:00:00,LAVAX/USDT,0.01251,0.01271,0.01178,0.01239,16929122.46471973,206907.8438913006306
1657843200,2022-07-15 00:00:00,LAVAX/USDT,0.01614,0.01644,0.01167,0.01251,23449522.15259175,312515.6548984114372
1657756800,2022-07-14 00:00:00,LAVAX/USDT,0.01087,0.01917,0.01054,0.01604,29551736.79856017,388499.3748635541105
1657670400,2022-07-13 00:00:00,LAVAX/USDT,0.01113,0.01138,0.01038,0.01089,17308203.49417908,189521.8674152325185
1657584000,2022-07-12 00:00:00,LAVAX/USDT,0.01162,0.01168,0.01093,0.01113,17753901.88644161,200442.5476506651889
1657497600,2022-07-11 00:00:00,LAVAX/USDT,0.01254,0.01257,0.0115,0.01162,16376212.98254571,201133.443792566565
1657411200,2022-07-10 00:00:00,LAVAX/USDT,0.0134,0.01372,0.01243,0.01254,17701139.11911219,229502.2045346124944
1657324800,2022-07-09 00:00:00,LAVAX/USDT,0.01326,0.01449,0.0129,0.01338,18089558.35781741,243525.004597386104
1657238400,2022-07-08 00:00:00,LAVAX/USDT,0.01275,0.0147,0.01189,0.01326,12108683.09724134,153155.3852142503414
1657152000,2022-07-07 00:00:00,LAVAX/USDT,0.01395,0.019,0.01231,0.01273,4838746.03568514,74903.7262522953914
1657065600,2022-07-06 00:00:00,LAVAX/USDT,0.01276,0.01441,0.01275,0.01395,13858743.91516828,187187.717365350087
1656979200,2022-07-05 00:00:00,LAVAX/USDT,0.01277,0.01302,0.0124,0.01277,15711399.11826224,199862.4703905634355
1656892800,2022-07-04 00:00:00,LAVAX/USDT,0.01343,0.01349,0.01264,0.01277,9939842.50826015,130811.9515718238319
1656806400,2022-07-03 00:00:00,LAVAX/USDT,0.01396,0.014,0.01329,0.01343,9492293.02393226,128730.4166846231289
1656720000,2022-07-02 00:00:00,LAVAX/USDT,0.0129,0.01427,0.01288,0.01395,9050550.27190282,121239.9615808774002
1656633600,2022-07-01 00:00:00,LAVAX/USDT,0.01288,0.01372,0.01287,0.01293,9214861.80942198,121442.9862954098059
1656547200,2022-06-30 00:00:00,LAVAX/USDT,0.01396,0.01407,0.01272,0.01283,8473779.97583051,113911.6934807602099
1656460800,2022-06-29 00:00:00,LAVAX/USDT,0.01422,0.01433,0.01372,0.01394,9039041.98101145,127083.4205763846689
1656374400,2022-06-28 00:00:00,LAVAX/USDT,0.0147,0.01472,0.01407,0.01421,9069307.68152656,130655.8770188460856
1656288000,2022-06-27 00:00:00,LAVAX/USDT,0.01494,0.01521,0.01434,0.0147,7971098.03192817,118571.9657326888656
1656201600,2022-06-26 00:00:00,LAVAX/USDT,0.01525,0.01542,0.01475,0.01494,8334277.03375913,126561.0961898058639
1656115200,2022-06-25 00:00:00,LAVAX/USDT,0.01598,0.01671,0.01511,0.01528,9295440.37309916,145543.1932513880046
1656028800,2022-06-24 00:00:00,LAVAX/USDT,0.01552,0.01702,0.01546,0.01598,9307563.15420662,148226.2293282908241
1655942400,2022-06-23 00:00:00,LAVAX/USDT,0.01427,0.01701,0.01419,0.01552,11152872.41018137,173028.3130102942167
1655856000,2022-06-22 00:00:00,LAVAX/USDT,0.01492,0.01508,0.01403,0.01428,8492361.81859849,123449.0063712147311
1655769600,2022-06-21 00:00:00,LAVAX/USDT,0.01384,0.01613,0.01384,0.01493,9761682.49552407,144700.5055122907541
1655683200,2022-06-20 00:00:00,LAVAX/USDT,0.01467,0.0147,0.01365,0.01385,9051590.73922325,127776.1143124763343
1655596800,2022-06-19 00:00:00,LAVAX/USDT,0.01274,0.01966,0.01207,0.01469,17935299.34369386,265902.7411504367559
1655510400,2022-06-18 00:00:00,LAVAX/USDT,0.01326,0.01396,0.0122,0.01273,13207503.62080884,173258.6782289760921
1655424000,2022-06-17 00:00:00,LAVAX/USDT,0.01338,0.01339,0.01276,0.01328,13587931.2858033,178538.279832928536
1655337600,2022-06-16 00:00:00,LAVAX/USDT,0.01508,0.02069,0.01309,0.01337,18006466.42236767,271291.8359476778479
1655251200,2022-06-15 00:00:00,LAVAX/USDT,0.01406,0.01559,0.01221,0.01506,15310747.8537248,205238.657354989083
1655164800,2022-06-14 00:00:00,LAVAX/USDT,0.01342,0.01707,0.01214,0.01412,17592317.73870865,238432.4999277341662
1655078400,2022-06-13 00:00:00,LAVAX/USDT,0.01623,0.01623,0.01345,0.01354,15258300.95151038,225242.5180687991207
1654992000,2022-06-12 00:00:00,LAVAX/USDT,0.01815,0.01832,0.01498,0.01625,15641496.53657641,254614.4338603466073
1654905600,2022-06-11 00:00:00,LAVAX/USDT,0.02453,0.02556,0.01599,0.01815,19862403.39262654,384957.3112737059291
1654819200,2022-06-10 00:00:00,LAVAX/USDT,0.0201,0.02768,0.01884,0.02455,19530693.63575414,407678.8756383734228
1654732800,2022-06-09 00:00:00,LAVAX/USDT,0.02098,0.02306,0.01946,0.02006,15540586.50577094,327797.7515863404806
1654646400,2022-06-08 00:00:00,LAVAX/USDT,0.01973,0.0259,0.01836,0.02092,20871868.84749275,423167.2691702295416
1654560000,2022-06-07 00:00:00,LAVAX/USDT,0.02451,0.02456,0.01852,0.01975,19820556.32180746,407657.1797760640921
1654473600,2022-06-06 00:00:00,LAVAX/USDT,0.01841,0.03432,0.01838,0.02446,47223694.51238766,1178948.6898558674181
1654387200,2022-06-05 00:00:00,LAVAX/USDT,0.02008,0.02008,0.0171,0.01837,16233407.38208976,299444.4365717911882
1654300800,2022-06-04 00:00:00,LAVAX/USDT,0.02134,0.02143,0.01889,0.02012,15251028.84684916,310867.115743075734
1654214400,2022-06-03 00:00:00,LAVAX/USDT,0.02252,0.0237,0.01966,0.02132,17942607.50031272,391805.6503889604072
1654128000,2022-06-02 00:00:00,LAVAX/USDT,0.02209,0.03316,0.02206,0.02248,31681634.8805455,830867.3420689986953
1654041600,2022-06-01 00:00:00,LAVAX/USDT,0.02885,0.03035,0.02189,0.02222,20447757.40777361,517268.071810985001
1653955200,2022-05-31 00:00:00,LAVAX/USDT,0.04072,0.04992,0.0267,0.02873,50733430.86499149,1946655.1019625150685
1653868800,2022-05-30 00:00:00,LAVAX/USDT,0.01465,0.052,0.01415,0.04058,97463814.03738626,2911804.3183084063729
1653782400,2022-05-29 00:00:00,LAVAX/USDT,0.01167,0.01668,0.011,0.01465,17988429.62338766,216699.1539625104768
1653696000,2022-05-28 00:00:00,LAVAX/USDT,0.01195,0.01221,0.01115,0.01173,15489844.04389879,178535.406926407119
1653609600,2022-05-27 00:00:00,LAVAX/USDT,0.01254,0.01274,0.01174,0.01197,15352386.92784932,187473.5115520360321
1653523200,2022-05-26 00:00:00,LAVAX/USDT,0.01294,0.013,0.01252,0.01255,5472817.71154876,70250.1377625641596
1653436800,2022-05-25 00:00:00,LAVAX/USDT,0.0134,0.0134,0.01271,0.01296,4492406.30563467,58774.558699303397
1653350400,2022-05-24 00:00:00,LAVAX/USDT,0.01324,0.01341,0.0131,0.0134,4051891.32249098,53680.3319264780418
1653264000,2022-05-23 00:00:00,LAVAX/USDT,0.01335,0.01353,0.01324,0.01326,4029940.31596434,53970.277499900865
1653177600,2022-05-22 00:00:00,LAVAX/USDT,0.01413,0.01458,0.01282,0.0133,5041486.00431894,69980.0835099687825
1653091200,2022-05-21 00:00:00,LAVAX/USDT,0.0137,0.0143,0.01304,0.01415,4539664.34988906,62112.229288133627
1653004800,2022-05-20 00:00:00,LAVAX/USDT,0.01278,0.0163,0.01274,0.01372,5838037.99521719,82108.2649384896558
1652918400,2022-05-19 00:00:00,LAVAX/USDT,0.01215,0.01328,0.01204,0.0128,4564729.05402341,56401.9492993698953
1652832000,2022-05-18 00:00:00,LAVAX/USDT,0.01251,0.01304,0.0119,0.01216,4700314.63934778,58277.8469301553805
1652745600,2022-05-17 00:00:00,LAVAX/USDT,0.01269,0.01289,0.01199,0.01251,4558575.33378541,57283.6552893243212
1652659200,2022-05-16 00:00:00,LAVAX/USDT,0.01202,0.0131,0.01142,0.01269,2509951.61795534,30008.9412599107126
1652572800,2022-05-15 00:00:00,LAVAX/USDT,0.01196,0.01208,0.01089,0.01208,163238.54818646,1868.6904680757546
1652486400,2022-05-14 00:00:00,LAVAX/USDT,0.01086,0.01202,0.01003,0.01138,245825.03916117,2766.9750294863605
1652400000,2022-05-13 00:00:00,LAVAX/USDT,0.00932,0.01264,0.00919,0.01085,549162.5150702,6211.5865043897653
1652313600,2022-05-12 00:00:00,LAVAX/USDT,0.01245,0.01295,0.00868,0.00928,954148.18112787,10544.3699764458112
1652227200,2022-05-11 00:00:00,LAVAX/USDT,0.01912,0.0206,0.00227,0.01257,1222282.55442829,19758.4221440191953
1652140800,2022-05-10 00:00:00,LAVAX/USDT,0.01758,0.028,0.01712,0.019,3643462.49771807,75832.1351611557162
1652054400,2022-05-09 00:00:00,LAVAX/USDT,0.01918,0.02594,0.01742,0.01742,1059563.76638602,21449.081408314184
1651968000,2022-05-08 00:00:00,LAVAX/USDT,0.02075,0.027,0.0179,0.01912,1056011.18258392,21398.8030632185896
1651881600,2022-05-07 00:00:00,LAVAX/USDT,0.02292,0.0384,0.02007,0.02075,3846961.14157098,103157.9357348235497
1651795200,2022-05-06 00:00:00,LAVAX/USDT,0.02362,0.02426,0.02239,0.02341,253572.29624891,5920.5021767670248
1651708800,2022-05-05 00:00:00,LAVAX/USDT,0.02442,0.03059,0.02185,0.02303,1713687.16095562,46487.7047805491281
1651622400,2022-05-04 00:00:00,LAVAX/USDT,0.02585,0.02596,0.02396,0.02442,615389.76007339,15211.6554679434999
1651536000,2022-05-03 00:00:00,LAVAX/USDT,0.0267,0.02753,0.0258,0.02587,159595.64340595,4180.473393072796
1651449600,2022-05-02 00:00:00,LAVAX/USDT,0.02893,0.02909,0.02606,0.02663,593445.2897685,16503.28207775189
1651363200,2022-05-01 00:00:00,LAVAX/USDT,0.03007,0.03053,0.02825,0.0287,176176.61869552,5169.6115407493966
1651276800,2022-04-30 00:00:00,LAVAX/USDT,0.03191,0.03204,0.03056,0.03056,52459.85609192,1649.3089252657575
1651190400,2022-04-29 00:00:00,LAVAX/USDT,0.03218,0.0331,0.03122,0.03257,122572.77962368,3903.6761577105726
1651104000,2022-04-28 00:00:00,LAVAX/USDT,0.03294,0.03483,0.03189,0.03205,421103.5878892,13978.279905916396
1651017600,2022-04-27 00:00:00,LAVAX/USDT,0.03452,0.03452,0.0322,0.0332,339879.5555,11276.675653705
1650931200,2022-04-26 00:00:00,LAVAX/USDT,0.03545,0.03681,0.03311,0.03459,606047.75731109,21221.1702885928581
1650844800,2022-04-25 00:00:00,LAVAX/USDT,0.03535,0.0373,0.032,0.03551,444661.40170073,15681.9728240871375
1650758400,2022-04-24 00:00:00,LAVAX/USDT,0.03602,0.03777,0.034,0.03527,1474732.99376895,51919.6701818051951
1650672000,2022-04-23 00:00:00,LAVAX/USDT,0.03468,0.03779,0.03395,0.03605,541423.40566692,19159.3336947305504
1650585600,2022-04-22 00:00:00,LAVAX/USDT,0.036,0.03702,0.03468,0.03485,1639154.43967811,58852.9483430587102
1650499200,2022-04-21 00:00:00,LAVAX/USDT,0.03432,0.04112,0.03345,0.03605,3097082.24754294,116091.0722369910108
1650412800,2022-04-20 00:00:00,LAVAX/USDT,0.03397,0.03528,0.03312,0.0342,630243.10365175,21306.2353205602818
1650326400,2022-04-19 00:00:00,LAVAX/USDT,0.03433,0.03805,0.03236,0.03336,845715.54894842,29275.5868624148824
1650240000,2022-04-18 00:00:00,LAVAX/USDT,0.038,0.03805,0.033,0.03439,1195475.74181743,41712.1704308206492
1650153600,2022-04-17 00:00:00,LAVAX/USDT,0.0373,0.03922,0.03677,0.038,1190630.8078807,44628.4551781465416
1650067200,2022-04-16 00:00:00,LAVAX/USDT,0.03831,0.03861,0.03679,0.03718,1099282.02913266,41051.3637265966322
1649980800,2022-04-15 00:00:00,LAVAX/USDT,0.03841,0.03978,0.0382,0.03868,6683468.89718238,256693.9362866012299
1649894400,2022-04-14 00:00:00,LAVAX/USDT,0.04059,0.04113,0.0383,0.03839,2856108.55364232,115812.5903559703643
1649808000,2022-04-13 00:00:00,LAVAX/USDT,0.04115,0.0418,0.03962,0.04059,8860751.54914942,363557.0186030123528
1649721600,2022-04-12 00:00:00,LAVAX/USDT,0.0431,0.0431,0.04062,0.0413,7681737.1639061,318364.3249580236784
1649635200,2022-04-11 00:00:00,LAVAX/USDT,0.04566,0.0511,0.04258,0.0431,10416180.56023081,498434.2970727898787
1649548800,2022-04-10 00:00:00,LAVAX/USDT,0.04262,0.0525,0.04256,0.04583,15081888.29847574,667398.8871694331318
1649462400,2022-04-09 00:00:00,LAVAX/USDT,0.0441,0.04491,0.04227,0.04262,11768703.23109849,504429.7274168345373
1649376000,2022-04-08 00:00:00,LAVAX/USDT,0.0443,0.04438,0.04368,0.0441,7655039.1864508,337915.6191030967614
1649289600,2022-04-07 00:00:00,LAVAX/USDT,0.04383,0.04557,0.04313,0.0443,9388704.75619594,414853.6671345003721
1649203200,2022-04-06 00:00:00,LAVAX/USDT,0.0451,0.04693,0.04307,0.04409,5305382.56828465,239053.8990718022872
1649116800,2022-04-05 00:00:00,LAVAX/USDT,0.04582,0.04827,0.04511,0.04511,8149023.09275011,378271.858848379966
1649030400,2022-04-04 00:00:00,LAVAX/USDT,0.04674,0.04869,0.04571,0.04582,9258960.74838546,428095.2958706094869
1648944000,2022-04-03 00:00:00,LAVAX/USDT,0.04743,0.048,0.04508,0.04673,5654444.42746057,258828.7350769590206
1648857600,2022-04-02 00:00:00,LAVAX/USDT,0.04688,0.04861,0.0452,0.04728,884342.69276076,40761.6708802959092
1648771200,2022-04-01 00:00:00,LAVAX/USDT,0.04571,0.04898,0.04382,0.04689,5077572.79428351,231270.1157539200531
1648684800,2022-03-31 00:00:00,LAVAX/USDT,0.049,0.04901,0.04514,0.0458,10589678.11862492,498223.7961826329174
1648598400,2022-03-30 00:00:00,LAVAX/USDT,0.0499,0.05011,0.048,0.049,13740454.81954113,683119.4864932648607
1648512000,2022-03-29 00:00:00,LAVAX/USDT,0.053,0.05316,0.04926,0.05,8428070.88768343,441436.652029068114
1648425600,2022-03-28 00:00:00,LAVAX/USDT,0.05191,0.05399,0.0519,0.053,16913494.46662779,895695.176103157755
1648339200,2022-03-27 00:00:00,LAVAX/USDT,0.0525,0.05299,0.05151,0.0519,17136689.99617573,895152.7579484044161
1648252800,2022-03-26 00:00:00,LAVAX/USDT,0.0534,0.05411,0.05152,0.05254,7491680.06108443,396629.2230474486619
1648166400,2022-03-25 00:00:00,LAVAX/USDT,0.0531,0.05452,0.05199,0.0534,8083321.68504297,435880.5115996620436
1648080000,2022-03-24 00:00:00,LAVAX/USDT,0.05342,0.05398,0.05078,0.0532,12098834.50386202,637984.6311100448409
1647993600,2022-03-23 00:00:00,LAVAX/USDT,0.05431,0.0544,0.05151,0.05342,5147614.25210278,277701.6988011796466
1647907200,2022-03-22 00:00:00,LAVAX/USDT,0.05684,0.05684,0.05316,0.05431,7212613.9422955,391652.2442633728362
1647820800,2022-03-21 00:00:00,LAVAX/USDT,0.0511,0.0666,0.0501,0.05678,16116237.44502152,898207.3199247483951
1647734400,2022-03-20 00:00:00,LAVAX/USDT,0.0489,0.08,0.04811,0.0511,12246573.69101634,624040.2251615819443
1647648000,2022-03-19 00:00:00,LAVAX/USDT,0.0518,0.05257,0.04802,0.0489,15089231.33814696,748024.8381651606185
1647561600,2022-03-18 00:00:00,LAVAX/USDT,0.0516,0.0538,0.051,0.0517,11795279.32173379,607798.5547916394409
1647475200,2022-03-17 00:00:00,LAVAX/USDT,0.04783,0.05295,0.04425,0.0516,7998749.39211285,409062.531702050432
1647388800,2022-03-16 00:00:00,LAVAX/USDT,0.0496,0.0513,0.04251,0.04783,9012245.00653079,450363.4668019892423
1647302400,2022-03-15 00:00:00,LAVAX/USDT,0.0453,0.0573,0.04421,0.0495,18978212.23027604,892845.8283697454178
1647216000,2022-03-14 00:00:00,LAVAX/USDT,0.04368,0.0475,0.04208,0.0454,4962779.41493253,224813.2590165912889
1647129600,2022-03-13 00:00:00,LAVAX/USDT,0.04931,0.0508,0.04281,0.04368,3085803.83812715,153878.4406569598051
1647043200,2022-03-12 00:00:00,LAVAX/USDT,0.05367,0.0543,0.04683,0.04931,8086945.06558092,418965.1337354531205
1646956800,2022-03-11 00:00:00,LAVAX/USDT,0.05352,0.05699,0.0531,0.05368,4422860.50153125,236669.7543856453899
1646870400,2022-03-10 00:00:00,LAVAX/USDT,0.0553,0.06183,0.05314,0.05352,11396401.4347999,641291.7945623781835
1646784000,2022-03-09 00:00:00,LAVAX/USDT,0.05751,0.05771,0.04962,0.0554,11675915.50507552,628208.4272331987681
1646697600,2022-03-08 00:00:00,LAVAX/USDT,0.06275,0.06275,0.05675,0.05751,404685.59946293,23993.0468978963342
1646611200,2022-03-07 00:00:00,LAVAX/USDT,0.06698,0.07003,0.05677,0.06275,6037726.39042234,404885.1232209534401
1646524800,2022-03-06 00:00:00,LAVAX/USDT,0.0746,0.07661,0.06637,0.0668,7727674.38486288,536446.7184486148925
1646438400,2022-03-05 00:00:00,LAVAX/USDT,0.06504,0.08,0.06379,0.0746,7544804.50803418,533434.3749335508102
1646352000,2022-03-04 00:00:00,LAVAX/USDT,0.072,0.09,0.06,0.06504,1957701.89930869,147909.6491698025353
