https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume EUR
1663545600,2022-09-19 00:00:00,ALGO/EUR,0.29233,0.29233,0.29233,0.29233,0.00000000,0.0
1663459200,2022-09-18 00:00:00,ALGO/EUR,0.30645,0.31702,0.29000,0.29233,158242.77901832,46259.111590425484
1663372800,2022-09-17 00:00:00,ALGO/EUR,0.29749,0.31041,0.29749,0.31041,84592.31870386,26258.301648865185
1663286400,2022-09-16 00:00:00,ALGO/EUR,0.29688,0.30125,0.29198,0.29550,202306.32533863,59781.51913756516
1663200000,2022-09-15 00:00:00,ALGO/EUR,0.30326,0.30326,0.28999,0.29474,145100.47143125,42766.91294964662
1663113600,2022-09-14 00:00:00,ALGO/EUR,0.30067,0.30395,0.29633,0.30375,38337.16075437,11644.91257913989
1663027200,2022-09-13 00:00:00,ALGO/EUR,0.31653,0.31653,0.29712,0.29831,293456.22828988,87540.9274611541
1662940800,2022-09-12 00:00:00,ALGO/EUR,0.32290,0.32919,0.31400,0.31815,65432.39915625,20817.317791560938
1662854400,2022-09-11 00:00:00,ALGO/EUR,0.32244,0.32872,0.31520,0.32367,92775.85563139,30028.761192212005
1662768000,2022-09-10 00:00:00,ALGO/EUR,0.32059,0.32515,0.31731,0.32213,129118.04329144,41592.79528547157
1662681600,2022-09-09 00:00:00,ALGO/EUR,0.30776,0.32477,0.30776,0.32271,266748.83891035,86082.51780475905
1662595200,2022-09-08 00:00:00,ALGO/EUR,0.29883,0.30656,0.29460,0.30641,92410.00031724,28315.348197205512
1662508800,2022-09-07 00:00:00,ALGO/EUR,0.28846,0.30094,0.28467,0.29895,167477.12634112,50067.28691967782
1662422400,2022-09-06 00:00:00,ALGO/EUR,0.30886,0.30950,0.28496,0.28843,245063.12403677,70683.55686592558
1662336000,2022-09-05 00:00:00,ALGO/EUR,0.31634,0.31634,0.30000,0.30634,200964.79110971,61563.55410854856
1662249600,2022-09-04 00:00:00,ALGO/EUR,0.30599,0.32115,0.30599,0.31422,120243.15930457,37782.80551668198
1662163200,2022-09-03 00:00:00,ALGO/EUR,0.30263,0.30452,0.29766,0.30385,76827.70745022,23344.098908749347
1662076800,2022-09-02 00:00:00,ALGO/EUR,0.29402,0.30546,0.29149,0.30320,298215.93471860,90419.07140667953
1661990400,2022-09-01 00:00:00,ALGO/EUR,0.28815,0.29420,0.28473,0.29356,92642.20176363,27196.044749731223
1661904000,2022-08-31 00:00:00,ALGO/EUR,0.29583,0.29980,0.28694,0.28694,75990.67434320,21804.764096037805
1661817600,2022-08-30 00:00:00,ALGO/EUR,0.29679,0.30222,0.28374,0.29133,208229.17749984,60663.40628102839
1661731200,2022-08-29 00:00:00,ALGO/EUR,0.28497,0.29795,0.28321,0.29795,76119.10636478,22679.687741386202
1661644800,2022-08-28 00:00:00,ALGO/EUR,0.29211,0.29649,0.28386,0.28386,56163.43458003,15942.552539887316
1661558400,2022-08-27 00:00:00,ALGO/EUR,0.28432,0.29120,0.28000,0.29120,315180.74396922,91780.63264383687
1661472000,2022-08-26 00:00:00,ALGO/EUR,0.30504,0.30746,0.28093,0.28342,239816.36332573,67968.7536937784
1661385600,2022-08-25 00:00:00,ALGO/EUR,0.30447,0.31028,0.30100,0.30721,217718.56167583,66885.31933243173
1661299200,2022-08-24 00:00:00,ALGO/EUR,0.30905,0.30978,0.30252,0.30278,87268.37925608,26423.119871155905
1661212800,2022-08-23 00:00:00,ALGO/EUR,0.30497,0.31000,0.29559,0.31000,118960.92157437,36877.8856880547
1661126400,2022-08-22 00:00:00,ALGO/EUR,0.30552,0.30552,0.28962,0.30410,252663.41535605,76834.9446097748
1661040000,2022-08-21 00:00:00,ALGO/EUR,0.29987,0.30798,0.29666,0.30589,107031.09643654,32739.74208897322
1660953600,2022-08-20 00:00:00,ALGO/EUR,0.30725,0.31119,0.29306,0.29868,142071.97730536,42434.05818156492
1660867200,2022-08-19 00:00:00,ALGO/EUR,0.32413,0.32421,0.29990,0.30158,246201.89494656,74249.56747798357
1660780800,2022-08-18 00:00:00,ALGO/EUR,0.33047,0.34182,0.31454,0.33136,83764.68630497,27756.266454014858
1660694400,2022-08-17 00:00:00,ALGO/EUR,0.34941,0.35812,0.33288,0.33454,200752.30446758,67159.67593658422
1660608000,2022-08-16 00:00:00,ALGO/EUR,0.35471,0.35471,0.34431,0.34567,104293.87903542,36051.26516617363
1660521600,2022-08-15 00:00:00,ALGO/EUR,0.35952,0.36623,0.34444,0.34609,178093.21406349,61636.28045523326
1660435200,2022-08-14 00:00:00,ALGO/EUR,0.35932,0.37363,0.35053,0.35380,147508.55480779,52188.52669099611
1660348800,2022-08-13 00:00:00,ALGO/EUR,0.35621,0.36474,0.35564,0.35964,105005.57069243,37764.20344382553
1660262400,2022-08-12 00:00:00,ALGO/EUR,0.35064,0.35601,0.34437,0.35601,202022.05880209,71921.87315413206
1660176000,2022-08-11 00:00:00,ALGO/EUR,0.35292,0.35961,0.34859,0.35005,225167.52510943,78819.89216455596
1660089600,2022-08-10 00:00:00,ALGO/EUR,0.33769,0.35630,0.33000,0.35223,216216.54598576,76157.95399256425
1660003200,2022-08-09 00:00:00,ALGO/EUR,0.36027,0.36764,0.33340,0.33837,442193.30033475,149624.94703426934
1659916800,2022-08-08 00:00:00,ALGO/EUR,0.34764,0.36442,0.34763,0.35500,136458.36944507,48442.72115299985
1659830400,2022-08-07 00:00:00,ALGO/EUR,0.34282,0.35806,0.33833,0.34891,229068.55253169,79924.30866383195
1659744000,2022-08-06 00:00:00,ALGO/EUR,0.35193,0.35228,0.34122,0.34368,67232.94783387,23106.61951154444
1659657600,2022-08-05 00:00:00,ALGO/EUR,0.32912,0.35300,0.32767,0.35070,208559.88589183,73141.95198226479
1659571200,2022-08-04 00:00:00,ALGO/EUR,0.32433,0.33396,0.32145,0.32867,130313.38401719,42830.09992492984
1659484800,2022-08-03 00:00:00,ALGO/EUR,0.32006,0.33405,0.31279,0.31978,100280.30743783,32067.636712469277
1659398400,2022-08-02 00:00:00,ALGO/EUR,0.33477,0.33786,0.31264,0.32091,288131.96915029,92464.43022001955
1659312000,2022-08-01 00:00:00,ALGO/EUR,0.32857,0.33544,0.32399,0.33479,226874.50473122,75955.31543896513
1659225600,2022-07-31 00:00:00,ALGO/EUR,0.33001,0.34718,0.32567,0.32836,192483.14887650,63203.76676508754
1659139200,2022-07-30 00:00:00,ALGO/EUR,0.32956,0.34728,0.32248,0.32663,164867.75448449,53850.754647268965
1659052800,2022-07-29 00:00:00,ALGO/EUR,0.33033,0.33786,0.32000,0.33128,247398.09918362,81958.04229754965
1658966400,2022-07-28 00:00:00,ALGO/EUR,0.32134,0.33604,0.31700,0.32996,258306.61250777,85230.84986306379
1658880000,2022-07-27 00:00:00,ALGO/EUR,0.30606,0.32207,0.30237,0.32207,134390.60278106,43283.181437696
1658793600,2022-07-26 00:00:00,ALGO/EUR,0.30340,0.30586,0.29832,0.30510,162129.77905429,49465.79558946388
1658707200,2022-07-25 00:00:00,ALGO/EUR,0.33179,0.33249,0.30558,0.30558,90562.94100280,27674.223511635624
1658620800,2022-07-24 00:00:00,ALGO/EUR,0.33074,0.34067,0.32810,0.33577,118076.20037146,39646.44579872512
1658534400,2022-07-23 00:00:00,ALGO/EUR,0.33198,0.33698,0.32000,0.32856,74269.47449988,24401.978541680575
1658448000,2022-07-22 00:00:00,ALGO/EUR,0.34192,0.35230,0.32674,0.33165,1586198.84826326,526062.8480265102
1658361600,2022-07-21 00:00:00,ALGO/EUR,0.33478,0.34578,0.32675,0.34143,638019.31477179,217838.9346425323
1658275200,2022-07-20 00:00:00,ALGO/EUR,0.35778,0.36851,0.33611,0.33961,179808.57697973,61064.79082808611
1658188800,2022-07-19 00:00:00,ALGO/EUR,0.35715,0.36971,0.34234,0.36216,161373.27961612,58442.94694577402
1658102400,2022-07-18 00:00:00,ALGO/EUR,0.33553,0.36000,0.33553,0.35468,258926.52213048,91836.05886923865
1658016000,2022-07-17 00:00:00,ALGO/EUR,0.33715,0.34074,0.32988,0.33974,66744.59551179,22675.808879175533
1657929600,2022-07-16 00:00:00,ALGO/EUR,0.32433,0.34231,0.32252,0.33711,115831.63495837,39048.00246081612
1657843200,2022-07-15 00:00:00,ALGO/EUR,0.32848,0.33045,0.31851,0.32629,82644.51871371,26966.080011096437
1657756800,2022-07-14 00:00:00,ALGO/EUR,0.30658,0.33104,0.30149,0.32711,547482.44570524,179086.98281464106
1657670400,2022-07-13 00:00:00,ALGO/EUR,0.29097,0.30880,0.29000,0.30880,349890.61224541,108046.2210613826
1657584000,2022-07-12 00:00:00,ALGO/EUR,0.29500,0.30153,0.29089,0.29089,566468.10565457,164779.90725385788
1657497600,2022-07-11 00:00:00,ALGO/EUR,0.30016,0.30639,0.29501,0.29579,129623.60098258,38341.364934637335
1657411200,2022-07-10 00:00:00,ALGO/EUR,0.31293,0.31481,0.30069,0.30477,518796.00671514,158113.4589665732
1657324800,2022-07-09 00:00:00,ALGO/EUR,0.30801,0.31827,0.30801,0.31717,114577.07945890,36340.412291979315
1657238400,2022-07-08 00:00:00,ALGO/EUR,0.31437,0.32018,0.30679,0.31068,2039040.41615617,633489.0764913989
1657152000,2022-07-07 00:00:00,ALGO/EUR,0.30531,0.32100,0.30474,0.31385,104183.92005700,32698.12330988945
1657065600,2022-07-06 00:00:00,ALGO/EUR,0.29688,0.30750,0.29500,0.30507,140858.31372788,42971.64576896436
1656979200,2022-07-05 00:00:00,ALGO/EUR,0.30545,0.30886,0.29418,0.30318,44732.88270630,13562.115378896035
1656892800,2022-07-04 00:00:00,ALGO/EUR,0.29473,0.30626,0.28735,0.30565,118082.51035458,36091.91928987737
1656806400,2022-07-03 00:00:00,ALGO/EUR,0.29491,0.30107,0.28951,0.29627,28255.27116420,8371.189187817534
1656720000,2022-07-02 00:00:00,ALGO/EUR,0.29386,0.29787,0.28798,0.29564,101388.51688154,29974.501130858487
1656633600,2022-07-01 00:00:00,ALGO/EUR,0.29858,0.30787,0.28714,0.29429,1273696.15414420,374836.0412030966
1656547200,2022-06-30 00:00:00,ALGO/EUR,0.28644,0.30155,0.27249,0.30155,136298.80039772,41100.90325993247
1656460800,2022-06-29 00:00:00,ALGO/EUR,0.29632,0.29931,0.28239,0.28767,279440.86468541,80386.75354405188
1656374400,2022-06-28 00:00:00,ALGO/EUR,0.31305,0.31797,0.29678,0.29678,46361.74133379,13759.237593042195
1656288000,2022-06-27 00:00:00,ALGO/EUR,0.31712,0.32628,0.30735,0.31066,192740.11809921,59876.64508870058
1656201600,2022-06-26 00:00:00,ALGO/EUR,0.33392,0.34175,0.31458,0.31568,53405.38005700,16859.010376393762
1656115200,2022-06-25 00:00:00,ALGO/EUR,0.33151,0.33737,0.31820,0.33416,71148.51682541,23774.988382379008
1656028800,2022-06-24 00:00:00,ALGO/EUR,0.31978,0.33841,0.31978,0.33113,1130556.35002185,374361.1241827352
1655942400,2022-06-23 00:00:00,ALGO/EUR,0.29689,0.32004,0.29606,0.31882,64015.61563038,20409.458575277753
1655856000,2022-06-22 00:00:00,ALGO/EUR,0.30938,0.31220,0.29700,0.29700,205978.21495731,61175.52984232107
1655769600,2022-06-21 00:00:00,ALGO/EUR,0.30220,0.32136,0.30220,0.30696,194341.07009446,59654.934876195446
1655683200,2022-06-20 00:00:00,ALGO/EUR,0.29902,0.30913,0.28592,0.30582,186103.19713780,56914.07974868199
1655596800,2022-06-19 00:00:00,ALGO/EUR,0.27604,0.30392,0.27332,0.29791,125692.10781369,37444.93583877639
1655510400,2022-06-18 00:00:00,ALGO/EUR,0.29824,0.29824,0.26273,0.28143,186886.73477975,52595.53376906504
1655424000,2022-06-17 00:00:00,ALGO/EUR,0.28664,0.29974,0.28418,0.29584,141683.67497433,41915.69840440579
1655337600,2022-06-16 00:00:00,ALGO/EUR,0.32640,0.32747,0.28188,0.28188,273835.76668673,77188.82591365547
1655251200,2022-06-15 00:00:00,ALGO/EUR,0.29286,0.32465,0.26572,0.32215,209247.47386197,67409.07370463363
1655164800,2022-06-14 00:00:00,ALGO/EUR,0.29050,0.29719,0.27487,0.29583,167242.25825988,49475.2772610203
1655078400,2022-06-13 00:00:00,ALGO/EUR,0.30990,0.31132,0.27500,0.29020,354344.54123037,102830.78586505337
1654992000,2022-06-12 00:00:00,ALGO/EUR,0.33298,0.33396,0.30935,0.31177,127642.14643267,39794.991993313524
1654905600,2022-06-11 00:00:00,ALGO/EUR,0.35036,0.36081,0.32250,0.33156,152111.87233913,50434.21239276195
1654819200,2022-06-10 00:00:00,ALGO/EUR,0.38083,0.38120,0.34762,0.34978,178838.73738411,62554.21356221399
1654732800,2022-06-09 00:00:00,ALGO/EUR,0.38264,0.38964,0.37803,0.37857,103070.60078923,39019.4373407788
1654646400,2022-06-08 00:00:00,ALGO/EUR,0.37319,0.40133,0.37319,0.39057,190615.05782493,74448.52313468291
1654560000,2022-06-07 00:00:00,ALGO/EUR,0.38270,0.38421,0.35364,0.37421,96024.71863298,35933.40995964745
1654473600,2022-06-06 00:00:00,ALGO/EUR,0.37340,0.39417,0.37206,0.38547,183083.01289105,70573.00897911303
1654387200,2022-06-05 00:00:00,ALGO/EUR,0.36295,0.37400,0.35445,0.36839,53551.93064992,19727.99573212403
1654300800,2022-06-04 00:00:00,ALGO/EUR,0.35602,0.36263,0.34362,0.36091,83471.49064094,30125.695687221654
1654214400,2022-06-03 00:00:00,ALGO/EUR,0.36682,0.36736,0.34810,0.35732,63746.66548769,22777.958512061392
1654128000,2022-06-02 00:00:00,ALGO/EUR,0.36012,0.36904,0.35350,0.36750,60960.73050725,22403.068461414376
1654041600,2022-06-01 00:00:00,ALGO/EUR,0.38520,0.39806,0.35156,0.36227,218573.73538522,79182.70711800364
1653955200,2022-05-31 00:00:00,ALGO/EUR,0.38956,0.39462,0.37182,0.38455,300731.88282701,115646.4455411267
1653868800,2022-05-30 00:00:00,ALGO/EUR,0.35225,0.39171,0.35134,0.39067,206903.79578845,80831.10590067376
1653782400,2022-05-29 00:00:00,ALGO/EUR,0.33703,0.35309,0.32879,0.35309,69931.52412292,24692.121852561824
1653696000,2022-05-28 00:00:00,ALGO/EUR,0.34145,0.34601,0.33100,0.34147,96622.64313609,32993.73395168065
