https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume EUR
1653609600,2022-05-27 00:00:00,ALGO/EUR,0.35557,0.35640,0.33157,0.33309,204928.19369881,68259.53203913663
1653523200,2022-05-26 00:00:00,ALGO/EUR,0.38130,0.38262,0.34493,0.35828,247224.26201475,88575.50859464463
1653436800,2022-05-25 00:00:00,ALGO/EUR,0.38500,0.39047,0.37560,0.38066,324386.89730848,123481.116329446
1653350400,2022-05-24 00:00:00,ALGO/EUR,0.38996,0.39503,0.36573,0.39000,164715.56177958,64239.0690940362
1653264000,2022-05-23 00:00:00,ALGO/EUR,0.41911,0.42434,0.38618,0.38894,108976.95510520,42385.49691861649
1653177600,2022-05-22 00:00:00,ALGO/EUR,0.40741,0.42383,0.40357,0.42290,23059.97948948,9752.065326101092
1653091200,2022-05-21 00:00:00,ALGO/EUR,0.40963,0.41869,0.39894,0.41188,41223.70968833,16979.22154642936
1653004800,2022-05-20 00:00:00,ALGO/EUR,0.42158,0.43020,0.39829,0.41529,141915.30415086,58936.00666081065
1652918400,2022-05-19 00:00:00,ALGO/EUR,0.42045,0.43737,0.40150,0.42412,251750.72577190,106772.51781437823
1652832000,2022-05-18 00:00:00,ALGO/EUR,0.46949,0.47455,0.41159,0.41159,346864.94523507,142766.14280930246
1652745600,2022-05-17 00:00:00,ALGO/EUR,0.44206,0.48000,0.44175,0.46993,272003.23104623,127822.47836555487
1652659200,2022-05-16 00:00:00,ALGO/EUR,0.46934,0.46934,0.42000,0.43500,326372.61703351,141972.08840957686
1652572800,2022-05-15 00:00:00,ALGO/EUR,0.44441,0.46801,0.42617,0.46801,491820.40029986,230176.86554433746
1652486400,2022-05-14 00:00:00,ALGO/EUR,0.42333,0.45370,0.40202,0.44336,109536.75393452,48564.215224408785
1652400000,2022-05-13 00:00:00,ALGO/EUR,0.40847,0.48924,0.40180,0.42195,379715.93265980,160221.1377858026
1652313600,2022-05-12 00:00:00,ALGO/EUR,0.43008,0.45717,0.33000,0.40387,699267.52703998,282413.17614563677
1652227200,2022-05-11 00:00:00,ALGO/EUR,0.55677,0.56921,0.39000,0.42500,975059.31987373,414400.2109463352
1652140800,2022-05-10 00:00:00,ALGO/EUR,0.54999,0.62497,0.52500,0.55008,372045.16959840,204654.60689268788
1652054400,2022-05-09 00:00:00,ALGO/EUR,0.69926,0.71684,0.53793,0.53793,848190.40799394,456267.0661721802
1651968000,2022-05-08 00:00:00,ALGO/EUR,0.70981,0.74415,0.67191,0.68888,296684.65010375,204380.1217634713
1651881600,2022-05-07 00:00:00,ALGO/EUR,0.66100,0.73371,0.64070,0.71453,443798.46005040,317107.3136598123
1651795200,2022-05-06 00:00:00,ALGO/EUR,0.60357,0.67914,0.59401,0.66155,382128.60654028,252797.1796567222
1651708800,2022-05-05 00:00:00,ALGO/EUR,0.67524,0.68557,0.58428,0.60179,172398.97101792,103747.97676887408
1651622400,2022-05-04 00:00:00,ALGO/EUR,0.63804,0.67411,0.62000,0.66632,253592.70575373,168973.89169782537
1651536000,2022-05-03 00:00:00,ALGO/EUR,0.58593,0.70761,0.58593,0.63548,480473.60394822,305331.36583701486
1651449600,2022-05-02 00:00:00,ALGO/EUR,0.57176,0.61379,0.55180,0.58613,158784.80324711,93068.53672722858
1651363200,2022-05-01 00:00:00,ALGO/EUR,0.53914,0.57329,0.53552,0.57120,100505.67114769,57408.83935956053
1651276800,2022-04-30 00:00:00,ALGO/EUR,0.60558,0.60686,0.51101,0.53852,121827.21893294,65606.39393976684
1651190400,2022-04-29 00:00:00,ALGO/EUR,0.66289,0.67207,0.58807,0.60276,287477.81425146,173280.12731821003
1651104000,2022-04-28 00:00:00,ALGO/EUR,0.63334,0.67960,0.63278,0.66311,244841.19273222,162356.6433126624
1651017600,2022-04-27 00:00:00,ALGO/EUR,0.61682,0.64068,0.61596,0.63564,118746.76825208,75480.19577175213
1650931200,2022-04-26 00:00:00,ALGO/EUR,0.65709,0.68057,0.60557,0.60911,274840.20547233,167407.91755525093
1650844800,2022-04-25 00:00:00,ALGO/EUR,0.64739,0.65858,0.61100,0.65738,97425.47974334,64045.561873676845
1650758400,2022-04-24 00:00:00,ALGO/EUR,0.65789,0.66185,0.64622,0.65255,73494.14962612,47958.6073385246
1650672000,2022-04-23 00:00:00,ALGO/EUR,0.66888,0.67086,0.65442,0.65713,49685.06317984,32649.54556736826
1650585600,2022-04-22 00:00:00,ALGO/EUR,0.66200,0.67537,0.66103,0.66867,45700.31780828,30558.431508862588
1650499200,2022-04-21 00:00:00,ALGO/EUR,0.68604,0.71000,0.65566,0.66192,200904.04038535,132982.40241187086
1650412800,2022-04-20 00:00:00,ALGO/EUR,0.70368,0.71200,0.67542,0.68174,110159.47767469,75100.12230994317
1650326400,2022-04-19 00:00:00,ALGO/EUR,0.68554,0.70726,0.67757,0.70197,107380.22591913,75377.69718845168
1650240000,2022-04-18 00:00:00,ALGO/EUR,0.65574,0.68534,0.63856,0.68100,121858.93144344,82985.93231298265
1650153600,2022-04-17 00:00:00,ALGO/EUR,0.68436,0.68703,0.65468,0.65610,41943.36170196,27519.039612655957
1650067200,2022-04-16 00:00:00,ALGO/EUR,0.68574,0.69433,0.67537,0.69132,73302.40577902,50675.41916315211
1649980800,2022-04-15 00:00:00,ALGO/EUR,0.67500,0.68458,0.66895,0.68049,42779.23755605,29110.843364516466
1649894400,2022-04-14 00:00:00,ALGO/EUR,0.69143,0.69556,0.66091,0.67127,56414.94658599,37869.66119477751
1649808000,2022-04-13 00:00:00,ALGO/EUR,0.66662,0.68819,0.66321,0.68250,193745.82045212,132231.5224585719
1649721600,2022-04-12 00:00:00,ALGO/EUR,0.64558,0.68298,0.63369,0.66854,74821.54939851,50021.19863487988
1649635200,2022-04-11 00:00:00,ALGO/EUR,0.68812,0.69831,0.62739,0.63705,246267.13422552,156884.47785836752
1649548800,2022-04-10 00:00:00,ALGO/EUR,0.72239,0.72660,0.68741,0.68839,73271.70136179,50439.50650044261
1649462400,2022-04-09 00:00:00,ALGO/EUR,0.70023,0.72715,0.69829,0.72715,48398.95134432,35193.297470022284
1649376000,2022-04-08 00:00:00,ALGO/EUR,0.73080,0.74537,0.69450,0.69450,114224.39625793,79328.84320113239
1649289600,2022-04-07 00:00:00,ALGO/EUR,0.70349,0.74310,0.68905,0.73674,165769.03282895,122128.67724640062
1649203200,2022-04-06 00:00:00,ALGO/EUR,0.76411,0.76411,0.70322,0.70458,353896.42083666,249348.3401930939
1649116800,2022-04-05 00:00:00,ALGO/EUR,0.80623,0.82062,0.76386,0.76386,208530.12711288,159287.8228964445
1649030400,2022-04-04 00:00:00,ALGO/EUR,0.84108,0.84644,0.77029,0.80331,356564.09155340,286431.5003857617
1648944000,2022-04-03 00:00:00,ALGO/EUR,0.82349,0.85477,0.80718,0.84185,1010624.63654732,850794.3502773613
1648857600,2022-04-02 00:00:00,ALGO/EUR,0.85624,0.88439,0.82000,0.82193,523817.84527495,430541.60156683973
1648771200,2022-04-01 00:00:00,ALGO/EUR,0.84012,0.87171,0.80728,0.85129,110589.12315791,94143.4146530972
1648684800,2022-03-31 00:00:00,ALGO/EUR,0.82565,0.89000,0.81999,0.82950,249049.45263162,206586.5209579288
1648598400,2022-03-30 00:00:00,ALGO/EUR,0.83037,0.85790,0.79600,0.83287,473387.32504470,394270.1014099793
1648512000,2022-03-29 00:00:00,ALGO/EUR,0.83525,0.87500,0.81058,0.82158,194142.68310370,159503.74558433783
1648425600,2022-03-28 00:00:00,ALGO/EUR,0.86379,0.88668,0.81535,0.82342,1125404.60309240,926680.658278344
