https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ATOM3S,Volume USDT
1659445200,2022-08-02 13:00:00,ATOM3S/USDT,0.2344,0.2344,0.2248,0.2267,99177.46926233,22706.322670999064
1659441600,2022-08-02 12:00:00,ATOM3S/USDT,0.2283,0.2366,0.2261,0.2339,98280.87558366,22858.113612705723
1659438000,2022-08-02 11:00:00,ATOM3S/USDT,0.2274,0.2291,0.2244,0.2282,52755.27578726,11958.488366666259
1659434400,2022-08-02 10:00:00,ATOM3S/USDT,0.2365,0.2366,0.224,0.2264,68527.1749858,15771.25445263956
1659430800,2022-08-02 09:00:00,ATOM3S/USDT,0.2338,0.24,0.2318,0.2374,49948.6553373,11754.8425655954
1659427200,2022-08-02 08:00:00,ATOM3S/USDT,0.2311,0.2361,0.2311,0.2323,13996.26962367,3270.162271318487
1659423600,2022-08-02 07:00:00,ATOM3S/USDT,0.2345,0.2393,0.23,0.2304,55082.03925028,12930.76241680686
1659420000,2022-08-02 06:00:00,ATOM3S/USDT,0.232,0.2348,0.2279,0.2348,44008.0116746,10160.84988235864
1659416400,2022-08-02 05:00:00,ATOM3S/USDT,0.236,0.2368,0.2305,0.2332,41176.4738,9615.3114764
1659412800,2022-08-02 04:00:00,ATOM3S/USDT,0.238,0.2409,0.2345,0.2348,65590.68844381,15575.717427272706
1659409200,2022-08-02 03:00:00,ATOM3S/USDT,0.2259,0.2377,0.225,0.2374,98491.3384485,22799.898505969293
1659405600,2022-08-02 02:00:00,ATOM3S/USDT,0.2225,0.2276,0.2156,0.2248,78636.1696,17550.63222135
1659402000,2022-08-02 01:00:00,ATOM3S/USDT,0.21,0.2224,0.206,0.2217,84544.09443209,18129.400527665739
1659398400,2022-08-02 00:00:00,ATOM3S/USDT,0.2017,0.2108,0.1989,0.21,51060.05730032,10421.794605285954
1659394800,2022-08-01 23:00:00,ATOM3S/USDT,0.2104,0.2124,0.1972,0.2017,72857.00362634,14924.148519147154
1659391200,2022-08-01 22:00:00,ATOM3S/USDT,0.2156,0.2226,0.2094,0.21,48756.83656125,10496.561692916864
1659387600,2022-08-01 21:00:00,ATOM3S/USDT,0.2126,0.2186,0.2126,0.2167,19809.05569401,4278.166154207228
1659384000,2022-08-01 20:00:00,ATOM3S/USDT,0.2175,0.2177,0.2111,0.2126,74595.69543248,16059.136875101547
1659380400,2022-08-01 19:00:00,ATOM3S/USDT,0.2195,0.2205,0.2154,0.2155,40606.52312243,8835.601571150287
1659376800,2022-08-01 18:00:00,ATOM3S/USDT,0.2195,0.2231,0.2165,0.217,16406.79728623,3597.75197529814
1659373200,2022-08-01 17:00:00,ATOM3S/USDT,0.2132,0.2246,0.2132,0.2187,109613.66082617,24063.041544183711
1659369600,2022-08-01 16:00:00,ATOM3S/USDT,0.2091,0.2131,0.2063,0.2129,33213.0674374,6977.670285501834
1659366000,2022-08-01 15:00:00,ATOM3S/USDT,0.2053,0.2096,0.2029,0.2083,9143.82519475,1896.11128747955
1659362400,2022-08-01 14:00:00,ATOM3S/USDT,0.211,0.2111,0.2026,0.2041,47922.48680732,9917.078764644848
1659358800,2022-08-01 13:00:00,ATOM3S/USDT,0.2189,0.2224,0.2087,0.2117,114986.75295654,24965.234145501454
1659355200,2022-08-01 12:00:00,ATOM3S/USDT,0.2139,0.2188,0.2078,0.2178,33383.92667468,7117.08395777202
1659351600,2022-08-01 11:00:00,ATOM3S/USDT,0.215,0.2202,0.2117,0.2123,56620.76730354,12214.318504140894
1659348000,2022-08-01 10:00:00,ATOM3S/USDT,0.2009,0.2148,0.2009,0.2144,94998.94791908,19548.55424845488
1659344400,2022-08-01 09:00:00,ATOM3S/USDT,0.2052,0.2062,0.2003,0.202,22946.9148,4643.63371063
1659340800,2022-08-01 08:00:00,ATOM3S/USDT,0.2011,0.2057,0.2003,0.2052,18480.23344459,3723.902925028557
1659337200,2022-08-01 07:00:00,ATOM3S/USDT,0.2029,0.2078,0.2003,0.2013,15035.24072622,3073.247788947333
1659333600,2022-08-01 06:00:00,ATOM3S/USDT,0.1963,0.204,0.1963,0.2015,31193.19490653,6304.805336128451
1659330000,2022-08-01 05:00:00,ATOM3S/USDT,0.1908,0.1967,0.1817,0.1953,15938.73730983,3032.491766309969
1659326400,2022-08-01 04:00:00,ATOM3S/USDT,0.1926,0.1945,0.1894,0.1921,6388.2663,1229.100048
1659322800,2022-08-01 03:00:00,ATOM3S/USDT,0.1941,0.198,0.1914,0.1924,5616.5208,1089.92281816
1659319200,2022-08-01 02:00:00,ATOM3S/USDT,0.1918,0.1979,0.1915,0.1969,4449.56301392,874.0741280292
1659315600,2022-08-01 01:00:00,ATOM3S/USDT,0.1954,0.1984,0.1902,0.1937,15216.73711719,2946.451342386129
1659312000,2022-08-01 00:00:00,ATOM3S/USDT,0.2064,0.2097,0.1941,0.1952,40553.89138506,8110.823125436718
1659308400,2022-07-31 23:00:00,ATOM3S/USDT,0.2077,0.2107,0.2011,0.2063,59274.43456201,12309.827499772511
1659304800,2022-07-31 22:00:00,ATOM3S/USDT,0.1909,0.2095,0.1909,0.2071,78739.29414719,15810.056800433846
1659301200,2022-07-31 21:00:00,ATOM3S/USDT,0.185,0.1922,0.1826,0.1914,32835.31723578,6154.246530712971
1659297600,2022-07-31 20:00:00,ATOM3S/USDT,0.1866,0.1898,0.1836,0.1857,18573.22928346,3474.09728666875
1659294000,2022-07-31 19:00:00,ATOM3S/USDT,0.1857,0.1874,0.1778,0.1867,33454.98997606,6078.498138336222
1659290400,2022-07-31 18:00:00,ATOM3S/USDT,0.1789,0.1967,0.1694,0.1868,88550.21678501,16641.416680305044
1659286800,2022-07-31 17:00:00,ATOM3S/USDT,0.1773,0.179,0.1709,0.1788,11033.12099879,1927.575398136153
1659283200,2022-07-31 16:00:00,ATOM3S/USDT,0.184,0.1873,0.1745,0.178,17265.12851336,3078.693668170451
1659279600,2022-07-31 15:00:00,ATOM3S/USDT,0.1891,0.1904,0.1835,0.184,2906.42428147,540.006647395792
1659276000,2022-07-31 14:00:00,ATOM3S/USDT,0.1859,0.1917,0.1827,0.1904,13201.19510371,2465.987813022944
1659272400,2022-07-31 13:00:00,ATOM3S/USDT,0.1792,0.1887,0.1788,0.1854,25180.12005752,4658.041631846079
1659268800,2022-07-31 12:00:00,ATOM3S/USDT,0.1778,0.1846,0.1773,0.1804,7986.58126479,1450.432415499662
1659265200,2022-07-31 11:00:00,ATOM3S/USDT,0.1754,0.1814,0.1744,0.1781,39470.52111454,7022.634873351328
1659261600,2022-07-31 10:00:00,ATOM3S/USDT,0.1843,0.1863,0.1751,0.176,86949.41576517,15615.500678824162
1659258000,2022-07-31 09:00:00,ATOM3S/USDT,0.1943,0.1967,0.185,0.185,10167.9873,1954.30689878
1659254400,2022-07-31 08:00:00,ATOM3S/USDT,0.1835,0.1955,0.1818,0.1943,15034.10094713,2846.988351789292
1659250800,2022-07-31 07:00:00,ATOM3S/USDT,0.1784,0.1832,0.1768,0.1823,6529.8003,1177.97078467
1659247200,2022-07-31 06:00:00,ATOM3S/USDT,0.1828,0.1833,0.1805,0.1806,9907.69930382,1803.74341836715
1659243600,2022-07-31 05:00:00,ATOM3S/USDT,0.1802,0.1844,0.179,0.1831,16024.8273,2907.00309929
1659240000,2022-07-31 04:00:00,ATOM3S/USDT,0.1853,0.1853,0.1784,0.1799,7366.4099,1349.87945662
1659236400,2022-07-31 03:00:00,ATOM3S/USDT,0.1835,0.189,0.1835,0.1844,21102.59997918,3881.990026468742
1659232800,2022-07-31 02:00:00,ATOM3S/USDT,0.1827,0.1876,0.1802,0.185,4330.2451,803.34048135
1659229200,2022-07-31 01:00:00,ATOM3S/USDT,0.1827,0.1853,0.181,0.1852,3145.98305757,574.362168228936
1659225600,2022-07-31 00:00:00,ATOM3S/USDT,0.1883,0.1933,0.1818,0.1842,10893.6323945,2017.835122938829
1659222000,2022-07-30 23:00:00,ATOM3S/USDT,0.1914,0.1964,0.1877,0.1888,39102.10267431,7566.044404110418
1659218400,2022-07-30 22:00:00,ATOM3S/USDT,0.1894,0.1975,0.1891,0.1898,44651.25144892,8618.347763992915
1659214800,2022-07-30 21:00:00,ATOM3S/USDT,0.1863,0.1892,0.1843,0.1891,24840.60948424,4632.394363205225
1659211200,2022-07-30 20:00:00,ATOM3S/USDT,0.1844,0.1884,0.1809,0.1845,41302.73799774,7642.844396381322
1659207600,2022-07-30 19:00:00,ATOM3S/USDT,0.1711,0.185,0.1711,0.1835,47832.03308812,8550.0392067931
1659204000,2022-07-30 18:00:00,ATOM3S/USDT,0.1684,0.1739,0.1676,0.1723,16212.6764953,2768.470970947106
1659200400,2022-07-30 17:00:00,ATOM3S/USDT,0.1716,0.176,0.1675,0.1684,25701.0960973,4388.39008196349
1659196800,2022-07-30 16:00:00,ATOM3S/USDT,0.1724,0.1743,0.1697,0.1697,5978.75656657,1026.908193507438
1659193200,2022-07-30 15:00:00,ATOM3S/USDT,0.1784,0.1787,0.1674,0.1682,45363.10720384,7777.095859443534
1659189600,2022-07-30 14:00:00,ATOM3S/USDT,0.178,0.1813,0.1754,0.1802,14532.0996412,2599.047503166378
1659186000,2022-07-30 13:00:00,ATOM3S/USDT,0.1816,0.182,0.1736,0.177,73996.3697648,13195.310165496669
1659182400,2022-07-30 12:00:00,ATOM3S/USDT,0.187,0.1877,0.1814,0.1818,43364.18886964,7964.533362837207
1659178800,2022-07-30 11:00:00,ATOM3S/USDT,0.1877,0.1892,0.1832,0.1868,11959.43359197,2223.643998144528
1659175200,2022-07-30 10:00:00,ATOM3S/USDT,0.1884,0.1938,0.1878,0.191,49235.49902016,9380.059810042917
1659171600,2022-07-30 09:00:00,ATOM3S/USDT,0.1827,0.1885,0.1814,0.1866,34894.18749447,6399.787942625901
1659168000,2022-07-30 08:00:00,ATOM3S/USDT,0.1831,0.1852,0.1798,0.1831,10319.06035607,1885.654049627671
1659164400,2022-07-30 07:00:00,ATOM3S/USDT,0.1784,0.183,0.1777,0.183,4895.70322205,885.42800113378
1659160800,2022-07-30 06:00:00,ATOM3S/USDT,0.185,0.1876,0.1804,0.1814,22369.4261,4097.83102066
1659157200,2022-07-30 05:00:00,ATOM3S/USDT,0.1872,0.1889,0.1845,0.186,2491.0594,465.5287146
1659153600,2022-07-30 04:00:00,ATOM3S/USDT,0.1845,0.1924,0.1842,0.1878,30122.30351648,5683.975615164206
1659150000,2022-07-30 03:00:00,ATOM3S/USDT,0.1814,0.1876,0.1814,0.1847,13769.46384478,2547.678041587964
1659146400,2022-07-30 02:00:00,ATOM3S/USDT,0.1789,0.1854,0.1789,0.1819,19448.12510746,3548.811821939698
1659142800,2022-07-30 01:00:00,ATOM3S/USDT,0.1722,0.1846,0.1722,0.1778,32637.54429248,5845.695816318171
1659139200,2022-07-30 00:00:00,ATOM3S/USDT,0.1666,0.1745,0.1588,0.1722,37133.97194635,6237.501500689113
1659135600,2022-07-29 23:00:00,ATOM3S/USDT,0.1703,0.1703,0.1553,0.1682,118499.82257662,19476.914128673392
1659132000,2022-07-29 22:00:00,ATOM3S/USDT,0.1896,0.1896,0.1701,0.172,98910.01606336,17592.634194845774
1659128400,2022-07-29 21:00:00,ATOM3S/USDT,0.1896,0.1968,0.1872,0.1896,7326.63850787,1399.299704688618
1659124800,2022-07-29 20:00:00,ATOM3S/USDT,0.1922,0.1933,0.1866,0.1916,10988.35074958,2086.070287916707
1659121200,2022-07-29 19:00:00,ATOM3S/USDT,0.1953,0.1988,0.1918,0.1943,38311.56343917,7426.22546726898
1659117600,2022-07-29 18:00:00,ATOM3S/USDT,0.1963,0.1975,0.1893,0.1932,31368.94140565,6046.866768955091
1659114000,2022-07-29 17:00:00,ATOM3S/USDT,0.2008,0.2081,0.1963,0.1963,24929.50466095,4970.88886251876
1659110400,2022-07-29 16:00:00,ATOM3S/USDT,0.1972,0.2077,0.1972,0.1973,95142.46259444,19237.690493252004
1659106800,2022-07-29 15:00:00,ATOM3S/USDT,0.1943,0.198,0.1908,0.1934,49880.76311538,9693.358944073348
1659103200,2022-07-29 14:00:00,ATOM3S/USDT,0.1953,0.1969,0.1841,0.1947,103258.38088833,19760.357617860899
1659099600,2022-07-29 13:00:00,ATOM3S/USDT,0.2061,0.2103,0.194,0.1971,82315.90056194,16670.678238554021
1659096000,2022-07-29 12:00:00,ATOM3S/USDT,0.2005,0.2138,0.1993,0.2037,80130.0015711,16591.445219928647
1659092400,2022-07-29 11:00:00,ATOM3S/USDT,0.1872,0.2087,0.1872,0.2002,55188.80218755,11113.323076864093
1659088800,2022-07-29 10:00:00,ATOM3S/USDT,0.183,0.1873,0.181,0.185,54559.46024034,9978.585068457974
1659085200,2022-07-29 09:00:00,ATOM3S/USDT,0.192,0.1953,0.183,0.183,65797.4189,12408.00954953
1659081600,2022-07-29 08:00:00,ATOM3S/USDT,0.1904,0.1979,0.1886,0.1907,14560.67162085,2813.314094490988
1659078000,2022-07-29 07:00:00,ATOM3S/USDT,0.191,0.1954,0.1895,0.1904,13165.67552447,2520.942726598057
1659074400,2022-07-29 06:00:00,ATOM3S/USDT,0.1858,0.1922,0.1782,0.191,40422.10107182,7537.573345378618
1659070800,2022-07-29 05:00:00,ATOM3S/USDT,0.1809,0.1873,0.18,0.1852,32316.82849276,5980.43906688974
1659067200,2022-07-29 04:00:00,ATOM3S/USDT,0.18,0.1842,0.1767,0.1824,28730.07313069,5154.133095367617
1659063600,2022-07-29 03:00:00,ATOM3S/USDT,0.1892,0.1892,0.1798,0.1798,8838.53799995,1598.674259441
1659060000,2022-07-29 02:00:00,ATOM3S/USDT,0.1918,0.1943,0.188,0.1889,9600.6965,1828.85703572
1659056400,2022-07-29 01:00:00,ATOM3S/USDT,0.1747,0.1978,0.1742,0.1923,27865.50190347,5253.980625778187
1659052800,2022-07-29 00:00:00,ATOM3S/USDT,0.1845,0.1916,0.1733,0.1733,15778.36211587,2905.539038876633
1659049200,2022-07-28 23:00:00,ATOM3S/USDT,0.1782,0.1886,0.1769,0.1849,19805.45776193,3662.887301945821
1659045600,2022-07-28 22:00:00,ATOM3S/USDT,0.1803,0.1846,0.1723,0.1775,34748.55645099,6224.138223319388
1659042000,2022-07-28 21:00:00,ATOM3S/USDT,0.178,0.1854,0.1761,0.1819,12847.70247994,2335.681352977495
1659038400,2022-07-28 20:00:00,ATOM3S/USDT,0.191,0.191,0.17,0.1784,54434.04049557,9749.178692203341
1659034800,2022-07-28 19:00:00,ATOM3S/USDT,0.1943,0.2008,0.1898,0.194,26391.63108841,5161.803950067235
1659031200,2022-07-28 18:00:00,ATOM3S/USDT,0.1859,0.1993,0.1859,0.1939,37832.51271146,7349.209888114549
1659027600,2022-07-28 17:00:00,ATOM3S/USDT,0.1935,0.1935,0.1807,0.1837,66043.77107995,12235.635169749763
1659024000,2022-07-28 16:00:00,ATOM3S/USDT,0.1894,0.1949,0.1792,0.1935,21064.04684001,3908.744081013557
1659020400,2022-07-28 15:00:00,ATOM3S/USDT,0.1932,0.1963,0.1769,0.1881,128283.23707902,24094.554568226583
1659016800,2022-07-28 14:00:00,ATOM3S/USDT,0.2068,0.2109,0.1932,0.1932,66195.0695623,13264.13551592634
1659013200,2022-07-28 13:00:00,ATOM3S/USDT,0.2028,0.2152,0.1893,0.2085,70223.45579943,14050.571473366303
1659009600,2022-07-28 12:00:00,ATOM3S/USDT,0.1976,0.2177,0.1971,0.2032,95712.44803056,19712.846738455605
1659006000,2022-07-28 11:00:00,ATOM3S/USDT,0.1866,0.1988,0.1866,0.1956,50919.99870447,9821.178724899162
1659002400,2022-07-28 10:00:00,ATOM3S/USDT,0.2186,0.2186,0.1838,0.1872,394674.0441194,79370.025468168521
1658998800,2022-07-28 09:00:00,ATOM3S/USDT,0.2259,0.2292,0.2101,0.2186,208266.36425883,45385.00093103574
1658995200,2022-07-28 08:00:00,ATOM3S/USDT,0.236,0.2362,0.2259,0.226,139459.26714251,32314.514179078029
1658991600,2022-07-28 07:00:00,ATOM3S/USDT,0.2277,0.2362,0.2243,0.2355,27822.98303658,6437.12083721756
1658988000,2022-07-28 06:00:00,ATOM3S/USDT,0.2225,0.2293,0.2225,0.2263,26656.38420313,6071.931691058083
1658984400,2022-07-28 05:00:00,ATOM3S/USDT,0.2315,0.2316,0.224,0.224,17171.3322,3893.88243567
1658980800,2022-07-28 04:00:00,ATOM3S/USDT,0.2269,0.2331,0.2262,0.2326,41347.03469369,9496.089375163765
1658977200,2022-07-28 03:00:00,ATOM3S/USDT,0.2161,0.2285,0.2149,0.228,35649.31086162,7920.052907117724
1658973600,2022-07-28 02:00:00,ATOM3S/USDT,0.2308,0.234,0.2096,0.2157,75702.77544478,16603.88015589841
1658970000,2022-07-28 01:00:00,ATOM3S/USDT,0.2291,0.2367,0.2248,0.2312,22595.06704115,5236.299410815681
1658966400,2022-07-28 00:00:00,ATOM3S/USDT,0.2201,0.2312,0.2186,0.2284,82995.269385,18721.078907911283
1658962800,2022-07-27 23:00:00,ATOM3S/USDT,0.2352,0.2352,0.2201,0.2206,51399.03689721,11631.727941857051
1658959200,2022-07-27 22:00:00,ATOM3S/USDT,0.2528,0.2581,0.23,0.2314,45778.15285827,11192.765087578693
1658955600,2022-07-27 21:00:00,ATOM3S/USDT,0.2628,0.2661,0.2463,0.2526,63834.82384404,16405.778615109472
1658952000,2022-07-27 20:00:00,ATOM3S/USDT,0.2713,0.2871,0.254,0.2618,139717.37233826,37852.409142912317
1658948400,2022-07-27 19:00:00,ATOM3S/USDT,0.2696,0.2755,0.2528,0.274,135816.72155396,35985.939097901576
1658944800,2022-07-27 18:00:00,ATOM3S/USDT,0.3227,0.3227,0.26,0.2694,358355.90789233,101661.466551771185
1658941200,2022-07-27 17:00:00,ATOM3S/USDT,0.3401,0.345,0.313,0.3235,48852.23856991,15905.423020286798
1658937600,2022-07-27 16:00:00,ATOM3S/USDT,0.3241,0.3448,0.3078,0.34,78440.3250856,25459.912205409659
1658934000,2022-07-27 15:00:00,ATOM3S/USDT,0.3228,0.3295,0.3209,0.3255,27293.51885831,8844.261156881138
1658930400,2022-07-27 14:00:00,ATOM3S/USDT,0.3222,0.3267,0.3181,0.324,21795.89406327,7045.82189279087
1658926800,2022-07-27 13:00:00,ATOM3S/USDT,0.3272,0.3391,0.3172,0.321,58371.32276097,19081.410372144947
1658923200,2022-07-27 12:00:00,ATOM3S/USDT,0.3478,0.351,0.3275,0.3275,33484.88963714,11383.923931530541
1658919600,2022-07-27 11:00:00,ATOM3S/USDT,0.3469,0.3504,0.3323,0.3452,75979.16647552,26114.365935782185
1658916000,2022-07-27 10:00:00,ATOM3S/USDT,0.3383,0.347,0.3361,0.347,30443.79059226,10400.812611214755
1658912400,2022-07-27 09:00:00,ATOM3S/USDT,0.3255,0.3384,0.3255,0.3362,21936.38698157,7280.259190450803
1658908800,2022-07-27 08:00:00,ATOM3S/USDT,0.3199,0.3261,0.3121,0.3255,20219.86949035,6460.158058525306
1658905200,2022-07-27 07:00:00,ATOM3S/USDT,0.3235,0.3235,0.3062,0.3204,62347.79702321,19680.632101976173
1658901600,2022-07-27 06:00:00,ATOM3S/USDT,0.3175,0.3349,0.3175,0.3249,23057.73254745,7570.111870612654
1658898000,2022-07-27 05:00:00,ATOM3S/USDT,0.3493,0.3528,0.3161,0.3187,105865.91699359,35138.517835273439
1658894400,2022-07-27 04:00:00,ATOM3S/USDT,0.36,0.3625,0.3487,0.3493,47758.79220382,16842.803465243578
1658890800,2022-07-27 03:00:00,ATOM3S/USDT,0.3569,0.3654,0.3499,0.36,85652.80744721,30644.472689247351
1658887200,2022-07-27 02:00:00,ATOM3S/USDT,0.3598,0.3667,0.355,0.3559,49889.07619891,18018.482226391692
1658883600,2022-07-27 01:00:00,ATOM3S/USDT,0.3388,0.3607,0.3364,0.3569,60000.9048256,21115.015035254233
1658880000,2022-07-27 00:00:00,ATOM3S/USDT,0.3454,0.3538,0.325,0.3417,150844.32863715,51150.112226295044
1658876400,2022-07-26 23:00:00,ATOM3S/USDT,0.3527,0.3638,0.3392,0.3434,102538.54602919,35960.936278652762
1658872800,2022-07-26 22:00:00,ATOM3S/USDT,0.3822,0.3822,0.3418,0.3531,95097.24103659,34127.27664200276
1658869200,2022-07-26 21:00:00,ATOM3S/USDT,0.3846,0.3886,0.3615,0.3792,65956.07458845,24939.658800304143
1658865600,2022-07-26 20:00:00,ATOM3S/USDT,0.4102,0.4122,0.3788,0.384,95863.50257962,37847.122331610762
1658862000,2022-07-26 19:00:00,ATOM3S/USDT,0.3863,0.4145,0.3848,0.4081,80872.62369087,32447.91967253302
1658858400,2022-07-26 18:00:00,ATOM3S/USDT,0.3694,0.3882,0.3635,0.386,48355.65757753,18491.472956619774
1658854800,2022-07-26 17:00:00,ATOM3S/USDT,0.3457,0.3755,0.34,0.3669,98923.50832024,35828.02613909685
1658851200,2022-07-26 16:00:00,ATOM3S/USDT,0.3379,0.3601,0.3325,0.3457,144886.6195569,50397.229964193894
1658847600,2022-07-26 15:00:00,ATOM3S/USDT,0.325,0.3441,0.3241,0.3371,61669.27470949,20709.283235758207
1658844000,2022-07-26 14:00:00,ATOM3S/USDT,0.3295,0.3414,0.3209,0.3253,75477.03490354,25090.899548546309
1658840400,2022-07-26 13:00:00,ATOM3S/USDT,0.3424,0.355,0.3182,0.3294,124365.02504943,41854.088011658565
1658836800,2022-07-26 12:00:00,ATOM3S/USDT,0.3204,0.3485,0.3054,0.3401,107127.73224498,34752.197085334803
1658833200,2022-07-26 11:00:00,ATOM3S/USDT,0.3275,0.3331,0.3131,0.3199,28546.43045375,9239.69713477555
1658829600,2022-07-26 10:00:00,ATOM3S/USDT,0.3062,0.3331,0.3008,0.3301,54407.03456615,17292.653544472755
1658826000,2022-07-26 09:00:00,ATOM3S/USDT,0.313,0.3169,0.2916,0.3084,97645.07537092,29459.912728650397
1658822400,2022-07-26 08:00:00,ATOM3S/USDT,0.322,0.3331,0.3116,0.3146,30547.39877718,9830.579422692121
1658818800,2022-07-26 07:00:00,ATOM3S/USDT,0.3451,0.3464,0.3162,0.3237,77139.73155084,25230.251657666712
1658815200,2022-07-26 06:00:00,ATOM3S/USDT,0.3417,0.3518,0.3393,0.3479,13375.9374575,4642.190923632961
1658811600,2022-07-26 05:00:00,ATOM3S/USDT,0.3417,0.3549,0.3364,0.3441,58503.61534598,20218.858955118082
1658808000,2022-07-26 04:00:00,ATOM3S/USDT,0.3566,0.3633,0.3422,0.3422,26775.31647807,9467.220566553443
1658804400,2022-07-26 03:00:00,ATOM3S/USDT,0.3768,0.3884,0.355,0.355,43850.62833213,16133.208442963386
1658800800,2022-07-26 02:00:00,ATOM3S/USDT,0.385,0.385,0.3745,0.3759,21549.6947,8188.8244911
1658797200,2022-07-26 01:00:00,ATOM3S/USDT,0.3911,0.3922,0.3796,0.3861,13851.3266917,5343.66603465708
1658793600,2022-07-26 00:00:00,ATOM3S/USDT,0.3658,0.3923,0.3654,0.3923,94753.26674268,35729.488497267596
1658790000,2022-07-25 23:00:00,ATOM3S/USDT,0.3385,0.3694,0.3385,0.3667,78179.61602079,27657.21258115997
1658786400,2022-07-25 22:00:00,ATOM3S/USDT,0.345,0.3514,0.3353,0.3357,70046.66476357,24228.332643007603
1658782800,2022-07-25 21:00:00,ATOM3S/USDT,0.3342,0.3457,0.3341,0.3449,16911.9776,5788.40895985
1658779200,2022-07-25 20:00:00,ATOM3S/USDT,0.3343,0.3418,0.3291,0.3342,69436.38418296,23239.916755070927
1658775600,2022-07-25 19:00:00,ATOM3S/USDT,0.3385,0.3589,0.3343,0.3361,81105.9754208,28353.00479826391
1658772000,2022-07-25 18:00:00,ATOM3S/USDT,0.336,0.3388,0.3307,0.3384,19846.88574715,6672.991992499395
1658768400,2022-07-25 17:00:00,ATOM3S/USDT,0.3352,0.3366,0.3286,0.3366,18587.71910038,6164.913047656754
1658764800,2022-07-25 16:00:00,ATOM3S/USDT,0.337,0.343,0.3297,0.3338,13890.53898361,4686.945485867213
1658761200,2022-07-25 15:00:00,ATOM3S/USDT,0.336,0.3442,0.336,0.3379,19855.09435767,6772.143595237709
1658757600,2022-07-25 14:00:00,ATOM3S/USDT,0.3365,0.3487,0.3347,0.3362,41356.7852379,14130.441959736096
1658754000,2022-07-25 13:00:00,ATOM3S/USDT,0.3343,0.344,0.3325,0.337,25896.56714644,8720.86110840536
1658750400,2022-07-25 12:00:00,ATOM3S/USDT,0.3331,0.3388,0.3331,0.3357,16484.88778068,5558.306721144377
1658746800,2022-07-25 11:00:00,ATOM3S/USDT,0.3295,0.3366,0.3272,0.3315,10271.40640246,3405.505325205329
1658743200,2022-07-25 10:00:00,ATOM3S/USDT,0.3365,0.3368,0.3295,0.3324,23936.11978271,7951.923950535551
1658739600,2022-07-25 09:00:00,ATOM3S/USDT,0.3289,0.3366,0.3289,0.335,10238.39133238,3403.208269459108
1658736000,2022-07-25 08:00:00,ATOM3S/USDT,0.3325,0.34,0.327,0.3313,46115.62725742,15419.576739686039
1658732400,2022-07-25 07:00:00,ATOM3S/USDT,0.3315,0.3348,0.3287,0.3338,60986.76231902,20211.568975852959
1658728800,2022-07-25 06:00:00,ATOM3S/USDT,0.324,0.3358,0.324,0.3307,20681.91151067,6787.21015133821
1658725200,2022-07-25 05:00:00,ATOM3S/USDT,0.3263,0.3311,0.3243,0.3253,67245.92271618,22009.9833914105
1658721600,2022-07-25 04:00:00,ATOM3S/USDT,0.34,0.3435,0.3271,0.3291,20694.26027211,6882.47997626021
1658718000,2022-07-25 03:00:00,ATOM3S/USDT,0.3385,0.3422,0.3347,0.3389,35245.27150091,11948.047287469673
1658714400,2022-07-25 02:00:00,ATOM3S/USDT,0.3355,0.3422,0.3342,0.3361,30418.26223554,10288.812331920952
1658710800,2022-07-25 01:00:00,ATOM3S/USDT,0.3132,0.3388,0.3108,0.3347,88307.90861591,28588.515438676729
1658707200,2022-07-25 00:00:00,ATOM3S/USDT,0.278,0.3146,0.277,0.3107,116214.0925725,34138.068965170364
1658703600,2022-07-24 23:00:00,ATOM3S/USDT,0.2734,0.28,0.2685,0.28,41552.07630514,11445.263700667612
1658700000,2022-07-24 22:00:00,ATOM3S/USDT,0.2677,0.2783,0.2577,0.2723,36505.95155554,9720.697337954172
1658696400,2022-07-24 21:00:00,ATOM3S/USDT,0.2719,0.275,0.264,0.2651,18077.3209,4833.86562554
1658692800,2022-07-24 20:00:00,ATOM3S/USDT,0.2748,0.2762,0.2685,0.2738,44701.8297,12246.59672616
1658689200,2022-07-24 19:00:00,ATOM3S/USDT,0.2736,0.2768,0.2693,0.275,7553.0175,2081.06473173
1658685600,2022-07-24 18:00:00,ATOM3S/USDT,0.2685,0.2752,0.2685,0.2752,13774.90881395,3734.73340709904
1658682000,2022-07-24 17:00:00,ATOM3S/USDT,0.2728,0.2728,0.2656,0.267,8777.62736726,2363.437111189666
1658678400,2022-07-24 16:00:00,ATOM3S/USDT,0.2688,0.278,0.2688,0.2733,11243.7274,3087.77023774
1658674800,2022-07-24 15:00:00,ATOM3S/USDT,0.2675,0.2694,0.2625,0.2671,11671.81005733,3092.009377858838
1658671200,2022-07-24 14:00:00,ATOM3S/USDT,0.2753,0.2783,0.266,0.2679,23959.11157298,6515.271650758362
1658667600,2022-07-24 13:00:00,ATOM3S/USDT,0.2755,0.2832,0.2755,0.2763,12227.19151428,3411.50645080594
1658664000,2022-07-24 12:00:00,ATOM3S/USDT,0.2661,0.2795,0.2627,0.2748,14096.88236945,3761.241023347036
1658660400,2022-07-24 11:00:00,ATOM3S/USDT,0.2722,0.2736,0.2557,0.2653,9150.69457474,2420.803707752803
1658656800,2022-07-24 10:00:00,ATOM3S/USDT,0.2638,0.2765,0.2638,0.2719,22859.03490687,6246.692672886548
