https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume STRK,Volume BTC
1663138800,2022-09-14 07:00:00,STRK/BTC,0.00087137,0.00087137,0.00087137,0.00087137,0.1778,0.000154929586
1663135200,2022-09-14 06:00:00,STRK/BTC,0.00086718,0.00086718,0.00086716,0.00086716,3.0337,0.002630703492
1663131600,2022-09-14 05:00:00,STRK/BTC,0.00086896,0.00087228,0.00086716,0.00086788,2.9882,0.00259573684
1663128000,2022-09-14 04:00:00,STRK/BTC,0.00085982,0.00085982,0.00085982,0.00085982,0.8746,0.000751998572
1663124400,2022-09-14 03:00:00,STRK/BTC,0.0008677,0.0008677,0.0008677,0.0008677,0.2528,0.00021935456
1663120800,2022-09-14 02:00:00,STRK/BTC,0.00087155,0.00087155,0.00086292,0.00086292,7.1832,0.00622681365
1663117200,2022-09-14 01:00:00,STRK/BTC,0.00088027,0.00088027,0.00087375,0.00087375,3.8204,0.003352927899
1663113600,2022-09-14 00:00:00,STRK/BTC,0.00087663,0.00089426,0.00087663,0.00088364,90.0822,0.079772457165
1663110000,2022-09-13 23:00:00,STRK/BTC,0.00086723,0.00087443,0.00086723,0.00087443,34.0489,0.029701080445
1663106400,2022-09-13 22:00:00,STRK/BTC,0.00083797,0.00086464,0.00083797,0.00086464,77.1751,0.066216748479
1663102800,2022-09-13 21:00:00,STRK/BTC,0.00082742,0.00083503,0.00082675,0.00083503,41.7598,0.034577039359
1663099200,2022-09-13 20:00:00,STRK/BTC,0.00082446,0.00082758,0.00082446,0.00082757,74.5363,0.061541158661
1663095600,2022-09-13 19:00:00,STRK/BTC,0.00082775,0.00083089,0.0008244,0.00082446,106.8675,0.088398645292
1663092000,2022-09-13 18:00:00,STRK/BTC,0.00082609,0.00082992,0.00082602,0.00082775,84.7451,0.070055301292
1663088400,2022-09-13 17:00:00,STRK/BTC,0.0008218,0.00082676,0.0008218,0.00082609,90.3928,0.074557412552
1663084800,2022-09-13 16:00:00,STRK/BTC,0.0008246,0.00082845,0.00082006,0.0008218,130.6908,0.107807096196
1663081200,2022-09-13 15:00:00,STRK/BTC,0.00082924,0.00083089,0.00082399,0.00082474,97.703,0.080736376339
1663077600,2022-09-13 14:00:00,STRK/BTC,0.00083706,0.00083706,0.00082524,0.00082881,145.2606,0.120824594024
1663074000,2022-09-13 13:00:00,STRK/BTC,0.00084817,0.00084923,0.00083656,0.00083706,44.9272,0.037696323706
1663070400,2022-09-13 12:00:00,STRK/BTC,0.00084831,0.00085466,0.00084591,0.00084817,54.5714,0.046290672783
1663066800,2022-09-13 11:00:00,STRK/BTC,0.00085001,0.00085036,0.00084952,0.00085003,22.3287,0.018981401494
1663063200,2022-09-13 10:00:00,STRK/BTC,0.00085027,0.00085044,0.00085,0.00085,48.4139,0.041159754809
1663059600,2022-09-13 09:00:00,STRK/BTC,0.00085315,0.0008539,0.00084598,0.00085086,74.3081,0.063326908845
1663056000,2022-09-13 08:00:00,STRK/BTC,0.00085098,0.00085384,0.00085045,0.00085315,110.7456,0.094357539085
1663052400,2022-09-13 07:00:00,STRK/BTC,0.00084926,0.00085115,0.00084917,0.00085098,51.5871,0.043870047948
1663048800,2022-09-13 06:00:00,STRK/BTC,0.00085046,0.0008515,0.00084633,0.00085002,65.4953,0.055725147317
1663045200,2022-09-13 05:00:00,STRK/BTC,0.0008541,0.0008541,0.00085026,0.00085046,71.2434,0.060653405532
1663041600,2022-09-13 04:00:00,STRK/BTC,0.00085168,0.00085508,0.00085044,0.0008541,75.4326,0.064294290573
1663038000,2022-09-13 03:00:00,STRK/BTC,0.00085127,0.00085508,0.00085091,0.00085168,118.8998,0.10140480028
1663034400,2022-09-13 02:00:00,STRK/BTC,0.00085306,0.00085508,0.00085087,0.00085127,87.7601,0.074785703863
1663030800,2022-09-13 01:00:00,STRK/BTC,0.0008538,0.00085452,0.00085283,0.00085306,16.0936,0.013737153882
1663027200,2022-09-13 00:00:00,STRK/BTC,0.00085095,0.0008529,0.00084785,0.00085027,5.7961,0.004925686539
1663023600,2022-09-12 23:00:00,STRK/BTC,0.00085338,0.00085338,0.00085338,0.00085338,0,0
1663020000,2022-09-12 22:00:00,STRK/BTC,0.00085378,0.00085378,0.00085338,0.00085338,0.7431,0.000634152078
1663016400,2022-09-12 21:00:00,STRK/BTC,0.00085689,0.00085689,0.00085437,0.00085437,7.9469,0.006805681929
1663012800,2022-09-12 20:00:00,STRK/BTC,0.00085967,0.00085967,0.00085967,0.00085967,0,0
1663009200,2022-09-12 19:00:00,STRK/BTC,0.00085823,0.00086,0.00085721,0.00085967,67.8227,0.05821329073
1663005600,2022-09-12 18:00:00,STRK/BTC,0.00086039,0.00086046,0.00085689,0.00085823,28.4479,0.024447598709
1663002000,2022-09-12 17:00:00,STRK/BTC,0.00086082,0.00086111,0.00086007,0.00086054,41.0737,0.03534614418
1662998400,2022-09-12 16:00:00,STRK/BTC,0.00086242,0.00086242,0.0008569,0.0008569,12.8172,0.011040806036
1662994800,2022-09-12 15:00:00,STRK/BTC,0.00086227,0.00086476,0.00085689,0.00086247,82.6549,0.071306809544
1662991200,2022-09-12 14:00:00,STRK/BTC,0.0008673,0.00086769,0.00086203,0.00086283,79.6332,0.068810562046
1662987600,2022-09-12 13:00:00,STRK/BTC,0.00086795,0.00086896,0.00086689,0.00086746,67.9646,0.058996941921
1662984000,2022-09-12 12:00:00,STRK/BTC,0.00086731,0.00086867,0.00086689,0.00086795,57.0985,0.04956902975
1662980400,2022-09-12 11:00:00,STRK/BTC,0.00086729,0.0008677,0.00086708,0.0008677,56.304,0.048836327986
1662976800,2022-09-12 10:00:00,STRK/BTC,0.00086827,0.00086896,0.00086712,0.00086729,89.3231,0.077499226687
1662973200,2022-09-12 09:00:00,STRK/BTC,0.00086743,0.00086885,0.00086743,0.00086805,91.9065,0.079782375582
1662969600,2022-09-12 08:00:00,STRK/BTC,0.00086792,0.00086896,0.00086712,0.00086765,76.1091,0.066051385251
1662966000,2022-09-12 07:00:00,STRK/BTC,0.00086785,0.00086896,0.00086712,0.00086792,94.5483,0.082055391243
1662962400,2022-09-12 06:00:00,STRK/BTC,0.00086761,0.00086796,0.00086721,0.00086789,78.9844,0.068528266246
1662958800,2022-09-12 05:00:00,STRK/BTC,0.00086804,0.00086896,0.00086758,0.00086761,80.1093,0.069537184392
1662955200,2022-09-12 04:00:00,STRK/BTC,0.00086483,0.00086896,0.00086483,0.00086823,50.9907,0.044238574294
1662951600,2022-09-12 03:00:00,STRK/BTC,0.00086783,0.00086783,0.00086192,0.00086483,76.3548,0.06606745549
1662948000,2022-09-12 02:00:00,STRK/BTC,0.00086543,0.00086759,0.00086456,0.00086552,54.3856,0.047094830867
1662944400,2022-09-12 01:00:00,STRK/BTC,0.00087991,0.00088085,0.00086192,0.00086543,92.1038,0.080189670129
1662940800,2022-09-12 00:00:00,STRK/BTC,0.0008798,0.00088328,0.00087686,0.00087713,60.7211,0.053405865289
1662937200,2022-09-11 23:00:00,STRK/BTC,0.00088123,0.00088429,0.00087801,0.00088028,70.1451,0.061755022362
1662933600,2022-09-11 22:00:00,STRK/BTC,0.00087954,0.00088427,0.00087761,0.00088123,81.4416,0.071683322149
1662930000,2022-09-11 21:00:00,STRK/BTC,0.00088218,0.00088284,0.00087859,0.00087954,72.3035,0.063718342441
1662926400,2022-09-11 20:00:00,STRK/BTC,0.00087994,0.00088296,0.00087994,0.00088239,33.6201,0.029635020657
1662922800,2022-09-11 19:00:00,STRK/BTC,0.00088096,0.00088096,0.00087949,0.00087958,8.4157,0.007410098806
1662919200,2022-09-11 18:00:00,STRK/BTC,0.00088066,0.00088096,0.00087945,0.00088096,56.6101,0.049843425188
1662915600,2022-09-11 17:00:00,STRK/BTC,0.00087661,0.00088075,0.00087635,0.0008802,46.5286,0.0409060057
1662912000,2022-09-11 16:00:00,STRK/BTC,0.00087684,0.0008776,0.0008762,0.00087711,23.5876,0.020685785414
1662908400,2022-09-11 15:00:00,STRK/BTC,0.00087554,0.00087738,0.0008674,0.00087684,49.9117,0.043748562698
1662904800,2022-09-11 14:00:00,STRK/BTC,0.00087207,0.00087555,0.00087199,0.00087554,24.1812,0.021116114637
1662901200,2022-09-11 13:00:00,STRK/BTC,0.00087,0.00087228,0.00086978,0.00087095,20.8241,0.018134736448
1662897600,2022-09-11 12:00:00,STRK/BTC,0.00087,0.00087,0.00086781,0.00087,21.6608,0.018820394059
1662894000,2022-09-11 11:00:00,STRK/BTC,0.00086475,0.0008681,0.00086472,0.000867,45.493,0.039402210469
1662890400,2022-09-11 10:00:00,STRK/BTC,0.00086588,0.00087,0.00086292,0.00086475,67.3254,0.058285659536
1662886800,2022-09-11 09:00:00,STRK/BTC,0.00086657,0.00086753,0.00086429,0.00086588,61.2338,0.053043926486
1662883200,2022-09-11 08:00:00,STRK/BTC,0.00086528,0.00086861,0.00086363,0.00086657,66.1323,0.05722195457
1662879600,2022-09-11 07:00:00,STRK/BTC,0.00087412,0.00088038,0.00085863,0.00086528,185.5378,0.161775849663
1662876000,2022-09-11 06:00:00,STRK/BTC,0.00087481,0.00087641,0.00087323,0.00087412,108.9905,0.09531885638
1662872400,2022-09-11 05:00:00,STRK/BTC,0.0008759,0.00087664,0.00087415,0.00087481,102.878,0.090063193868
1662868800,2022-09-11 04:00:00,STRK/BTC,0.00087501,0.00087691,0.00087337,0.0008759,81.9386,0.071675198526
1662865200,2022-09-11 03:00:00,STRK/BTC,0.00087696,0.00087696,0.00087365,0.00087501,102.5308,0.089706303718
1662861600,2022-09-11 02:00:00,STRK/BTC,0.00087571,0.00087929,0.00087571,0.00087696,64.1116,0.056220565042
1662858000,2022-09-11 01:00:00,STRK/BTC,0.00087495,0.00087625,0.00087371,0.00087571,101.0596,0.088414303615
1662854400,2022-09-11 00:00:00,STRK/BTC,0.00087733,0.0008794,0.00087414,0.00087495,51.3454,0.044980357273
1662850800,2022-09-10 23:00:00,STRK/BTC,0.00087334,0.00087733,0.00087281,0.00087733,78.2508,0.068449076872
1662847200,2022-09-10 22:00:00,STRK/BTC,0.00087339,0.00087497,0.00087228,0.00087334,73.6882,0.064376019722
1662843600,2022-09-10 21:00:00,STRK/BTC,0.00087842,0.00087893,0.00087304,0.00087349,79.1626,0.069471082632
1662840000,2022-09-10 20:00:00,STRK/BTC,0.00087847,0.00087921,0.00087796,0.00087842,66.5272,0.058459503724
1662836400,2022-09-10 19:00:00,STRK/BTC,0.00087819,0.00087964,0.00087806,0.00087847,100.3908,0.088200537905
1662832800,2022-09-10 18:00:00,STRK/BTC,0.00088049,0.00088049,0.00087807,0.00087819,55.148,0.048455242552
1662829200,2022-09-10 17:00:00,STRK/BTC,0.00088035,0.00088252,0.00088004,0.00088004,78.7784,0.069393294596
1662825600,2022-09-10 16:00:00,STRK/BTC,0.00088141,0.00088156,0.00087931,0.00088035,88.7906,0.078189238849
1662822000,2022-09-10 15:00:00,STRK/BTC,0.00088374,0.00088427,0.00088141,0.00088141,58.847,0.051970728037
1662818400,2022-09-10 14:00:00,STRK/BTC,0.00088367,0.00088421,0.00088366,0.00088374,77.1983,0.068230375592
1662814800,2022-09-10 13:00:00,STRK/BTC,0.00088612,0.00088697,0.00088365,0.00088367,155.2606,0.137396147108
1662811200,2022-09-10 12:00:00,STRK/BTC,0.00088581,0.00088638,0.00088488,0.00088612,89.5775,0.079345544808
1662807600,2022-09-10 11:00:00,STRK/BTC,0.00088633,0.00088703,0.0008853,0.00088581,70.4496,0.06242981359
1662804000,2022-09-10 10:00:00,STRK/BTC,0.00088675,0.00088708,0.00088495,0.00088633,93.3672,0.082704991361
1662800400,2022-09-10 09:00:00,STRK/BTC,0.00088688,0.00088769,0.00088523,0.00088675,80.4965,0.071331999751
1662796800,2022-09-10 08:00:00,STRK/BTC,0.00089009,0.00089031,0.000886,0.00088688,39.0165,0.034639679654
1662793200,2022-09-10 07:00:00,STRK/BTC,0.00088683,0.0008911,0.00088683,0.00089009,6.5274,0.005806897571
1662789600,2022-09-10 06:00:00,STRK/BTC,0.00089546,0.00089608,0.00088683,0.00088683,76.8873,0.068733022976
1662786000,2022-09-10 05:00:00,STRK/BTC,0.00089893,0.00089899,0.00089362,0.00089546,100.9707,0.090488766224
1662782400,2022-09-10 04:00:00,STRK/BTC,0.00089275,0.00090365,0.00089107,0.00089893,106.2034,0.095643114832
1662778800,2022-09-10 03:00:00,STRK/BTC,0.00089175,0.00089275,0.00089043,0.00089275,67.5999,0.060269607837
1662775200,2022-09-10 02:00:00,STRK/BTC,0.00089195,0.00089268,0.00089035,0.00089175,95.3761,0.085049780231
1662771600,2022-09-10 01:00:00,STRK/BTC,0.00089108,0.00089264,0.00089049,0.00089195,73.3319,0.065377171912
1662768000,2022-09-10 00:00:00,STRK/BTC,0.00089091,0.00089529,0.00089035,0.00089152,58.2235,0.05191101099
1662764400,2022-09-09 23:00:00,STRK/BTC,0.00089089,0.00089166,0.00089017,0.00089123,67.4391,0.06009594025
1662760800,2022-09-09 22:00:00,STRK/BTC,0.00089095,0.00089149,0.00088805,0.00089089,81.8282,0.072881958865
1662757200,2022-09-09 21:00:00,STRK/BTC,0.00089049,0.00089145,0.00089011,0.00089095,92.1737,0.082090513462
1662753600,2022-09-09 20:00:00,STRK/BTC,0.00089067,0.00089121,0.00088805,0.00089049,47.6511,0.042442914977
1662750000,2022-09-09 19:00:00,STRK/BTC,0.00089019,0.00089144,0.00089004,0.00089067,58.9688,0.052525434589
1662746400,2022-09-09 18:00:00,STRK/BTC,0.00089096,0.00089133,0.00089002,0.00089019,97.041,0.08640390006
1662742800,2022-09-09 17:00:00,STRK/BTC,0.00089447,0.00089447,0.00088818,0.00088818,25.6313,0.02290471724
1662739200,2022-09-09 16:00:00,STRK/BTC,0.00089361,0.00089471,0.00089361,0.00089447,73.9679,0.066144674351
1662735600,2022-09-09 15:00:00,STRK/BTC,0.00090009,0.00090261,0.00089361,0.00089361,87.1433,0.078414217884
1662732000,2022-09-09 14:00:00,STRK/BTC,0.00090196,0.00090257,0.00089903,0.00090009,99.0839,0.089214922034
1662728400,2022-09-09 13:00:00,STRK/BTC,0.00089771,0.00090652,0.00089755,0.00090196,70.8235,0.063915414279
1662724800,2022-09-09 12:00:00,STRK/BTC,0.00089282,0.00089872,0.00088998,0.00089771,90.7637,0.081012701094
1662721200,2022-09-09 11:00:00,STRK/BTC,0.00089388,0.00089388,0.00089248,0.00089282,70.7409,0.063165908442
1662717600,2022-09-09 10:00:00,STRK/BTC,0.00090352,0.00090364,0.00089351,0.00089351,54.7373,0.049407953782
1662714000,2022-09-09 09:00:00,STRK/BTC,0.00090486,0.00090744,0.00090323,0.00090352,97.4962,0.088268746397
1662710400,2022-09-09 08:00:00,STRK/BTC,0.00090489,0.00090578,0.00090377,0.00090486,53.2409,0.048174047896
1662706800,2022-09-09 07:00:00,STRK/BTC,0.00090267,0.00090675,0.00090267,0.00090489,104.8618,0.094729448147
1662703200,2022-09-09 06:00:00,STRK/BTC,0.00090689,0.00090737,0.00090261,0.00090267,105.143,0.095167453308
1662699600,2022-09-09 05:00:00,STRK/BTC,0.00091147,0.00091147,0.00090695,0.0009071,3.038,0.002762645772
1662696000,2022-09-09 04:00:00,STRK/BTC,0.00093532,0.00093532,0.00091256,0.00091256,36.7805,0.034183876673
1662692400,2022-09-09 03:00:00,STRK/BTC,0.00094482,0.00094482,0.0009347,0.00093532,86.4955,0.081306404512
1662688800,2022-09-09 02:00:00,STRK/BTC,0.00094428,0.0009485,0.0009391,0.00094509,74.2721,0.070210870412
1662685200,2022-09-09 01:00:00,STRK/BTC,0.00094457,0.00094729,0.00094372,0.00094428,79.2211,0.07488597705
1662681600,2022-09-09 00:00:00,STRK/BTC,0.00094567,0.00094888,0.00094012,0.00094518,72.1414,0.068229273827
1662678000,2022-09-08 23:00:00,STRK/BTC,0.00093973,0.0009446,0.00093973,0.0009446,11.4195,0.010734121392
1662674400,2022-09-08 22:00:00,STRK/BTC,0.00093846,0.0009446,0.00093796,0.0009399,30.6471,0.028786276161
1662670800,2022-09-08 21:00:00,STRK/BTC,0.00093779,0.00093901,0.00093629,0.00093846,67.1657,0.06301964287
1662667200,2022-09-08 20:00:00,STRK/BTC,0.0009387,0.00093941,0.00093444,0.00093759,80.4059,0.075447434802
1662663600,2022-09-08 19:00:00,STRK/BTC,0.00093799,0.00093939,0.00093723,0.0009387,53.2567,0.049956842771
1662660000,2022-09-08 18:00:00,STRK/BTC,0.00093786,0.0009386,0.00093591,0.00093799,67.4872,0.063261005103
1662656400,2022-09-08 17:00:00,STRK/BTC,0.00093083,0.00094098,0.00093083,0.00093786,68.5445,0.06427159935
1662652800,2022-09-08 16:00:00,STRK/BTC,0.00092954,0.00093466,0.00092837,0.00093083,46.0994,0.042896382619
1662649200,2022-09-08 15:00:00,STRK/BTC,0.00091636,0.00092954,0.00091636,0.00092954,46.9616,0.043165800261
1662645600,2022-09-08 14:00:00,STRK/BTC,0.00091329,0.0009173,0.00091155,0.00091636,163.3514,0.149537409265
1662642000,2022-09-08 13:00:00,STRK/BTC,0.00091658,0.00092043,0.00090246,0.00091053,459.2797,0.416930067933
1662638400,2022-09-08 12:00:00,STRK/BTC,0.00092458,0.00092536,0.00090816,0.00091481,241.0857,0.220203369015
1662634800,2022-09-08 11:00:00,STRK/BTC,0.00092307,0.00092839,0.00092307,0.00092472,54.5202,0.050490465221
1662631200,2022-09-08 10:00:00,STRK/BTC,0.00092518,0.00092895,0.00092296,0.00092307,75.5,0.069813787006
1662627600,2022-09-08 09:00:00,STRK/BTC,0.0009321,0.000933,0.00092539,0.00092554,65.2987,0.060571478076
1662624000,2022-09-08 08:00:00,STRK/BTC,0.00092884,0.00093379,0.00092609,0.0009321,61.0766,0.056820336724
1662620400,2022-09-08 07:00:00,STRK/BTC,0.00092597,0.00093165,0.00092597,0.00092814,6.2088,0.005764899764
1662616800,2022-09-08 06:00:00,STRK/BTC,0.00091803,0.00092249,0.00091803,0.00092249,5.1181,0.00470613392
1662613200,2022-09-08 05:00:00,STRK/BTC,0.00091951,0.00092249,0.00091793,0.00092249,10.5794,0.009717720144
1662609600,2022-09-08 04:00:00,STRK/BTC,0.00091792,0.00091974,0.00091605,0.00091935,11.7228,0.010768478496
1662606000,2022-09-08 03:00:00,STRK/BTC,0.00091908,0.00091924,0.00091679,0.00091709,11.6053,0.01065291779
1662602400,2022-09-08 02:00:00,STRK/BTC,0.00091129,0.00094292,0.00091129,0.00091943,148.8811,0.138406918843
1662598800,2022-09-08 01:00:00,STRK/BTC,0.00091071,0.00091225,0.0009062,0.00091095,29.8362,0.027118352649
1662595200,2022-09-08 00:00:00,STRK/BTC,0.00091664,0.00091664,0.0009048,0.00091002,115.718,0.105137958518
1662591600,2022-09-07 23:00:00,STRK/BTC,0.00091508,0.00091687,0.00091349,0.00091649,82.3101,0.075312574314
1662588000,2022-09-07 22:00:00,STRK/BTC,0.00090775,0.0009159,0.00090581,0.00091496,58.0621,0.052867632266
1662584400,2022-09-07 21:00:00,STRK/BTC,0.00090245,0.00090778,0.00090245,0.00090775,69.1373,0.06262507646
1662580800,2022-09-07 20:00:00,STRK/BTC,0.00091164,0.00091525,0.00090245,0.00090245,62.9172,0.05740951254
1662577200,2022-09-07 19:00:00,STRK/BTC,0.00090765,0.00091217,0.00090651,0.00091169,75.5224,0.068620599443
1662573600,2022-09-07 18:00:00,STRK/BTC,0.00091052,0.00091052,0.00090678,0.00090765,107.5423,0.097649211837
1662570000,2022-09-07 17:00:00,STRK/BTC,0.00091019,0.00091225,0.00090909,0.00091052,86.1139,0.078408423037
1662566400,2022-09-07 16:00:00,STRK/BTC,0.00090754,0.00091049,0.00090554,0.00091019,58.439,0.053047050836
1662562800,2022-09-07 15:00:00,STRK/BTC,0.00090682,0.00090771,0.00090424,0.00090754,67.76,0.061351425972
1662559200,2022-09-07 14:00:00,STRK/BTC,0.00090451,0.00090618,0.00089985,0.0009044,139.5199,0.125992855965
1662555600,2022-09-07 13:00:00,STRK/BTC,0.00090528,0.00091225,0.00090301,0.00090467,109.2528,0.099086174885
1662552000,2022-09-07 12:00:00,STRK/BTC,0.00090328,0.00090705,0.00090328,0.00090446,59.212,0.053536553155
1662548400,2022-09-07 11:00:00,STRK/BTC,0.00090333,0.00090762,0.00090204,0.00090328,98.755,0.089205491632
1662544800,2022-09-07 10:00:00,STRK/BTC,0.00090608,0.00090683,0.00090222,0.00090333,67.2912,0.060854097259
1662541200,2022-09-07 09:00:00,STRK/BTC,0.00090415,0.00090876,0.00090245,0.00090608,85.9329,0.077705293825
1662537600,2022-09-07 08:00:00,STRK/BTC,0.00090423,0.00090478,0.00090339,0.00090415,119.6535,0.108172749396
1662534000,2022-09-07 07:00:00,STRK/BTC,0.00090477,0.00090831,0.00090318,0.00090423,65.3516,0.059191742238
1662530400,2022-09-07 06:00:00,STRK/BTC,0.00089929,0.00092702,0.00089929,0.00090477,177.9777,0.161535414489
1662526800,2022-09-07 05:00:00,STRK/BTC,0.00090162,0.00090249,0.00089829,0.00089929,91.4754,0.082291584443
1662523200,2022-09-07 04:00:00,STRK/BTC,0.00090025,0.00090025,0.00090025,0.00090025,0.2756,0.0002481089
1662519600,2022-09-07 03:00:00,STRK/BTC,0.0009016,0.00090336,0.00089965,0.00089965,54.7526,0.049404358694
1662516000,2022-09-07 02:00:00,STRK/BTC,0.00090673,0.00090714,0.0009016,0.0009016,93.6692,0.084639150632
1662512400,2022-09-07 01:00:00,STRK/BTC,0.00090883,0.000912,0.00090202,0.00090673,81.2085,0.073668148767
1662508800,2022-09-07 00:00:00,STRK/BTC,0.00091329,0.00091539,0.00090579,0.00090966,68.9353,0.062819692919
1662505200,2022-09-06 23:00:00,STRK/BTC,0.00091212,0.0009168,0.00090736,0.0009168,113.0372,0.102900688446
1662501600,2022-09-06 22:00:00,STRK/BTC,0.00091315,0.00093164,0.00090866,0.00091212,119.0941,0.109246544263
1662498000,2022-09-06 21:00:00,STRK/BTC,0.00091381,0.00091594,0.00091247,0.00091315,84.5134,0.077264924861
1662494400,2022-09-06 20:00:00,STRK/BTC,0.00091972,0.00091972,0.00091254,0.00091381,69.8036,0.064061584333
1662490800,2022-09-06 19:00:00,STRK/BTC,0.00091932,0.00092243,0.00091801,0.00091972,73.3254,0.067465704164
1662487200,2022-09-06 18:00:00,STRK/BTC,0.00091796,0.00091966,0.0009166,0.00091932,69.8703,0.064164405387
1662483600,2022-09-06 17:00:00,STRK/BTC,0.00090285,0.00092138,0.00090285,0.00091796,64.5238,0.059039225811
