Mask,PartNumber,Temperature,Corner,Site,vddio_typ,vddio_typ_unit,dtlg_pad_RPPULLUP,dtlg_pad_RPPULLUP_unit,,filename,
SG802,91-112-62,-10,FF-ENG,1,3,V,40437.651,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_21_31_19.csv,
SG802,91-112-62,-10,FF-ENG,1,3.3,V,40303.512,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_21_31_19.csv,
SG802,91-112-62,-10,FF-ENG,1,3.6,V,40412.715,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_21_31_19.csv,
SG802,91-112-62,85,FF-ENG,1,1.71,V,39909.715,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,1.8,V,39585.475,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,1.95,V,39225.018,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,2.4,V,39459.681,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,2.7,V,39674.232,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,3,V,39734.814,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,3.3,V,39843.155,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,91-112-62,85,FF-ENG,1,3.6,V,39519.168,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_16_22_53_59.csv,
SG802,30-36-33,25,FF-ENG,1,1.71,V,40109.692,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,1.8,V,39799.162,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,1.95,V,40086.295,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,2.4,V,40226.672,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,2.7,V,39888.88,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,3,V,40239.022,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,3.3,V,40183.695,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,25,FF-ENG,1,3.6,V,40096.776,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_08_20_21.csv,
SG802,30-36-33,-10,FF-ENG,1,1.71,V,40340.705,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,1.8,V,40124.053,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,1.95,V,40086.295,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,2.4,V,40475.113,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,2.7,V,40380.437,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,3,V,40124.053,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,3.3,V,40363.689,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,-10,FF-ENG,1,3.6,V,40192.407,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_09_57_58.csv,
SG802,30-36-33,85,FF-ENG,1,1.71,V,39571.497,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,1.8,V,39906.873,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,1.95,V,39786.771,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,2.4,V,39920.377,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,2.7,V,39620.93,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,3,V,40058.651,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,3.3,V,39901.964,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,85,FF-ENG,1,3.6,V,39772.325,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_11_27_09.csv,
SG802,30-36-33,125,FF-ENG,1,1.71,V,38831.074,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,1.8,V,39400.373,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,1.95,V,39321.572,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,2.4,V,39758.92,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,2.7,V,39745.524,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,3,V,39243.086,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,3.3,V,39566.163,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,125,FF-ENG,1,3.6,V,39466.282,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_12_42_56.csv,
SG802,30-36-33,-40,FF-ENG,1,1.71,V,40224.867,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,1.8,V,40537.703,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,1.95,V,41171.105,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,2.4,V,40726.641,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,2.7,V,40454.292,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,3,V,40571.164,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,3.3,V,40424.046,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,30-36-33,-40,FF-ENG,1,3.6,V,40790.012,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_15_21_18.csv,
SG802,209-240-48,-40,TYP-ENG,1,1.71,V,41140.411,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,1.8,V,40537.703,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,1.95,V,40986.244,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,2.4,V,40959.971,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,2.7,V,41265.642,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,3,V,40959.971,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,3.3,V,41131.351,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-40,TYP-ENG,1,3.6,V,41347.604,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_17_38_53.csv,
SG802,209-240-48,-10,TYP-ENG,1,1.71,V,40574.395,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,1.8,V,40537.703,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,1.95,V,40467.102,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,2.4,V,40642.451,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,2.7,V,40306.85,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,3,V,40688.713,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,3.3,V,40652.001,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,-10,TYP-ENG,1,3.6,V,40733.672,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_18_59_58.csv,
SG802,209-240-48,25,TYP-ENG,1,1.71,V,40340.705,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,1.8,V,40988.435,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,1.95,V,40288.496,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,2.4,V,40874.815,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,2.7,V,40454.292,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,3,V,40239.022,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,3.3,V,40363.689,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,25,TYP-ENG,1,3.6,V,40412.715,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_17_20_26_36.csv,
SG802,209-240-48,125,TYP-ENG,1,1.71,V,39683.598,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,1.8,V,39505.933,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,1.95,V,39589.563,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,2.4,V,39920.377,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,2.7,V,39550.083,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,3,V,39863.718,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,3.3,V,39843.155,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,125,TYP-ENG,1,3.6,V,40096.776,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_10_19_49.csv,
SG802,209-240-48,85,TYP-ENG,1,1.71,V,39571.497,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,1.8,V,39799.162,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,1.95,V,39321.572,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,2.4,V,40165.038,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,2.7,V,40233.532,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,3,V,39863.718,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,3.3,V,40243.514,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,209-240-48,85,TYP-ENG,1,3.6,V,40096.776,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_11_42_43.csv,
SG802,223-44-199,25,SS-ENG,1,1.71,V,41629.45,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,1.8,V,40761.823,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,1.95,V,40881.353,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,2.4,V,40874.815,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,2.7,V,40884.259,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,3,V,41028.351,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,3.3,V,41022.125,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,25,SS-ENG,1,3.6,V,41002.682,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_12_49_40.csv,
SG802,223-44-199,-10,SS-ENG,1,1.71,V,42098.602,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,1.8,V,42220.729,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,1.95,V,41708.586,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,2.4,V,41478.451,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,2.7,V,41713.124,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,3,V,41286.825,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,3.3,V,41815.283,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,-10,SS-ENG,1,3.6,V,41742.645,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_14_03_18.csv,
SG802,223-44-199,85,SS-ENG,1,1.71,V,40930.051,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,1.8,V,40343.61,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,1.95,V,40288.496,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,2.4,V,40226.672,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,2.7,V,40233.532,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,3,V,40371.224,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,3.3,V,40545.303,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,85,SS-ENG,1,3.6,V,40468.17,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_15_26_13.csv,
SG802,223-44-199,125,SS-ENG,1,1.71,V,40457.213,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,1.8,V,40233.532,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,1.95,V,40364.848,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,2.4,V,40165.038,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,2.7,V,40528.418,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,3,V,40638.251,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
SG802,223-44-199,125,SS-ENG,1,3.3,V,40713.224,Ohm,,C:\home_user\pvalleau\svn_home\Unicron_svn\trunk\Charac\charac_0004\raw_data\CharacResetPullUp_tg_2019_10_18_16_45_33.csv,
