Date,Open,High,Low,Close,Adj Close,Volume
2021-08-22,0.092596,0.093848,0.090494,0.092734,0.092734,434914
2021-08-23,0.092699,0.096672,0.081711,0.082495,0.082495,437153
2021-08-24,0.082481,0.094577,0.073309,0.073716,0.073716,601533
2021-08-25,0.073131,0.077494,0.068732,0.075313,0.075313,254717
2021-08-26,0.075158,0.076747,0.070003,0.071812,0.071812,275616
2021-08-27,0.071813,0.079769,0.071030,0.078035,0.078035,271078
2021-08-28,0.077714,0.082531,0.075759,0.076292,0.076292,66322
2021-08-29,0.076422,0.077771,0.074487,0.076146,0.076146,78505
2021-08-30,0.076117,0.076195,0.072043,0.072464,0.072464,152936
2021-08-31,0.072470,0.076657,0.071965,0.075822,0.075822,150793
2021-09-01,0.075758,0.078409,0.071540,0.078409,0.078409,133650
2021-09-02,0.077726,0.084199,0.077025,0.080109,0.080109,107673
2021-09-03,0.080101,0.083341,0.073854,0.076700,0.076700,58571
2021-09-04,0.076783,0.079062,0.073832,0.077955,0.077955,54292
2021-09-05,0.077906,0.080993,0.074540,0.080502,0.080502,59498
2021-09-06,0.080507,0.082496,0.074831,0.077787,0.077787,93081
2021-09-07,0.079114,0.083571,0.069359,0.071801,0.071801,69486
2021-09-08,0.071800,0.073180,0.066616,0.069390,0.069390,87079
2021-09-09,0.068728,0.071261,0.066018,0.066988,0.066988,97571
2021-09-10,0.066980,0.068004,0.062513,0.063036,0.063036,75038
2021-09-11,0.062983,0.069326,0.062983,0.064345,0.064345,201382
2021-09-12,0.064369,0.068835,0.063585,0.066903,0.066903,185013
2021-09-13,0.066876,0.068463,0.059710,0.064941,0.064941,119660
2021-09-14,0.064967,0.068018,0.064547,0.068018,0.068018,106660
2021-09-15,0.068021,0.070987,0.066768,0.070770,0.070770,104091
2021-09-16,0.070844,0.071785,0.067388,0.068445,0.068445,127373
2021-09-17,0.068468,0.070193,0.063222,0.063522,0.063522,105847
2021-09-18,0.063528,0.067914,0.063034,0.065639,0.065639,113236
2021-09-19,0.065655,0.066448,0.059886,0.060574,0.060574,90102
2021-09-20,0.060561,0.060607,0.055649,0.057735,0.057735,86250
2021-09-21,0.057702,0.059779,0.053225,0.053763,0.053763,82138
2021-09-22,0.053783,0.058841,0.052933,0.058653,0.058653,86894
2021-09-23,0.058701,0.065408,0.056819,0.059974,0.059974,96792
2021-09-24,0.059973,0.060367,0.054234,0.056738,0.056738,81359
2021-09-25,0.056752,0.057321,0.053970,0.054082,0.054082,74795
2021-09-26,0.054067,0.058354,0.051419,0.057411,0.057411,65075
2021-09-27,0.057403,0.058936,0.055614,0.056046,0.056046,88676
2021-09-28,0.056064,0.056650,0.053443,0.054014,0.054014,121090
2021-09-29,0.054030,0.061609,0.053177,0.061609,0.061609,300543
2021-09-30,0.061591,0.067177,0.061085,0.065581,0.065581,443147
2021-10-01,0.065599,0.070948,0.064068,0.070312,0.070312,583133
2021-10-02,0.070330,0.071362,0.067891,0.069188,0.069188,530558
2021-10-03,0.069221,0.069756,0.065739,0.066408,0.066408,496068
2021-10-04,0.066395,0.066395,0.063058,0.065031,0.065031,479615
2021-10-05,0.065037,0.068436,0.064618,0.067260,0.067260,493829
2021-10-06,0.067247,0.074730,0.063559,0.072462,0.072462,536229
2021-10-07,0.072517,0.074603,0.067481,0.073182,0.073182,523773
2021-10-08,0.073194,0.078719,0.070937,0.071597,0.071597,308552
2021-10-09,0.071610,0.073459,0.071202,0.072349,0.072349,187690
2021-10-10,0.072361,0.074101,0.069187,0.069362,0.069362,371135
2021-10-11,0.069267,0.072875,0.066284,0.068443,0.068443,532119
2021-10-12,0.068373,0.068440,0.062981,0.066007,0.066007,525782
2021-10-13,0.066086,0.069890,0.065129,0.067969,0.067969,529751
2021-10-14,0.068004,0.069509,0.066040,0.068284,0.068284,493011
2021-10-15,0.068293,0.068559,0.065496,0.067019,0.067019,480971
2021-10-16,0.066990,0.071382,0.066373,0.069398,0.069398,504865
2021-10-17,0.069332,0.070192,0.065979,0.067752,0.067752,470610
2021-10-18,0.067743,0.069938,0.066316,0.069824,0.069824,280430
2021-10-19,0.069853,0.071057,0.065805,0.068639,0.068639,137223
2021-10-20,0.068699,0.072184,0.066739,0.071961,0.071961,105111
2021-10-21,0.071938,0.075172,0.069468,0.069526,0.069526,142255
2021-10-22,0.069480,0.072760,0.069480,0.070819,0.070819,320095
2021-10-23,0.070806,0.073604,0.070061,0.073232,0.073232,451227
2021-10-24,0.073205,0.073600,0.069532,0.070127,0.070127,451214
2021-10-25,0.070133,0.071387,0.064905,0.065750,0.065750,456698
2021-10-26,0.065664,0.070290,0.064640,0.065032,0.065032,360220
2021-10-27,0.065001,0.066750,0.057739,0.063310,0.063310,217287
2021-10-28,0.063300,0.066659,0.061101,0.065941,0.065941,327454
2021-10-29,0.065937,0.072013,0.062421,0.066351,0.066351,586661
2021-10-30,0.066339,0.066661,0.052705,0.056813,0.056813,692588
2021-10-31,0.056827,0.057695,0.050318,0.057364,0.057364,545944
2021-11-01,0.057379,0.059102,0.050592,0.058349,0.058349,495719
2021-11-02,0.058357,0.087212,0.056401,0.087200,0.087200,621531
2021-11-03,0.087178,0.087569,0.073558,0.076192,0.076192,489528
2021-11-04,0.076237,0.079189,0.074897,0.079007,0.079007,589601
2021-11-05,0.078880,0.080921,0.076174,0.077920,0.077920,567400
2021-11-06,0.077963,0.077963,0.073420,0.075901,0.075901,427370
2021-11-07,0.075932,0.079875,0.074120,0.077626,0.077626,473474
2021-11-08,0.077646,0.080985,0.076297,0.080529,0.080529,480904
2021-11-09,0.080439,0.101399,0.077278,0.085746,0.085746,569724
2021-11-10,0.085632,0.087426,0.079601,0.082703,0.082703,516903
2021-11-11,0.082713,0.086539,0.079868,0.083866,0.083866,400385
2021-11-12,0.083958,0.083958,0.076719,0.080782,0.080782,444237
2021-11-13,0.080772,0.083046,0.078996,0.082067,0.082067,378943
2021-11-14,0.082038,0.082681,0.077160,0.079162,0.079162,479267
2021-11-15,0.079181,0.082814,0.075953,0.078622,0.078622,498854
2021-11-16,0.078635,0.116908,0.073206,0.074670,0.074670,417675
2021-11-17,0.074645,0.077880,0.072597,0.076267,0.076267,439933
2021-11-18,0.076273,0.078385,0.073113,0.073680,0.073680,408268
2021-11-19,0.073736,0.076467,0.072131,0.075624,0.075624,423432
2021-11-20,0.075608,0.079881,0.073757,0.079476,0.079476,424439
2021-11-21,0.079398,0.079510,0.077344,0.077906,0.077906,471544
2021-11-22,0.077962,0.077962,0.071662,0.072831,0.072831,418869
2021-11-23,0.072809,0.075475,0.072099,0.074600,0.074600,462185
2021-11-24,0.074628,0.075620,0.072400,0.073002,0.073002,376716
2021-11-25,0.074142,0.088702,0.073325,0.075572,0.075572,424626
2021-11-26,0.088012,0.136418,0.087951,0.124003,0.124003,1737953
2021-11-27,0.123964,0.128588,0.118724,0.127386,0.127386,1749194
2021-11-28,0.127446,0.128375,0.119227,0.126071,0.126071,887918
2021-11-29,0.126066,0.139810,0.118023,0.126290,0.126290,801390
2021-11-30,0.126333,0.127262,0.119533,0.121759,0.121759,822997
2021-12-01,0.121689,0.123700,0.116728,0.119159,0.119159,816748
2021-12-02,0.119116,0.119209,0.110414,0.111467,0.111467,870425
2021-12-03,0.111447,0.111447,0.103363,0.104336,0.104336,640911
2021-12-04,0.104305,0.105590,0.094607,0.096072,0.096072,552398
2021-12-05,0.096087,0.097099,0.094838,0.096022,0.096022,672285
2021-12-06,0.096279,0.099749,0.094409,0.099235,0.099235,699573
2021-12-07,0.099346,0.100909,0.098303,0.099748,0.099748,525869
2021-12-08,0.099712,0.099831,0.093640,0.096403,0.096403,522404
2021-12-09,0.096279,0.096878,0.091084,0.091084,0.091084,489919
2021-12-10,0.091005,0.094015,0.086603,0.087555,0.087555,481576
2021-12-11,0.087447,0.089264,0.086543,0.088084,0.088084,462961
2021-12-12,0.088036,0.089201,0.084115,0.084254,0.084254,458152
2021-12-13,0.084262,0.085698,0.076772,0.077876,0.077876,458903
2021-12-14,0.077897,0.079164,0.060489,0.076682,0.076682,438170
2021-12-15,0.076663,0.079199,0.075737,0.078443,0.078443,411007
2021-12-16,0.078403,0.079911,0.077561,0.077568,0.077568,387974
2021-12-17,0.077598,0.078989,0.075927,0.077953,0.077953,360579
2021-12-18,0.077892,0.078127,0.076189,0.076705,0.076705,343026
2021-12-19,0.076722,0.077530,0.069063,0.069507,0.069507,340972
2021-12-20,0.069913,0.070243,0.068080,0.069857,0.069857,360809
2021-12-21,0.069866,0.070714,0.067728,0.067885,0.067885,266941
2021-12-22,0.067889,0.069004,0.067779,0.068129,0.068129,233794
2021-12-23,0.068119,0.073525,0.067856,0.070658,0.070658,309970
2021-12-24,0.070655,0.071550,0.069635,0.070038,0.070038,291178
2021-12-25,0.069996,0.070792,0.069626,0.069989,0.069989,234382
2021-12-26,0.070077,0.070455,0.067489,0.067962,0.067962,300259
2021-12-27,0.067956,0.068921,0.067335,0.067430,0.067430,242374
2021-12-28,0.067397,0.067964,0.065528,0.065683,0.065683,264288
2021-12-29,0.065664,0.066481,0.063415,0.064065,0.064065,241679
2021-12-30,0.064029,0.064875,0.063159,0.063628,0.063628,240793
2021-12-31,0.063670,0.064367,0.060326,0.061223,0.061223,156631
2022-01-01,0.061235,0.062129,0.060342,0.060794,0.060794,156222
2022-01-02,0.060796,0.062006,0.059992,0.061711,0.061711,219940
2022-01-03,0.061712,0.061982,0.059308,0.059978,0.059978,229445
2022-01-04,0.059979,0.061544,0.058741,0.060870,0.060870,225635
2022-01-05,0.060872,0.061569,0.056533,0.057601,0.057601,210773
2022-01-06,0.057602,0.058330,0.054535,0.055681,0.055681,214914
2022-01-07,0.055840,0.056738,0.052745,0.055211,0.055211,223952
2022-01-08,0.055216,0.056295,0.051657,0.054286,0.054286,206632
2022-01-09,0.052422,0.055404,0.051596,0.052057,0.052057,204439
2022-01-10,0.052057,0.053208,0.050080,0.050361,0.050361,191804
2022-01-11,0.050288,0.053095,0.050288,0.052679,0.052679,185131
2022-01-12,0.052697,0.054074,0.052068,0.053543,0.053543,187352
2022-01-13,0.053544,0.055700,0.052538,0.053946,0.053946,191537
2022-01-14,0.053438,0.055308,0.051378,0.052959,0.052959,202942
2022-01-15,0.052935,0.054059,0.051736,0.052286,0.052286,209588
2022-01-16,0.052282,0.054699,0.051680,0.053860,0.053860,198154
2022-01-17,0.052738,0.054373,0.050404,0.051172,0.051172,166706
