Date,Open,High,Low,Close,Adj Close,Volume
2021-08-22,0.001127,0.001309,0.001054,0.001133,0.001133,5778
2021-08-23,0.001132,0.001409,0.000998,0.001230,0.001230,22690
2021-08-24,0.001230,0.001339,0.000954,0.001176,0.001176,1062
2021-08-25,0.001174,0.001291,0.000988,0.001269,0.001269,10886
2021-08-26,0.001269,0.001304,0.000981,0.001167,0.001167,4752
2021-08-27,0.001166,0.001334,0.001050,0.001330,0.001330,2064
2021-08-28,0.001331,0.001336,0.001052,0.001056,0.001056,1703
2021-08-29,0.001055,0.001315,0.001041,0.001126,0.001126,14455
2021-08-30,0.001126,0.001203,0.001093,0.001113,0.001113,8481
2021-08-31,0.001112,0.001166,0.000947,0.001162,0.001162,2127
2021-09-01,0.001162,0.001171,0.000816,0.000985,0.000985,25323
2021-09-02,0.000984,0.001150,0.000980,0.001073,0.001073,27485
2021-09-03,0.001072,0.001147,0.000997,0.001139,0.001139,2350
2021-09-04,0.001138,0.001148,0.000847,0.000992,0.000992,9341
2021-09-05,0.000992,0.001039,0.000934,0.000993,0.000993,10210
2021-09-06,0.000994,0.001040,0.000898,0.000918,0.000918,7471
2021-09-07,0.000918,0.000931,0.000719,0.000815,0.000815,12246
2021-09-08,0.000814,0.000988,0.000741,0.000948,0.000948,8158
2021-09-09,0.000941,0.000992,0.000895,0.000966,0.000966,8075
2021-09-10,0.000966,0.001051,0.000862,0.000873,0.000873,7691
2021-09-11,0.000873,0.000993,0.000873,0.000913,0.000913,5972
2021-09-12,0.000913,0.001046,0.000766,0.000861,0.000861,14329
2021-09-13,0.000860,0.001059,0.000765,0.000920,0.000920,28189
2021-09-14,0.000920,0.000920,0.000745,0.000845,0.000845,20112
2021-09-15,0.000844,0.000944,0.000794,0.000897,0.000897,10483
2021-09-16,0.000898,0.001081,0.000879,0.000995,0.000995,13387
2021-09-17,0.000994,0.001062,0.000901,0.000984,0.000984,16717
2021-09-18,0.000984,0.000984,0.000910,0.000915,0.000915,14455
2021-09-19,0.000915,0.001198,0.000870,0.001034,0.001034,5457
2021-09-20,0.001033,0.001033,0.000857,0.000906,0.000906,2123
2021-09-21,0.000905,0.000953,0.000805,0.000807,0.000807,713
2021-09-22,0.000810,0.001123,0.000805,0.001085,0.001085,7084
2021-09-23,0.001085,0.001125,0.000948,0.001037,0.001037,18293
2021-09-24,0.001037,0.001118,0.000939,0.000996,0.000996,697
2021-09-25,0.000995,0.001055,0.000925,0.000933,0.000933,6145
2021-09-26,0.000932,0.000999,0.000835,0.000999,0.000999,13590
2021-09-27,0.000999,0.001060,0.000962,0.000963,0.000963,7869
2021-09-28,0.000963,0.000969,0.000908,0.000947,0.000947,8531
2021-09-29,0.000947,0.001106,0.000922,0.001023,0.001023,293
2021-09-30,0.001023,0.001131,0.000925,0.000932,0.000932,365
2021-10-01,0.000933,0.001175,0.000933,0.001034,0.001034,232
2021-10-02,0.001033,0.001271,0.001018,0.001093,0.001093,829
2021-10-03,0.001092,0.001277,0.001092,0.001175,0.001175,9265
2021-10-04,0.001175,0.001179,0.001029,0.001044,0.001044,2306
2021-10-05,0.001043,0.001278,0.001043,0.001193,0.001193,12285
2021-10-06,0.001193,0.001202,0.001102,0.001146,0.001146,2468
2021-10-07,0.001145,0.001323,0.001116,0.001203,0.001203,6943
2021-10-08,0.001202,0.001322,0.001140,0.001153,0.001153,14162
2021-10-09,0.001153,0.001305,0.001150,0.001200,0.001200,12129
2021-10-10,0.001200,0.001375,0.001084,0.001090,0.001090,1643
2021-10-11,0.001090,0.001190,0.001021,0.001096,0.001096,1377
2021-10-12,0.001096,0.001279,0.001079,0.001252,0.001252,1178
2021-10-13,0.001252,0.001317,0.001133,0.001177,0.001177,4582
2021-10-14,0.001177,0.001390,0.001148,0.001282,0.001282,12746
2021-10-15,0.001180,0.001354,0.001147,0.001203,0.001203,5101
2021-10-16,0.001203,0.003095,0.001170,0.002459,0.002459,186163
2021-10-17,0.002456,0.003458,0.001842,0.002117,0.002117,416573
2021-10-18,0.002117,0.002683,0.001718,0.002051,0.002051,303039
2021-10-19,0.002051,0.002748,0.002017,0.002320,0.002320,143022
2021-10-20,0.002320,0.002612,0.002075,0.002075,0.002075,97214
2021-10-21,0.002076,0.002569,0.001736,0.002083,0.002083,66026
2021-10-22,0.002085,0.002676,0.002038,0.002197,0.002197,75185
2021-10-23,0.002197,0.002997,0.001953,0.002276,0.002276,85992
2021-10-24,0.002277,0.002765,0.002084,0.002135,0.002135,88746
2021-10-25,0.002136,0.002735,0.001561,0.002229,0.002229,72708
2021-10-26,0.002229,0.003696,0.001997,0.002156,0.002156,61979
2021-10-27,0.002155,0.002533,0.001625,0.001832,0.001832,70669
2021-10-28,0.001831,0.001975,0.001698,0.001805,0.001805,71425
2021-10-29,0.001805,0.001870,0.001579,0.001614,0.001614,49183
2021-10-30,0.001614,0.002241,0.001589,0.002072,0.002072,57581
2021-10-31,0.002073,0.002282,0.001923,0.002080,0.002080,40875
2021-11-01,0.002080,0.002939,0.001656,0.002939,0.002939,200221
2021-11-02,0.002939,0.003029,0.002441,0.002547,0.002547,204177
2021-11-03,0.002548,0.002886,0.002070,0.002339,0.002339,66969
2021-11-04,0.002341,0.002511,0.001938,0.002042,0.002042,47506
2021-11-05,0.002039,0.002374,0.001817,0.002357,0.002357,9345
2021-11-06,0.002355,0.002383,0.001602,0.002232,0.002232,10223
2021-11-07,0.002233,0.002240,0.001853,0.001899,0.001899,5893
